"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"200","외국인관광도시민박업","03_11_04_P","5530000","CDFI2262212026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 영천동 654-3","경기도 화성시 동탄대로21가길 4-14, 201호 (영천동)","18471","온담","2026-01-07 10:22:10","I","2026-01-09 00:20:01","","208539.585822111","411709.797499739","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","65","","0","","","","","","","10000000","","","","65",
"201","외국인관광도시민박업","03_11_04_P","3000000","CDFI2262212026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 명륜1가 16-34","서울특별시 종로구 성균관로 58-15, 2층 (명륜1가)","03069","다즐데이","2026-01-06 09:57:29","I","2026-01-09 00:20:01","","199693.234140956","453953.393295779","외국인관광 도시민박업","","일반주거지역","4","주택가주변","","","다가구용 주택(공동주택적용)","3","1","0","0","","","0","0","","0","0","","0","60","","0","","","","","","","0","","","","60",
"202","외국인관광도시민박업","03_11_04_P","3000000","CDFI2262212026000002","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 창신동 81-3","서울특별시 종로구 지봉로7길 5, 3층 (창신동)","03103","Ocher75","2026-01-06 09:57:53","I","2026-01-09 00:20:01","","201285.320851691","452480.746551689","외국인관광 도시민박업","","일반주거지역","4","주택가주변","","","다가구용 주택(공동주택적용)","3","1","0","0","","","0","0","","0","0","","0","73.54","","0","","","","","","","0","","","","74",
"203","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000002","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 남노송동 115-15","전북특별자치도 전주시 완산구 관선1길 75, 204호 (남노송동)","55035","한애","2026-01-06 10:10:10","I","2026-01-09 00:20:01","","214220.248569271","257682.536985399","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","60","","0","","","","","","","0","","","","60",
"204","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000003","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 남노송동 115-15","전북특별자치도 전주시 완산구 관선1길 75, 402호 (남노송동)","55035","월아","2026-01-06 10:10:34","I","2026-01-09 00:20:01","","214220.248569271","257682.536985399","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","80","","0","","","","","","","0","","","","80",
"205","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000004","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 남노송동 115-15","전북특별자치도 전주시 완산구 관선1길 75, 302호 (남노송동)","55035","더스테이","2026-01-06 10:10:57","I","2026-01-09 00:20:01","","214220.248569271","257682.536985399","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","60","","0","","","","","","","0","","","","60",
"206","외국인관광도시민박업","03_11_04_P","3940000","CDFI2262212026000003","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 가좌동 142-2 차우빌 B01호","경기도 고양시 일산서구 가좌로 3, 차우빌 B01호 (가좌동)","10211","차우빌","2026-01-07 08:49:50","I","2026-01-09 00:20:01","","175607.716155545","465272.477944921","외국인관광 도시민박업","","일반주거지역","3","주택가주변","","","단독주택","1","3","0","0","","","0","0","","0","0","","0","78.85","","0","","","","","","","3000000","","","","79",
"207","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000007","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 동교동 147-43","서울특별시 마포구 양화로23길 4-17, 지하층 101호 (동교동)","03985","베리하우스","2026-01-06 18:07:51","I","2026-01-09 00:20:01","","193388.848282141","450789.956478011","외국인관광 도시민박업","","","0","","","4","다가구용 주택(공동주택적용)","0","0","1","0","berry house","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","40","","0","","","","","","","0","","","","40",
"208","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 정자동 70-72 지층 2호","경기도 수원시 장안구 수성로289번길 36, 지층 2호 (정자동)","16313","아론맨션 스테이","2026-01-06 14:49:47","I","2026-01-09 00:20:01","","200193.523345686","421153.395049579","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","48","","0","","","","","","","0","","","","48",
"209","외국인관광도시민박업","03_11_04_P","3190000","CDFI2262212026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 상도1동 450-7 더라빌","서울특별시 동작구 상도로41길 27, 더라빌 202호 (상도1동)","06969","첼시 하우스","2026-01-07 09:42:05","I","2026-01-09 00:20:01","","195553.81243671","444450.516561907","외국인관광 도시민박업","","일반주거지역","6","","","","다세대주택","6","0","0","0","","","0","0","","0","0","","0","27.61","","0","","","","","","","0","","","","28",
"210","외국인관광도시민박업","03_11_04_P","3200000","CDFI2262212026000004","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 봉천동 1686-16","서울특별시 관악구 남부순환로 1923-8, 102호 (봉천동)","08801","쉼표 스테이","2026-01-06 10:20:40","I","2026-01-09 00:20:01","","196675.567827016","441726.503064464","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"211","외국인관광도시민박업","03_11_04_P","3070000","CDFI2262212026000004","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 삼선동1가 237-5","서울특별시 성북구 삼선교로10다길 42-6 (삼선동1가)","02865","스테이희","2026-01-06 15:20:14","I","2026-01-09 00:20:01","","200669.975999059","453650.335284679","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","36.5","","0","","","","","","","0","","","","37",
"212","외국인관광도시민박업","03_11_04_P","3150000","CDFI2262212019000001","2019-01-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 방화동 869 마곡 신안네트빌아파트 2단지 201동 601호","서울특별시 강서구 양천로14길 61, 201동 601호 (방화동, 마곡 신안네트빌아파트 2단지)","07609","스카이빌하우스","2026-01-06 10:38:47","U","2026-01-09 02:40:00","","183111.12908033","452012.059703598","외국인관광 도시민박업","","","0","","","","","0","0","2","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"213","외국인관광도시민박업","03_11_04_P","3150000","CDFI2262212023000005","2023-07-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 347-12 경민아트빌 303호","서울특별시 강서구 강서로15길 52, 303호 (화곡동, 경민아트빌)","07770","서울 메이트(Seoul Mate)","2026-01-06 08:58:35","U","2026-01-09 02:40:00","","186065.648448038","447793.788352172","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","25.25","","0","","","","","","","0","","","","25",
"214","외국인관광도시민박업","03_11_04_P","5050000","CDFI2262212012000002","2012-03-29","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 동천동 733-410","경상북도 경주시 원화로392번길 8-2 (동천동)","38104","Tavo House","2026-01-07 13:21:02","U","2026-01-09 02:40:00","","400442.784277378","263930.577086122","외국인관광 도시민박업","","일반주거지역","1","주택가주변","","","단독주택","1","0","5","0","","","0","0","","0","0","","0","97.35","","0","","","","","","","0","","","","97",
"215","외국인관광도시민박업","03_11_04_P","4201000","CDFI2262212022000025","2022-10-27","","03","폐업","03","폐업","2025-12-22","","","","","","","강원특별자치도 강릉시 노암동 279-70","강원특별자치도 강릉시 강변로 298-15 (노암동)","25588","WDB","2026-01-07 17:19:38","U","2026-01-09 02:40:00","","367515.11016389","473698.486447211","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","77.01","","0","","","","","","","0","","","","77",
"216","외국인관광도시민박업","03_11_04_P","3200000","CDFI2262212024000090","2024-08-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 251-339","서울특별시 관악구 신림로11길 81, 1층 (신림동)","08817","Your 2nd Home","2026-01-07 14:13:16","U","2026-01-09 02:40:00","","194515.445129389","440512.379568237","외국인관광 도시민박업","","","0","기타","","","다가구용 주택(공동주택적용)","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","3000000","","","","0",
"217","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212015000004","2015-09-15","","02","휴업","02","휴업","","2022-11-29","2026-11-29","","","","","부산광역시 부산진구 부전동 537-9 더샵 센트럴스타 E동 4704호","부산광역시 부산진구 중앙대로666번길 50, E동 4704호 (부전동, 더샵 센트럴스타)","","다니엘하우스","2026-01-06 11:17:12","U","2026-01-09 02:40:00","","387748.383011444","185533.437357236","외국인관광 도시민박업","","","0","","","객실수/수용인원:3/10","","0","0","0","0","","","0","0","","0","0","","0","180.36","","0","","","","","","","0","","","","180",
"218","외국인관광도시민박업","03_11_04_P","3380000","CDFI2262212019000005","2019-07-12","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 156-21","부산광역시 수영구 광안로49번길 63-16 (광안동)","48295","스테이홍시 광안3호점","2026-01-06 17:00:23","U","2026-01-09 02:40:00","","392972.279056769","186353.367842056","외국인관광 도시민박업","","일반주거지역","2","","","","단독주택","","","6","","","","","","","","","","","205.29","","","","","","","","","40000000","","","","205",
"219","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000003","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 연남동 566-56","서울특별시 마포구 연남로 19, 1층 (연남동)","03990","메모리 메종 연남점","2026-01-06 16:06:02","U","2026-01-09 02:40:00","","193075.937335555","451008.673866837","외국인관광 도시민박업","","","0","","","4","단독주택","0","0","1","0","MEMORY MAISON","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","98.25","","0","","","","","","","0","","","","98",
"220","외국인관광도시민박업","03_11_04_P","3020000","CDFI2262212023000012","2023-04-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 서계동 246-7","서울특별시 용산구 만리재로24길 42-1, 101호 (서계동)","04304","파파하우스(PaPaHouse)","2026-01-06 07:56:19","U","2026-01-09 02:40:00","","196883.528052349","449978.077490437","외국인관광 도시민박업","","","0","","","","다세대주택","0","0","2","0","","","0","0","","0","0","","0","57.24","","0","","","","","","","70000000","","","","57",
"221","외국인관광도시민박업","03_11_04_P","3200000","CDFI2262212024000029","2024-04-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 봉천동 1588-17","서울특별시 관악구 관악로11길 35-1, 201호 (봉천동)","08832","윤슬스테이(younseul stay)","2026-01-07 14:07:47","U","2026-01-09 02:40:00","","195521.084401873","441746.49075641","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"222","외국인관광도시민박업","03_11_04_P","3000000","CDFI2262212021000008","2021-12-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 체부동 163-5","서울특별시 종로구 자하문로1라길 19 (체부동)","03041","몽유","2026-01-06 09:56:14","U","2026-01-09 02:40:00","","197334.235099014","452774.065031335","외국인관광 도시민박업","","","1","","","","단독주택","0","0","1","0","Mong-Yu","Urban Tourist Home for Foreigner Only","0","0","","0","0","","0","20","","0","","","","","","","0","","","","20",
"223","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212025000039","2025-12-04","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 291-15 영진민박","부산광역시 해운대구 송정중앙로36번길 11-14 (송정동)","48072","라이온비치하우스","2026-01-07 12:21:56","U","2026-01-09 02:40:00","","400688.30830568","189128.016246676","외국인관광 도시민박업","","일반상업지역","1","","","","","1","0","2","40","","","0","0","","0","0","","0","30.41","","0","","","","","","","0","","","","30",
"224","외국인관광도시민박업","03_11_04_P","5070000","CDFI2262212025000010","2025-10-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 옥정동 423-10","경상북도 안동시 북문옥정길 67 (옥정동)","36692","머물다 스테이","2026-01-06 09:05:56","U","2026-01-09 02:40:00","","355206.014223873","342121.226992457","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"225","외국인관광도시민박업","03_11_04_P","3780000","CDFI2262212024000001","2024-01-30","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 성남시 중원구 금광동 4374 2층","경기도 성남시 중원구 자혜로8번길 60, 2층 (금광동)","13179","정스테이","2026-01-07 10:30:17","U","2026-01-09 02:40:00","","213940.332980277","438171.130382124","외국인관광 도시민박업","","준주거지역","4","기타","","","다가구용 주택(공동주택적용)","3","1","1","0","","","0","0","","0","0","","0","53.82","","0","","","","","","","10000000","","","","54",
"226","외국인관광도시민박업","03_11_04_P","3150000","CDFI2262212013000003","2013-10-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 630-11 우성아파트 101동 1206호","서울특별시 강서구 화곡로68길 115, 101동 1206호 (등촌동, 우성아파트)","07550","샤론","2026-01-06 10:43:41","U","2026-01-09 02:40:00","","187591.517822073","450572.754479906","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","14.6","","0","","","","","","","0","","","","15",
"227","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000145","2025-09-26","","03","폐업","03","폐업","2026-01-06","","","","","","","경기도 수원시 팔달구 지동 216-10 201호","경기도 수원시 팔달구 세지로 373-4, 201호 (지동)","16242","로이 스테이","2026-01-06 15:57:03","U","2026-01-09 02:40:00","","202304.037593996","420204.630754273","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","2","0","Roy Stay","","0","0","","0","0","","0","61.02","","0","","","","","","","0","","","","61",
"228","외국인관광도시민박업","03_11_04_P","3220000","CDFI2262212022000002","2022-12-15","","03","폐업","03","폐업","2026-01-06","","","","","","","서울특별시 강남구 역삼동 835-67 어울림아파트 102동 904호","서울특별시 강남구 도곡로7길 22, 102동 904호 (역삼동, 어울림아파트)","06255","센티에로 델 솔 하우스","2026-01-06 15:36:47","U","2026-01-09 02:40:00","","203015.804884466","443320.859901585","외국인관광 도시민박업","","전용주거지역","0","아파트지역","","","아파트","0","0","2","0","","","0","0","","0","0","","0","156","","0","","","","","","","2000000","","","","156",
"229","외국인관광도시민박업","03_11_04_P","3020000","CDFI2262212025000039","2025-05-14","","03","폐업","03","폐업","2026-01-05","","","","","","","서울특별시 용산구 이태원동 122-17","서울특별시 용산구 이태원로23길 28, 1층 201호 (이태원동)","04350","cozy house Itaewon","2026-01-06 11:31:36","U","2026-01-09 02:40:00","","199238.812125872","448150.5031393","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","3","1","1","0","","","0","0","","0","0","","0","35.93","","0","","","","","","","0","","","","36",
"230","외국인관광도시민박업","03_11_04_P","3140000","CDFI2262212025000031","2025-07-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 목동 769-14","서울특별시 양천구 목동중앙남로 21-11, 102호 (목동)","07963","아랄라 스테이","2026-01-06 17:48:57","U","2026-01-09 02:40:00","","188211.382607103","448169.369734837","외국인관광 도시민박업","","","0","","","","다가구용 주택(공동주택적용)","0","0","0","0","","","0","0","","0","0","","0","37.15","","0","","","","","","","0","","","","37",
"231","외국인관광도시민박업","03_11_04_P","3150000","CDFI2262212025000025","2025-05-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 1030-12","서울특별시 강서구 화곡로31길 69-3, B02호 (화곡동)","07699","Stay in Seoul","2026-01-07 14:58:50","U","2026-01-09 02:40:00","","185757.140631468","449120.864760794","외국인관광 도시민박업","","","0","","","","다가구용 주택(공동주택적용)","0","0","0","0","","","0","0","","0","0","","0","49.12","","0","","","","","","","0","","","","49",
"232","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000155","2025-03-07","","03","폐업","03","폐업","2026-01-02","","","","","","","서울특별시 마포구 성산동 81-2 스카이빌","서울특별시 마포구 성산로4길 54-13, 2층 202호 (성산동, 스카이빌)","03966","테이스테이","2026-01-06 14:52:00","U","2026-01-09 02:40:00","","191989.039381144","451282.866711007","외국인관광 도시민박업","","","0","","","2실(4명)","다세대주택","0","0","2","0","Taestay","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","92.4","","0","","","","","","","0","","","","92",
"233","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000140","2025-02-28","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 482-6","서울특별시 마포구 월드컵로8길 57, 103호 (서교동)","04029","더 블루 하우스","2026-01-06 11:45:03","U","2026-01-09 02:40:00","","192464.738854728","450157.414768878","외국인관광 도시민박업","","전용주거지역","0","","","1실(4명)","다가구용 주택(공동주택적용)","1","0","1","0","The blue House","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","58","","0","","","","","","","0","","","","58",
"234","외국인관광도시민박업","03_11_04_P","3030000","CDFI2262212025000016","2025-04-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동1가 685-296 포레스트사이드","서울특별시 성동구 서울숲7길 11, 601호 (성수동1가, 포레스트사이드)","04766","성수 스위트","2026-01-07 16:28:20","U","2026-01-09 02:40:00","","203729.922718099","449558.515158419","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"235","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212025000014","2025-03-31","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 전포동 374-41","부산광역시 부산진구 전포대로132번길 7, 2층 201호 (전포동)","47316","노닥201","2026-01-06 09:25:18","U","2026-01-09 02:40:00","","388254.478065152","185250.391001317","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"236","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212024000063","2024-12-27","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 수원시 팔달구 지동 231-13 중앙빌라","경기도 수원시 팔달구 세지로385번길 31, 지하층 102호 (지동, 중앙빌라)","16242","행궁나들이","2026-01-06 14:49:36","U","2026-01-09 02:40:00","","202219.633947613","420323.036020378","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","36.3","","0","","","","","","","25000000","","","","36",
"237","외국인관광도시민박업","03_11_04_P","3380000","CDFI2262212026000005","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 남천동 558-7","부산광역시 수영구 광안해변로 19-1, 3층 (남천동)","48310","지티하우스","2026-01-08 10:44:51","I","2026-01-10 00:20:07","","392463.944711042","184071.917950435","외국인관광 도시민박업","","","0","","","","단독주택","3","0","2","0","","","0","0","","0","0","","0","146.72","","0","","","","","","","30000000","","","","147",
"238","외국인관광도시민박업","03_11_04_P","3380000","CDFI2262212026000006","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 220-3","부산광역시 수영구 민락로 8-3, 301호 (민락동)","48286","스텝스투광안리스테이","2026-01-08 10:45:18","I","2026-01-10 00:20:07","","393357.120922442","186193.189247459","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","1","0","","","0","0","","0","0","","0","54.98","","0","","","","","","","0","","","","55",
"239","외국인관광도시민박업","03_11_04_P","3380000","CDFI2262212026000007","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 14-8","부산광역시 수영구 광남로 260, 2층 (민락동)","48288","구옥","2026-01-08 10:45:40","I","2026-01-10 00:20:07","","393743.979020068","186564.417341062","외국인관광 도시민박업","","일반주거지역","0","","","","","2","0","2","0","","","0","0","","0","0","","0","85.77","","0","","","","","","","30000000","","","","86",
"240","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212026000004","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 문정동 75-9","서울특별시 송파구 새말로8길 30, 301호 (문정동)","05817","더아늑하우스(The Anuk House)","2026-01-08 15:58:59","I","2026-01-10 00:20:07","","211132.533390588","442002.841604704","외국인관광 도시민박업","","일반주거지역","3","학교정화(상대)","","","단독주택","3","1","1","0","","","0","0","","0","0","","0","45","","0","","","","","","","0","","","","45",
"241","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212026000005","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 거여동 665-5 리안에스피","서울특별시 송파구 거마로9길 4, 리안에스피 403호 (거여동)","05735","제이투어스","2026-01-08 15:50:38","I","2026-01-10 00:20:07","","212783.871351991","443781.159511089","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","64","","0","","","","","","","0","","","","64",
"242","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000008","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 합정동 392-11","서울특별시 마포구 양화로1길 25-5, 2층 201호 (합정동)","04026","하루자기 게스트하우스","2026-01-08 10:54:57","I","2026-01-10 00:20:07","","191988.681561799","449742.951750932","외국인관광 도시민박업","","","0","","","6","다가구용 주택(공동주택적용)","0","0","1","0","Harujagi Guesthouse","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","39.6","","0","","","","","","","0","","","","40",
"243","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000009","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 연남동 453-26","서울특별시 마포구 동교로51길 117-4, 3층 (연남동)","03979","포레스트 연남","2026-01-08 17:03:02","I","2026-01-10 00:20:07","","192906.719101101","451567.99760508","외국인관광 도시민박업","","","0","","","2","다가구용 주택(공동주택적용)","0","0","1","0","Forest Yeonnam","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","68","","0","","","","","","","0","","","","68",
"244","외국인관광도시민박업","03_11_04_P","3140000","CDFI2262212026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신정동 1025-21","서울특별시 양천구 은행정로3길 8-3, 2층 (신정동)","08086","SUNO STAY (선호 스테이)","2026-01-08 17:41:14","I","2026-01-10 00:20:07","","187454.43875995","446548.33880965","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"245","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 당감동 882-16","부산광역시 부산진구 신천대로183번길 24, 401호 (당감동)","47261","스테이 G.O","2026-01-08 17:13:35","I","2026-01-10 00:20:07","","386627.714611285","186261.505122259","외국인관광 도시민박업","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","78.04","","0","","","","","","","30000000","","","","78",
"246","외국인관광도시민박업","03_11_04_P","3650000","CDFI2262212026000002","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 용두동 123-3","대전광역시 중구 어덕마을로10번길 71-15, 2층 (용두동)","34827","코자유","2026-01-08 20:38:59","I","2026-01-10 00:20:07","","236257.031664324","314502.307444941","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","47.63","","0","","","","","","","0","","","","48",
"247","외국인관광도시민박업","03_11_04_P","3220000","CDFI2262212026000008","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 626-72","서울특별시 강남구 언주로153길 14-2, 203호 (신사동)","06024","화양연화 스테이","2026-01-08 10:35:00","I","2026-01-10 00:20:07","","202760.375821623","446742.712475535","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","41.25","","0","","","","","","","0","","","","41",
"248","외국인관광도시민박업","03_11_04_P","3220000","CDFI2262212026000009","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 626-72","서울특별시 강남구 언주로153길 14-2, B01호 (신사동)","06024","스테이 블랑","2026-01-08 15:32:36","I","2026-01-10 00:20:07","","202760.375821623","446742.712475535","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","42.92","","0","","","","","","","0","","","","43",
"249","외국인관광도시민박업","03_11_04_P","3910000","CDFI2262212026000002","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 신장동 693-59","경기도 평택시 국제로 86, 4층 (신장동)","17759","Sunnyhouse close to Osan Airbase","2026-01-08 14:31:59","I","2026-01-10 00:20:07","","204193.001462541","397180.359795814","외국인관광 도시민박업","","일반주거지역","4","주택가주변","","","","4","1","3","0","Sunnyhouse close to Osan Airbase","Home stay targeting foreigners","0","0","","0","0","","0","120.24","","0","","","","","","","5000000","","","","120",
"250","외국인관광도시민박업","03_11_04_P","4181000","CDFI2262212024000011","2024-09-30","","03","폐업","03","폐업","2026-01-07","","","","","","","강원특별자치도 춘천시 약사동 155-15","강원특별자치도 춘천시 춘천로81번길 47, 1층 (약사동)","24358","oui(위)","2026-01-08 11:01:53","U","2026-01-10 02:40:00","","263375.311577179","485919.284545787","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","68.85","","0","","","","","","","0","","","","69",
"251","외국인관광도시민박업","03_11_04_P","3150000","CDFI2262212024000027","2024-07-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 655-34","서울특별시 강서구 공항대로45길 8-3, 2층 (등촌동)","07571","히트코지","2026-01-08 09:07:19","U","2026-01-10 02:40:00","","187084.532320973","450389.05721348","외국인관광 도시민박업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","70.08","","0","","","","","","","20000000","","","","70",
"252","외국인관광도시민박업","03_11_04_P","3380000","CDFI2262212026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 741-7","부산광역시 수영구 광안로61번길 19, 2층 (민락동)","48284","해피예찬","2026-01-08 10:42:58","U","2026-01-10 02:40:00","","393099.922216766","186033.011543642","외국인관광 도시민박업","","일반주거지역","2","","","","","0","0","1","0","","","0","0","","0","0","","0","86.45","","0","","","","","","","0","","","","86",
"253","외국인관광도시민박업","03_11_04_P","3380000","CDFI2262212026000002","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 120-141","부산광역시 수영구 수영로618번길 46-6, 201호 (광안동)","48293","봄인 201","2026-01-08 10:43:43","U","2026-01-10 02:40:00","","392745.756677678","186612.943619279","외국인관광 도시민박업","","일반주거지역","0","","","","","2","0","2","0","","","0","0","","0","0","","0","81.71","","0","","","","","","","80000000","","","","82",
