"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"74","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000089","2025-11-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 방이동 145-32","서울특별시 송파구 오금로19길 26, B01호 (방이동)","05632","Urban Haven in Jamsil","2025-12-31 18:22:57","U","2026-01-03 02:40:00","","210061.940804408","445522.131150092","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","33","","0","","","","","","","0","","","","33",
"75","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000072","2025-10-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 잠실동 225-6","서울특별시 송파구 백제고분로13길 5-1, 501호 (잠실동)","05569","Houston Family 2","2025-12-31 18:27:10","U","2026-01-03 02:40:00","","207170.318541586","445001.563887004","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다세대주택","0","0","1","0","","","0","0","","0","0","","0","64.88","","0","","","","","","","0","","","","65",
"76","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000073","2025-10-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 방이동 99-2","서울특별시 송파구 위례성대로2길 40-1, B03호 (방이동)","05547","Warmth House","2025-12-31 18:26:58","U","2026-01-03 02:40:00","","209805.498602347","445727.225908815","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","40","","0","","","","","","","0","","","","40",
"77","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000074","2025-10-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 석촌동 229-11","서울특별시 송파구 삼학사로8길 26, 101호 (석촌동)","05691","Stay comma","2025-12-31 18:26:29","U","2026-01-03 02:40:00","","208747.222779389","444218.903079987","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","40","","0","","","","","","","0","","","","40",
"78","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000075","2025-10-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 풍납동 397-3","서울특별시 송파구 강동대로3길 18, B01호 (풍납동)","05537","슬로우송파","2025-12-31 18:26:41","U","2026-01-03 02:40:00","","210109.257714643","447331.502605248","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","60","","0","","","","","","","0","","","","60",
"79","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000088","2025-11-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 거여동 665-5 리안에스피","서울특별시 송파구 거마로9길 4, 리안에스피 401호 (거여동)","05735","소담한 집","2025-12-31 18:23:21","U","2026-01-03 02:40:00","","212783.871351991","443781.159511089","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","46.2","","0","","","","","","","0","","","","46",
"80","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000093","2025-12-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 석촌동 227","서울특별시 송파구 백제고분로34길 35, 201호 (석촌동)","05691","원 스테이","2025-12-31 18:21:59","U","2026-01-03 02:40:00","","208674.454997649","444118.833842654","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","36","","0","","","","","","","0","","","","36",
"81","외국인관광도시민박업","03_11_04_P","4800000","CDFI2262212025000015","2025-07-31","","03","폐업","03","폐업","2025-12-31","","","","","","","전라남도 목포시 서산동 4-7","전라남도 목포시 서산로 45-5 (서산동)","58757","스테이묵음","2025-12-31 15:08:00","U","2026-01-03 02:40:00","","143113.475609609","143014.241787267","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"82","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000070","2025-10-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 석촌동 234-2","서울특별시 송파구 백제고분로34길 3-14, 202호 (석촌동)","05680","jihye's house","2025-12-31 18:27:35","U","2026-01-03 02:40:00","","208735.225069837","444432.603841294","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","24.04","","0","","","","","","","0","","","","24",
"83","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000071","2025-10-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 문정동 98-5 아마란스","서울특별시 송파구 새말로6길 44-1, 601호 (문정동, 아마란스)","05799","아마란스","2025-12-31 18:27:23","U","2026-01-03 02:40:00","","211408.14","442334.415","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다세대주택","0","0","1","0","","","0","0","","0","0","","0","47.9","","0","","","","","","","0","","","","48",
"84","외국인관광도시민박업","03_11_04_P","3640000","CDFI2262212025000015","2025-08-07","","03","폐업","03","폐업","2025-12-31","","","","","","","대전광역시 동구 홍도동 86-11","대전광역시 동구 홍도로39번길 8, 401호 (홍도동)","34554","재재하우스","2025-12-31 15:00:43","U","2026-01-03 02:40:00","","238331.256147195","316566.919355905","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","54.54","","0","","","","","","","0","","","","55",
"85","외국인관광도시민박업","03_11_04_P","3050000","CDFI2262212025000024","2025-09-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 용두동 255-66 청계천 대성 스카이렉스2","서울특별시 동대문구 청계천로 471, 101동 203호 (용두동, 청계천 대성 스카이렉스2)","02587","솜스테이","2025-12-31 13:41:34","U","2026-01-03 02:40:00","","202572.480304067","452006.05468554","외국인관광 도시민박업","","","0","","","","아파트","0","0","1","0","Som_stay","Foreign Tourism Urban Stay-at-home Business","0","0","","0","0","","0","84.99","","0","","","","","","","0","","","","85",
"86","외국인관광도시민박업","03_11_04_P","3120000","CDFI2262212022000011","2022-12-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서대문구 연희동 444-92","서울특별시 서대문구 연희로11마길 68-3, 1~2층 (연희동)","03701","희온 1974 (Heeon 1974)","2025-12-31 17:00:59","U","2026-01-03 02:40:00","","193317.644385698","451965.731352625","외국인관광 도시민박업","","","3","","","","","2","1","0","0","","","0","0","","0","0","","0","199.08","","0","","","","","","","0","","","","199",
"87","외국인관광도시민박업","03_11_04_P","3160000","CDFI2262212025000013","2025-06-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 797-41 301호","서울특별시 구로구 디지털로27길 96, 301호 (구로동)","08374","엘루아 하우스","2025-12-31 15:59:58","U","2026-01-03 02:40:00","","190106.589694809","442502.416208498","외국인관광 도시민박업","","일반주거지역","5","","","","","3","0","0","0","","","0","0","","0","0","","0","59.34","","0","","","","","","","30000000","","","","59",
"88","외국인관광도시민박업","03_11_04_P","4181000","CDFI2262212024000020","2024-12-16","","03","폐업","03","폐업","2025-12-30","","","","","","","강원특별자치도 춘천시 칠전동 1-11","강원특별자치도 춘천시 자라우길 27-1, 2층 (칠전동)","24239","포미래 스테이","2025-12-31 12:25:09","U","2026-01-03 02:40:00","","262203.629449714","483587.792298978","외국인관광 도시민박업","","","0","","","","","0","0","2","0","","","0","0","","0","0","","0","177.86","","0","","","","","","","0","","","","178",
"89","외국인관광도시민박업","03_11_04_P","4191000","CDFI2262212025000015","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 봉산동 1198-18","강원특별자치도 원주시 행구로 83, 3층 (봉산동)","26331","치악스테이","2026-01-02 15:17:20","I","2026-01-04 00:20:12","","285554.977339925","427099.575813963","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","82.4","","0","","","","","","","0","","","","82",
"90","외국인관광도시민박업","03_11_04_P","3650000","CDFI2262212026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 문창동 54-1","대전광역시 중구 대전천서로 349-12, 3층 (문창동)","34930","드가든","2026-01-02 15:43:00","I","2026-01-04 00:20:12","","238968.854672608","313469.950664892","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","96.3","","0","","","","","","","0","","","","96",
"91","외국인관광도시민박업","03_11_04_P","3640000","CDFI2262212026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","대전광역시 동구 삼성동 309-2","대전광역시 동구 대전천북로 18-9 (삼성동)","34570","스테이 대전","2026-01-02 13:26:20","I","2026-01-04 00:20:12","","238124.822332961","315463.247372293","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"92","외국인관광도시민박업","03_11_04_P","3910000","CDFI2262212026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 신장동 335-13","경기도 평택시 목천로17번길 63-1, 2층 (신장동)","17752","몽키 스테이","2026-01-02 14:07:51","I","2026-01-04 00:20:12","","204667.73150365","398182.598040936","외국인관광 도시민박업","","일반주거지역","2","주택가주변","","","단독주택","2","0","0","0","Monkey Stay","Home stay targeting foreigners","0","0","","0","0","","0","132.97","","0","","","","","","","10000000","","","","133",
"93","외국인관광도시민박업","03_11_04_P","3010000","CDFI2262212026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 장충동2가 193-465 그린힐 301호","서울특별시 중구 동호로25가길 49, 301호 (장충동2가, 그린힐)","04618","더차니스트 남산","2026-01-02 08:58:24","I","2026-01-04 00:20:12","","199949.45760218","450763.264574691","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","46.6","","0","","","","","","","0","","","","47",
"94","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000002","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 372-9","서울특별시 마포구 잔다리로6길 5, 804호 (서교동)","04038","홍대 스테이","2026-01-02 15:55:34","I","2026-01-04 00:20:12","","192811.260139617","449989.00966755","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"95","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000004","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 합정동 433-26","서울특별시 마포구 동교로 44-6, 1층 202호 (합정동)","04021","테루하우스","2026-01-02 17:05:42","I","2026-01-04 00:20:12","","191721.026265861","450025.570990991","외국인관광 도시민박업","","","0","","","4","다가구용 주택(공동주택적용)","0","0","1","0","TERU HOUSE","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","36","","0","","","","","","","0","","","","36",
"96","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000005","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 합정동 372-32","서울특별시 마포구 성지1길 12, 3층 (합정동)","04071","픽토피아","2026-01-02 17:07:48","I","2026-01-04 00:20:12","","192340.562766404","449544.397127223","외국인관광 도시민박업","","","0","","","5","단독주택","0","0","2","0","picktopia","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","79.2","","0","","","","","","","0","","","","79",
"97","외국인관광도시민박업","03_11_04_P","3940000","CDFI2262212026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산동구 정발산동 786 양지마을1단지건영빌라","경기도 고양시 일산동구 무궁화로76번길 12, 101동 304호 (정발산동, 양지마을1단지건영빌라)","10404","양지","2026-01-02 17:35:32","I","2026-01-04 00:20:12","","179811.903525739","462448.465981325","외국인관광 도시민박업","","주거지역","4","아파트지역","","","연립주택","4","0","0","0","","","0","0","","0","0","","0","210.63","","0","","","","","","","5000000","","","","211",
"98","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000006","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 성산동 200-339","서울특별시 마포구 새터산9길 19, 2층 301호 (성산동)","03939","Stay 별의 순간 마포점","2026-01-02 17:10:18","I","2026-01-04 00:20:12","","191626.175605564","451491.440479701","외국인관광 도시민박업","","","0","","","6","다가구용 주택(공동주택적용)","0","0","1","0","Stay Starry Moment-Mapo","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","35","","0","","","","","","","0","","","","35",
"99","외국인관광도시민박업","03_11_04_P","3070000","CDFI2262212026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 안암동5가 86-172","서울특별시 성북구 고려대로28길 31, 2~3층 (안암동5가)","02856","해인","2026-01-02 14:04:09","I","2026-01-04 00:20:12","","202698.73394745","453654.910385179","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","88.82","","0","","","","","","","0","","","","89",
"100","외국인관광도시민박업","03_11_04_P","3070000","CDFI2262212026000002","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 장위동 238-69 벨뷰 장위","서울특별시 성북구 장위로33길 53, 303호 (장위동, 벨뷰 장위)","02767","제니스스테이","2026-01-02 14:04:20","I","2026-01-04 00:20:12","","204472.538551397","456988.553106612","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","28.69","","0","","","","","","","0","","","","29",
"101","외국인관광도시민박업","03_11_04_P","3460000","CDFI2262212026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","대구광역시 수성구 지산동 1065-72","대구광역시 수성구 무학로 159-22, 2층 (지산동)","42186","에움길","2026-01-02 13:41:39","I","2026-01-04 00:20:12","","346892.857604767","260257.890032669","외국인관광 도시민박업","","","0","","","","","0","0","1","0","Eeumgil","Homestay Business","0","0","","0","0","","0","0","","0","","","","","","","10000000","","","","0",
"102","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000369","2025-10-17","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 연남동 240-4","서울특별시 마포구 성미산로 161-7, 3층 (연남동)","03980","썬하우스","2026-01-02 13:19:57","U","2026-01-04 02:40:00","","193195.078708019","451424.884334723","외국인관광 도시민박업","","","0","","","8","단독주택","0","0","2","0","sun house","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","79.51","","0","","","","","","","0","","","","80",
"103","외국인관광도시민박업","03_11_04_P","3710000","CDFI2262212025000019","2025-11-06","","01","영업/정상","13","영업중","","","","","","","","울산광역시 동구 방어동 213-4","울산광역시 동구 서진길 77, 오션빌리지 3층 301호 (방어동)","44109","오션빌리지","2026-01-02 10:09:07","U","2026-01-04 02:40:00","","419707.004911824","222869.095817896","외국인관광 도시민박업","","","0","","","","연립주택","0","0","3","0","","","0","0","","0","0","","0","130.22","","0","","","","","","","0","","","","130",
"104","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000393","2025-11-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 동교동 189-1","서울특별시 마포구 와우산로37길 15, 2층 (동교동)","04056","더 유니버스 홍대 2","2026-01-02 14:46:38","U","2026-01-04 02:40:00","","193749.666526076","450429.040079553","외국인관광 도시민박업","","","0","","","4","단독주택","0","0","1","0","The Universe Hongdae 2","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","43.58","","0","","","","","","","0","","","","44",
"105","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000078","2025-11-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 석촌동 228-1 편안주택","서울특별시 송파구 삼학사로6길 22, 편안주택 B02호 (석촌동)","05691","라움스테이","2026-01-02 09:09:02","U","2026-01-04 02:40:00","","208709.082218967","444169.970176017","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","28.03","","0","","","","","","","0","","","","28",
"106","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000391","2025-11-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 연남동 568-3","서울특별시 마포구 연남로1길 51, 2~3층 (연남동)","03991","컴피쿠 스테이","2026-01-02 14:43:58","U","2026-01-04 02:40:00","","192913.683200805","450813.260649254","외국인관광 도시민박업","","","0","","","8","다가구용 주택(공동주택적용)","0","0","4","0","Comfy Coo Stay","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","186.12","","0","","","","","","","0","","","","186",
"107","외국인관광도시민박업","03_11_04_P","3690000","CDFI2262212025000006","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","울산광역시 중구 성안동 622-1","울산광역시 중구 황암1길 47 (성안동)","44553","참사랑 게스트하우스","2026-01-02 15:24:06","U","2026-01-04 02:40:00","","410190.048670606","234129.283577509","외국인관광 도시민박업","","","0","","","","","0","0","2","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"108","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000458","2025-12-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 동교동 176-16","서울특별시 마포구 신촌로2안길 10, 101호 (동교동)","04056","킴스 하우스","2026-01-02 13:49:39","U","2026-01-04 02:40:00","","193538.698387874","450574.494470363","외국인관광 도시민박업","","","0","","","2","다가구용 주택(공동주택적용)","0","0","1","0","Kim's house","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","27","","0","","","","","","","0","","","","27",
"109","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000424","2025-11-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 연남동 568-4","서울특별시 마포구 동교로25길 54-12, 1~3층 (연남동)","03991","트윈 캣츠 게스트하우스","2026-01-02 14:50:47","U","2026-01-04 02:40:00","","192921.29463671","450803.133041829","외국인관광 도시민박업","","","0","","","20","다가구용 주택(공동주택적용)","0","0","5","0","Twin Cats Guesthouse","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","217.32","","0","","","","","","","0","","","","217",
"110","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000425","2025-11-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 334-12","서울특별시 마포구 와우산로29다길 26, 1층 (서교동)","04053","로터스로터스","2026-01-02 13:34:43","U","2026-01-04 02:40:00","","193487.489360468","450257.909114285","외국인관광 도시민박업","","","0","","","6","다가구용 주택(공동주택적용)","0","0","2","0","LotusLotus","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","148.23","","0","","","","","","","0","","","","148",
"111","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000380","2025-10-28","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 연남동 493-24 예가빌","서울특별시 마포구 연남로5길 52, 4층 401호 (연남동, 예가빌)","03987","Blossom 401","2026-01-02 14:42:39","U","2026-01-04 02:40:00","","192802.558606758","450978.140180187","외국인관광 도시민박업","","","0","","","6","다세대주택","0","0","2","0","Blossom 401","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","91.84","","0","","","","","","","0","","","","92",
"112","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000413","2025-11-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 474-2 성화빌딩","서울특별시 마포구 월드컵로14길 42, 성화빌딩 503호 (서교동)","04003","마포 파노라마스테이","2026-01-02 13:27:10","U","2026-01-04 02:40:00","","192218.337946113","450445.482643452","외국인관광 도시민박업","","","0","","","2","","0","0","1","0","MAPO PANORAMA STAY","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","50","","0","","","","","","","0","","","","50",
"113","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000436","2025-12-10","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 창전동 6-153 더하우스","서울특별시 마포구 와우산로26길 11, 502호 (창전동, 더하우스)","04059","사유 스테이","2026-01-02 14:51:22","U","2026-01-04 02:40:00","","193436.457781896","450051.684317344","외국인관광 도시민박업","","","0","","","4","다세대주택","0","0","1","0","Sayu Stay","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","38.58","","0","","","","","","","0","","","","39",
"114","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000415","2025-11-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 328-1","서울특별시 마포구 와우산로33길 49, 201호 (서교동)","04052","서울스테이 홍대","2026-01-02 14:47:49","U","2026-01-04 02:40:00","","193558.663388767","450425.624532446","외국인관광 도시민박업","","","0","","","4","다세대주택","0","0","1","0","Seoul Stay Hongdae","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","30","","0","","","","","","","0","","","","30",
"115","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000327","2025-08-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 연남동 384-9","서울특별시 마포구 동교로46길 24-2, 3층 (연남동)","03982","민트하우스","2026-01-02 14:19:59","U","2026-01-04 02:40:00","","193381.404058677","451094.671948744","외국인관광 도시민박업","","","0","","","4","단독주택","0","0","2","0","MINT HOUSE","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","78.66","","0","","","","","","","0","","","","79",
"116","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000355","2025-10-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 망원동 405-56 망원동 다세대주택","서울특별시 마포구 망원로6길 40, 5층 501호 (망원동, 망원동 다세대주택)","04008","행복이 가득한 집","2026-01-02 13:07:41","U","2026-01-04 02:40:00","","191409.119710624","450331.376583315","외국인관광 도시민박업","","","0","","","10","다세대주택","0","0","2","0","House Full of Happiness","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","101.23","","0","","","","","","","0","","","","101",
"117","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000356","2025-10-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 성산동 36-33 다온숲","서울특별시 마포구 월드컵북로12길 79, 2층 201호 (성산동, 다온숲)","03973","다온201","2026-01-02 13:08:30","U","2026-01-04 02:40:00","","192418.416685417","451369.299199787","외국인관광 도시민박업","","","0","","","2","다세대주택","0","0","1","0","Daon 201","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","26.16","","0","","","","","","","0","","","","26",
"118","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000357","2025-10-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 370-10","서울특별시 마포구 양화로16길 14-14, 2층 (서교동)","04039","주니 하우스","2026-01-02 13:09:24","U","2026-01-04 02:40:00","","192869.572542479","450069.465689837","외국인관광 도시민박업","","","0","","","8","다가구용 주택(공동주택적용)","0","0","3","0","JOONY HOUSE","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","78.1","","0","","","","","","","0","","","","78",
"119","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000358","2025-10-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 염리동 157-15","서울특별시 마포구 백범로24길 5-1, 1층 (염리동)","04149","칠랙스 하우스","2026-01-02 13:13:18","U","2026-01-04 02:40:00","","195102.831835137","449296.747950293","외국인관광 도시민박업","","","0","","","4","다가구용 주택(공동주택적용)","0","0","1","0","Chillax House","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","51.31","","0","","","","","","","0","","","","51",
"120","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000359","2025-10-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 247-84 이조빌라","서울특별시 마포구 월드컵로20길 38, B01호 (서교동, 이조빌라)","03997","제니하우스","2026-01-02 13:17:15","U","2026-01-04 02:40:00","","192082.873412192","450619.068091382","외국인관광 도시민박업","","","0","","","3","다세대주택","0","0","2","0","Jenny house","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","49.6","","0","","","","","","","0","","","","50",
"121","외국인관광도시민박업","03_11_04_P","3660000","CDFI2262212025000045","2025-10-01","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 탄방동 71-15 205호","대전광역시 서구 도산로431번길 13-15, 205호 (탄방동)","35257","엠스테이","2026-01-02 13:12:54","U","2026-01-04 02:40:00","","235478.806064003","315667.232791094","외국인관광 도시민박업","","일반상업지역","4","","","","단독주택","4","0","0","0","","","0","0","","0","0","","0","44.3","","0","","","","","","","0","","","","44",
"122","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000363","2025-10-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 328-5","서울특별시 마포구 와우산로33길 31, 102호 (서교동)","04052","apple house 102","2026-01-02 14:41:58","U","2026-01-04 02:40:00","","193629.393902753","450378.127771716","외국인관광 도시민박업","","","0","","","4명","다가구용 주택(공동주택적용)","0","0","1","0","apple house 102","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","56","","0","","","","","","","0","","","","56",
"123","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212025000340","2025-09-15","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 공덕동 6-29","서울특별시 마포구 만리재로20길 24, 1층 (공덕동)","04183","서담","2026-01-02 14:19:33","U","2026-01-04 02:40:00","","196670.190846602","449807.211695318","외국인관광 도시민박업","","","0","","","6","다가구용 주택(공동주택적용)","0","0","0","0","Seodam","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","53.43","","0","","","","","","","0","","","","53",
"124","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212025000116","2025-08-29","","03","폐업","03","폐업","2026-01-02","","","","","","","경기도 수원시 팔달구 화서동 38-2 1층","경기도 수원시 팔달구 팔달로173번길 23, 1층 (화서동)","16439","레이 하우스","2026-01-02 15:11:00","U","2026-01-04 02:40:00","","200443.394646054","420218.142503118","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","1","0","Lay House","","0","0","","0","0","","0","50.17","","0","","","","","","","0","","","","50",
"125","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000062","2025-09-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 석촌동 230-18","서울특별시 송파구 삼학사로8길 23, 203호 (석촌동)","05680","미까사","2026-01-02 09:08:44","U","2026-01-04 02:40:00","","208720.62626868","444238.560723668","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다세대주택","0","0","1","0","","","0","0","","0","0","","0","29.8","","0","","","","","","","0","","","","30",
