번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명,Unnamed: 37,record_key
40,당구장업,10_32_01_P,3900000,CDFH3301082010000014,2010-12-13,,1,영업/정상,13,영업중,,,,,,,,경기도 광명시 소하동 1345 광명테크노파크 C동,"경기도 광명시 하안로 60, 광명테크노파크 C동 202,203호 (소하동)",14322,SK 당구장,2026-01-30 15:18:01,U,2026-02-04 11:04:37,,190627.702724502,438063.149742824,당구장업,사립,,0.0,1.0,40915.1,0.0,,,,SK당구장_경기도광명시소하동1345광명테크노파크C동
60,당구장업,10_32_01_P,3780000,CDFH3301082010000034,2010-12-10,,1,영업/정상,13,영업중,,,,,031-8017-1919,,463-440,경기도 성남시 분당구 운중동 964 스타식스매트로 201~202호,"경기도 성남시 분당구 운중로 131 (운중동,스타식스매트로 201~202호)",,칸 당구클럽,2026-02-04 13:44:05,U,2026-02-06 02:40:00,,206817.873110834,432208.471404606,당구장업,사립,,0.0,0.0,0.0,0.0,,,,칸당구클럽_경기도성남시분당구운중동964스타식스매트로201~202호
68,당구장업,10_32_01_P,3340000,CDFH3301082010000007,2010-04-22,,1,영업/정상,13,영업중,,,,,,,604-040,부산광역시 사하구 장림동 325-67 6층,"부산광역시 사하구 장림번영로 41 (장림동,6층)",,Dragon Billiards 당구장,2026-02-03 10:23:54,U,2026-02-06 02:40:00,,379594.34622821,177529.777142661,당구장업,사립,,0.0,0.0,2446.98,0.0,,,,DragonBilliards당구장_부산광역시사하구장림동325-676층
64,당구장업,10_32_01_P,5020000,CDFH3301082010000008,2010-03-10,,1,영업/정상,13,영업중,,,,,,,,경상북도 포항시 북구 항구동 45-4,경상북도 포항시 북구 학전로 26 (항구동),37714,스타당구클럽,2026-02-03 17:59:13,U,2026-02-06 02:40:00,,413902.754405515,286451.269800524,당구장업,사립,,0.0,0.0,0.0,0.0,,,,스타당구클럽_경상북도포항시북구항구동45-4
80,당구장업,10_32_01_P,3230000,CDFH3301082010000002,2010-01-25,,3,폐업,3,폐업,2026-02-05,,,,,,,서울특별시 송파구 방이동 204-4,"서울특별시 송파구 위례성대로18길 27, 지하층 (방이동)",05639,빌앤 당구클럽,2026-02-05 11:58:15,U,2026-02-07 02:40:00,,211011.953418436,445311.069980881,당구장업,사립,,0.0,0.0,0.0,0.0,,,,빌앤당구클럽_서울특별시송파구방이동204-4
197,당구장업,10_32_01_P,3860000,CDFH3301082009000084,2009-10-26,,1,영업/정상,13,영업중,,,,,,,420-867,경기도 부천시 원미구 상동 615-4 B1,"경기도 부천시 원미구 부일로 115, B1층 (상동)",14593,오케이(OK)당구장,2026-02-23 09:55:00,U,2026-02-25 02:40:00,,177177.325182081,443004.484859299,당구장업,사립,,0.0,0.0,0.0,0.0,,,,오케이(OK)당구장_경기도부천시원미구상동615-4B1
99,당구장업,10_32_01_P,6520000,CDFH3301082009000010,2009-06-12,,1,영업/정상,13,영업중,,,,,,,,제주특별자치도 서귀포시 서귀동 523-1 서귀포 웨딩홀,"제주특별자치도 서귀포시 태평로439번길 31, 2층 (서귀동)",63595,당구이야기 서귀본점,2026-02-09 19:01:45,U,2026-02-11 02:40:00,,159281.671086421,-27675.4017297478,당구장업,사립,,0.0,1.0,2586.0,0.0,,,,당구이야기서귀본점_제주특별자치도서귀포시서귀동523-1서귀포웨딩홀
168,당구장업,10_32_01_P,6510000,CDFH3301082009000020,2009-05-11,,1,영업/정상,13,영업중,,,,,,,690-819,제주특별자치도 제주시 용담이동 357-29 5통7반,제주특별자치도 제주시 흥운길 8 (용담이동),63156,탑 당구클럽,2026-02-19 11:13:17,U,2026-02-21 02:40:00,,154505.643403164,1590.90510277094,당구장업,사립,,0.0,1.0,1100.42,0.0,,,,탑당구클럽_제주특별자치도제주시용담이동357-295통7반
23,당구장업,10_32_01_P,3550000,CDFH3301082009000019,2009-05-11,,1,영업/정상,13,영업중,,,,,,,,인천광역시 계양구 효성동 60-7,"인천광역시 계양구 안남로554번길 1 (효성동, 대정프라자)",21097,신안당구장,2026-02-02 14:26:03,U,2026-02-04 02:40:00,,174368.148101483,447844.827706661,당구장업,사립,,0.0,0.0,0.0,0.0,,,,신안당구장_인천광역시계양구효성동60-7
110,당구장업,10_32_01_P,5690000,CDFH3301082009000004,2009-05-07,,1,영업/정상,13,영업중,,,,,864-3949,,339-854,세종특별자치시 전의면 읍내리 224-2 2층,세종특별자치시 전의면 장터길 9 (2층),,럭키당구클럽,2026-02-09 17:58:10,U,2026-02-11 02:40:00,,218307.754735601,353094.592235224,당구장업,사립,,0.0,1.0,825.4,0.0,,,,럭키당구클럽_세종특별자치시전의면읍내리224-22층
192,당구장업,10_32_01_P,5020000,CDFH3301082009000012,2009-04-01,,1,영업/정상,13,영업중,,,,,054-292-1221,,,경상북도 포항시 남구 오천읍 용덕리 365-9 2층,"경상북도 포항시 남구 오천읍 정몽주로 648, 2층",37905,큐당구장,2026-02-23 13:55:31,U,2026-02-25 02:40:00,,417684.11787151,277736.824515328,당구장업,사립,,0.0,0.0,0.0,0.0,,,,큐당구장_경상북도포항시남구오천읍용덕리365-92층
201,당구장업,10_32_01_P,3680000,CDFH3301082009000008,2009-03-02,,3,폐업,3,폐업,2026-02-24,,,,627-9511,,,대전광역시 대덕구 오정동 64-18 2층,"대전광역시 대덕구 한밭대로 1047, 2층 (오정동)",34379,스타당구장,2026-02-24 14:10:17,U,2026-02-26 02:40:00,,237159.148635574,317640.669423216,당구장업,사립,,0.0,0.0,0.0,0.0,,,,스타당구장_대전광역시대덕구오정동64-182층
38,당구장업,10_32_01_P,3900000,CDFH3301082009000002,2009-02-20,,1,영업/정상,13,영업중,,,,,,,,경기도 광명시 철산동 421 금강빌딩 503호,"경기도 광명시 오리로854번길 16, 금강빌딩 503호 (철산동)",14240,프로당구클럽,2026-01-30 15:17:14,U,2026-02-04 11:04:37,,188310.033044541,441403.892503161,당구장업,사립,,0.0,1.0,7609.36,0.0,,,,프로당구클럽_경기도광명시철산동421금강빌딩503호
14,당구장업,10_32_01_P,5530000,CDFH3301082009000007,2009-02-12,,3,폐업,3,폐업,2018-07-27,,,,221-5872,,445-390,경기도 화성시 병점구 진안동  878-2 3층,,,월드당구클럽,2018-07-27 16:26:38,I,2026-02-04 01:35:23,,203327.907150377,412232.177745405,당구장업,사립,,0.0,0.0,0.0,0.0,,,,월드당구클럽_경기도화성시병점구진안동878-23층
234,당구장업,10_32_01_P,4050000,CDFH3301082008000061,2008-10-09,,1,영업/정상,13,영업중,,,,,070-4191-9869,,446-910,경기도 용인시 기흥구 언남동 336-3 언남프라자 307·308호,"경기도 용인시 기흥구 구성로 93, 307·308호 (언남동,언남프라자)",16918,로얄당구장,2026-02-26 17:55:30,U,2026-02-28 02:40:00,,210569.319193441,421408.332251329,당구장업,사립,,0.0,0.0,0.0,0.0,,,,로얄당구장_경기도용인시기흥구언남동336-3언남프라자307·308호
3,당구장업,10_32_01_P,5530000,CDFH3301082008000026,2008-10-06,,3,폐업,3,폐업,2014-08-12,,,,,,445-330,경기도 화성시 병점구 반월동  360-12 3층,,,XG당구클럽,2014-08-12 17:57:23,I,2026-02-04 01:35:23,,206387.645388879,414035.718667746,당구장업,사립,0.0,0.0,0.0,0.0,0.0,,,,XG당구클럽_경기도화성시병점구반월동360-123층
190,당구장업,10_32_01_P,3110000,CDFH3301082008000017,2008-09-24,,3,폐업,3,폐업,2026-02-20,,,,070-8773-3949,,,서울특별시 은평구 응암동 87-2 대진빌딩 3층,"서울특별시 은평구 응암로 340-1, 대진빌딩 3층 (응암동)",03460,서부당구장,2026-02-23 11:01:38,U,2026-02-25 02:40:00,,193116.679878757,455467.302676129,당구장업,사립,,0.0,0.0,1811.91,0.0,,,,서부당구장_서울특별시은평구응암동87-2대진빌딩3층
2,당구장업,10_32_01_P,5530000,CDFH3301082008000023,2008-09-03,,3,폐업,3,폐업,2010-07-27,,,,377-5529,,445-964,경기도 화성시 효행구 정남면 덕절리 31-1 2층,,,2000당구클럽,2010-07-28 09:31:54,I,2026-02-04 01:35:23,,202492.691776532,403612.741557076,당구장업,사립,0.0,0.0,0.0,0.0,0.0,,,,2000당구클럽_경기도화성시효행구정남면덕절리31-12층
16,당구장업,10_32_01_P,5530000,CDFH3301082008000021,2008-08-22,,3,폐업,3,폐업,2012-04-18,,,,613-4281,,445-170,경기도 화성시 동탄구 석우동  31-2 디지털스테이션 415호 416호,,,원샷당구장,2012-04-18 17:27:58,I,2026-02-04 01:35:23,,206842.660246131,412926.040205084,당구장업,사립,0.0,0.0,0.0,0.0,0.0,,,,원샷당구장_경기도화성시동탄구석우동31-2디지털스테이션415호416호
17,당구장업,10_32_01_P,5530000,CDFH3301082008000016,2008-07-22,,3,폐업,3,폐업,2009-12-01,,,,,,445-160,"경기도 화성시 동탄구 반송동  104-5 광장타워 602,603,604호",,,광장당구클럽,2009-12-01 11:10:09,I,2026-02-04 01:35:23,,206345.006595817,411032.16296734,당구장업,사립,0.0,0.0,0.0,0.0,0.0,,,,"광장당구클럽_경기도화성시동탄구반송동104-5광장타워602,603,604호"
27,당구장업,10_32_01_P,4490000,CDFH3301082008000041,2008-07-09,,3,폐업,3,폐업,2026-02-02,,,,,,,충청남도 천안시 서북구 두정동 685 2층 202호,"충청남도 천안시 서북구 오성2길 32, 2층 202호 (두정동)",31090,썬 당구클럽,2026-02-02 17:23:51,U,2026-02-04 02:40:00,,211508.720367234,370208.687671398,당구장업,사립,,0.0,0.0,0.0,0.0,,,,썬당구클럽_충청남도천안시서북구두정동6852층202호
71,당구장업,10_32_01_P,3740000,CDFH3301082008000043,2008-06-16,,1,영업/정상,13,영업중,,,,,,,441-440,경기도 수원시 권선구 탑동 843-5,경기도 수원시 권선구 탑동로 20 (탑동),,하이 당구클럽,2026-02-03 13:21:55,U,2026-02-06 02:40:00,,197719.220797583,418749.50627691,당구장업,사립,,0.0,0.0,0.0,0.0,,,,하이당구클럽_경기도수원시권선구탑동843-5
158,당구장업,10_32_01_P,5250000,CDFH3301082008000002,2008-06-13,,1,영업/정상,13,영업중,,,,,,,,"경상북도 울진군 울진읍 읍내리 113 ,2층","경상북도 울진군 울진읍 읍내로 15, 2층",36325,삼성당구장,2026-02-13 11:32:26,U,2026-02-15 02:40:00,,413791.297210901,390331.961995105,당구장업,사립,,0.0,0.0,0.0,0.0,,,,"삼성당구장_경상북도울진군울진읍읍내리113,2층"
149,당구장업,10_32_01_P,3370000,CDFH3301082008000004,2008-06-03,,1,영업/정상,13,영업중,,,,,051-751-9898,,611-818,부산광역시 연제구 연산동 417-20 3층,부산광역시 연제구 과정로237번길 115 (연산동),47558,월드당구클럽,2026-02-12 16:44:53,U,2026-02-14 02:40:00,,391835.105316178,189316.067007041,당구장업,사립,,0.0,0.0,0.0,0.0,,,,월드당구클럽_부산광역시연제구연산동417-203층
69,당구장업,10_32_01_P,3980000,CDFH3301082008000010,2008-05-28,,3,폐업,3,폐업,2026-02-09,,,,031-515-4939,,,경기도 구리시 수택동 404-13 3층,"경기도 구리시 검배로6번길 24, 3층 (수택동)",11928,챔피온 당구장,2026-02-03 13:59:40,U,2026-02-06 02:40:00,,212306.805722287,455308.306013227,당구장업,사립,,0.0,0.0,0.0,0.0,,,,챔피온당구장_경기도구리시수택동404-133층
15,당구장업,10_32_01_P,5530000,CDFH3301082008000012,2008-05-26,,3,폐업,3,폐업,2010-12-01,,,,224-5849,,445-390,경기도 화성시 병점구 진안동  865-9 팡팡프라자 2층 202호,,,ss당구클럽,2010-12-01 17:01:35,I,2026-02-04 01:35:23,,203542.071174249,412505.554774261,당구장업,사립,0.0,0.0,0.0,0.0,0.0,,,,ss당구클럽_경기도화성시병점구진안동865-9팡팡프라자2층202호
9,당구장업,10_32_01_P,5530000,CDFH3301082008000007,2008-05-07,,3,폐업,3,폐업,2018-05-28,,,,8003-3949,,445-320,경기도 화성시 동탄구 능동 1152-4 엘리트타워 302호 303호,,,3구4구당구장,2018-05-28 12:45:27,I,2026-02-04 01:35:23,,204918.523736941,410831.082178908,당구장업,사립,0.0,0.0,0.0,0.0,0.0,,,,3구4구당구장_경기도화성시동탄구능동1152-4엘리트타워302호303호
11,당구장업,10_32_01_P,5530000,CDFH3301082008000008,2008-05-07,,3,폐업,3,폐업,2016-01-26,,,,613-7748,,445-160,경기도 화성시 동탄구 반송동  42-6 센트럴프라자 404호,,,센트럴당구클럽,2016-01-26 13:44:54,I,2026-02-04 01:35:23,,205703.047603782,411739.38762135,당구장업,사립,0.0,0.0,0.0,0.0,0.0,,,,센트럴당구클럽_경기도화성시동탄구반송동42-6센트럴프라자404호
70,당구장업,10_32_01_P,3820000,CDFH3301082008000017,2008-05-02,,1,영업/정상,13,영업중,,,,,,,,"경기도 의정부시 금오동 472-1 골드피아 6층 603,604호","경기도 의정부시 청사로47번길 15, 골드피아 6층 603,604호 (금오동)",11757,메이저당구장,2026-02-04 17:51:19,U,2026-02-06 02:40:00,,205998.125580143,472183.157353352,당구장업,사립,,0.0,0.0,0.0,0.0,,,,"메이저당구장_경기도의정부시금오동472-1골드피아6층603,604호"
101,당구장업,10_32_01_P,3090000,CDFH3301082008000007,2008-04-24,,1,영업/정상,13,영업중,,,,,,,132-924,서울특별시 도봉구 창동 661-33,"서울특별시 도봉구 도봉로 492, 3층 (창동)",132-924,원당구클럽,2026-02-09 16:05:59,U,2026-02-11 02:40:00,,203062.723169643,460764.698404559,당구장업,사립,0.0,0.0,0.0,0.0,0.0,,,,원당구클럽_서울특별시도봉구창동661-33
159,당구장업,10_32_01_P,3080000,CDFH3301082008000009,2008-04-21,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 수유동 177-15,"서울특별시 강북구 한천로 1056, 3층 (수유동)",01054,팡팡당구장,2026-02-13 17:28:11,U,2026-02-15 02:40:00,,202181.533664926,459876.904635868,당구장업,사립,,0.0,0.0,0.0,0.0,,,,팡팡당구장_서울특별시강북구수유동177-15
79,당구장업,10_32_01_P,3930000,CDFH3301082008000018,2008-04-07,,1,영업/정상,13,영업중,,,,,,,,경기도 안산시 단원구 초지동 734-4 두산타운 202호,"경기도 안산시 단원구 초지2로 67-11, 두산타운 202호 (초지동)",15448,허리우드 당구클럽,2026-02-05 15:25:27,U,2026-02-07 02:40:00,,183632.686488901,422827.511986096,당구장업,사립,,,,,,,,,허리우드당구클럽_경기도안산시단원구초지동734-4두산타운202호
63,당구장업,10_32_01_P,3540000,CDFH3301082008000003,2008-03-20,,1,영업/정상,13,영업중,,,,,501-4322,,,인천광역시 부평구 갈산동 170-8,인천광역시 부평구 평천로 324 (갈산동),21329,SBS당구장,2026-02-03 14:50:52,U,2026-02-06 02:40:00,,175723.383526989,446183.25709091,당구장업,사립,,0.0,0.0,0.0,0.0,,,,SBS당구장_인천광역시부평구갈산동170-8
10,당구장업,10_32_01_P,5530000,CDFH3301082008000002,2008-02-01,,3,폐업,3,폐업,2009-08-26,,,,8003-0613,,445-390,경기도 화성시 병점구 진안동  878-2 2층,,,그랜드당구장,2009-08-27 09:32:08,I,2026-02-04 01:35:23,,203327.907150377,412232.177745405,당구장업,사립,0.0,0.0,0.0,0.0,0.0,,,,그랜드당구장_경기도화성시병점구진안동878-22층
85,당구장업,10_32_01_P,4060000,CDFH3301082008000003,2008-01-24,,1,영업/정상,13,영업중,,,,,,,413-808,경기도 파주시 금촌동 767-7 한성빌딩 3층,"경기도 파주시 중앙로 273 (금촌동,한성빌딩 3층)",,벅스당구장,2026-02-05 14:45:17,U,2026-02-07 02:40:00,,180268.619960302,473117.080046735,당구장업,사립,,0.0,0.0,0.0,0.0,,,,벅스당구장_경기도파주시금촌동767-7한성빌딩3층
233,당구장업,10_32_01_P,4050000,CDFH3301082007000036,2007-12-21,,1,영업/정상,13,영업중,,,,,031-336-2187,,,경기도 용인시 처인구 이동읍 천리 130-7 3층,"경기도 용인시 처인구 이동읍 이원로 12, 3층",17128,지코당구클럽,2026-02-26 11:18:45,U,2026-02-28 02:40:00,,218374.184855562,409796.62269072,당구장업,사립,,0.0,0.0,0.0,0.0,,,,지코당구클럽_경기도용인시처인구이동읍천리130-73층
111,당구장업,10_32_01_P,4060000,CDFH3301082007000014,2007-10-29,,3,폐업,3,폐업,2026-02-09,,,,943-5780,,413-812,경기도 파주시 월롱면 영태리 580-2 2층,"경기도 파주시 월롱면 통일로 766, 2층",10945,거위 당구장,2026-02-09 18:30:53,U,2026-02-11 02:40:00,,181340.837418549,475018.287354728,당구장업,사립,,0.0,0.0,346.0,0.0,,,,거위당구장_경기도파주시월롱면영태리580-22층
81,당구장업,10_32_01_P,3740000,CDFH3301082007000052,2007-10-08,,1,영업/정상,13,영업중,,,,,,,440-819,경기도 수원시 장안구 영화동 356-1,경기도 수원시 장안구 영화로26번길 21 (영화동),,프라자당구장,2026-02-05 10:18:35,U,2026-02-07 02:40:00,,200867.310830684,420908.286805817,당구장업,사립,,0.0,0.0,0.0,0.0,,,,프라자당구장_경기도수원시장안구영화동356-1
135,당구장업,10_32_01_P,3990000,CDFH3301082007000016,2007-09-11,,3,폐업,3,폐업,2025-02-21,,,,,,472-120,경기도 남양주시 호평동 642-1 홍조프라자 5층,경기도 남양주시 호평로46번길 8 (호평동),12150,양지 당구장,2026-02-11 10:46:55,U,2026-02-13 02:40:00,,221513.245559524,461458.638837155,당구장업,사립,,0.0,0.0,0.0,0.0,,,,양지당구장_경기도남양주시호평동642-1홍조프라자5층
194,당구장업,10_32_01_P,5710000,CDFH3301082007000058,2007-09-03,,1,영업/정상,13,영업중,,,,,,,361-833,충청북도 청주시 서원구 사창동 458 3층,"충청북도 청주시 서원구 1순환로672번길 54 (사창동,3층)",,중문아카데미당구클럽,2026-02-23 15:13:23,U,2026-02-25 02:40:00,,240820.558323911,348022.10498497,당구장업,사립,,0.0,0.0,225.0,0.0,,,,중문아카데미당구클럽_충청북도청주시서원구사창동4583층
166,당구장업,10_32_01_P,5600000,CDFH3301082007000005,2007-08-07,,3,폐업,3,폐업,2026-02-13,,,,,,,경기도 포천시 소흘읍 송우리 726-76 황금프라자,"경기도 포천시 소흘읍 송우로 80, 황금프라자 206,207호",11175,세기당구클럽,2026-02-19 09:27:36,U,2026-02-21 02:40:00,,212299.917881824,480881.893844501,당구장업,사립,,0.0,0.0,0.0,0.0,,,,세기당구클럽_경기도포천시소흘읍송우리726-76황금프라자
221,당구장업,10_32_01_P,3860000,CDFH3301082007000027,2007-06-26,,1,영업/정상,13,영업중,,,,,032-205-0220,,,경기도 부천시 원미구 도당동 283-18 3층,"경기도 부천시 원미구 옥산로 155, 3층 (도당동)",14532,하이클래스 당구장,2026-02-25 16:48:34,U,2026-02-27 02:40:00,,180481.243694398,445060.45627857,당구장업,사립,,0.0,0.0,0.0,0.0,,,,하이클래스당구장_경기도부천시원미구도당동283-183층
65,당구장업,10_32_01_P,3070000,CDFH3301082007000014,2007-06-22,,1,영업/정상,13,영업중,,,,,,,136-130,서울특별시 성북구 하월곡동 60-175 지하,"서울특별시 성북구 화랑로5길 41, 지하층 (하월곡동)",02751,B.M 당구장,2026-02-03 20:28:15,U,2026-02-06 02:40:00,,203384.542531594,455794.101607746,당구장업,사립,,0.0,0.0,0.0,0.0,,,,B.M당구장_서울특별시성북구하월곡동60-175지하
35,당구장업,10_32_01_P,3490000,CDFH3301082007000006,2007-06-12,,1,영업/정상,13,영업중,,,,,891-1027,,400-110,인천광역시 중구 선화동 1-10 3층,"인천광역시 중구 서해대로464번길 10, 3층 (선화동)",22329,썬당구장,2026-01-30 13:38:40,U,2026-02-04 11:04:37,,167762.913960036,440598.440324372,당구장업,사립,,0.0,0.0,183.96,0.0,,,,썬당구장_인천광역시중구선화동1-103층
20,당구장업,10_32_01_P,4181000,CDFH3301082007000012,2007-04-18,,1,영업/정상,13,영업중,,,,,2424939,,,강원특별자치도 춘천시 우두동 1067-1,"강원특별자치도 춘천시 충열로 10-14, 2층 (우두동)",24231,사구삼구당구클럽,2026-02-02 14:27:34,U,2026-02-04 02:40:00,,264041.130404907,488886.455236406,당구장업,사립,,0.0,0.0,0.0,0.0,,,,사구삼구당구클럽_강원특별자치도춘천시우두동1067-1
66,당구장업,10_32_01_P,3210000,CDFH3301082006000010,2006-12-20,,3,폐업,3,폐업,2026-02-04,,,,522-4552,,137-858,서울특별시 서초구 서초동 1330-13 (4층),"서울특별시 서초구 서초대로78길 50  (서초동,(4층))",,케이 당구클럽,2026-02-04 11:21:51,U,2026-02-06 02:40:00,,202465.22421124,443462.352227891,당구장업,사립,,0.0,1.0,4015.36,0.0,,,,케이당구클럽_서울특별시서초구서초동1330-13(4층)
62,당구장업,10_32_01_P,3110000,CDFH3301082006000021,2006-12-20,,1,영업/정상,13,영업중,,,,,,,,서울특별시 은평구 증산동 189-3 안당빌딩 2층,"서울특별시 은평구 증산서길 107, 안당빌딩 2층 (증산동)",03498,25시 당구장,2026-02-03 16:40:32,U,2026-02-06 02:40:00,,191848.441744874,453695.307048403,당구장업,사립,,0.0,0.0,1904.09,0.0,,,,25시당구장_서울특별시은평구증산동189-3안당빌딩2층
179,당구장업,10_32_01_P,3820000,CDFH3301082006000012,2006-05-01,,1,영업/정상,13,영업중,,,,,,,,경기도 의정부시 의정부동 503-3 성원빌딩 4층,"경기도 의정부시 신흥로 223, 성원빌딩 4층 (의정부동)",11650,M당구장,2026-02-19 13:28:09,U,2026-02-21 02:40:00,,203725.665412317,470410.454809862,당구장업,사립,,0.0,0.0,1494.86,0.0,,,,M당구장_경기도의정부시의정부동503-3성원빌딩4층
33,당구장업,10_32_01_P,3940000,CDFH3301082006000009,2006-03-10,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산서구 탄현동 1562-2 4층,"경기도 고양시 일산서구 일현로 37, 4층 (탄현동)",10343,더 샷,2026-01-30 09:54:44,U,2026-02-04 11:04:37,,178952.706716374,465388.207840184,당구장업,사립,,0.0,0.0,299.04,0.0,,,,더샷_경기도고양시일산서구탄현동1562-24층
103,당구장업,10_32_01_P,3010000,CDFH3301082005000004,2005-07-15,,1,영업/정상,13,영업중,,,,,318-0725,,100-845,서울특별시 중구 을지로2가 199-63 3층,,,보고당구장,2026-02-09 17:49:28,U,2026-02-11 02:40:00,,198515.134011974,451474.178600038,당구장업,사립,0.0,0.0,1.0,1853.0,0.0,,,,보고당구장_서울특별시중구을지로2가199-633층
120,당구장업,10_32_01_P,3060000,CDFH3301082005000006,2005-04-11,,1,영업/정상,13,영업중,,,,,,,,서울특별시 중랑구 면목동 497-7,"서울특별시 중랑구 면목로 341, 지하1층 (면목동)",02228,다인 당구장,2026-02-10 11:14:39,U,2026-02-12 02:40:00,,207729.175659582,453342.232542102,당구장업,사립,,0.0,1.0,2386.93,0.0,,,,다인당구장_서울특별시중랑구면목동497-7
210,당구장업,10_32_01_P,3860000,CDFH3301082005000006,2005-03-21,,1,영업/정상,13,영업중,,,,,,,,경기도 부천시 소사구 소사본동 139-22,경기도 부천시 소사구 소사로 220 (소사본동),14701,갤럭시당구장,2026-02-24 11:09:22,U,2026-02-26 02:40:00,,181867.922394094,441749.271014347,당구장업,사립,,0.0,0.0,0.0,0.0,,,,갤럭시당구장_경기도부천시소사구소사본동139-22
104,당구장업,10_32_01_P,5410000,CDFH3301082005000001,2005-01-07,,3,폐업,3,폐업,2026-02-06,,,,055-526-3650,,635-903,경상남도 창녕군 남지읍 남지리 978-5,경상남도 창녕군 남지읍 남지중앙1길 59,,빌투당구클럽,2026-02-09 09:00:35,U,2026-02-11 02:40:00,,334037.130377125,211263.406623154,당구장업,사립,0.0,0.0,1.0,203.13,0.0,,,,빌투당구클럽_경상남도창녕군남지읍남지리978-5
47,당구장업,10_32_01_P,4060000,CDFH3301082004000013,2004-12-14,,3,폐업,3,폐업,2026-01-30,,,,955-8284,,413-832,경기도 파주시 문발동 531-2 파주출판문화산업단지 점프존 상가 502호,"경기도 파주시 문발로 140  (문발동,파주출판문화산업단지 점프존 상가 502호)",,북시티당구클럽,2026-01-30 15:17:20,U,2026-02-04 11:04:37,,172287.070736993,467217.624973932,당구장업,사립,0.0,0.0,1.0,0.0,0.0,,,,북시티당구클럽_경기도파주시문발동531-2파주출판문화산업단지점프존상가502호
46,당구장업,10_32_01_P,4060000,CDFH3301082004000012,2004-12-07,,3,폐업,3,폐업,2026-01-30,,,,942-0140,,413-800,경기도 파주시 금촌동 42-9,경기도 파주시 아동로 13  (금촌동),,시네마당구장,2026-01-30 10:42:10,U,2026-02-04 11:04:37,,180204.634056533,473595.259569729,당구장업,사립,0.0,0.0,1.0,0.0,0.0,,,,시네마당구장_경기도파주시금촌동42-9
162,당구장업,10_32_01_P,3080000,CDFH3301082004000014,2004-09-09,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 수유동 278-3,"서울특별시 강북구 삼양로 502, 3층 (수유동)",01037,그린당구장,2026-02-13 16:58:00,U,2026-02-15 02:40:00,,201224.015658219,460622.251824591,당구장업,사립,,0.0,0.0,0.0,0.0,,,,그린당구장_서울특별시강북구수유동278-3
163,당구장업,10_32_01_P,3080000,CDFH3301082004000010,2004-07-15,,1,영업/정상,13,영업중,,,,,02-994-8769,,,서울특별시 강북구 수유동 223-1 두온오피스텔,"서울특별시 강북구 노해로 38, 두온오피스텔 301,302호 (수유동)",01072,큐박스당구장,2026-02-13 17:13:23,U,2026-02-15 02:40:00,,201966.757679268,459615.018158491,당구장업,사립,,0.0,0.0,0.0,0.0,,,,큐박스당구장_서울특별시강북구수유동223-1두온오피스텔
231,당구장업,10_32_01_P,4641000,CDFH3301082004000020,2004-07-02,,1,영업/정상,13,영업중,,,,,222-8915,,560-838,전북특별자치도 전주시 완산구 중화산동2가 577 2층,"전북특별자치도 전주시 완산구 인정로 20 (중화산동2가,2층)",,썬 당구클럽,2026-02-26 16:07:52,U,2026-02-28 02:40:00,,210801.627602446,257864.805797946,당구장업,사립,,0.0,0.0,0.0,0.0,,,,썬당구클럽_전북특별자치도전주시완산구중화산동2가5772층
75,당구장업,10_32_01_P,5590000,CDFH3301082003000005,2003-12-22,,1,영업/정상,13,영업중,,,,,031 859 0970,,482-010,경기도 양주시 고암동 129-1 재성빌딩 4층 (402호),"경기도 양주시 고암길 58 (고암동,재성빌딩 4층 (402호))",11457,친구 당구장,2026-02-04 09:04:40,U,2026-02-06 02:40:00,,206032.185,481011.534999999,당구장업,사립,,0.0,0.0,992.1,0.0,,,,친구당구장_경기도양주시고암동129-1재성빌딩4층(402호)
30,당구장업,10_32_01_P,3450000,CDFH3301082003000025,2003-07-16,,3,폐업,3,폐업,2026-01-30,,,,953-0908,,,대구광역시 북구 복현동 402-1 (5층),"대구광역시 북구 대학로 146, 5층 (복현동)",41562,스페셜당구클럽,2026-01-30 15:47:08,U,2026-02-04 11:04:37,,345686.656926547,267446.624327358,당구장업,사립,,0.0,1.0,0.0,0.0,,,,스페셜당구클럽_대구광역시북구복현동402-1(5층)
