번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업무구분명,상세업무구분명,권리주체일련번호,총직원수,Unnamed: 32,record_key
458,동물미용업,02_03_11_P,5310000,531000004920260002,2026-02-26,,1,영업/정상,0,정상,,,,,,0,,경상남도 진주시 충무공동 *** 혁신도시중흥에스-클래스센트럴시티*단지,"경상남도 진주시 에나로***번길 **, ****호 (충무공동, 혁신도시중흥에스-클래스센트럴시티*단지)",52855,도그리아,2026-02-26 18:01:29,I,2026-02-28 00:20:02,,304308.398428194,186743.591469102,동물미용업,동물미용업(일반),000,0,,도그리아_경상남도진주시충무공동***혁신도시중흥에스-클래스센트럴시티*단지
460,동물미용업,02_03_11_P,3330000,333000004920260002,2026-02-26,,1,영업/정상,0,정상,,,,,,0,,부산광역시 해운대구 중동 ***-* 해운대신시가지경동메르빌아파트,"부산광역시 해운대구 해운대로***번길 **, 상가동 ***호 (중동, 해운대신시가지경동메르빌아파트)",48104,안녕꼬순내,2026-02-26 10:32:03,I,2026-02-28 00:20:02,,398204.776400898,187458.731376725,동물미용업,동물미용업(일반),000,0,,안녕꼬순내_부산광역시해운대구중동***-*해운대신시가지경동메르빌아파트
454,동물미용업,02_03_11_P,3560000,356000004920260006,2026-02-26,,1,영업/정상,0,정상,,,,,,0,,인천광역시 서구 검암동 ***-* 경서프라자 ***호,"인천광역시 서구 승학로 ***, 경서프라자 ***호 (검암동)",22704,모모네,2026-02-26 13:30:20,I,2026-02-28 00:20:02,,171643.896578657,451631.928561004,동물미용업,동물미용업(일반),000,0,,모모네_인천광역시서구검암동***-*경서프라자***호
455,동물미용업,02_03_11_P,3540000,354000004920260002,2026-02-26,,1,영업/정상,0,정상,,,,,,0,,인천광역시 부평구 부평동 *** 상가동,"인천광역시 부평구 주부토로**번길 **, 상가동 ***호 (부평동)",21357,we 몽,2026-02-26 16:24:41,I,2026-02-28 00:20:02,,175403.356224742,444542.032865035,동물미용업,동물미용업(일반),000,0,,we몽_인천광역시부평구부평동***상가동
456,동물미용업,02_03_11_P,4040000,404000004920260003,2026-02-26,,1,영업/정상,0,정상,,,,,,0,,경기도 하남시 망월동 **** 미사역 파라곤 스퀘어,"경기도 하남시 미사강변동로 ***-*, 미사역 파라곤 스퀘어 ****호 (망월동)",12912,그로밋(미사점),2026-02-26 10:48:33,I,2026-02-28 00:20:02,,217057.174856799,451355.879802577,동물미용업,동물미용업(일반),000,0,,그로밋(미사점)_경기도하남시망월동****미사역파라곤스퀘어
457,동물미용업,02_03_11_P,5350000,535000004920260005,2026-02-26,,1,영업/정상,0,정상,,,,,,0,,경상남도 김해시 주촌면 선지리 **** 김해주촌 두산위브더제니스 상가동 ***동 ***호,"경상남도 김해시 주촌면 주선로 **, 김해주촌 두산위브더제니스 상가동 ***동 지하*층 ***호",50887,멈머살롱,2026-02-26 21:59:24,I,2026-02-28 00:20:02,,367865.8592182,194550.844269128,동물미용업,동물미용업(일반),000,0,,멈머살롱_경상남도김해시주촌면선지리****김해주촌두산위브더제니스상가동***동***호
459,동물미용업,02_03_11_P,5020000,502000004920260002,2026-02-26,,1,영업/정상,0,정상,,,,,054-292-2997,0,,경상북도 포항시 남구 오천읍 원리 **** *동 ***호,"경상북도 포항시 남구 오천읍 원동로 **, *동 ***호",37882,팍스펫,2026-02-26 10:41:33,I,2026-02-28 00:20:02,,416673.277667326,277255.539650367,동물미용업,동물미용업(일반),000,0,,팍스펫_경상북도포항시남구오천읍원리*****동***호
461,동물미용업,02_03_11_P,3160000,316000004920260003,2026-02-26,,1,영업/정상,0,정상,,,,,,0,,서울특별시 구로구 구로동 **-**,"서울특별시 구로구 가마산로**길 *-*, *층 (구로동)",8302,거리공원 애견유치원,2026-02-26 14:08:08,I,2026-02-28 00:20:02,,190321.123788262,443747.814014983,동물미용업,동물미용업(일반),000,0,,거리공원애견유치원_서울특별시구로구구로동**-**
449,동물미용업,02_03_11_P,4820000,482000004920260001,2026-02-25,,1,영업/정상,0,정상,,,,,061-752-5231,0,,전라남도 순천시 매곡동 **,전라남도 순천시 북문길 *** (매곡동),57939,둘리애견,2026-02-25 17:44:15,I,2026-02-27 00:20:02,,244207.574861452,162646.745945131,동물미용업,동물미용업(일반),000,0,,둘리애견_전라남도순천시매곡동**
448,동물미용업,02_03_11_P,3160000,316000004920260002,2026-02-25,,1,영업/정상,0,정상,,,,,,0,,서울특별시 구로구 고척동 ***-**,서울특별시 구로구 고척로**길 ** (고척동),8246,루이독,2026-02-25 09:28:50,I,2026-02-27 00:20:02,,186572.310818791,444595.758280253,동물미용업,동물미용업(일반),000,0,,루이독_서울특별시구로구고척동***-**
436,동물미용업,02_03_11_P,3400000,340000004920260004,2026-02-24,,1,영업/정상,0,정상,,,,,,0,,부산광역시 기장군 정관읍 매학리 ** 형진강변아파트,"부산광역시 기장군 정관읍 정관중앙로 **-**, 상가동 ***호 (형진강변아파트)",46015,산책,2026-02-24 09:59:41,I,2026-02-26 00:20:08,,398105.830085508,204860.64439361,동물미용업,동물미용업(일반),000,0,,산책_부산광역시기장군정관읍매학리**형진강변아파트
433,동물미용업,02_03_11_P,3530000,353000004920260003,2026-02-24,,1,영업/정상,0,정상,,,,,,0,,인천광역시 남동구 논현동 ***-* *층,"인천광역시 남동구 소래역동로 *, *층 (논현동)",21669,인천애견미용 엘르펫살롱,2026-02-24 11:47:13,I,2026-02-26 00:20:08,,176274.035334058,433432.097791711,동물미용업,동물미용업(일반),000,0,,인천애견미용엘르펫살롱_인천광역시남동구논현동***-**층
435,동물미용업,02_03_11_P,3820000,382000004920260003,2026-02-24,,1,영업/정상,0,정상,,,,,,0,,경기도 의정부시 호원동 *** *층,"경기도 의정부시 평화로***번길 *, *층 (호원동)",11703,우프라운지,2026-02-24 11:28:17,I,2026-02-26 00:20:08,,204203.617443136,469441.271154957,동물미용업,동물미용업(일반),L00,0,,우프라운지_경기도의정부시호원동****층
434,동물미용업,02_03_11_P,4170000,417000004920260001,2026-02-24,,1,영업/정상,0,정상,,,,,,0,,경기도 양평군 양평읍 공흥리 ***-*,경기도 양평군 양평읍 백운길 **,12550,솜사탕애견미용,2026-02-24 14:24:10,I,2026-02-26 00:20:08,,244687.126948986,443590.328079969,동물미용업,동물미용업(일반),000,0,,솜사탕애견미용_경기도양평군양평읍공흥리***-*
430,동물미용업,02_03_11_P,3240000,324000004920260002,2026-02-23,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강동구 성내동 ***-** 석영빌딩,"서울특별시 강동구 양재대로**길 **, 석영빌딩 (성내동)",5403,소담,2026-02-23 14:39:41,I,2026-02-25 00:20:01,,211583.956740628,447395.344536037,동물미용업,동물미용업(일반),000,0,,소담_서울특별시강동구성내동***-**석영빌딩
429,동물미용업,02_03_11_P,4191000,419100004920260002,2026-02-23,,1,영업/정상,0,정상,,,,,,0,,강원특별자치도 원주시 관설동 ****-* 청솔*차아파트,"강원특별자치도 원주시 단관초교길 *, 청솔*차아파트 상가동 ***호 (관설동)",26473,말끔하개,2026-02-23 17:32:04,I,2026-02-25 00:20:01,,285516.185574864,424374.586469565,동물미용업,동물미용업(일반),000,0,,말끔하개_강원특별자치도원주시관설동****-*청솔*차아파트
428,동물미용업,02_03_11_P,4191000,419100004920260001,2026-02-23,,1,영업/정상,0,정상,,,,,,0,,강원특별자치도 원주시 단구동 *** 현대아카데미프라자,"강원특별자치도 원주시 늘품로 ***-**, 현대아카데미프라자 *층 ***호 (단구동)",26457,사랑아지,2026-02-23 17:29:37,I,2026-02-25 00:20:01,,285374.856489138,426587.24417121,동물미용업,동물미용업(일반),000,0,,사랑아지_강원특별자치도원주시단구동***현대아카데미프라자
427,동물미용업,02_03_11_P,3270000,327000004920260001,2026-02-23,,1,영업/정상,0,정상,,,,,,0,,부산광역시 동구 수정동 ****-*,부산광역시 동구 홍곡로**번길 * (수정동),48784,몽글몽글,2026-02-23 09:31:53,I,2026-02-25 00:20:01,,386251.855694527,182692.98899117,동물미용업,동물미용업(일반),000,0,,몽글몽글_부산광역시동구수정동****-*
426,동물미용업,02_03_11_P,3600000,360000004920260002,2026-02-23,,1,영업/정상,0,정상,,,,,,0,,광주광역시 서구 금호동 ***-* 호반빌,"광주광역시 서구 화개중앙로 **, 호반빌 *층 (금호동)",62011,꼬담,2026-02-23 08:08:03,I,2026-02-25 00:20:01,,186614.410334127,180744.070237761,동물미용업,동물미용업(일반),000,0,,꼬담_광주광역시서구금호동***-*호반빌
425,동물미용업,02_03_11_P,3990000,399000004920260006,2026-02-23,,1,영업/정상,0,정상,,,,,,0,,경기도 남양주시 화도읍 창현리 ***-** 창현빌딩 ***호,"경기도 남양주시 화도읍 창현로 **, 창현빌딩 ***호",12183,아예뻐,2026-02-23 08:36:04,I,2026-02-25 00:20:01,,226923.385058313,460732.007629639,동물미용업,동물미용업(일반),000,0,,아예뻐_경기도남양주시화도읍창현리***-**창현빌딩***호
431,동물미용업,02_03_11_P,5590000,559000004920260001,2026-02-23,,1,영업/정상,0,정상,,,,,,0,,경기도 양주시 고암동 ***-* ***호,"경기도 양주시 고원*나길 **, ***호 (고암동)",11457,멍쥬앙,2026-02-23 09:58:52,I,2026-02-25 00:20:01,,206357.126846469,480861.261437358,동물미용업,동물미용업(일반),000,0,,멍쥬앙_경기도양주시고암동***-****호
415,동물미용업,02_03_11_P,3740000,374000004920260004,2026-02-20,,1,영업/정상,0,정상,,,,,,0,,경기도 수원시 팔달구 인계동 **** 수원 인계동 동문굿모닝힐 아파트,"경기도 수원시 팔달구 중부대로***번길 **, *층 ***호 (인계동, 수원 인계동 동문굿모닝힐 아파트)",16530,뽀삐몽,2026-02-20 14:42:33,I,2026-02-22 00:20:02,,203382.956586785,419311.326654537,동물미용업,동물미용업(일반),000,0,,뽀삐몽_경기도수원시팔달구인계동****수원인계동동문굿모닝힐아파트
414,동물미용업,02_03_11_P,5710000,571000004920260005,2026-02-20,,1,영업/정상,0,정상,,,,,,0,,충청북도 청주시 흥덕구 오송읍 연제리 ***,"충청북도 청주시 흥덕구 오송읍 오송생명로 ***, 오송H호텔세종시티 *층 ***호",28165,치즈펫살롱,2026-02-20 09:39:07,I,2026-02-22 00:20:02,,229334.174903814,347853.263142029,동물미용업,동물미용업(일반),000,0,,치즈펫살롱_충청북도청주시흥덕구오송읍연제리***
404,동물미용업,02_03_11_P,3100000,310000004920260001,2026-02-19,,1,영업/정상,0,정상,,,,,,0,,서울특별시 노원구 상계동 **** 중앙하이츠아파트,"서울특별시 노원구 노원로**길 *, 중앙하이츠아파트 상가동 *층 ***호 (상계동)",1704,안아주다,2026-02-19 10:15:36,I,2026-02-21 00:20:05,,206011.063805134,461264.678567299,동물미용업,동물미용업(일반),000,0,,안아주다_서울특별시노원구상계동****중앙하이츠아파트
407,동물미용업,02_03_11_P,6510000,651000004920260002,2026-02-19,,1,영업/정상,0,정상,,,,,,0,,제주특별자치도 제주시 조천읍 신촌리 ****-*,제주특별자치도 제주시 조천읍 신조로 **,63336,우리아이,2026-02-19 13:30:39,I,2026-02-21 00:20:05,,164795.178052644,2395.03783473437,동물미용업,동물미용업(일반),000,0,,우리아이_제주특별자치도제주시조천읍신촌리****-*
406,동물미용업,02_03_11_P,3060000,306000004920260001,2026-02-19,,1,영업/정상,0,정상,,,,,,0,,서울특별시 중랑구 망우동 ***-* 영진빌딩,"서울특별시 중랑구 용마공원로 **, 영진빌딩 *층 (망우동)",2182,멍컷,2026-02-19 09:49:18,I,2026-02-21 00:20:05,,208854.29849091,454663.001386069,동물미용업,동물미용업(일반),000,0,,멍컷_서울특별시중랑구망우동***-*영진빌딩
405,동물미용업,02_03_11_P,6510000,651000004920260003,2026-02-19,,1,영업/정상,0,정상,,,,,,0,,제주특별자치도 제주시 도남동 ***-* ***호,"제주특별자치도 제주시 원남*길 **, *층 ***호 (도남동)",63234,댕그루,2026-02-19 13:32:19,I,2026-02-21 00:20:05,,156221.676023411,-1183.87539921346,동물미용업,동물미용업(일반),000,0,,댕그루_제주특별자치도제주시도남동***-****호
403,동물미용업,02_03_11_P,4201000,420100004920260001,2026-02-19,,1,영업/정상,0,정상,,,,,,0,,강원특별자치도 강릉시 내곡동 **-*,강원특별자치도 강릉시 강변로 *** (내곡동),25585,HOT DOG,2026-02-19 09:36:56,I,2026-02-21 00:20:05,,366397.560281195,473263.183579696,동물미용업,동물미용업(일반),000,0,,HOTDOG_강원특별자치도강릉시내곡동**-*
402,동물미용업,02_03_11_P,3500000,350000004920260001,2026-02-14,,1,영업/정상,0,정상,,,,,,0,,인천광역시 동구 송림동 **-**,인천광역시 동구 샛골로***번길 ** (송림동),22539,담블리그루밍샵,2026-02-14 13:58:13,I,2026-02-16 00:20:01,,168678.015220047,441879.903262191,동물미용업,동물미용업(일반),000,0,,담블리그루밍샵_인천광역시동구송림동**-**
397,동물미용업,02_03_11_P,3220000,322000004920260001,2026-02-13,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강남구 논현동 ***-* ACROHILLS논현,"서울특별시 강남구 언주로 ***, *층 ***호 (논현동, ACROHILLS논현)",6102,몽구구,2026-02-13 13:22:32,I,2026-02-15 00:20:02,,203374.47496532,445256.691022727,동물미용업,동물미용업(일반),000,0,,몽구구_서울특별시강남구논현동***-*ACROHILLS논현
401,동물미용업,02_03_11_P,3130000,313000004920260002,2026-02-13,,1,영업/정상,0,정상,,,,,,0,,서울특별시 마포구 망원동 ***-** ***호,"서울특별시 마포구 방울내로 **, ***호 (망원동)",3959,퍼블룸,2026-02-13 09:29:02,I,2026-02-16 00:20:01,,191154.264375441,450740.724437684,동물미용업,동물미용업(일반),000,0,,퍼블룸_서울특별시마포구망원동***-*****호
398,동물미용업,02_03_11_P,4530000,453000004920260002,2026-02-13,,1,영업/정상,0,정상,,,,,,0,,충청남도 서산시 읍내동 ***-*,"충청남도 서산시 안견로 ***-**, ***호 (읍내동)",31987,가을이네 퐁당,2026-02-13 11:01:24,I,2026-02-15 00:20:02,,150201.971743904,364104.315123936,동물미용업,동물미용업(일반),000,0,,가을이네퐁당_충청남도서산시읍내동***-*
396,동물미용업,02_03_11_P,3560000,356000004920260005,2026-02-13,,1,영업/정상,0,정상,,,,,,0,,인천광역시 서구 석남동 *** 인천상가 ***호,"인천광역시 서구 서달로***번길 *, 인천상가 ***호 (석남동)",22800,댕댕살롱,2026-02-13 12:01:29,I,2026-02-15 00:20:02,,171483.843258547,445699.303599512,동물미용업,동물미용업(일반),000,0,,댕댕살롱_인천광역시서구석남동***인천상가***호
395,동물미용업,02_03_11_P,4570000,457000004920260001,2026-02-13,,1,영업/정상,0,정상,,,,,,0,,충청남도 부여군 부여읍 관북리 ***-*,충청남도 부여군 부여읍 성왕로 ***,33147,"하루,댕",2026-02-13 13:37:50,I,2026-02-15 00:20:02,,192164.388472542,309147.15937382,동물미용업,동물미용업(일반),000,0,,"하루,댕_충청남도부여군부여읍관북리***-*"
394,동물미용업,02_03_11_P,3900000,390000004920260001,2026-02-13,,1,영업/정상,0,정상,,,,,,0,,경기도 광명시 광명동 ***-**,"경기도 광명시 오리로***번길 **, *층 (광명동)",14217,멍나나,2026-02-13 09:00:40,I,2026-02-15 00:20:02,,187488.604048308,441963.670738427,동물미용업,동물미용업(일반),000,0,,멍나나_경기도광명시광명동***-**
393,동물미용업,02_03_11_P,3430000,343000004920260001,2026-02-13,,1,영업/정상,0,정상,,,,,,0,,대구광역시 서구 원대동*가 ****-**,대구광역시 서구 고성로**길 *-* (원대동*가),41729,대구고양이미용&호텔 무냥무냥 원대점,2026-02-13 13:41:05,I,2026-02-15 00:20:02,,342154.205321639,266035.416633343,동물미용업,동물미용업(일반),000,0,,대구고양이미용&호텔무냥무냥원대점_대구광역시서구원대동*가****-**
392,동물미용업,02_03_11_P,3400000,340000004920260003,2026-02-13,,1,영업/정상,0,정상,,,,,,0,,부산광역시 기장군 정관읍 매학리 *** 동원로얄듀크*차아파트 상가 ***호,부산광역시 기장군 정관읍 정관*로 ** (동원로얄듀크*차아파트),46017,애프터멍,2026-02-13 13:32:12,I,2026-02-15 00:20:02,,397736.824866598,204358.183038917,동물미용업,동물미용업(일반),000,0,,애프터멍_부산광역시기장군정관읍매학리***동원로얄듀크*차아파트상가***호
391,동물미용업,02_03_11_P,3660000,366000004920260001,2026-02-13,,1,영업/정상,0,정상,,,,,,0,,대전광역시 서구 갈마동 ***-**,"대전광역시 서구 신갈마로 ***-*, *층 (갈마동)",35275,소풍그루밍,2026-02-13 14:09:03,I,2026-02-15 00:20:02,,232991.310964213,316913.908422966,동물미용업,동물미용업(일반),000,0,,소풍그루밍_대전광역시서구갈마동***-**
390,동물미용업,02_03_11_P,4681000,468100004920260002,2026-02-13,,1,영업/정상,0,정상,,,,,,0,,전북특별자치도 익산시 모현동*가 *** 익산배산사랑으로부영*차,"전북특별자치도 익산시 선화로 **, ***동 ****호 (모현동*가, 익산배산사랑으로부영*차)",54653,목욕하개,2026-02-13 13:17:38,I,2026-02-15 00:20:02,,194189.486267876,272365.707525912,동물미용업,동물미용업(자동차 이용),000,0,,목욕하개_전북특별자치도익산시모현동*가***익산배산사랑으로부영*차
375,동물미용업,02_03_11_P,3860000,386000004920260005,2026-02-12,,1,영업/정상,0,정상,,,,,,0,,경기도 부천시 원미구 상동 ***-* 대신프라자,"경기도 부천시 원미구 송내대로***번길 **, 대신프라자 ***호 (상동)",14542,오늘도 이쁘개,2026-02-12 15:12:54,I,2026-02-14 00:20:02,,178522.440963093,444945.755024196,동물미용업,동물미용업(일반),000,0,,오늘도이쁘개_경기도부천시원미구상동***-*대신프라자
377,동물미용업,02_03_11_P,3780000,378000004920260004,2026-02-12,,1,영업/정상,0,정상,,,,,031-8039-7553,0,,경기도 성남시 수정구 창곡동 ***-* 아다지오,"경기도 성남시 수정구 위례순환로*길 **, 아다지오 (창곡동)",13642,위례 다올동물병원,2026-02-12 16:05:06,I,2026-02-14 00:20:02,,213102.805,440846.072,동물미용업,동물미용업(일반),000,0,,위례다올동물병원_경기도성남시수정구창곡동***-*아다지오
378,동물미용업,02_03_11_P,5060000,506000004920260001,2026-02-12,,1,영업/정상,0,정상,,,,,,0,,경상북도 김천시 부곡동 ***-**,경상북도 김천시 구농고길 ** (부곡동),39603,하루네,2026-02-12 17:10:18,I,2026-02-14 00:20:02,,299385.463579491,292363.467901801,동물미용업,동물미용업(일반),000,0,,하루네_경상북도김천시부곡동***-**
379,동물미용업,02_03_11_P,4950000,495000004920260001,2026-02-12,,1,영업/정상,0,정상,,,,,,0,,전라남도 무안군 삼향읍 남악리 **** 남악 도휘에드가 *차 오피스텔 ***호,"전라남도 무안군 삼향읍 후광대로 ***, 남악 도휘에드가 *차 오피스텔 ***호",58567,바크앤배스,2026-02-12 10:02:03,I,2026-02-14 00:20:02,,151163.491577385,146284.705068089,동물미용업,동물미용업(일반),000,0,,바크앤배스_전라남도무안군삼향읍남악리****남악도휘에드가*차오피스텔***호
381,동물미용업,02_03_11_P,4540000,454000004920260001,2026-02-12,,1,영업/정상,0,정상,,,,,,0,,충청남도 논산시 연무읍 황화정리 ***-*,충청남도 논산시 연무읍 봉황로 ***,33012,내방안 강아지와 고양이,2026-02-12 14:23:15,I,2026-02-14 00:20:02,,209951.616276521,289044.303426357,동물미용업,동물미용업(일반),000,0,,내방안강아지와고양이_충청남도논산시연무읍황화정리***-*
376,동물미용업,02_03_11_P,3460000,346000004920260002,2026-02-12,,1,영업/정상,0,정상,,,,,,0,,대구광역시 수성구 황금동 ***-**,"대구광역시 수성구 들안로**길 **, *층 (황금동)",42147,버디테일,2026-02-12 16:06:07,I,2026-02-14 00:20:02,,346359.941913748,261661.346354727,동물미용업,동물미용업(일반),000,0,,버디테일_대구광역시수성구황금동***-**
382,동물미용업,02_03_11_P,4540000,454000004920260002,2026-02-12,,1,영업/정상,0,정상,,,,,,0,,충청남도 논산시 연무읍 동산리 ***-**,"충청남도 논산시 연무읍 안심로 ***-*, *층",33008,푸들푸들,2026-02-12 14:26:14,I,2026-02-14 00:20:02,,208902.755217353,292348.021173029,동물미용업,동물미용업(일반),000,0,,푸들푸들_충청남도논산시연무읍동산리***-**
368,동물미용업,02_03_11_P,3540000,354000004920260001,2026-02-11,,1,영업/정상,0,정상,,,,,,0,,인천광역시 부평구 부평동 ***-* 부평 현대 더로프트,"인천광역시 부평구 장제로 **, 부평 현대 더로프트 ***동 ***호 (부평동)",21404,견고,2026-02-11 09:53:45,I,2026-02-13 00:20:38,,175872.707521697,443085.465095482,동물미용업,동물미용업(일반),000,0,,견고_인천광역시부평구부평동***-*부평현대더로프트
366,동물미용업,02_03_11_P,4530000,453000004920260001,2026-02-11,,1,영업/정상,0,정상,,,,,041-665-3420,0,,충청남도 서산시 읍내동 ***-*,"충청남도 서산시 부춘*로 **, ***호 (읍내동)",31972,멍털이발소,2026-02-11 10:28:54,I,2026-02-13 00:20:38,,150485.230161008,365249.069658419,동물미용업,동물미용업(일반),000,0,,멍털이발소_충청남도서산시읍내동***-*
380,동물미용업,02_03_11_P,5380000,538000004920260003,2026-02-11,,1,영업/정상,0,정상,,,,,,0,,경상남도 양산시 물금읍 범어리 ***-* 황전범어타운,"경상남도 양산시 물금읍 오봉로 *, 황전범어타운 상가동 ***호",50601,강아지,2026-02-12 13:11:29,I,2026-02-14 00:20:02,,381679.178959612,204830.480850148,동물미용업,동물미용업(일반),000,0,,강아지_경상남도양산시물금읍범어리***-*황전범어타운
370,동물미용업,02_03_11_P,3910000,391000004920260003,2026-02-11,,1,영업/정상,0,정상,,,,,,0,,경기도 평택시 용이동 ***-*,"경기도 평택시 현신로 ***, ***호 (용이동)",17866,멍데이,2026-02-11 11:02:29,I,2026-02-13 00:20:38,,213218.706332008,388770.580756812,동물미용업,동물미용업(일반),000,0,,멍데이_경기도평택시용이동***-*
367,동물미용업,02_03_11_P,5080000,508000004920260004,2026-02-11,,1,영업/정상,0,정상,,,,,,0,,경상북도 구미시 옥계동 ****,경상북도 구미시 옥계신당로*길 * (옥계동),39181,야옹아 놀자 구미점,2026-02-11 13:15:43,I,2026-02-13 00:20:38,,327712.259417025,294738.381426616,동물미용업,동물미용업(일반),000,0,,야옹아놀자구미점_경상북도구미시옥계동****
369,동물미용업,02_03_11_P,5710000,571000004920260004,2026-02-11,,1,영업/정상,0,정상,,,,,,0,,충청북도 청주시 상당구 용담동 *** 가좌마을용담이-편한세상,"충청북도 청주시 상당구 호미로 ***, 상가동 *층 ***호 (용담동, 가좌마을용담이-편한세상)",28746,꾸미몽,2026-02-11 10:00:37,I,2026-02-13 00:20:38,,245540.996857219,348435.44676367,동물미용업,동물미용업(일반),000,0,,꾸미몽_충청북도청주시상당구용담동***가좌마을용담이-편한세상
357,동물미용업,02_03_11_P,4490000,566000004920260002,2026-02-10,,1,영업/정상,0,정상,,,,,,0,,충청남도 천안시 서북구 불당동 **** 지웰푸르지오 상가동 상가*호,"충청남도 천안시 서북구 불당**로 **, 상가동 지*층 상가*호 (불당동, 지웰푸르지오)",31156,몽데이,2026-02-10 10:16:23,I,2026-02-12 00:20:02,,209405.638703794,368896.864147977,동물미용업,동물미용업(일반),000,0,,몽데이_충청남도천안시서북구불당동****지웰푸르지오상가동상가*호
360,동물미용업,02_03_11_P,3670000,367000004920260003,2026-02-10,,1,영업/정상,0,정상,,,,,,0,,대전광역시 유성구 원신흥동 ***-*,"대전광역시 유성구 원신흥로**번길 **-**, *층 ***호 (원신흥동)",34193,몽아멜,2026-02-10 14:55:16,I,2026-02-12 00:20:02,,230756.948669695,315441.997542314,동물미용업,동물미용업(일반),000,0,,몽아멜_대전광역시유성구원신흥동***-*
359,동물미용업,02_03_11_P,3170000,317000004920260002,2026-02-10,,1,영업/정상,0,정상,,,,,,0,,서울특별시 금천구 독산동 **** 금천 롯데캐슬 골드파크 *차 ***동 ***호,"서울특별시 금천구 벚꽃로 **, ***동 ***호 (독산동, 금천 롯데캐슬 골드파크 *차)",8608,몽글링,2026-02-10 17:43:37,I,2026-02-12 00:20:02,,190567.418315661,439569.401459017,동물미용업,동물미용업(일반),000,0,,몽글링_서울특별시금천구독산동****금천롯데캐슬골드파크*차***동***호
358,동물미용업,02_03_11_P,5530000,577000004920260004,2026-02-10,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 산척동  ***-* ***호,"경기도 화성시 동탄구 동탄산척로*나길 *-*, ***호 (산척동)",18496,어나더유,2026-02-10 15:33:14,I,2026-02-12 00:20:02,,210001.803672798,408042.237097506,동물미용업,동물미용업(일반),000,0,,어나더유_경기도화성시동탄구산척동***-****호
355,동물미용업,02_03_11_P,5350000,535000004920260004,2026-02-10,,1,영업/정상,0,정상,,,,,,0,,경상남도 김해시 대청동 ***-* 부영아파트 상가,"경상남도 김해시 계동로 **, 부영아파트 상가 ***호 (대청동)",50994,루나독,2026-02-10 10:45:19,I,2026-02-12 00:20:02,,363511.415431318,188651.15238921,동물미용업,동물미용업(일반),000,0,,루나독_경상남도김해시대청동***-*부영아파트상가
356,동물미용업,02_03_11_P,3470000,347000004920260002,2026-02-10,,1,영업/정상,0,정상,,,,,,0,,대구광역시 달서구 대천동 **** 월배삼정그린코아포레스트,"대구광역시 달서구 조암남로**길 **, ***동 ***호 (대천동, 월배삼정그린코아포레스트)",42759,헬로우도그,2026-02-10 15:57:37,I,2026-02-12 00:20:02,,336876.464696313,258882.959711369,동물미용업,동물미용업(일반),000,0,,헬로우도그_대구광역시달서구대천동****월배삼정그린코아포레스트
354,동물미용업,02_03_11_P,4510000,451000004920260001,2026-02-10,,1,영업/정상,0,정상,,,,,,0,,충청남도 보령시 동대동 ****,"충청남도 보령시 큰오랏*길 **, *층 (동대동)",33435,나와놀개,2026-02-10 16:48:51,I,2026-02-12 00:20:02,,164643.478469949,316661.649305366,동물미용업,동물미용업(일반),000,0,,나와놀개_충청남도보령시동대동****
353,동물미용업,02_03_11_P,3910000,391000004920260002,2026-02-10,,1,영업/정상,0,정상,,,,,,0,,경기도 평택시 팽성읍 근내리 ***-**,경기도 평택시 팽성읍 근내길 *-*,17975,오렌지선셋,2026-02-10 09:19:35,I,2026-02-12 00:20:02,,205136.125419349,385206.58912618,동물미용업,동물미용업(일반),000,0,,오렌지선셋_경기도평택시팽성읍근내리***-**
385,동물미용업,02_03_11_P,3630000,363000004920260002,2026-02-10,,1,영업/정상,0,정상,,,,,,0,,광주광역시 광산구 운수동 ***,"광주광역시 광산구 선암*로 **, 선운*레니체아파트 상가 ***호 (운수동)",62392,살롱드댕댕 반려견미용실,2026-02-12 11:16:53,U,2026-02-14 02:40:00,,,,동물미용업,동물미용업(일반),000,0,,살롱드댕댕반려견미용실_광주광역시광산구운수동***
388,동물미용업,02_03_11_P,3240000,324000004920260001,2026-02-09,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강동구 길동 **-*,"서울특별시 강동구 명일로 ***, *층 (길동)",5344,아름답개,2026-02-12 10:50:24,U,2026-02-14 02:40:00,,212879.372552529,448606.750928246,동물미용업,동물미용업(일반),000,0,,아름답개_서울특별시강동구길동**-*
343,동물미용업,02_03_11_P,3410000,341000004920260001,2026-02-09,,1,영업/정상,0,정상,,,,,,0,,대구광역시 중구 남산동 ****-*,대구광역시 중구 남산로*길 **-* (남산동),41977,뽀숑이즈백,2026-02-09 09:20:05,I,2026-02-11 00:20:41,,342675.322804194,263187.635468469,동물미용업,동물미용업(일반),000,0,,뽀숑이즈백_대구광역시중구남산동****-*
