번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업무구분명,상세업무구분명,권리주체일련번호,총직원수,Unnamed: 32,record_key
386,동물미용업,02_03_11_P,4820000,482000004920250002,2025-06-18,,1,영업/정상,0,정상,,,,,,0,,전라남도 순천시 연향동 ****-**,"전라남도 순천시 연향*로 **, *층 (연향동)",57979,견과 하루,2026-02-12 13:09:54,U,2026-02-14 02:40:00,,247176.564636699,160813.957780016,동물미용업,동물미용업(일반),000,0,,견과하루_전라남도순천시연향동****-**
409,동물미용업,02_03_11_P,3420000,342000004920250004,2025-06-04,,1,영업/정상,0,정상,,,,,,0,,대구광역시 동구 신천동 ***-**,"대구광역시 동구 송라로**길 **, *층 (신천동)",41259,미용집사,2026-02-19 17:56:33,U,2026-02-21 02:40:00,,346254.521785265,264787.45111489,동물미용업,동물미용업(일반),000,0,,미용집사_대구광역시동구신천동***-**
400,동물미용업,02_03_11_P,3370000,337000004920250004,2025-05-27,,1,영업/정상,0,정상,,,,,,0,,부산광역시 연제구 연산동 ***-* 행복한교회,"부산광역시 연제구 쌍미천로 ***, 행복한교회 *층 (연산동)",47554,멍쓰쿨 부산본점,2026-02-13 21:57:06,U,2026-02-15 02:40:00,,390071.819774913,189514.075562421,동물미용업,동물미용업(일반),000,0,,멍쓰쿨부산본점_부산광역시연제구연산동***-*행복한교회
134,동물미용업,02_03_11_P,5530000,575000004920250017,2025-05-22,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 효행구 기안동  *** 신일해피트리아파트,"경기도 화성시 효행구 효행로***번길 **, 신일해피트리아파트 상가동 ***호 (기안동)",18338,어서왈왈,2025-05-22 17:42:43,I,2026-02-04 01:35:23,,197929.6684396,413500.406575387,동물미용업,동물미용업(일반),000,0,,어서왈왈_경기도화성시효행구기안동***신일해피트리아파트
171,동물미용업,02_03_11_P,5530000,574000004920250016,2025-05-15,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 남양읍 남양리 ****-**,"경기도 화성시 만세구 남양읍 역골중앙로***번길 **, *층 ***호",18271,더 예쁘개,2025-05-15 08:55:30,I,2026-02-04 01:35:23,,184897.224803762,411868.443768401,동물미용업,동물미용업(일반),000,0,,더예쁘개_경기도화성시만세구남양읍남양리****-**
70,동물미용업,02_03_11_P,5530000,577000004920250015,2025-05-12,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 반송동  **-*,"경기도 화성시 동탄구 동탄시범한빛길 **, *층 ***호 (반송동)",18434,오도르봉,2025-05-12 15:51:04,I,2026-02-04 01:35:23,,205846.217040148,411860.839405754,동물미용업,동물미용업(일반),000,0,,오도르봉_경기도화성시동탄구반송동**-*
69,동물미용업,02_03_11_P,5530000,577000004920250014,2025-05-12,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 오산동  *** 동탄역 유림노르웨이숲,"경기도 화성시 동탄구 동탄감배산로 ***, ***동 *층 ***호 (오산동, 동탄역 유림노르웨이숲)",18479,아지묭실,2025-05-12 14:00:10,I,2026-02-04 01:35:23,,207822.739588256,410789.35102542,동물미용업,동물미용업(일반),000,0,,아지묭실_경기도화성시동탄구오산동***동탄역유림노르웨이숲
285,동물미용업,02_03_11_P,4490000,566000004920250006,2025-05-12,,1,영업/정상,0,정상,,,,,,0,,충청남도 천안시 서북구 두정동 **-** ***호,"충청남도 천안시 서북구 *공단*길 **, *층 ***호 (두정동)",31104,Coco Grooming,2026-02-02 09:37:49,U,2026-02-04 02:40:00,,212995.384670182,369768.007818079,동물미용업,동물미용업(일반),000,0,,CocoGrooming_충청남도천안시서북구두정동**-*****호
68,동물미용업,02_03_11_P,5530000,577000004920250013,2025-04-11,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 반송동  **-*,"경기도 화성시 동탄구 동탄공원로*길 **-**, ***호 (반송동)",18435,멍주르,2025-04-11 16:26:22,I,2026-02-04 01:35:23,,205464.970264331,411750.669590816,동물미용업,동물미용업(일반),000,0,,멍주르_경기도화성시동탄구반송동**-*
240,동물미용업,02_03_11_P,5530000,576000004920250012,2025-04-07,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 병점구 병점동  ***-*,"경기도 화성시 병점구 떡전골로 **, 글로벌타워 *층 ***호 (병점동)",18412,문펫(Moon Pet),2025-04-07 14:22:11,I,2026-02-04 01:35:23,,203055.14558616,411350.928578771,동물미용업,동물미용업(일반),000,0,,문펫(MoonPet)_경기도화성시병점구병점동***-*
67,동물미용업,02_03_11_P,5530000,577000004920250011,2025-04-02,,1,영업/정상,0,정상,,,,,031-376-7800,0,,경기도 화성시 동탄구 산척동  ***-* 동탄에스비타운,"경기도 화성시 동탄구 동탄순환대로 ***-**, 동탄에스비타운 ***호 (산척동)",18505,동탄호수 동물병원,2025-04-02 09:15:11,I,2026-02-04 01:35:23,,209456.590689976,407290.50724525,동물미용업,동물미용업(일반),000,0,,동탄호수동물병원_경기도화성시동탄구산척동***-*동탄에스비타운
13,동물미용업,02_03_11_P,5530000,574000004920250009,2025-03-27,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 새솔동 **-*,"경기도 화성시 만세구 꽃내음*길 **, ***호 (새솔동)",18244,꽃내음나개,2025-03-27 11:13:46,I,2026-02-04 01:35:23,,183552.244212609,420561.826368045,동물미용업,동물미용업(일반),000,0,,꽃내음나개_경기도화성시만세구새솔동**-*
93,동물미용업,02_03_11_P,5530000,577000004920250010,2025-03-27,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 송동  ***-* 대방 엘리움 레이크파크,"경기도 화성시 동탄구 동탄대로*길 **, 대방 엘리움 레이크파크 *층 ***호 (송동)",18497,금동살롱,2025-03-27 13:13:00,I,2026-02-04 01:35:23,,209201.292401472,407148.309484918,동물미용업,동물미용업(일반),000,0,,금동살롱_경기도화성시동탄구송동***-*대방엘리움레이크파크
92,동물미용업,02_03_11_P,5530000,577000004920250008,2025-03-19,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 장지동  ***-*,"경기도 화성시 동탄구 동탄순환대로 **, 지웰*빌딩 ***호 (장지동)",18498,댕스널컬러,2025-03-19 13:21:28,I,2026-02-04 01:35:23,,208334.604333222,406969.497500486,동물미용업,동물미용업(일반),000,0,,댕스널컬러_경기도화성시동탄구장지동***-*
14,동물미용업,02_03_11_P,5530000,574000004920250007,2025-03-14,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 향남읍 행정리 ***-*,"경기도 화성시 만세구 향남읍 행정서로*길 **-*, ***호",18598,위드댕댕,2025-03-14 09:20:39,I,2026-02-04 01:35:23,,192363.585,403005.61,동물미용업,동물미용업(일반),000,0,,위드댕댕_경기도화성시만세구향남읍행정리***-*
464,동물미용업,02_03_11_P,3140000,314000004920250003,2025-03-07,,1,영업/정상,0,정상,,,,,,0,,서울특별시 양천구 신정동 ***-*,"서울특별시 양천구 신월로 ***, ***호 (신정동)",8021,다녀오개습니다,2026-02-26 17:14:34,U,2026-02-28 02:40:00,,187597.062750911,446687.543698413,동물미용업,동물미용업(일반),000,0,,다녀오개습니다_서울특별시양천구신정동***-*
91,동물미용업,02_03_11_P,5530000,577000004920250005,2025-03-06,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 오산동  **** 동탄역 헤리엇,"경기도 화성시 동탄구 동탄역로 **, ***동 ****호 (오산동, 동탄역 헤리엇)",18481,뚜벅뚜벅,2025-03-06 15:53:02,I,2026-02-04 01:35:23,,208613.927444808,409972.944095934,동물미용업,동물미용업(일반),000,0,,뚜벅뚜벅_경기도화성시동탄구오산동****동탄역헤리엇
133,동물미용업,02_03_11_P,5530000,575000004920250004,2025-02-19,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 효행구 매송면 원평리 ***-*,"경기도 화성시 효행구 매송면 화성로 ****-*, *층",18287,아루스,2025-02-19 09:01:25,I,2026-02-04 01:35:23,,192483.267250834,416598.650430285,동물미용업,동물미용업(일반),000,0,,아루스_경기도화성시효행구매송면원평리***-*
413,동물미용업,02_03_11_P,4040000,404000004920250002,2025-02-13,,3,폐업,2,폐업,2026-02-13,,,,,0,,경기도 하남시 신장동 ***-**,"경기도 하남시 하남대로***번길 **, *층 (신장동)",12959,개순이 살롱,2026-02-19 13:10:28,U,2026-02-21 02:40:00,,218372.991317013,448508.69419773,동물미용업,동물미용업(일반),000,0,,개순이살롱_경기도하남시신장동***-**
389,동물미용업,02_03_11_P,3050000,305000004920250001,2025-02-11,,1,영업/정상,0,정상,,,,,,0,,서울특별시 동대문구 이문동 ***-**,"서울특별시 동대문구 회기로**길 ***, *층 (이문동)",2451,다몽그루밍,2026-02-12 15:59:07,U,2026-02-14 02:40:00,,205054.72807026,454670.409314568,동물미용업,동물미용업(일반),000,0,,다몽그루밍_서울특별시동대문구이문동***-**
422,동물미용업,02_03_11_P,5680000,568000004920250001,2025-01-16,,3,폐업,2,폐업,2026-02-20,,,,,0,,충청남도 당진시 읍내동 ***-* 정연,"충청남도 당진시 당진중앙*로 ***, 정연 (읍내동)",31770,키다리아저씨 애견샵,2026-02-20 17:31:43,U,2026-02-22 02:40:00,,167482.37931656,377507.579528484,동물미용업,동물미용업(일반),000,0,,키다리아저씨애견샵_충청남도당진시읍내동***-*정연
90,동물미용업,02_03_11_P,5530000,577000004920250002,2025-01-03,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 오산동  ***-** 동탄역 예미지 시그너스,"경기도 화성시 동탄구 동탄역로 ***, *층 L*-***호 (오산동, 동탄역 예미지 시그너스)",18478,크루멍,2025-01-03 09:48:18,I,2026-02-04 01:35:23,,208530.109639187,411371.990063519,동물미용업,동물미용업(일반),000,0,,크루멍_경기도화성시동탄구오산동***-**동탄역예미지시그너스
12,동물미용업,02_03_11_P,5530000,574000004920250001,2025-01-02,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 남양읍 남양리 ****-*,"경기도 화성시 만세구 남양읍 시청로 **, *동 ***호",18268,브리들리,2025-01-02 08:01:40,I,2026-02-04 01:35:23,,183835.565066138,411811.125327971,동물미용업,동물미용업(일반),000,0,,브리들리_경기도화성시만세구남양읍남양리****-*
214,동물미용업,02_03_11_P,5530000,574000004920240044,2024-12-24,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 새솔동 **-**,"경기도 화성시 만세구 꽃내음*길 **, ***호 (새솔동)",18244,몽글몽글애견유치원(호텔&미용),2025-04-01 09:49:47,I,2026-02-04 01:35:23,,183776.597963163,420248.453966178,동물미용업,동물미용업(일반),000,0,,몽글몽글애견유치원(호텔&미용)_경기도화성시만세구새솔동**-**
292,동물미용업,02_03_11_P,3210000,321000004920240011,2024-12-23,,3,폐업,2,폐업,2026-02-02,,,,,0,,서울특별시 서초구 반포동 ***-**,"서울특별시 서초구 주흥**길 **-*, *층 (반포동)",6533,우유,2026-02-02 09:04:45,U,2026-02-04 02:40:00,,201511.948854324,445192.02575385,동물미용업,동물미용업(일반),000,0,,우유_서울특별시서초구반포동***-**
213,동물미용업,02_03_11_P,5530000,574000004920240043,2024-12-18,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 향남읍 발안리 **-*,"경기도 화성시 만세구 향남읍 발안남로 **, 제암빌딩 *층 ***호",18594,아리댕댕애견카페,2025-10-31 15:19:15,I,2026-02-04 01:35:23,,191304.326677161,403306.340016508,동물미용업,동물미용업(일반),000,0,,아리댕댕애견카페_경기도화성시만세구향남읍발안리**-*
89,동물미용업,02_03_11_P,5530000,577000004920240042,2024-11-25,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 송동  ***-*,"경기도 화성시 동탄구 동탄대로*길 **, 라크몽 E***호 (송동)",18497,아도라블,2024-11-25 15:08:52,I,2026-02-04 01:35:23,,209267.831935403,407233.52541514,동물미용업,동물미용업(일반),000,0,,아도라블_경기도화성시동탄구송동***-*
259,동물미용업,02_03_11_P,5530000,574000004920240041,2024-11-22,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 남양읍 신남리 ***-*,경기도 화성시 만세구 남양읍 신남안길 **-*,18269,옹기종기,2025-02-14 10:55:14,I,2026-02-04 01:35:23,,182371.522615981,409398.584551325,동물미용업,동물미용업(일반),000,0,,옹기종기_경기도화성시만세구남양읍신남리***-*
323,동물미용업,02_03_11_P,4490000,566000004920240014,2024-11-14,,1,영업/정상,0,정상,,,,,,0,,충청남도 천안시 서북구 불당동 **** *동 ***호,"충청남도 천안시 서북구 불당**길 **-*, *동 *층 ***호 (불당동)",31156,멍냥살롱 천안불당점,2026-02-04 09:17:59,U,2026-02-07 02:40:00,,209026.702926361,367516.62837694,동물미용업,동물미용업(일반),000,0,,멍냥살롱천안불당점_충청남도천안시서북구불당동*****동***호
88,동물미용업,02_03_11_P,5530000,577000004920240040,2024-11-11,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 신동  ***-* 힐스테이트 동탄포레,"경기도 화성시 동탄구 동탄신리천로*길 **, 상가동 ***호 (신동, 힐스테이트 동탄포레)",18495,반애,2024-11-11 15:04:52,I,2026-02-04 01:35:23,,211972.55862379,408153.44114525,동물미용업,동물미용업(일반),000,0,,반애_경기도화성시동탄구신동***-*힐스테이트동탄포레
282,동물미용업,02_03_11_P,3460000,346000004920240022,2024-10-18,,3,폐업,2,폐업,2026-02-02,,,,07078170527,0,,대구광역시 수성구 지산동 ****-*,대구광역시 수성구 용학로**길 ** (지산동),42219,버블,2026-02-02 17:29:08,U,2026-02-04 02:40:00,,347195.339205813,259155.90794814,동물미용업,동물미용업(일반),000,0,,버블_대구광역시수성구지산동****-*
309,동물미용업,02_03_11_P,4090000,409000004920240016,2024-09-26,,1,영업/정상,0,정상,,,,,,0,,경기도 김포시 감정동 *** 김포 센트럴 헤센 *단지,"경기도 김포시 감정로 **, 상가동 지*층 ***호 (감정동, 김포 센트럴 헤센 *단지)",10105,멍스럽,2026-02-04 10:11:08,U,2026-02-06 02:40:00,,173766.934334749,457167.795175304,동물미용업,동물미용업(일반),000,0,,멍스럽_경기도김포시감정동***김포센트럴헤센*단지
87,동물미용업,02_03_11_P,5530000,577000004920240037,2024-09-12,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 신동  *** 동탄* 신동포레 경기행복주택,"경기도 화성시 동탄구 동탄신리천로*길 **, 상가동 B***호 (신동, 동탄* 신동포레 경기행복주택)",18495,귀엽꾸멍,2024-09-12 09:45:48,I,2026-02-04 01:35:23,,211216.037950978,408198.824707341,동물미용업,동물미용업(일반),000,0,,귀엽꾸멍_경기도화성시동탄구신동***동탄*신동포레경기행복주택
62,동물미용업,02_03_11_P,5530000,577000004920240036,2024-09-11,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 오산동  ****-*,"경기도 화성시 동탄구 동탄대로**길 *-*, ***호 (오산동)",18486,유얼마이독(you're my dog),2024-09-11 14:52:02,I,2026-02-04 01:35:23,,208991.491200137,409233.238414374,동물미용업,동물미용업(일반),000,0,,유얼마이독(you'remydog)_경기도화성시동탄구오산동****-*
258,동물미용업,02_03_11_P,5530000,574000004920240035,2024-09-09,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 향남읍 행정리 ***-**,"경기도 화성시 만세구 향남읍 행정서남로 **-*, *층",18597,쓰담,2024-09-09 13:22:58,I,2026-02-04 01:35:23,,191983.244742575,403042.830437165,동물미용업,동물미용업(일반),000,0,,쓰담_경기도화성시만세구향남읍행정리***-**
450,동물미용업,02_03_11_P,3780000,378000004920240018,2024-09-06,,3,폐업,2,폐업,2026-02-25,,,,,0,,경기도 성남시 분당구 야탑동 ***-* 명지프라자,"경기도 성남시 분당구 벌말로 **, 명지프라자 ***호 (야탑동)",13504,오락반장요미,2026-02-25 11:58:17,U,2026-02-27 02:40:00,,212162.023410721,434459.225976863,동물미용업,동물미용업(일반),000,0,,오락반장요미_경기도성남시분당구야탑동***-*명지프라자
437,동물미용업,02_03_11_P,4490000,565000004920240009,2024-09-05,,1,영업/정상,0,정상,,,,,,0,,충청남도 천안시 동남구 청당동 *** ***호,"충청남도 천안시 동남구 청수**길 **, ***호 (청당동)",31197,"데이,그룸",2026-02-24 11:02:34,U,2026-02-26 02:40:00,,214331.24841565,364588.671777947,동물미용업,동물미용업(일반),000,0,,"데이,그룸_충청남도천안시동남구청당동******호"
257,동물미용업,02_03_11_P,5530000,574000004920240034,2024-08-20,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 남양읍 남양리 ***-*,경기도 화성시 만세구 남양읍 수작이길 *-**,18254,라포독,2024-11-25 09:05:38,I,2026-02-04 01:35:23,,182590.204767785,411853.331901656,동물미용업,동물미용업(일반),000,0,,라포독_경기도화성시만세구남양읍남양리***-*
256,동물미용업,02_03_11_P,5530000,574000004920240033,2024-08-12,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 우정읍 조암리 ***-*,"경기도 화성시 만세구 우정읍 조암동로**번길 **, ***호",18565,멍쁨샵,2024-08-12 16:21:05,I,2026-02-04 01:35:23,,184181.23036788,398404.031034805,동물미용업,동물미용업(일반),000,0,,멍쁨샵_경기도화성시만세구우정읍조암리***-*
442,동물미용업,02_03_11_P,3210000,321000004920240007,2024-08-08,,3,폐업,2,폐업,2026-02-24,,,,,0,,서울특별시 서초구 양재동 ***-*,"서울특별시 서초구 바우뫼로 ***, ***호 (양재동)",6753,퍼피빌리지,2026-02-24 15:26:33,U,2026-02-26 02:40:00,,203230.089885802,441654.0911395,동물미용업,동물미용업(일반),000,0,,퍼피빌리지_서울특별시서초구양재동***-*
255,동물미용업,02_03_11_P,5530000,574000004920240032,2024-07-22,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 향남읍 상신리 ****-*,"경기도 화성시 만세구 향남읍 상신하길로***번길 **-*, ***호",18617,도도하개,2024-07-22 14:06:42,I,2026-02-04 01:35:23,,191077.450202708,400248.559730364,동물미용업,동물미용업(일반),000,0,,도도하개_경기도화성시만세구향남읍상신리****-*
61,동물미용업,02_03_11_P,5530000,577000004920240031,2024-07-17,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 오산동  *** 동탄역 삼정그린코아,"경기도 화성시 동탄구 동탄광역환승로 **, ***동 ***호 (오산동, 동탄역 삼정그린코아)",18479,몽쉘댕댕,2025-05-12 16:37:19,I,2026-02-04 01:35:23,,207823.19668343,411025.004545365,동물미용업,동물미용업(일반),000,0,,몽쉘댕댕_경기도화성시동탄구오산동***동탄역삼정그린코아
60,동물미용업,02_03_11_P,5530000,577000004920240030,2024-07-10,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 송동  ***-*,"경기도 화성시 동탄구 동탄순환대로*길 **, ***호 (송동)",18497,쓰담쓰담,2024-07-10 14:06:44,I,2026-02-04 01:35:23,,208782.510456107,407131.230748983,동물미용업,동물미용업(일반),000,0,,쓰담쓰담_경기도화성시동탄구송동***-*
336,동물미용업,02_03_11_P,4510000,451000004920240001,2024-07-09,,1,영업/정상,0,정상,,,,,,0,,충청남도 보령시 명천동 **-*,충청남도 보령시 성주산로 *** (명천동),33482,마이코코,2026-02-06 11:47:32,U,2026-02-08 02:40:00,,165931.312456371,314931.030480964,동물미용업,동물미용업(일반),000,0,,마이코코_충청남도보령시명천동**-*
59,동물미용업,02_03_11_P,5530000,577000004920240029,2024-06-28,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 영천동  ***-*,"경기도 화성시 동탄구 지산*길 **-*, *층 (영천동)",18466,메이저독,2024-06-28 14:14:14,I,2026-02-04 01:35:23,,209878.231444404,411886.359152648,동물미용업,동물미용업(일반),000,0,,메이저독_경기도화성시동탄구영천동***-*
440,동물미용업,02_03_11_P,4191000,419100004920240008,2024-06-20,,4,취소/말소/만료/정지/중지,4,말소,2026-02-24,,,,,0,,강원특별자치도 원주시 지정면 가곡리 ****-*,"강원특별자치도 원주시 지정면 신지정로 ***-*, ***호",26354,봄봄펫살롱,2026-02-24 13:57:02,U,2026-02-26 02:40:00,,277619.832787521,430469.750295342,동물미용업,동물미용업(일반),000,0,,봄봄펫살롱_강원특별자치도원주시지정면가곡리****-*
441,동물미용업,02_03_11_P,3780000,378000004920240015,2024-06-18,,1,영업/정상,0,정상,,,,,,0,,경기도 성남시 분당구 서현동 ***-*,"경기도 성남시 분당구 돌마로***번길 *-*, *층 (서현동)",13578,헬로우버디 그루밍센터 분당점,2026-02-24 11:23:56,U,2026-02-26 02:40:00,,212099.361382617,430826.121572398,동물미용업,동물미용업(일반),000,0,,헬로우버디그루밍센터분당점_경기도성남시분당구서현동***-*
239,동물미용업,02_03_11_P,5530000,576000004920240028,2024-06-17,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 병점구 송산동  ***-**,"경기도 화성시 병점구 용주로 **, *호 (송산동)",18362,애견살롱 씨몽,2024-06-17 09:44:04,I,2026-02-04 01:35:23,,200895.115804268,411727.711481892,동물미용업,동물미용업(일반),000,0,,애견살롱씨몽_경기도화성시병점구송산동***-**
295,동물미용업,02_03_11_P,3920000,392000004920240005,2024-06-13,,3,폐업,2,폐업,2026-01-30,,,,031-894-4511,0,,경기도 동두천시 보산동 ***-**,"경기도 동두천시 평화로 ****, *층 (보산동)",11311,유달리아,2026-01-30 17:33:30,U,2026-02-04 11:04:37,,205020.541147794,490067.468147378,동물미용업,동물미용업(일반),000,0,,유달리아_경기도동두천시보산동***-**
54,동물미용업,02_03_11_P,5530000,577000004920240027,2024-06-11,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 오산동  **** 동탄역 린스트라우스,"경기도 화성시 동탄구 동탄역로 ***, ****호 (오산동, 동탄역 린스트라우스)",18478,문멍,2024-06-11 17:43:21,I,2026-02-04 01:35:23,,208577.797056397,410488.519320343,동물미용업,동물미용업(일반),000,0,,문멍_경기도화성시동탄구오산동****동탄역린스트라우스
53,동물미용업,02_03_11_P,5530000,577000004920240026,2024-05-23,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 반송동  **-* 로드프라자,"경기도 화성시 동탄구 동탄중심상가*길 **-**, 로드프라자 *층 (반송동)",18453,털로덮인친구들 동탄북광장점,2024-05-23 09:04:52,I,2026-02-04 01:35:23,,206499.11359578,411653.363297932,동물미용업,동물미용업(일반),000,0,,털로덮인친구들동탄북광장점_경기도화성시동탄구반송동**-*로드프라자
254,동물미용업,02_03_11_P,5530000,574000004920240025,2024-05-22,,1,영업/정상,0,정상,,,,,031-366-5439,0,,경기도 화성시 만세구 향남읍 행정리 ***-*,"경기도 화성시 만세구 향남읍 행정서로*길 **-**, ***호",18598,미소짓개,2024-05-22 16:06:29,I,2026-02-04 01:35:23,,192259.417316099,402717.463240161,동물미용업,동물미용업(일반),000,0,,미소짓개_경기도화성시만세구향남읍행정리***-*
52,동물미용업,02_03_11_P,5530000,577000004920240024,2024-05-14,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 오산동  *** 동탄역 파라곤,"경기도 화성시 동탄구 동탄기흥로 ***-**, *층 ***호 (오산동, 동탄역 파라곤)",18479,리앤도그,2024-05-14 14:26:19,I,2026-02-04 01:35:23,,207987.601352987,410503.173649684,동물미용업,동물미용업(일반),000,0,,리앤도그_경기도화성시동탄구오산동***동탄역파라곤
51,동물미용업,02_03_11_P,5530000,577000004920240023,2024-05-14,,3,폐업,2,폐업,2025-01-07,,,,,0,,경기도 화성시 동탄구 반송동  **-*,"경기도 화성시 동탄구 동탄반송*길 **-**, *층 (반송동)",18434,해피투개더,2025-01-21 16:51:24,I,2026-02-04 01:35:23,,205514.587545255,412044.092328079,동물미용업,동물미용업(일반),000,0,,해피투개더_경기도화성시동탄구반송동**-*
265,동물미용업,02_03_11_P,5530000,574000004920240021,2024-05-08,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 만세구 향남읍 행정리 ***-* 정 메디 프라자,"경기도 화성시 만세구 향남읍 발안로 ***, 정 메디 프라자 *층 ***호",18591,레아 퍼피(Rhea puppy),2025-06-04 17:47:56,I,2026-02-04 01:35:23,,192963.835793436,403338.583570939,동물미용업,동물미용업(일반),000,0,,레아퍼피(Rheapuppy)_경기도화성시만세구향남읍행정리***-*정메디프라자
50,동물미용업,02_03_11_P,5530000,577000004920240022,2024-05-08,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 금곡동  ***,"경기도 화성시 동탄구 금곡로***번길 **-**, *층 (금곡동)",18511,개나라 멍마을,2025-05-07 10:00:49,I,2026-02-04 01:35:23,,206456.404304311,409011.733981821,동물미용업,동물미용업(일반),000,0,,개나라멍마을_경기도화성시동탄구금곡동***
208,동물미용업,02_03_11_P,5530000,577000004920240020,2024-05-03,,1,영업/정상,0,정상,,,,,031-377-9001,0,,경기도 화성시 동탄구 반송동  **-**,"경기도 화성시 동탄구 동탄반송*길 **-*, *층 (반송동)",18434,퍼피앤캣,2024-12-31 10:13:35,I,2026-02-04 01:35:23,,205525.49677392,412070.584214299,동물미용업,동물미용업(일반),000,0,,퍼피앤캣_경기도화성시동탄구반송동**-**
207,동물미용업,02_03_11_P,5530000,577000004920240019,2024-04-18,,3,폐업,2,폐업,2025-07-01,,,,,0,,경기도 화성시 동탄구 석우동  **-*,"경기도 화성시 동탄구 노작로 ***-*, ***-***호 (석우동)",18460,옐레드 동탄예당점,2025-07-09 18:00:50,I,2026-02-04 01:35:23,,206824.654033636,411699.030618818,동물미용업,동물미용업(일반),000,0,,옐레드동탄예당점_경기도화성시동탄구석우동**-*
170,동물미용업,02_03_11_P,5530000,577000004920240018,2024-03-27,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 동탄구 영천동  ***-*,"경기도 화성시 동탄구 동탄대로**가길 **-**, ***호 (영천동)",18471,비앤비그루밍(B&B Grooming),2024-03-27 10:12:29,I,2026-02-04 01:35:23,,208603.103645707,411639.858106169,동물미용업,동물미용업(일반),000,0,,비앤비그루밍(B&BGrooming)_경기도화성시동탄구영천동***-*
297,동물미용업,02_03_11_P,3590000,359000004920240001,2024-03-19,,3,폐업,2,폐업,2026-01-28,,,,062-522-8584,0,,광주광역시 동구 계림동 ***-*,"광주광역시 동구 중앙로 ***, *층 (계림동)",61401,야옹아 멍멍해봐 계림점,2026-01-30 14:08:10,U,2026-02-04 11:04:37,,192566.836858216,184976.723690985,동물미용업,동물미용업(일반),000,0,,야옹아멍멍해봐계림점_광주광역시동구계림동***-*
132,동물미용업,02_03_11_P,5530000,575000004920240017,2024-03-14,,1,영업/정상,0,정상,,,,,,0,,경기도 화성시 효행구 봉담읍 와우리 *** 봉담 휴먼빌,"경기도 화성시 효행구 봉담읍 와우로 **, 봉담 휴먼빌 상가동 ***호",18321,냥스터치 고양이 미용&호텔,2025-04-30 10:54:46,I,2026-02-04 01:35:23,,197402.623749108,412491.320804442,동물미용업,동물미용업(일반),000,0,,냥스터치고양이미용&호텔_경기도화성시효행구봉담읍와우리***봉담휴먼빌
363,동물미용업,02_03_11_P,4000000,400000004920240004,2024-03-11,,3,폐업,2,폐업,2025-06-18,,,,,0,,경기도 오산시 궐동 ***-* 한가람빌,"경기도 오산시 법원로**번길 **, 한가람빌 *층 ***호 (궐동)",18123,아이러브댕댕,2026-02-10 17:16:10,U,2026-02-12 02:40:00,,204689.635581396,405953.86923786,동물미용업,동물미용업(일반),000,0,,아이러브댕댕_경기도오산시궐동***-*한가람빌
