번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),용도지역,건물형태구분명,객실수,주택면적,방면적비율,소화기개수,단독경보형감지기개수,자동확산소화기대수,휴대용비상조명등대수,피난구유도등개수,유도표지개수,완강기대수,가스누설경보기대수,일산화탄소감지기대수,조식제공여부,오수처리시설용량,화장실수,화장실종류명,Unnamed: 46,record_key
512,농어촌민박업,03_11_08_P,6520000,AGCV065200002026000018,2026-02-04,,1,영업/정상,1,정상,,,,,,0.0,,,제주특별자치도 서귀포시 남원읍 하례로 188-5,63613.0,하루,2026-02-24 15:56:46,U,2026-02-26 02:40:00,,164773.152241298,-25577.7131947331,,,1,67.07,0.0,4,3,2,3,0,1,0,1,2,,1.34,2,,,하루_
358,농어촌민박업,03_11_08_P,6520000,AGCV065200002026000016,2026-02-04,,1,영업/정상,1,정상,,,,,,249.0,699-944,제주특별자치도 서귀포시 남원읍 위미리 4150-1,제주특별자치도 서귀포시 남원읍 태위로 3,63611.0,무명민박,2026-02-11 10:00:33,I,2026-02-13 00:20:38,,167172.459076641,-24838.6285899429,자연녹지지역,,1,183.68,0.0,3,2,2,2,0,4,2,2,2,,7.37,2,,,무명민박_제주특별자치도서귀포시남원읍위미리4150-1
97,농어촌민박업,03_11_08_P,4920000,AGCV049200002026000001,2026-02-04,,1,영업/정상,1,정상,,,,,,367.0,,,전라남도 강진군 군동면 풍동3길 12,59219.0,강진 머무름,2026-02-04 17:22:45,I,2026-02-06 00:20:02,,186384.058520251,128121.570780695,계획관리지역,,1,99.19,90.0,3,2,2,2,0,1,0,0,2,,0.0,2,,,강진머무름_
101,농어촌민박업,03_11_08_P,4191000,AGCV041910002026000004,2026-02-03,,1,영업/정상,1,정상,,,,,,478.0,,,강원특별자치도 원주시 신림면 언당길 21-19,26506.0,이공오민박,2026-02-03 17:00:21,I,2026-02-06 00:20:02,,,,계획관리지역,,1,156.84,156.84,3,2,2,1,1,1,0,2,2,,0.0,0,,,이공오민박_
415,농어촌민박업,03_11_08_P,4400000,AGCV044000002026000002,2026-02-03,,1,영업/정상,1,정상,,,,,,137.1,,,충청북도 제천시 수산면 월악로29길 297-12,27219.0,산골민박 수페쉼,2026-02-05 15:47:47,I,2026-02-15 00:20:02,,,,,,2,137.1,0.0,3,2,1,3,0,1,0,0,0,,5.0,0,,,산골민박수페쉼_
488,농어촌민박업,03_11_08_P,4400000,AGCV044000002026000003,2026-02-03,,1,영업/정상,1,정상,,,,,,251.0,390-881,충청북도 제천시 백운면 덕동로 569      단독주택,,,산골마루네,2026-02-24 15:06:31,I,2026-02-26 00:20:08,,,,생산관리지역,,1,36.0,0.0,2,2,1,3,0,1,0,0,1,,1.0,1,,,산골마루네_충청북도제천시백운면덕동로569단독주택
87,농어촌민박업,03_11_08_P,4480000,AGCV044800002026000004,2026-02-03,,1,영업/정상,1,정상,,,,,,999.0,,,충청북도 단양군 대강면 황정산로 723,27028.0,투게더,2026-02-03 11:42:59,I,2026-02-06 00:20:02,,,,생산관리지역,,2,162.0,0.0,7,6,0,2,2,0,0,0,0,,6.0,3,,,투게더_
92,농어촌민박업,03_11_08_P,5090000,AGCV050900002026000001,2026-02-03,,1,영업/정상,1,정상,,,,,,838.0,750-801,경상북도 영주시 풍기읍 삼가리 424-1,경상북도 영주시 풍기읍 삼가로479번길 18-11,36018.0,마당너른집,2026-02-03 11:19:25,I,2026-02-06 00:20:02,,333624.454313465,381472.044683923,보전관리지역,,2,123.23,78.0,4,2,5,2,2,1,0,1,1,,0.0,2,,,마당너른집_경상북도영주시풍기읍삼가리424-1
201,농어촌민박업,03_11_08_P,3720000,AGCV037200002026000002,2026-02-03,,1,영업/정상,1,정상,,,,,,589.0,,,울산광역시 북구 동해안로 905 (당사동),44235.0,뜬 곡,2026-02-05 17:47:07,I,2026-02-07 00:20:02,,,,"제1종일반주거지역, 지구단위계획구역(당사금천지구)",,2,222.03,222.03,3,6,1,5,2,0,0,6,0,,0.0,4,,,뜬곡_
94,농어촌민박업,03_11_08_P,5050000,AGCV050500002026000022,2026-02-03,,1,영업/정상,1,정상,,,,,,235.0,780-200,경상북도 경주시 서악동 483-1,경상북도 경주시 서악1길 39-2 (서악동),38064.0,소호,2026-02-03 15:44:18,I,2026-02-06 00:20:02,,397690.718637874,261001.537796892,자연녹지,,1,30.34,30.34,2,3,1,3,0,1,0,1,1,,0.0,1,,,소호_경상북도경주시서악동483-1
109,농어촌민박업,03_11_08_P,5430000,AGCV054300002026000005,2026-02-03,,1,영업/정상,1,정상,,,,,,562.2,,,경상남도 남해군 삼동면 독일로 61-24,52447.0,드레스덴,2026-02-03 09:27:42,I,2026-02-06 00:20:02,,295022.0469255,144978.092797389,준도시지역(시설용지지구),,2,207.66,207.66,3,7,0,3,3,3,0,0,0,,7208.0,3,,,드레스덴_
112,농어촌민박업,03_11_08_P,4050000,AGCV040500002026000002,2026-02-03,,1,영업/정상,1,정상,,,,,,422.0,,경기도 용인시 처인구 모현읍 매산리 517-17,경기도 용인시 처인구 모현읍 곡현로485번길 31-7,17031.0,써니스테이,2026-02-04 09:39:22,I,2026-02-06 00:20:02,,219321.799230756,424943.763960348,자연녹지지역,,3,199.71,34.0,3,9,4,5,3,0,1,2,2,,8.0,4,,,써니스테이_경기도용인시처인구모현읍매산리517-17
324,농어촌민박업,03_11_08_P,4271000,AGCV042710002026000003,2026-02-03,,1,영업/정상,1,정상,,,,,,646.0,,강원특별자치도 영월군 남면 북쌍리 25-1,강원특별자치도 영월군 남면 남애길 131-15,26215.0,선돌흙집,2026-02-10 11:33:24,I,2026-02-12 00:20:02,,326496.801790356,412710.967169422,,,0,95.6,0.0,3,3,0,3,0,3,0,0,0,,2.31,3,,,선돌흙집_강원특별자치도영월군남면북쌍리25-1
102,농어촌민박업,03_11_08_P,4580000,AGCV045800002026000002,2026-02-03,,1,영업/정상,1,정상,,,,,,532.0,,,충청남도 서천군 마서면 마서로180번길 21-12,33653.0,사브리나의 집,2026-02-03 17:32:15,I,2026-02-06 00:20:02,,171614.244474277,284456.096833444,계획관리지구,,3,151.94,0.0,2,2,0,2,1,0,0,0,4,,0.0,2,,,사브리나의집_
314,농어촌민박업,03_11_08_P,5330000,AGCV053300002026000006,2026-02-03,,1,영업/정상,1,정상,,,,,,450.0,,,경상남도 통영시 산양읍 원항1길 60,53083.0,웰펜션,2026-02-10 08:48:14,I,2026-02-12 00:20:02,,326490.505759315,145229.342999807,계획관리지역,,5,229.37,0.0,5,7,0,5,0,7,0,0,0,,0.0,7,,,웰펜션_
16,농어촌민박업,03_11_08_P,4170000,AGCV041700002026000009,2026-02-02,,1,영업/정상,1,정상,,,,,,953.0,,,경기도 양평군 청운면 신론새터길 112,12531.0,몽포레벨리,2026-02-02 10:19:51,I,2026-02-04 00:20:02,,270237.85005476,451546.445751558,관리지역,,1,223.78,223.78,2,3,0,2,0,1,0,0,0,,0.0,4,,,몽포레벨리_
521,농어촌민박업,03_11_08_P,4550000,AGCV045500002026000003,2026-02-02,,1,영업/정상,1,정상,,,,,,172.0,312-844,충청남도 금산군 부리면 평촌리 571-3,충청남도 금산군 부리면 물페기1길 12,32755.0,마당,2026-02-25 13:25:19,I,2026-02-27 00:20:02,,250299.795207356,286340.805630156,계획관리지역,,0,39.53,1.0,3,3,2,2,0,1,0,1,0,,0.0,1,,,마당_충청남도금산군부리면평촌리571-3
533,농어촌민박업,03_11_08_P,4620000,AGCV046200002026000010,2026-02-02,,1,영업/정상,1,정상,,,,,,340.0,357-971,충청남도 태안군 고남면 고남리 85-3,충청남도 태안군 고남면 안면대로 4407-163,32172.0,타임빌리지,2026-02-25 22:08:39,U,2026-02-27 02:40:00,,148436.211569615,323964.162204695,수산자원보호구역,,3,100.68,0.0,3,3,3,3,0,3,0,3,3,,0.0,3,,,타임빌리지_충청남도태안군고남면고남리85-3
17,농어촌민박업,03_11_08_P,4170000,AGCV041700002026000010,2026-02-02,,1,영업/정상,1,정상,,,,,,496.0,,,"경기도 양평군 용문면 중원산로 317-24, 2동",,모몽58,2026-02-02 10:05:20,I,2026-02-04 00:20:02,,,,계획관리지역,,3,229.47,229.47,4,6,1,3,0,2,0,0,1,,0.0,4,,,모몽58_
385,농어촌민박업,03_11_08_P,4170000,AGCV041700002026000013,2026-02-02,,1,영업/정상,1,정상,,,,,,887.0,,,경기도 양평군 서종면 화서로 1427,12501.0,스페이스 붐,2026-02-12 16:51:42,I,2026-02-14 00:20:02,,,,보전관리지역,,1,186.19,186.19,2,3,1,1,0,1,0,1,1,,0.0,3,,,스페이스붐_
278,농어촌민박업,03_11_08_P,4390000,AGCV043900002026000002,2026-02-02,,1,영업/정상,1,정상,,,,,,493.0,,,충청북도 충주시 중앙탑면 마실길 11,27446.0,마실길11,2026-02-09 17:43:35,I,2026-02-11 00:20:41,,275949.791187729,397358.500767944,계획관리지역,,2,125.31,38.7,3,3,2,3,0,3,0,0,2,,0.0,1,,,마실길11_
14,농어촌민박업,03_11_08_P,4170000,AGCV041700002026000011,2026-02-02,,1,영업/정상,1,정상,,,,,,499.0,,,경기도 양평군 청운면 신론로 334,12531.0,우리관,2026-02-02 16:01:41,I,2026-02-04 00:20:02,,268345.993842258,451484.235881655,관리지역,,5,198.17,198.17,6,5,1,5,5,0,0,1,1,,0.0,6,,,우리관_
13,농어촌민박업,03_11_08_P,5050000,AGCV050500002026000020,2026-02-02,,1,영업/정상,1,정상,,,,,,656.0,780-420,경상북도 경주시 구정동 285-12,경상북도 경주시 새골길 49-12 (구정동),38128.0,경주 다온풀빌라,2026-02-02 10:37:28,I,2026-02-04 00:20:02,,408273.167407934,256589.863647032,보전녹지,,2,180.18,180.18,6,8,1,7,0,5,0,1,1,,0.0,3,,,경주다온풀빌라_경상북도경주시구정동285-12
12,농어촌민박업,03_11_08_P,5050000,AGCV050500002026000019,2026-02-02,,1,영업/정상,1,정상,,,,,,238.0,780-937,경상북도 경주시 배반동 59,경상북도 경주시 장재길 55 (배반동),38175.0,범이네 민박,2026-02-02 11:24:12,I,2026-02-04 00:20:02,,403937.199535797,259922.305332077,자연녹지,,1,73.15,73.15,2,3,1,3,0,1,0,0,1,,0.0,2,,,범이네민박_경상북도경주시배반동59
9,농어촌민박업,03_11_08_P,6510000,AGCV065100002026000041,2026-02-02,,1,영업/정상,1,정상,,,,,,,695-915,제주특별자치도 제주시 애월읍 하가리 120-11,제주특별자치도 제주시 애월읍 신상로 256-4,63036.0,행복나무펜션,2026-02-02 14:20:49,I,2026-02-04 00:20:02,,140923.6108802,-5071.60658219818,,,3,178.76,0.0,6,6,1,3,0,3,0,0,1,,0.0,0,,,행복나무펜션_제주특별자치도제주시애월읍하가리120-11
8,농어촌민박업,03_11_08_P,6510000,AGCV065100002026000040,2026-02-02,,1,영업/정상,1,정상,,,,,,,695-913,제주특별자치도 제주시 애월읍 애월리 2115-5,제주특별자치도 제주시 애월읍 애월로 84,63043.0,애월낭스테이,2026-02-02 16:41:58,I,2026-02-04 00:20:02,,136374.979114129,-3359.3743903667,,,2,61.08,0.0,4,4,2,1,0,1,0,2,2,,0.0,0,,,애월낭스테이_제주특별자치도제주시애월읍애월리2115-5
15,농어촌민박업,03_11_08_P,4170000,AGCV041700002026000008,2026-02-02,,1,영업/정상,1,정상,,,,,,820.0,,,경기도 양평군 양동면 거단길 251,12538.0,1248 스테이,2026-02-02 16:57:19,I,2026-02-04 00:20:02,,263216.798957044,431092.074076179,생산관리지역,,2,105.53,105.53,2,4,1,3,0,1,0,0,1,,0.0,2,,,1248스테이_
464,농어촌민박업,03_11_08_P,4810000,AGCV048100002026000004,2026-02-02,,1,영업/정상,1,정상,,,,,,1558.0,,,전라남도 여수시 망양로 655 (오천동),59621.0,헤온느,2026-02-20 10:15:11,U,2026-02-22 02:40:00,,,,,,3,228.78,0.0,4,8,2,4,2,0,0,1,1,,0.0,0,,,헤온느_
309,농어촌민박업,03_11_08_P,4241000,AGCV042410002026000002,2026-02-02,,1,영업/정상,1,정상,,,,,,,,,강원특별자치도 삼척시 수로부인길 308-75 (증산동),25909.0,증산스테이,2026-02-09 09:14:22,U,2026-02-11 02:40:00,,391055.271653242,443471.615272078,주거지역,,1,46.2,46.2,3,3,2,1,0,2,0,1,1,,0.0,1,,,증산스테이_
316,농어촌민박업,03_11_08_P,5220000,AGCV052200002026000001,2026-02-02,,1,영업/정상,1,정상,,,,,,229.0,,,경상북도 칠곡군 북삼읍 보손4길 87-21,39803.0,포코러쉬3,2026-02-06 17:00:56,I,2026-02-12 00:20:02,,,,게획관리지역 내,,1,148.83,0.0,2,5,2,5,1,0,0,1,1,,0.0,3,,,포코러쉬3_
96,농어촌민박업,03_11_08_P,4850000,AGCV048500002026000002,2026-02-02,,1,영업/정상,1,정상,,,,,,613.0,517-812,전라남도 담양군 금성면 원율리 347-5,전라남도 담양군 금성면 금성문화길 14,57301.0,풀꽃,2026-02-03 13:33:31,I,2026-02-06 00:20:02,,202595.317634299,206521.310259928,계획관리지역,,3,149.34,143.34,6,6,2,4,0,6,0,0,2,,0.0,3,,,풀꽃_전라남도담양군금성면원율리347-5
264,농어촌민박업,03_11_08_P,5470000,AGCV054700002026000002,2026-02-02,,1,영업/정상,1,정상,,,,,,725.0,670-805,경상남도 거창군 거창읍 양평리 69,경상남도 거창군 거창읍 당동1길 388,50125.0,다몽하우스,2026-02-09 11:47:34,I,2026-02-11 00:20:41,,285272.390196485,246805.496180711,보전관리지역,,1,140.6,0.0,3,2,1,2,0,2,0,0,1,,0.0,1,,,다몽하우스_경상남도거창군거창읍양평리69
340,농어촌민박업,03_11_08_P,4181000,AGCV041810002026000003,2026-02-02,,1,영업/정상,1,정상,,,,,,758.0,,,강원특별자치도 춘천시 동면 건일길 239,24212.0,구봉 스테이,2026-02-10 12:30:00,U,2026-02-12 02:40:00,,,,가축사육제한구역 외 3,,5,195.68,0.0,5,5,1,5,1,0,0,1,1,,0.0,0,,,구봉스테이_
313,농어촌민박업,03_11_08_P,5050000,AGCV050500002026000021,2026-02-02,,1,영업/정상,1,정상,,,,,,465.0,780-801,경상북도 경주시 안강읍 산대리 11-3,경상북도 경주시 안강읍 산대금성길 12-11,38002.0,여운스테이,2026-02-09 13:59:14,U,2026-02-11 02:40:00,,,,계획관리,,1,176.03,176.03,2,4,1,3,0,2,0,1,1,,0.0,3,,,여운스테이_경상북도경주시안강읍산대리11-3
93,농어촌민박업,03_11_08_P,5050000,AGCV050500002026000016,2026-01-30,,1,영업/정상,1,정상,,,,,,1334.0,780-210,경상북도 경주시 효현동 630,경상북도 경주시 외외1길 112 (효현동),38065.0,제이아이 인 자쿠지 펜션,2026-02-03 09:43:14,I,2026-02-06 00:20:02,,395757.775680487,261136.7170018,보전녹지,,4,200.2,200.2,10,5,5,5,0,5,0,5,5,,0.0,5,,,제이아이인자쿠지펜션_경상북도경주시효현동630
6,농어촌민박업,03_11_08_P,4980000,AGCV049800002026000001,2026-01-30,,1,영업/정상,1,정상,,,,,,451.0,,,전라남도 장성군 삼계면 평림암치로 141-66,57236.0,솔린,2026-01-30 11:19:20,I,2026-02-04 00:20:02,,,,생산관리지역,,1,42.44,16.0,2,2,1,2,0,2,0,0,0,,0.0,1,,,솔린_
10,농어촌민박업,03_11_08_P,5050000,AGCV050500002026000017,2026-01-30,,1,영업/정상,1,정상,,,,,,326.0,780-882,경상북도 경주시 산내면 대현리 2918-4,경상북도 경주시 산내면 문복로 229,38187.0,모리펜션,2026-01-30 15:40:17,I,2026-02-04 00:20:02,,,,생산관리,,1,59.28,59.28,3,2,0,2,0,2,0,0,0,,0.0,2,,,모리펜션_경상북도경주시산내면대현리2918-4
11,농어촌민박업,03_11_08_P,5050000,AGCV050500002026000018,2026-01-30,,1,영업/정상,1,정상,,,,,,666.0,780-882,경상북도 경주시 산내면 대현리 2925-1,경상북도 경주시 산내면 문복로 233,38187.0,모리스테이,2026-01-30 15:52:02,I,2026-02-04 00:20:02,,386796.588384081,241581.214533209,생산관리,,2,117.8,117.8,6,6,0,4,0,4,0,0,0,,0.0,4,,,모리스테이_경상북도경주시산내면대현리2925-1
53,농어촌민박업,03_11_08_P,6510000,AGCV065100002026000039,2026-01-30,,1,영업/정상,1,정상,,,,,,,695-913,제주특별자치도 제주시 애월읍 애월리 2053,제주특별자치도 제주시 애월읍 애월해안로 10-3,63043.0,르 카바농,2026-02-02 11:53:15,U,2026-02-04 02:40:00,,136434.004164829,-3206.62452736778,,,0,47.97,0.0,3,4,2,3,0,2,0,0,0,,0.0,0,,,르카바농_제주특별자치도제주시애월읍애월리2053
105,농어촌민박업,03_11_08_P,6510000,AGCV065100002026000042,2026-01-30,,1,영업/정상,1,정상,,,,,,,695-979,제주특별자치도 제주시 구좌읍 송당리 1287-1,제주특별자치도 제주시 구좌읍 중산간동로 2217,63355.0,송당찬가,2026-01-30 16:56:26,I,2026-02-06 00:20:02,,179460.062128029,-2682.28598372159,,,1,0.0,0.0,4,5,1,3,0,2,0,1,1,,0.0,0,,,송당찬가_제주특별자치도제주시구좌읍송당리1287-1
391,농어촌민박업,03_11_08_P,4390000,AGCV043900002026000003,2026-01-30,,1,영업/정상,1,정상,,,,,,275.0,,,충청북도 충주시 수안보면 미륵송계로 246-12,27500.0,접시곷민박,2026-02-12 09:37:44,I,2026-02-14 00:20:02,,291840.931331241,371414.414988224,계획관리지역,,5,181.96,84.46,7,7,3,7,0,7,0,0,0,,0.0,2,,,접시곷민박_
104,농어촌민박업,03_11_08_P,5100000,AGCV051000002026000002,2026-01-30,,1,영업/정상,1,정상,,,,,,1300.0,,,경상북도 영천시 금호읍 칠백로 446,38883.0,솔롱고,2026-02-03 09:44:26,I,2026-02-06 00:20:02,,373846.328452185,268612.180161101,계획관리징역,,6,168.0,168.0,6,6,0,6,0,6,0,0,0,,0.0,7,,,솔롱고_
271,농어촌민박업,03_11_08_P,5020000,AGCV050200002026000007,2026-01-29,,1,영업/정상,1,정상,,,,,,330.0,,,경상북도 포항시 북구 청하면 해안로2506번길 75,37517.0,엔젤스테이 풀빌라,2026-02-05 16:50:03,I,2026-02-11 00:20:41,,414280.581501347,303951.140086883,계획관리지역(주거개발진흥지구),,1,68.4,0.0,2,2,2,1,0,1,0,1,2,,0.0,1,,,엔젤스테이풀빌라_
273,농어촌민박업,03_11_08_P,5020000,AGCV050200002026000009,2026-01-29,,1,영업/정상,1,정상,,,,,,343.0,,,경상북도 포항시 북구 송라면 봉화길245번길 28,37512.0,FNX Stay,2026-02-04 14:54:49,I,2026-02-11 00:20:41,,414120.766100062,307070.039981955,주거개발진흥지구,,2,222.88,0.0,5,3,0,3,1,1,0,0,2,,0.0,0,,,FNXStay_
396,농어촌민박업,03_11_08_P,5440000,AGCV054400002026000003,2026-01-29,,1,영업/정상,1,정상,,,,,,470.0,,,경상남도 하동군 하동읍 매화골먹점길 253-8,52322.0,산위의 오두막,2026-01-29 13:27:31,I,2026-02-14 00:20:02,,265676.575527548,180733.119367066,계획관리지역,,2,98.4,0.0,2,4,1,4,0,1,0,0,1,,0.0,1,,,산위의오두막_
333,농어촌민박업,03_11_08_P,6520000,AGCV065200002026000012,2026-01-29,,1,영업/정상,1,정상,,,,,,316.7,699-931,제주특별자치도 서귀포시 대정읍 안성리 2027-15,"제주특별자치도 서귀포시 대정읍 구억중앙로 24, 제주호사",63518.0,제주호사,2026-02-10 14:44:13,U,2026-02-12 02:40:00,,132857.848265083,-24624.4569068347,계획관리역(자연취락지구),,1,120.18,0.0,4,5,2,5,0,3,0,1,1,,0.5,2,,,제주호사_제주특별자치도서귀포시대정읍안성리2027-15
1,농어촌민박업,03_11_08_P,5430000,AGCV054300002026000004,2026-01-29,,1,영업/정상,1,정상,,,,,,280.0,,,경상남도 남해군 남면 남면로111번길 18-15,52436.0,석교리120,2026-01-29 18:13:12,I,2026-02-03 01:35:10,,282554.773962195,140843.856046084,계획관리지역,,1,99.35,99.35,2,2,1,1,0,1,0,0,1,,0.0,1,,,석교리120_
86,농어촌민박업,03_11_08_P,5010000,AGCV050100002026000001,2026-01-29,,1,영업/정상,1,정상,,,,,,188.0,,,전라남도 신안군 암태면 신석길 1,58833.0,요한이네,2026-02-03 13:37:07,I,2026-02-06 00:20:02,,,,계획관리지역,,2,20.4,0.0,2,2,0,2,0,2,0,0,0,,0.0,0,,,요한이네_
98,농어촌민박업,03_11_08_P,5330000,AGCV053300002026000005,2026-01-28,,1,영업/정상,1,정상,,,,,,317.0,,,경상남도 통영시 욕지면 목과길 15-27,53100.0,다인애뜰,2026-02-04 13:53:08,I,2026-02-06 00:20:02,,315341.88132824,127994.352335244,계획관리지역,,1,101.88,0.0,2,4,1,1,0,1,0,0,1,,4.0,1,,,다인애뜰_
111,농어촌민박업,03_11_08_P,4701000,AGCV047010002026000003,2026-01-28,,1,영업/정상,1,정상,,,,,,1110.2,,전북특별자치도 남원시 산내면 중황리 544-4,전북특별자치도 남원시 산내면 중황길 46,55804.0,달곰한집,2026-02-03 10:59:28,I,2026-02-06 00:20:02,,258703.513509611,214321.901654279,계획관리지역,,3,146.7,91.5,2,6,1,3,0,1,0,0,1,,0.51,3,,,달곰한집_전북특별자치도남원시산내면중황리544-4
321,농어촌민박업,03_11_08_P,5220000,AGCV052200002026000002,2026-01-28,,1,영업/정상,1,정상,,,,,,227.0,,,경상북도 칠곡군 북삼읍 보손4길 87-15,39803.0,포코러쉬2,2026-02-06 15:04:16,I,2026-02-12 00:20:02,,,,계획관리지역,,1,142.6,0.0,2,5,2,5,1,0,0,1,1,,0.0,3,,,포코러쉬2_
110,농어촌민박업,03_11_08_P,5110000,AGCV051100002026000001,2026-01-27,,1,영업/정상,1,정상,,,,,,660.0,,,경상북도 상주시 내서면 영남제일로 3458,37148.0,밤원힐링하우스,2026-01-30 19:03:23,I,2026-02-06 00:20:02,,,,생산관리,,1,124.6,0.0,5,5,2,3,0,3,0,1,2,,6.0,0,,,밤원힐링하우스_
238,농어촌민박업,03_11_08_P,4341000,AGCV043410002026000004,2026-01-27,,1,영업/정상,1,정상,,,,,,914.0,,,강원특별자치도 고성군 간성읍 남천마루1길 48,24732.0,남천민박,2026-02-06 10:44:59,U,2026-02-08 02:40:00,,329467.54009356,542964.373570842,,,1,154.29,110.82,2,3,2,1,0,1,0,0,0,,0.0,0,,,남천민박_
491,농어촌민박업,03_11_08_P,5020000,AGCV050200002026000014,2026-01-26,,1,영업/정상,1,정상,,,,,,355.0,791-861,경상북도 포항시 북구 송라면 조사리 143-1,경상북도 포항시 북구 송라면 해안로2626번길 18,37513.0,프리미엄더원A,2026-01-30 13:29:01,I,2026-02-26 00:20:08,,414397.050095525,304754.900347902,준도시지역,,2,159.06,0.0,3,1,1,2,2,1,1,1,1,,0.0,2,,,프리미엄더원A_경상북도포항시북구송라면조사리143-1
95,농어촌민박업,03_11_08_P,4400000,AGCV044000002026000001,2026-01-26,,1,영업/정상,1,정상,,,,,,387.0,,,충청북도 제천시 청풍면 청풍호로44길 29-5,27215.0,플로리안펜션,2026-02-02 18:02:09,I,2026-02-06 00:20:02,,304222.953607126,391424.066313271,생산관리,,2,143.23,0.0,6,4,1,2,0,2,0,0,0,,0.0,3,,,플로리안펜션_
91,농어촌민박업,03_11_08_P,5020000,AGCV050200002026000006,2026-01-26,,1,영업/정상,1,정상,,,,,,198.0,791-861,경상북도 포항시 북구 송라면 조사리 163,경상북도 포항시 북구 송라면 해안로2626번길 16,37513.0,프리미엄더원B,2026-01-30 13:28:31,I,2026-02-06 00:20:02,,414396.164695419,304737.73026671,계획관리지역,,2,191.0,0.0,2,1,1,1,1,1,1,1,1,,0.0,3,,,프리미엄더원B_경상북도포항시북구송라면조사리163
90,농어촌민박업,03_11_08_P,5020000,AGCV050200002026000005,2026-01-26,,1,영업/정상,1,정상,,,,,,238.0,791-861,경상북도 포항시 북구 송라면 상송리 327,경상북도 포항시 북구 송라면 삼송길 142,37513.0,감실주택,2026-01-26 17:20:18,I,2026-02-06 00:20:02,,410187.637882916,303530.327787535,계획관리지구,,1,46.3,0.0,1,3,1,2,1,1,0,0,2,,0.0,1,,,감실주택_경상북도포항시북구송라면상송리327
52,농어촌민박업,03_11_08_P,4930000,AGCV049300002026000002,2026-01-26,,1,영업/정상,1,정상,,,,,,445.0,,,전라남도 해남군 해남읍 해남로 160-68,59044.0,해남에 가면 풍경이 아름다운 민박,2026-02-02 17:27:12,U,2026-02-04 02:40:00,,165159.622519371,118563.601920491,도시계획구역,,1,82.8,0.0,3,2,2,1,0,0,0,1,1,,0.0,2,,,해남에가면풍경이아름다운민박_
218,농어촌민박업,03_11_08_P,6520000,AGCV065200002026000011,2026-01-26,,1,영업/정상,1,정상,,,,,,,,,"제주특별자치도 서귀포시 성산읍 오조로 8-12, 라동",63639.0,소하일출봉스테이,2026-02-05 09:50:06,U,2026-02-07 02:40:00,,192037.450172632,-4553.29743643596,,,3,201.6,0.0,8,6,2,6,0,4,0,2,2,,0.0,2,,,소하일출봉스테이_
216,농어촌민박업,03_11_08_P,4450000,AGCV044500002026000001,2026-01-26,,1,영업/정상,1,정상,,,,,,415.0,,,충청북도 진천군 문백면 장월1길 51,27863.0,농다리 민박,2026-02-05 11:32:40,I,2026-02-07 00:20:02,,,,생산관리지역,,2,81.9,60.0,1,5,2,3,0,3,0,2,2,,0.0,2,,,농다리민박_
51,농어촌민박업,03_11_08_P,4930000,AGCV049300002026000001,2026-01-26,,1,영업/정상,1,정상,,,,,,660.0,,,전라남도 해남군 계곡면 대운길 76-19,59017.0,솔이몰,2026-02-02 17:33:23,U,2026-02-04 02:40:00,,,,계획관리지역,,1,108.75,0.0,2,5,1,3,0,2,0,1,1,,0.0,2,,,솔이몰_
152,농어촌민박업,03_11_08_P,6520000,AGCV065200002026000009,2026-01-26,,1,영업/정상,1,정상,,,,,,,697-828,제주특별자치도 서귀포시 강정동 3425-4,제주특별자치도 서귀포시 용흥로38번길 86-3 (강정동),63558.0,오얏스테이,2026-02-04 14:07:21,U,2026-02-06 02:40:00,,152065.956623193,-26233.0267929792,자연녹지지역,,2,202.42,0.0,5,3,1,5,0,3,0,1,1,,0.0,0,,,오얏스테이_제주특별자치도서귀포시강정동3425-4
285,농어촌민박업,03_11_08_P,4351000,AGCV043510002026000005,2026-01-26,,3,폐업,3,폐업,2026-02-09,,,,,288.0,,,강원특별자치도 양양군 현남면 인구중앙길 47-1,25053.0,둘리민박,2026-02-09 17:24:55,U,2026-02-11 02:40:00,,354611.629255108,497746.859107102,일반상업지역,,2,74.49,74.49,6,5,2,5,1,0,0,1,6,,3.62,1,,,둘리민박_
5,농어촌민박업,03_11_08_P,5070000,AGCV050700002026000002,2026-01-26,,1,영업/정상,1,정상,,,,,,205.0,760-831,경상북도 안동시 임하면 금소리 509-79,경상북도 안동시 임하면 금소4길 23-1,36731.0,스테이 예인,2026-02-02 16:06:49,I,2026-02-04 00:20:02,,365909.158020931,335625.532749207,계획관리지역,,1,58.95,0.0,2,1,2,1,0,1,0,1,2,,0.0,1,,,스테이예인_경상북도안동시임하면금소리509-79
7,농어촌민박업,03_11_08_P,5330000,AGCV053300002026000004,2026-01-23,,1,영업/정상,1,정상,,,,,,298.0,,,경상남도 통영시 한산면 매물도대항길 26,53097.0,영구저그집민박,2026-02-02 07:27:43,I,2026-02-04 00:20:02,,343949.97490034,128024.732647609,자연환경보존지역,,2,98.61,0.0,3,6,1,4,0,2,0,0,0,,0.0,1,,,영구저그집민박_
