번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),용도지역,건물형태구분명,객실수,주택면적,방면적비율,소화기개수,단독경보형감지기개수,자동확산소화기대수,휴대용비상조명등대수,피난구유도등개수,유도표지개수,완강기대수,가스누설경보기대수,일산화탄소감지기대수,조식제공여부,오수처리시설용량,화장실수,화장실종류명,Unnamed: 46,record_key
73,농어촌민박업,03_11_08_P,6510000,AGCV065100002024000119,2024-03-23,,3,폐업,3,폐업,2026-01-30,,,,,202.0,,,제주특별자치도 제주시 구좌읍 월정7길 44,63358.0,컴포터스테이,2026-01-30 16:50:34,U,2026-02-04 11:04:37,,181059.242884784,6474.59381335235,계획관리,,1,100.59,0.0,5,4,0,2,0,2,0,2,1,,9.39,1,,,컴포터스테이_
77,농어촌민박업,03_11_08_P,5050000,AGCV050500002024000062,2024-03-20,,1,영업/정상,1,정상,,,,,,811.0,780-450,경상북도 경주시 평동 393-5,경상북도 경주시 수남길 20-5 (평동),38199.0,팡팡야자풀빌라,2026-01-30 15:33:50,U,2026-02-04 11:04:37,,,,"생산녹지, 자연녹지",,2,172.08,172.08,6,11,3,0,8,6,0,3,3,,0.0,5,,,팡팡야자풀빌라_경상북도경주시평동393-5
509,농어촌민박업,03_11_08_P,4261000,AGCV042610002024000003,2024-03-05,,3,폐업,3,폐업,2026-02-23,,,,,835.0,,강원특별자치도 횡성군 우천면 용둔리 637-5,강원특별자치도 횡성군 우천면 내용둔서길 47-7,25244.0,스테른,2026-02-24 08:50:24,U,2026-02-26 02:40:00,,293136.370744479,444942.332975998,계획관리지역,,1,85.68,85.68,3,5,1,3,0,4,0,0,1,,0.0,2,,,스테른_강원특별자치도횡성군우천면용둔리637-5
427,농어촌민박업,03_11_08_P,5050000,AGCV050500002024000041,2024-02-19,,1,영업/정상,1,정상,,,,,,659.0,780-400,경상북도 경주시 진현동 641-6,경상북도 경주시 진현로3길 21-1 (진현동),38127.0,어썸웨이2,2026-02-13 13:53:13,U,2026-02-15 02:40:00,,,,보전녹지지역,,2,229.74,229.74,4,12,4,6,0,4,0,2,2,,0.0,4,,,어썸웨이2_경상북도경주시진현동641-6
428,농어촌민박업,03_11_08_P,5050000,AGCV050500002024000042,2024-02-19,,1,영업/정상,1,정상,,,,,,885.0,780-400,경상북도 경주시 진현동 641-3,경상북도 경주시 진현로3길 21-3 (진현동),38127.0,어썸웨이4,2026-02-13 13:53:43,U,2026-02-15 02:40:00,,,,보전녹지,,2,229.74,229.74,4,12,4,6,0,4,0,2,2,,0.0,4,,,어썸웨이4_경상북도경주시진현동641-3
60,농어촌민박업,03_11_08_P,4201000,AGCV042010002024000011,2024-01-31,,3,폐업,3,폐업,2026-02-02,,,,,597.0,,강원특별자치도 강릉시 사천면 산대월리 152-5,강원특별자치도 강릉시 사천면 순포안길 26,25441.0,오성애견펜션,2026-02-02 17:49:57,U,2026-02-04 02:40:00,,365790.61696079,481592.917050795,계획관리지역,,5,226.65,226.65,7,6,0,6,0,5,0,0,0,,0.0,6,,,오성애견펜션_강원특별자치도강릉시사천면산대월리152-5
552,농어촌민박업,03_11_08_P,5020000,AGCV050200002024000005,2024-01-22,,3,폐업,3,폐업,2026-02-24,,,,,423.0,,,경상북도 포항시 남구 구룡포읍 동해안로 4395,37940.0,장길풀빌라,2026-02-26 16:19:52,U,2026-02-28 02:40:00,,,,계획관리지역,,2,228.7,228.7,1,1,1,1,0,1,0,1,1,,0.0,2,,,장길풀빌라_
78,농어촌민박업,03_11_08_P,6510000,AGCV065100002024000030,2024-01-22,,3,폐업,3,폐업,2026-01-30,,,,,122.0,695-941,제주특별자치도 제주시 한경면 고산리 2438,제주특별자치도 제주시 한경면 고산로6길 17-8,63008.0,나무숲소,2026-01-30 17:56:18,U,2026-02-04 11:04:37,,123556.11803132,-20682.5641195363,제2종일반주거지역,,1,48.59,0.0,3,3,0,2,0,1,0,0,1,,0.0,2,,,나무숲소_제주특별자치도제주시한경면고산리2438
532,농어촌민박업,03_11_08_P,5050000,AGCV050500002024000003,2024-01-12,,3,폐업,3,폐업,2026-02-25,,,,,710.0,780-280,경상북도 경주시 북군동 475-3,경상북도 경주시 북군길 137-10 (북군동),38116.0,블루노트,2026-02-25 14:23:56,U,2026-02-27 02:40:00,,403951.861625134,264554.444206918,자연녹지,,3,229.02,229.02,1,3,1,3,0,2,0,0,1,,0.0,4,,,블루노트_경상북도경주시북군동475-3
345,농어촌민박업,03_11_08_P,5050000,AGCV050500002023000280,2023-12-13,,3,폐업,3,폐업,2026-02-04,,,,,547.0,780-937,경상북도 경주시 배반동 350-1,경상북도 경주시 배반중리길 36-2 (배반동),38175.0,"하루, 쉼",2026-02-10 16:01:17,U,2026-02-12 02:40:00,,403470.02705242,259971.690240688,보전녹지지역,,2,108.86,108.86,2,5,3,4,0,2,0,1,1,,0.0,2,,,"하루,쉼_경상북도경주시배반동350-1"
63,농어촌민박업,03_11_08_P,4160000,AGCV041600002023000092,2023-12-12,,3,폐업,3,폐업,2026-01-30,,,,,342.0,477-811,경기도 가평군 청평면 고성리 578-47,경기도 가평군 청평면 호반로 1009-7,12456.0,캠프게이트 펜션,2026-02-02 13:05:12,U,2026-02-04 02:40:00,,242951.016044412,467791.03122616,계획관리지역,,4,213.05,213.05,5,5,5,5,5,0,0,5,5,,30.0,5,,,캠프게이트펜션_경기도가평군청평면고성리578-47
62,농어촌민박업,03_11_08_P,4351000,AGCV043510002023000055,2023-12-11,,3,폐업,3,폐업,2026-02-02,,,,,506.0,,,강원특별자치도 양양군 손양면 굴개길 42-36,25042.0,투율하우스,2026-02-02 18:06:17,U,2026-02-04 02:40:00,,347351.040219066,507221.172054096,계획관리지역,,3,154.74,0.0,1,3,1,4,0,1,0,0,0,,0.0,0,,,투율하우스_
513,농어촌민박업,03_11_08_P,4201000,AGCV042010002023000131,2023-11-24,,3,폐업,3,폐업,2026-02-24,,,,,463.0,,강원특별자치도 강릉시 주문진읍 장덕리 203-17,"강원특별자치도 강릉시 주문진읍 신리천로 288-29, 1~2층",25402.0,장덕리 203,2026-02-24 14:56:25,U,2026-02-26 02:40:00,,,,계획관리지역,,1,78.65,78.65,3,2,1,2,0,1,0,1,1,,0.0,0,,,장덕리203_강원특별자치도강릉시주문진읍장덕리203-17
198,농어촌민박업,03_11_08_P,3930000,AGCV039300002023000086,2023-11-22,,1,영업/정상,1,정상,,,,,,373.0,425-340,경기도 안산시 단원구 대부남동 519-36,경기도 안산시 단원구 멍골2길 23 (대부남동),15653.0,더블레싱 23 키즈 풀빌라 펜션,2026-02-04 09:14:17,U,2026-02-06 02:40:00,,161579.864857596,411922.75895029,생산녹지,,1,140.62,0.0,3,4,3,4,0,3,0,1,3,,0.0,0,,,더블레싱23키즈풀빌라펜션_경기도안산시단원구대부남동519-36
346,농어촌민박업,03_11_08_P,6520000,AGCV065200002023000221,2023-11-13,,3,폐업,3,폐업,2026-02-09,,,,,,697-013,제주특별자치도 서귀포시 보목동 639-3,제주특별자치도 서귀포시 보목중로 28 (보목동),63599.0,맨도롱스테이,2026-02-10 09:03:02,U,2026-02-12 02:40:00,,162533.300863776,-28299.8271896414,주거지역,,1,116.36,0.0,4,6,2,3,0,2,0,2,2,,4.07,0,,,맨도롱스테이_제주특별자치도서귀포시보목동639-3
83,농어촌민박업,03_11_08_P,6520000,AGCV065200002023000207,2023-10-17,,3,폐업,3,폐업,2026-01-30,,,,,1380.0,699-946,제주특별자치도 서귀포시 남원읍 하례리 621-11,제주특별자치도 서귀포시 남원읍 하신로187번길 26,63613.0,스테이 하시니,2026-01-30 14:11:30,U,2026-02-04 11:04:37,,165260.379440988,-25050.2456073699,,,2,186.39,0.0,3,3,0,2,1,0,0,0,0,,0.0,2,,,스테이하시니_제주특별자치도서귀포시남원읍하례리621-11
82,농어촌민박업,03_11_08_P,6510000,AGCV065100002023000484,2023-09-13,,3,폐업,3,폐업,2026-01-30,,,,,542.0,695-934,제주특별자치도 제주시 한림읍 협재리 1425,제주특별자치도 제주시 한림읍 한림로 421,63011.0,협재숲,2026-01-30 14:44:13,U,2026-02-04 11:04:37,,129835.81162471,-10526.5146333851,1종주거지역,,2,112.42,0.0,6,5,1,5,0,4,0,1,1,,0.0,2,,,협재숲_제주특별자치도제주시한림읍협재리1425
523,농어촌민박업,03_11_08_P,6510000,AGCV065100002023000430,2023-08-18,,3,폐업,3,폐업,2026-02-25,,,,,,,,제주특별자치도 제주시 구좌읍 하종로 35-19,63363.0,우공스테이,2026-02-25 15:28:44,U,2026-02-27 02:40:00,,189258.863642909,1011.44320065281,,,2,99.45,0.0,4,6,0,3,0,3,0,1,1,,0.0,2,,,우공스테이_
440,농어촌민박업,03_11_08_P,6510000,AGCV065100002023000422,2023-08-07,,3,폐업,3,폐업,2026-02-19,,,,,290.9,,,제주특별자치도 제주시 한경면 용수길 104-35,63009.0,포애포애,2026-02-19 15:06:35,U,2026-02-21 02:40:00,,,,자연녹지지역,,1,84.9,0.0,3,4,0,2,0,1,0,1,1,,4.0,2,,,포애포애_
416,농어촌민박업,03_11_08_P,5430000,AGCV054300002023000062,2023-07-03,,1,영업/정상,1,정상,,,,,,929.0,668-863,경상남도 남해군 남면 선구리 126-2,"경상남도 남해군 남면 남면로 946-3, 주2동",52435.0,남해 키즈풀빌라 사우스포인트 펜션,2026-02-13 09:16:24,U,2026-02-15 02:40:00,,279883.573951199,137001.020058568,계획관리지역,,1,136.6,136.6,2,3,0,1,0,1,0,0,0,,10.0,3,,,남해키즈풀빌라사우스포인트펜션_경상남도남해군남면선구리126-2
113,농어촌민박업,03_11_08_P,4351000,AGCV043510002023000028,2023-06-28,,1,영업/정상,1,정상,,,,,,378.0,,강원특별자치도 양양군 강현면 주청리 52-50,강원특별자치도 양양군 강현면 사자평길 8,25009.0,소리네 펜션,2026-02-04 19:10:21,U,2026-02-06 02:40:00,,342478.389702053,513745.711346673,계획관리지역,,2,99.6,99.6,2,3,1,1,0,1,0,0,1,,0.0,0,,,소리네펜션_강원특별자치도양양군강현면주청리52-50
474,농어촌민박업,03_11_08_P,5050000,AGCV050500002023000160,2023-06-27,,3,폐업,3,폐업,2026-02-23,,,,,162.0,780-831,경상북도 경주시 감포읍 감포리 526-1,경상북도 경주시 감포읍 감포로3길 25-9,38125.0,경주감성한옥숙소 감포맨숀,2026-02-23 15:57:16,U,2026-02-25 02:40:00,,426152.071536883,258742.795400143,제1종일반주거지역,,1,46.82,46.82,1,3,2,2,0,1,0,0,1,,0.0,1,,,경주감성한옥숙소감포맨숀_경상북도경주시감포읍감포리526-1
18,농어촌민박업,03_11_08_P,6510000,AGCV065100002023000321,2023-06-16,,3,폐업,3,폐업,2026-02-01,,,,,304.0,695-965,제주특별자치도 제주시 조천읍 함덕리 2951-16,제주특별자치도 제주시 조천읍 함덕서1길 22-25,63333.0,함덕연가,2026-02-02 13:28:28,U,2026-02-04 02:40:00,,168380.283008224,5012.43503899292,제2종일반주거지역,,6,189.87,0.0,2,9,1,6,0,2,0,1,1,,0.0,2,,,함덕연가_제주특별자치도제주시조천읍함덕리2951-16
148,농어촌민박업,03_11_08_P,3580000,AGCV035800002023000022,2023-06-08,,3,폐업,3,폐업,2026-02-03,,,,,228.0,409-871,인천광역시 옹진군 영흥면 내리 1328-179,인천광역시 옹진군 영흥면 영흥서로 396-90,23117.0,이지하우스 민박,2026-02-04 11:12:40,U,2026-02-06 02:40:00,,152241.901106317,420077.732956946,계획관리지역,,1,57.82,0.0,2,2,2,1,0,2,0,1,0,,3.0,1,,,이지하우스민박_인천광역시옹진군영흥면내리1328-179
475,농어촌민박업,03_11_08_P,4191000,AGCV041910002023000019,2023-06-07,,1,영업/정상,1,정상,,,,,,732.0,,강원특별자치도 원주시 소초면 학곡리 711,강원특별자치도 원주시 소초면 구룡사로 147,26304.0,구룡스테이,2026-02-23 14:11:59,U,2026-02-25 02:40:00,,293408.350286789,436451.979802441,자연환경보전지역,,4,195.0,195.0,7,7,5,4,0,4,0,1,5,,0.0,5,,,구룡스테이_강원특별자치도원주시소초면학곡리711
502,농어촌민박업,03_11_08_P,6510000,AGCV065100002023000254,2023-05-15,,3,폐업,3,폐업,2026-02-23,,,,,184.0,695-963,제주특별자치도 제주시 조천읍 신촌리 2401-6,제주특별자치도 제주시 조천읍 신촌서5길 122-1,63337.0,스테이 구두점,2026-02-24 17:54:01,U,2026-02-26 02:40:00,,164062.183336055,4611.31479995488,제2종일반주거지역,,5,155.85,0.0,3,11,1,6,0,2,0,1,1,,0.0,2,,,스테이구두점_제주특별자치도제주시조천읍신촌리2401-6
444,농어촌민박업,03_11_08_P,4160000,AGCV041600002023000037,2023-05-08,,3,폐업,3,폐업,2026-02-19,,,,,300.0,477-852,경기도 가평군 설악면 창의리 247-14,경기도 가평군 설악면 한서로156번길 73-98,12464.0,밸리247,2026-02-19 17:57:50,U,2026-02-21 02:40:00,,244681.012367901,462051.537111222,계획관리지역,,2,119.99,119.99,2,4,2,4,0,4,0,1,1,,4.2,1,,,밸리247_경기도가평군설악면창의리247-14
231,농어촌민박업,03_11_08_P,5370000,AGCV053700002023000047,2023-04-27,,3,폐업,3,폐업,2026-02-05,,,,,489.0,656-836,경상남도 거제시 장목면 시방리 195-41,경상남도 거제시 장목면 시방2길 38-3,53202.0,생각속의집 라벤더,2026-02-05 20:00:06,U,2026-02-07 02:40:00,,356235.684066099,164214.216885009,계획관리지역,,2,216.0,0.0,2,2,0,2,0,2,2,0,0,,20.0,2,,,생각속의집라벤더_경상남도거제시장목면시방리195-41
219,농어촌민박업,03_11_08_P,5020000,AGCV050200002023000032,2023-04-27,,2,휴업,2,휴업,,2026-02-05,2027-02-05,,,476.0,790-882,경상북도 포항시 남구 연일읍 자명리 283-1,경상북도 포항시 남구 연일읍 자명안길 42,37654.0,자명의뜰,2026-02-05 14:27:51,U,2026-02-07 02:40:00,,407991.044727104,282331.40339963,2종주거지역,,2,83.5,0.0,3,1,0,1,1,1,0,0,1,,0.0,1,,,자명의뜰_경상북도포항시남구연일읍자명리283-1
68,농어촌민박업,03_11_08_P,6520000,AGCV065200002023000082,2023-04-20,,3,폐업,3,폐업,2026-01-30,,,,,,699-946,제주특별자치도 서귀포시 남원읍 하례리 558-3,제주특별자치도 서귀포시 남원읍 하례중앙로 23,63613.0,라포르하례,2026-01-30 11:36:29,U,2026-02-04 11:04:37,,165596.534116965,-25551.3657787626,,,3,162.77,0.0,3,6,2,3,0,2,0,0,2,,0.0,2,,,라포르하례_제주특별자치도서귀포시남원읍하례리558-3
146,농어촌민박업,03_11_08_P,4181000,AGCV041810002023000031,2023-04-19,,1,영업/정상,1,정상,,,,,,356.0,,,강원특별자치도 춘천시 동내면 거두길 335,24399.0,365번지,2026-02-03 09:09:02,U,2026-02-06 02:40:00,,,,자연녹지지역,,2,99.98,0.0,3,3,1,3,0,3,0,1,1,,0.0,0,,,365번지_
501,농어촌민박업,03_11_08_P,5420000,AGCV054200002023000008,2023-04-18,,3,폐업,3,폐업,2026-02-24,,,,,2582.0,638-931,경상남도 고성군 하이면 덕명리 77,경상남도 고성군 하이면 덕명4길 39-41,52963.0,행복해서울어본적있나요,2026-02-24 13:34:18,U,2026-02-26 02:40:00,,304800.868507826,156973.845049693,자연환경보전지역,,2,195.75,195.75,3,4,1,2,1,2,0,1,1,,10.0,2,,,행복해서울어본적있나요_경상남도고성군하이면덕명리77
498,농어촌민박업,03_11_08_P,6510000,AGCV065100002023000197,2023-04-13,,3,폐업,3,폐업,2026-02-24,,,,,420.0,,,제주특별자치도 제주시 한경면 판포중길 13-4,63003.0,판포 현스테이,2026-02-24 13:38:40,U,2026-02-26 02:40:00,,,,계획관리지역,,1,87.84,0.0,4,3,0,1,0,1,0,2,2,,0.0,2,,,판포현스테이_
442,농어촌민박업,03_11_08_P,5370000,AGCV053700002023000041,2023-04-10,,3,폐업,3,폐업,2026-02-19,,,,,606.0,656-871,경상남도 거제시 둔덕면 거림리 398-3,경상남도 거제시 둔덕면 거림1길 29,53280.0,댕구르르,2026-02-19 10:15:15,U,2026-02-21 02:40:00,,338067.610259837,151572.485907878,계획관리지역,,1,104.06,0.0,4,10,1,1,0,1,0,1,1,,0.0,3,,,댕구르르_경상남도거제시둔덕면거림리398-3
256,농어촌민박업,03_11_08_P,4271000,AGCV042710002023000009,2023-04-03,,1,영업/정상,1,정상,,,,,,495.0,,,강원특별자치도 영월군 영월읍 태화산로 142-44,26240.0,채우당,2026-02-08 16:56:05,U,2026-02-10 02:40:00,,,,관리지역,,3,146.5,146.5,3,3,3,3,3,0,2,0,0,,6.0,4,,,채우당_
156,농어촌민박업,03_11_08_P,6510000,AGCV065100002023000084,2023-02-21,,3,폐업,3,폐업,2026-02-02,,,,,,695-913,제주특별자치도 제주시 애월읍 애월리 2115-5,제주특별자치도 제주시 애월읍 애월로 84,63043.0,제주 애견동반 숙소 더 칠린,2026-02-03 09:21:50,U,2026-02-06 02:40:00,,136374.979114129,-3359.3743903667,,,1,61.08,0.0,2,4,2,1,0,1,0,2,2,,0.0,0,,,제주애견동반숙소더칠린_제주특별자치도제주시애월읍애월리2115-5
67,농어촌민박업,03_11_08_P,4510000,AGCV045100002023000001,2023-02-16,,3,폐업,3,폐업,2026-01-30,,,,,357.0,355-846,충청남도 보령시 오천면 원산도리 1572-4,"충청남도 보령시 오천면 원산도5길 224-16, 오봉마루",33411.0,오봉마루,2026-01-30 14:27:36,U,2026-02-04 11:04:37,,146610.980747178,319424.602325556,계획관리,,3,155.13,0.0,2,7,2,1,1,1,0,1,2,,0.8,2,,,오봉마루_충청남도보령시오천면원산도리1572-4
59,농어촌민박업,03_11_08_P,4170000,AGCV041700002023000010,2023-02-15,,3,폐업,3,폐업,2026-02-02,,,,,660.0,,,경기도 양평군 양동면 쑥골길 157,12533.0,양평폭포펜션,2026-02-02 16:24:43,U,2026-02-04 02:40:00,,263407.552330739,444737.025006344,계획관리지역,,1,1.0,194.41,6,6,1,5,0,6,0,0,1,,8.0,5,,,양평폭포펜션_
338,농어촌민박업,03_11_08_P,6510000,AGCV065100002023000066,2023-02-08,,3,폐업,3,폐업,2026-02-09,,,,,,,,제주특별자치도 제주시 구좌읍 월덕로 547,63356.0,덕천리 삼거리 민박,2026-02-10 10:35:14,U,2026-02-12 02:40:00,,178687.254802053,718.58748594875,,,0,0.0,0.0,3,3,2,2,0,1,0,0,2,,0.0,0,,,덕천리삼거리민박_
292,농어촌민박업,03_11_08_P,5450000,AGCV054500002022000018,2022-12-28,,1,영업/정상,1,정상,,,,,,2395.0,666-944,경상남도 산청군 단성면 방목리 산 135-12,경상남도 산청군 단성면 호암로1320번길 88-12,52242.0,아너산청 풀빌라,2026-02-09 13:44:18,U,2026-02-11 02:40:00,,283162.261554554,206755.336601878,보전관리지역,,1,112.47,42.46,2,3,0,2,0,1,0,0,0,,0.0,2,,,아너산청풀빌라_경상남도산청군단성면방목리산135-12
343,농어촌민박업,03_11_08_P,5020000,AGCV050200002022000129,2022-12-15,,3,폐업,3,폐업,2026-02-09,,,,,181.0,790-854,경상북도 포항시 남구 동해면 흥환리 333-14,경상북도 포항시 남구 동해면 호미로 2514,37922.0,하이포항A,2026-02-10 08:58:17,U,2026-02-12 02:40:00,,425391.71943273,283279.505533621,계획관리,,2,223.13,210.96,3,3,0,3,3,3,2,0,0,,10.0,3,,,하이포항A_경상북도포항시남구동해면흥환리333-14
422,농어촌민박업,03_11_08_P,6510000,AGCV065100002022000611,2022-12-14,,3,폐업,3,폐업,2026-02-12,,,,,,,,"제주특별자치도 제주시 구좌읍 세평항로 45-11, 가동",63360.0,세화달토끼,2026-02-13 16:57:33,U,2026-02-15 02:40:00,,186339.200892255,3463.7922373615,,,2,121.68,121.68,3,3,0,3,0,3,0,3,3,,0.0,0,,,세화달토끼_
237,농어촌민박업,03_11_08_P,4201000,AGCV042010002022000102,2022-12-06,,3,폐업,3,폐업,2026-02-06,,,,,75.48,,,강원특별자치도 강릉시 주문진읍 소돌안길 29,25404.0,나무집,2026-02-06 14:29:38,U,2026-02-08 02:40:00,,360434.934281001,490834.185550768,제2종일반주거지역,,1,62.16,62.16,2,2,0,1,0,1,0,0,0,,0.0,1,,,나무집_
507,농어촌민박업,03_11_08_P,5050000,AGCV050500002022000204,2022-11-29,,1,영업/정상,1,정상,,,,,,601.0,780-450,경상북도 경주시 평동 115-1,경상북도 경주시 사리1길 22-23(평동),38199.0,오늘여기키즈풀빌라,2026-02-24 11:21:05,U,2026-02-26 02:40:00,,404740.688641646,254806.191929889,자연녹지지역,,3,166.72,160.72,4,7,3,6,0,4,0,0,0,,0.0,4,,,오늘여기키즈풀빌라_경상북도경주시평동115-1
242,농어촌민박업,03_11_08_P,6510000,AGCV065100002022000558,2022-11-16,,3,폐업,3,폐업,2026-02-05,,,,,661.0,,,제주특별자치도 제주시 한경면 청수동4길 56,63006.0,청수동 작업실,2026-02-06 10:40:20,U,2026-02-08 02:40:00,,130297.81750589,-19507.2158913609,계획관리지역,,2,111.06,0.0,5,6,0,1,0,1,0,1,3,,0.0,2,,,청수동작업실_
75,농어촌민박업,03_11_08_P,5020000,AGCV050200002022000104,2022-10-18,,1,영업/정상,1,정상,,,,,,35.0,,,경상북도 포항시 남구 동해면 호미로 2139,37922.0,호미로2139,2026-01-30 14:30:43,U,2026-02-04 11:04:37,,426730.721843424,285433.843536614,,,1,27.3,0.0,4,3,1,1,0,1,0,0,1,,0.0,1,,,호미로2139_
544,농어촌민박업,03_11_08_P,4261000,AGCV042610002022000023,2022-09-26,,3,폐업,3,폐업,2026-02-26,,,,,838.0,,강원특별자치도 횡성군 갑천면 전촌리 4-14,강원특별자치도 횡성군 갑천면 어답산로 291-3,25252.0,바람의노래,2026-02-26 17:50:24,U,2026-02-28 02:40:00,,292794.319848389,453567.628262782,보전관리지역,,1,119.59,77.08,4,4,1,2,0,2,0,0,0,,0.0,3,,,바람의노래_강원특별자치도횡성군갑천면전촌리4-14
461,농어촌민박업,03_11_08_P,4620000,AGCV046200002022000079,2022-09-26,,1,영업/정상,1,정상,,,,,,291.0,357-971,충청남도 태안군 고남면 고남리 352-1,충청남도 태안군 고남면 영목항로 102,32172.0,솔빛민박,2026-02-20 11:38:25,U,2026-02-22 02:40:00,,148223.451438348,322314.944602949,계획관리지역,,5,195.61,0.0,6,5,6,5,0,5,0,5,6,,3.0,6,,,솔빛민박_충청남도태안군고남면고남리352-1
69,농어촌민박업,03_11_08_P,6520000,AGCV065200002022000146,2022-09-01,,3,폐업,3,폐업,2026-01-30,,,,,,699-945,제주특별자치도 서귀포시 남원읍 태흥리 194-44,제주특별자치도 서귀포시 남원읍 태신삼석로 148-8,63617.0,플러피 홀리데이,2026-01-30 11:17:34,U,2026-02-04 11:04:37,,176869.870614146,-21182.9191064712,,,1,97.29,0.0,2,2,1,1,0,1,0,1,2,,0.0,0,,,플러피홀리데이_제주특별자치도서귀포시남원읍태흥리194-44
70,농어촌민박업,03_11_08_P,6510000,AGCV065100002022000408,2022-08-12,,3,폐업,3,폐업,2026-01-29,,,,,330.0,695-907,제주특별자치도 제주시 애월읍 봉성리 3952-2,제주특별자치도 제주시 애월읍 어도봉남길 25,63039.0,스테이 드리울,2026-01-30 15:52:35,U,2026-02-04 11:04:37,,135058.39707891,-8674.05118611527,계획관리지역,,1,99.47,0.0,2,4,1,1,0,3,0,0,1,,0.0,0,,,스테이드리울_제주특별자치도제주시애월읍봉성리3952-2
143,농어촌민박업,03_11_08_P,4241000,AGCV042410002022000030,2022-07-15,,3,폐업,3,폐업,2024-11-03,,,,,992.0,,,강원특별자치도 삼척시 원덕읍 사곡길 314,25959.0,윤서네펜션,2026-02-04 15:14:37,U,2026-02-06 02:40:00,,,,생산관리지역,,2,44.76,44.76,2,4,2,2,0,2,0,0,0,,0.0,2,,,윤서네펜션_
342,농어촌민박업,03_11_08_P,6520000,AGCV065200002022000105,2022-07-04,,1,영업/정상,1,정상,,,,,,426.0,699-922,제주특별자치도 서귀포시 안덕면 덕수리 858-1,제주특별자치도 서귀포시 안덕면 덕수동로 18-10,63527.0,Subell house(수벨 하우스),2026-02-10 14:15:43,U,2026-02-12 02:40:00,,135784.930671934,-26520.1912223116,계획관리지역,,3,89.94,0.0,5,6,2,3,0,1,0,0,2,,0.0,2,,,Subellhouse(수벨하우스)_제주특별자치도서귀포시안덕면덕수리858-1
306,농어촌민박업,03_11_08_P,5010000,AGCV050100002022000018,2022-06-30,,1,영업/정상,1,정상,,,,,061-246-2521,364.0,,,전라남도 신안군 증도면 병풍1길 68-2,58809.0,바다&풍경,2026-02-09 16:44:27,U,2026-02-11 02:40:00,,127976.836152653,162842.314485456,계획관리지역,,2,64.4,14.4,4,2,0,2,0,2,0,1,1,,0.0,1,,,바다&풍경_
369,농어촌민박업,03_11_08_P,5370000,AGCV053700002022000040,2022-06-03,,3,폐업,3,폐업,2026-02-11,,,,,2712.0,656-884,경상남도 거제시 사등면 창호리 1169-1,"경상남도 거제시 사등면 가조로8길 10-17, 1,3동",53273.0,공간스테이풀빌라,2026-02-11 10:43:46,U,2026-02-13 02:40:00,,338486.098397167,164411.057453923,계획관리지역,,2,131.34,0.0,2,4,1,2,0,2,0,0,1,,20.0,3,,,공간스테이풀빌라_경상남도거제시사등면창호리1169-1
282,농어촌민박업,03_11_08_P,4261000,AGCV042610002022000009,2022-06-02,,3,폐업,3,폐업,2026-02-06,,,,,849.0,,,강원특별자치도 횡성군 갑천면 병지방서1길 46,25251.0,산따라 물따라,2026-02-09 08:51:47,U,2026-02-11 02:40:00,,,,계획관리지역,,1,138.4,138.4,2,2,0,1,0,2,0,0,0,,2.0,1,,,산따라물따라_
546,농어촌민박업,03_11_08_P,6510000,AGCV065100002022000219,2022-05-11,,3,폐업,3,폐업,2026-02-26,,,,,,695-922,제주특별자치도 제주시 한림읍 귀덕리 34-14,제주특별자치도 제주시 한림읍 귀덕남동1길 54-1,63025.0,제주살가,2026-02-26 17:55:13,U,2026-02-28 02:40:00,,135033.603995144,-7957.39387859585,,,0,49.95,0.0,3,3,0,2,0,3,0,1,1,,0.0,0,,,제주살가_제주특별자치도제주시한림읍귀덕리34-14
337,농어촌민박업,03_11_08_P,6510000,AGCV065100002022000072,2022-02-11,,1,영업/정상,1,정상,,,,,,,695-922,제주특별자치도 제주시 한림읍 귀덕리 3474,제주특별자치도 제주시 한림읍 귀덕4길 55-47,63024.0,제주 호영팜스테이 펜션,2026-02-10 09:52:42,U,2026-02-12 02:40:00,,133522.651130712,-6495.15628203052,,,0,228.77,0.0,6,4,0,2,4,0,2,1,0,,0.0,0,,,제주호영팜스테이펜션_제주특별자치도제주시한림읍귀덕리3474
524,농어촌민박업,03_11_08_P,4251000,AGCV042510002022000001,2022-01-17,,1,영업/정상,1,정상,,,,,,874.0,,강원특별자치도 홍천군 내촌면 화상대리 1103-6,강원특별자치도 홍천군 내촌면 아홉사리로 525-69,25163.0,앤 투게더 키즈 풀빌라,2026-02-25 16:46:11,U,2026-02-27 02:40:00,,290941.258047711,478512.207321165,계획관리지역,,4,229.74,229.74,7,8,2,2,2,0,0,1,0,,10.0,0,,,앤투게더키즈풀빌라_강원특별자치도홍천군내촌면화상대리1103-6
