"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명","기타내역2",
"73","인터넷컴퓨터게임시설제공업","03_05_05_P","3560000","CDFF2241022026000007","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 석남동 544-34","인천광역시 서구 길주로 106, 1층 (석남동)","22791","유진PC","2026-03-04 18:13:14","I","2026-03-06 00:20:02","","171067.417831689","444928.768759786","인터넷컴퓨터게임시설제공업","유통관련업","0","","","51.32","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"74","인터넷컴퓨터게임시설제공업","03_05_05_P","4191000","CDFF2241022026000008","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단계동 867-3","강원특별자치도 원주시 장미공원길 43-10, 5층 (단계동)","26436","황금게임장","2026-03-04 16:44:54","I","2026-03-06 00:20:02","","282351.246274635","427501.810988071","인터넷컴퓨터게임시설제공업","유통관련업","0","","","265.6","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
"75","인터넷컴퓨터게임시설제공업","03_05_05_P","4191000","CDFF2241022026000009","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 관설동 1685-15","강원특별자치도 원주시 라옹정길 38, 1층 (관설동)","26471","개구리PC","2026-03-04 18:20:51","I","2026-03-06 00:20:02","","285266.147639614","424654.540865846","인터넷컴퓨터게임시설제공업","유통관련업","0","","","66","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
"76","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022023000035","2023-06-19","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 상당구 금천동 97-18 광제한의원","충청북도 청주시 상당구 쇠내로 86, 광제한의원 1층 (금천동)","28734","공주PC","2026-03-04 15:31:24","U","2026-03-06 02:40:00","","244947.628540463","347182.265043637","인터넷컴퓨터게임시설제공업","유통관련업","0","","","37.42","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"77","인터넷컴퓨터게임시설제공업","03_05_05_P","5080000","CDFF2241022012000053","2012-11-02","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 옥계동 834-4 4공단메디파크","경상북도 구미시 산호대로31길 15, 4공단메디파크 지하1층 (옥계동)","39185","올벤PC방","2026-03-04 14:46:25","U","2026-03-06 02:40:00","","327928.068509842","293957.252833187","인터넷컴퓨터게임시설제공업","유통관련업","0","","","339.52","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","일반PC방",
"78","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022019000047","2019-08-08","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 오창읍 양청리 720-10","충청북도 청주시 청원구 오창읍 양청택지2길 49, 101호","28115","신화PC","2026-03-04 10:37:34","U","2026-03-06 02:40:00","","237483.250495797","357651.745868475","인터넷컴퓨터게임시설제공업","유통관련업","0","","","40","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","성인PC방",
"79","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022024000039","2024-10-15","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 1357-8","울산광역시 남구 번영로144번길 9, 1층 (달동)","44703","호두PC","2026-03-04 10:29:36","U","2026-03-06 02:40:00","","411225.154726363","229052.374877454","인터넷컴퓨터게임시설제공업","유통관련업","0","","","105.51","0","0","","0","0","0","0","","","","","","","","","","","","9","","","","","","","성인PC방",
"80","인터넷컴퓨터게임시설제공업","03_05_05_P","3720000","CDFF2241022022000002","2022-02-23","","01","영업/정상","13","영업중","","","","","","","","울산광역시 북구 중산동 624-2","울산광역시 북구 이화5길 14-4 (중산동)","44216","클로버PC","2026-03-04 18:02:49","U","2026-03-06 02:40:00","","411736.239571159","242860.258279198","인터넷컴퓨터게임시설제공업","유통관련업","0","","","141.75","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC방",
"81","인터넷컴퓨터게임시설제공업","03_05_05_P","4331000","CDFF2241022008000018","2008-01-07","","03","폐업","03","폐업","2026-02-27","","","","","","","강원특별자치도 인제군 북면 원통리 711-1","강원특별자치도 인제군 북면 원통로147번길 27","24612","위너 pc방","2026-03-04 16:59:01","U","2026-03-06 02:40:00","","305408.202886627","514017.204273957","인터넷컴퓨터게임시설제공업","유통관련업","0","","","192.12","0","0","","0","0","0","0","","","","","","","","","","","","50","","","","","","","",
"82","인터넷컴퓨터게임시설제공업","03_05_05_P","3510500","CDFF2241022024000013","2024-06-12","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 1583-5","인천광역시 미추홀구 구월로8번길 17, 1층 (주안동)","22146","퐁당PC","2026-03-04 15:09:17","U","2026-03-06 02:40:00","","172693.248494423","439503.313559406","인터넷컴퓨터게임시설제공업","유통관련업","0","주택가주변","","62","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","8","","","","","","일반주거지역","",
"83","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022017000017","2017-04-12","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 신정동 145-1","울산광역시 남구 돋질로171번길 35, 1층 (신정동)","44687","달마PC","2026-03-04 10:38:41","U","2026-03-06 02:40:00","","410572.814273419","229636.896027044","인터넷컴퓨터게임시설제공업","유통관련업","0","","","49.58","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","성인PC방",
"84","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022022000003","2022-01-18","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 봉명동 2853","충청북도 청주시 흥덕구 덕암로6번길 93, 1층 (봉명동)","28463","황금돼지PC샵","2026-03-04 18:40:33","U","2026-03-06 02:40:00","","240733.985015932","349967.833496546","인터넷컴퓨터게임시설제공업","유통관련업","0","","","198.62","3","0","근린생활시설","0","0","0","0","","","","","","","","","","","","60","","청소년이용불가","","","","","성인PC방",
"85","인터넷컴퓨터게임시설제공업","03_05_05_P","3550000","CDFF2241022026000001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","인천광역시 계양구 효성동 320-2","인천광역시 계양구 안남로 497, 1층 (효성동)","21105","효성 PC방","2026-03-04 14:16:59","U","2026-03-06 02:40:00","","174358.391990439","447281.649505071","인터넷컴퓨터게임시설제공업","유통관련업","0","","","29.75","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","",
"86","인터넷컴퓨터게임시설제공업","03_05_05_P","3940000","CDFF2241022024000008","2024-05-03","","03","폐업","03","폐업","2026-03-04","","","","","","","경기도 고양시 덕양구 지축동 725-18","경기도 고양시 덕양구 삼송로 303, B102호 (지축동)","10583","골드PC","2026-03-04 16:56:55","U","2026-03-06 02:40:00","","191802.82998763","461144.460624805","인터넷컴퓨터게임시설제공업","유통관련업","0","","","46.28","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","",
"87","인터넷컴퓨터게임시설제공업","03_05_05_P","3860000","CDFF2241022024000011","2024-04-04","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 소사구 심곡본동 572-14","경기도 부천시 소사구 심곡로 18, 1층 (심곡본동)","14737","하니PC","2026-03-04 16:55:30","U","2026-03-06 02:40:00","","180095.541222334","442265.14066584","인터넷컴퓨터게임시설제공업","유통관련업","0","","","40.04","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","성인PC방",
"88","인터넷컴퓨터게임시설제공업","03_05_05_P","3860000","CDFF2241022019000016","2019-03-22","2026-03-04","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","경기도 부천시 원미구 원미동 140-1","경기도 부천시 원미구 부천로86번길 15 (원미동)","14570","황금돼지PC방","2026-03-04 09:21:04","U","2026-03-06 02:40:00","","180937.422034707","443281.511944792","인터넷컴퓨터게임시설제공업","유통관련업","0","","","33","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","",
"89","인터넷컴퓨터게임시설제공업","03_05_05_P","3860000","CDFF2241022019000055","2019-10-22","2026-03-04","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","경기도 부천시 원미구 심곡동 130-22","경기도 부천시 원미구 부일로517번길 10, 1층 (심곡동)","14642","100억 PC","2026-03-04 09:29:05","U","2026-03-06 02:40:00","","181175.804920882","442620.564673786","인터넷컴퓨터게임시설제공업","유통관련업","0","","","40","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","",
"90","인터넷컴퓨터게임시설제공업","03_05_05_P","3860000","CDFF2241022023000024","2023-10-31","","04","취소/말소/만료/정지/중지","35","직권말소","2026-02-06","","","","","","","경기도 부천시 원미구 소사동 42-23","경기도 부천시 원미구 부일로 590, 1층 1호 (소사동)","14652","간식PC","2026-03-04 15:47:35","U","2026-03-06 02:40:00","","181857.565431276","442444.432380541","인터넷컴퓨터게임시설제공업","유통관련업","0","","","70.5","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","",
"91","인터넷컴퓨터게임시설제공업","03_05_05_P","3720000","CDFF2241022021000018","2021-10-07","","01","영업/정상","13","영업중","","","","","","","","울산광역시 북구 진장동 513-3","울산광역시 북구 진장4길 4, 1층 (진장동)","44251","하쿠나마타타PC","2026-03-04 17:58:20","U","2026-03-06 02:40:00","","413679.243850636","232323.296821731","인터넷컴퓨터게임시설제공업","유통관련업","0","","","109.48","1","0","","0","0","0","0","","","","","","","","","","","","10","","","","","","","성인PC방",
"92","인터넷컴퓨터게임시설제공업","03_05_05_P","3740000","CDFF2241022021000028","2021-11-25","","03","폐업","03","폐업","2026-03-04","","","","","","","경기도 수원시 권선구 세류동 172-13","경기도 수원시 권선구 정조로 577, 2층 (세류동)","16576","바다&슬롯","2026-03-04 17:34:33","U","2026-03-06 02:40:00","","201079.604506177","417635.90630667","인터넷컴퓨터게임시설제공업","유통관련업","4","기타","","203.6","3","1","근린생활시설","0","0","0","0","","","","","","","","","","","","25","","","","","","일반주거지역","성인PC방",
"93","인터넷컴퓨터게임시설제공업","03_05_05_P","4721000","CDFF2241022020000002","2020-02-12","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 완주군 이서면 갈산리 663-4 303호","전북특별자치도 완주군 이서면 오공로 11-23, 303호","55365","크라우드PC 혁신도시점","2026-03-04 09:05:40","U","2026-03-06 02:40:00","","205035.983077488","259763.3362703","인터넷컴퓨터게임시설제공업","유통관련업","0","","리그오브레전드, 오버워치, 배틀그라운드","334","6","1","근린생활시설","0","0","0","0","","","","","","","","","","","","130","","전체이용가","","","","중심상업지역","",
"94","인터넷컴퓨터게임시설제공업","03_05_05_P","3940000","CDFF2241022025000041","2025-11-24","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 관산동 179-6 101호","경기도 고양시 덕양구 통일로768번길 12-5, 1층 101호 (관산동)","10285","골드PC ZONE","2026-03-04 16:05:00","U","2026-03-06 02:40:00","","188096.819917205","465113.860497238","인터넷컴퓨터게임시설제공업","유통관련업","0","","","35.15","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","",
"95","인터넷컴퓨터게임시설제공업","03_05_05_P","5020000","CDFF2241022025000022","2025-10-20","","03","폐업","03","폐업","2026-03-03","","","","","","","경상북도 포항시 남구 오천읍 원리 1077-5","경상북도 포항시 남구 오천읍 원동로105번길 13, 1층","37881","체리PC","2026-03-04 09:16:15","U","2026-03-06 02:40:00","","416493.759286498","277335.273012744","인터넷컴퓨터게임시설제공업","유통관련업","1","","","28.1","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","성인PC",
"96","인터넷컴퓨터게임시설제공업","03_05_05_P","3990000","CDFF2241022025000016","2025-10-29","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 금곡동 산 108-1 인정프린스","경기도 남양주시 경춘로 920, 인정프린스 1층 4호 (금곡동)","12236","카라PC","2026-03-04 11:29:32","U","2026-03-06 02:40:00","","217915.028544604","458919.48264448","인터넷컴퓨터게임시설제공업","유통관련업","1","","포커","42","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"97","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022023000022","2023-03-14","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 1249-1","울산광역시 남구 왕생로45번길 19, 1층 (달동)","44718","고구마PC","2026-03-04 10:28:33","U","2026-03-06 02:40:00","","411219.252430423","228862.478962492","인터넷컴퓨터게임시설제공업","유통관련업","0","","","58.47","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"98","인터넷컴퓨터게임시설제공업","03_05_05_P","3940000","CDFF2241022024000005","2024-02-16","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 행신동 175","경기도 고양시 덕양구 중앙로468번길 16, 105호 (행신동)","10492","킹PC방","2026-03-04 16:04:32","U","2026-03-06 02:40:00","","186168.48310429","457469.541452738","인터넷컴퓨터게임시설제공업","유통관련업","0","","","36.75","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","",
"99","인터넷컴퓨터게임시설제공업","03_05_05_P","4010000","CDFF2241022020000039","2020-07-28","","03","폐업","03","폐업","2026-03-03","","","","","","","경기도 시흥시 정왕동 1625-6 비전프라자","경기도 시흥시 중심상가로 323, 비전프라자 1층 102호 (정왕동)","15062","럭키PC","2026-03-04 11:09:50","U","2026-03-06 02:40:00","","177626.197035436","426155.382651213","인터넷컴퓨터게임시설제공업","유통관련업","0","","","30.34","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"100","인터넷컴퓨터게임시설제공업","03_05_05_P","3940000","CDFF2241022025000021","2025-07-28","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 관산동 685-30 1층 102호 D호","경기도 고양시 덕양구 고골길 6, 1층 102호 D호 (관산동)","10265","오렌지PC","2026-03-04 16:05:26","U","2026-03-06 02:40:00","","187198.275879742","467368.795752489","인터넷컴퓨터게임시설제공업","유통관련업","0","","","47.67","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","",
"101","인터넷컴퓨터게임시설제공업","03_05_05_P","3650000","CDFF2241022025000007","2025-06-25","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 유천동 276-15","대전광역시 중구 계백로1566번길 100, 101호 (유천동)","34983","조은숲","2026-03-04 13:11:32","U","2026-03-06 02:40:00","","235440.531434301","312548.863523396","인터넷컴퓨터게임시설제공업","유통관련업","0","","","29.2","0","0","","0","0","0","0","","","","","","","","","","","","8","","청소년이용불가","","","","","",
"102","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022025000036","2025-07-03","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 596-1","울산광역시 남구 삼산로155번길 13, 1층 (달동)","44694","노랑PC","2026-03-04 10:30:53","U","2026-03-06 02:40:00","","410676.948537046","228950.369939842","인터넷컴퓨터게임시설제공업","유통관련업","0","","","62.22","0","0","","0","0","0","0","","","","","","","","","","","","9","","","","","","","성인PC방",
"103","인터넷컴퓨터게임시설제공업","03_05_05_P","3860000","CDFF2241022025000018","2025-06-26","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 심곡동 372-15","경기도 부천시 원미구 장말로 359-4, 1층 (심곡동)","14630","대박PC","2026-03-04 09:25:26","U","2026-03-06 02:40:00","","180653.77340907","443156.928748298","인터넷컴퓨터게임시설제공업","유통관련업","0","","","23.22","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC",
"104","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022025000029","2025-05-21","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 오창읍 양청리 816-3 대광건설","충청북도 청주시 청원구 오창읍 중심상업로 32-14, 102호","28119","장군PC","2026-03-04 14:01:08","U","2026-03-06 02:40:00","","238450.72716902","356987.809440114","인터넷컴퓨터게임시설제공업","유통관련업","0","기타","","152.4","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","10","","청소년이용불가","","","","중심상업지역","성인PC방",
"105","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022022000041","2022-10-27","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 1333-1","울산광역시 남구 왕생로100번길 6, 2층 (달동)","44703","메가PC","2026-03-04 10:27:36","U","2026-03-06 02:40:00","","411289.404209002","229441.873778103","인터넷컴퓨터게임시설제공업","유통관련업","0","","","138.2","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"106","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022018000045","2018-10-12","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 상록구 이동 715","경기도 안산시 상록구 광덕1로 385, 108호 (이동)","15494","복불복PC","2026-03-04 10:59:54","U","2026-03-06 02:40:00","","186793.984964404","423015.718031014","인터넷컴퓨터게임시설제공업","유통관련업","8","유흥업소밀집지역","","46.8","7","1","근린생활시설","0","0","0","0","","","","","","","","","","","","7","","","","","","일반상업지역","성인PC방",
"107","인터넷컴퓨터게임시설제공업","03_05_05_P","3430000","CDFF2241022025000003","2025-04-10","","01","영업/정상","13","영업중","","","","","","","","대구광역시 서구 평리동 1188-20 1층 우측","대구광역시 서구 통학로 107 (평리동)","41825","넘버원PC","2026-03-04 15:28:49","U","2026-03-06 02:40:00","","341093.155165211","264431.435686353","인터넷컴퓨터게임시설제공업","유통관련업","3","","","28.67","1","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","준주거지역","성인PC방",
"108","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022016000040","2016-09-20","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 봉명동 1016","충청북도 청주시 흥덕구 봉명로227번길 23, 1층 (봉명동)","28560","꿀벌PC","2026-03-04 11:10:16","U","2026-03-06 02:40:00","","241677.33481513","348956.370007104","인터넷컴퓨터게임시설제공업","유통관련업","3","기타","","37","2","1","근린생활시설","0","0","0","0","","","","","","","","","","","","6","","","","","","일반주거지역","성인PC방",
"109","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022020000037","2020-12-17","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 1357-12","울산광역시 남구 번영로144번길 3-1, 1층 (달동)","44703","마녀PC","2026-03-04 10:31:49","U","2026-03-06 02:40:00","","411174.760651419","229039.585874863","인터넷컴퓨터게임시설제공업","유통관련업","0","","","70.72","0","0","","0","0","0","0","","","","","","","","","","","","10","","","","","","","성인PC방",
"110","인터넷컴퓨터게임시설제공업","03_05_05_P","3530000","CDFF2241022024000025","2024-12-26","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 구월동 1368 1층일부호","인천광역시 남동구 문화로89번길 8-3, 1층 일부호 (구월동)","21569","똥 PC","2026-03-04 16:29:26","U","2026-03-06 02:40:00","","173266.502702252","438403.138669067","인터넷컴퓨터게임시설제공업","유통관련업","0","","","28.8","0","0","","0","0","0","0","","","","","","","","","","","","5","","청소년이용불가","","","","","성인PC방",
"111","인터넷컴퓨터게임시설제공업","03_05_05_P","5020000","CDFF2241022026000005","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 해도동 98-12","경상북도 포항시 남구 중앙로 31, 1층 101호 (해도동)","37819","로타리PC","2026-03-05 16:40:31","I","2026-03-07 00:20:02","","413602.359144785","282110.749637413","인터넷컴퓨터게임시설제공업","유통관련업","0","","pc","72.6","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","",
"112","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022026000021","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 고덕동 2171-4","경기도 평택시 고덕여염8길 70, 102호 (고덕동)","18014","부엉이PC","2026-03-05 16:29:00","I","2026-03-07 00:20:02","","204213.2169146","393265.206167542","인터넷컴퓨터게임시설제공업","유통관련업","0","","","103.8","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","",
"113","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022026000024","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 와동 799-18 햇님피아노","경기도 안산시 단원구 화정천동로4길 15, 햇님피아노 1층 (와동)","15248","로얄PC","2026-03-05 16:11:44","I","2026-03-07 00:20:02","","184012.975","427000.145","인터넷컴퓨터게임시설제공업","유통관련업","0","","성인PC","35.12","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"114","인터넷컴퓨터게임시설제공업","03_05_05_P","3730000","CDFF2241022026000004","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","울산광역시 울주군 범서읍 천상리 605 천상국태그린빌아파트 상가","울산광역시 울주군 범서읍 평천길 79, 천상국태그린빌아파트 상가 상가동 105호","44928","아지트PC","2026-03-05 16:44:03","I","2026-03-07 00:20:02","","401689.646649369","231574.654968523","인터넷컴퓨터게임시설제공업","유통관련업","0","아파트지역","","62.5","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","5","","청소년이용불가","","","","일반주거지역","성인PC",
"115","인터넷컴퓨터게임시설제공업","03_05_05_P","5530000","CDFF2241022026000024","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 만세구 팔탄면 율암리 838-2","경기도 화성시 만세구 팔탄면 온천로 425, A동 102호","18530","놀이터PC","2026-03-04 18:19:28","I","2026-03-07 00:20:02","","189286.229278314","405712.390797525","인터넷컴퓨터게임시설제공업","유통관련업","0","","성인PC방","66","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","",
"116","인터넷컴퓨터게임시설제공업","03_05_05_P","3600000","CDFF2241022026000003","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","광주광역시 서구 쌍촌동 1275-2","광주광역시 서구 상무오월로3번길 24-8, 1층 (쌍촌동)","61966","대박PC","2026-03-05 11:10:27","I","2026-03-07 00:20:02","","187189.699285798","184265.917625207","인터넷컴퓨터게임시설제공업","유통관련업","0","","","46","0","0","","0","0","0","0","","","","","","","","","","","","6","","전체이용가","","","","","성인PC",
"117","인터넷컴퓨터게임시설제공업","03_05_05_P","4170000","CDFF2241022026000004","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 양평읍 양근리 269-22","경기도 양평군 양평읍 양평대교길 8","12555","황후 게임 PC","2026-03-05 17:37:18","I","2026-03-07 00:20:02","","243390.225445479","442919.673998359","인터넷컴퓨터게임시설제공업","유통관련업","0","","","56.34","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","","",
"118","인터넷컴퓨터게임시설제공업","03_05_05_P","4060000","CDFF2241022026000007","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 야당동 1048-1","경기도 파주시 경의로 1012, 유미어스 2차 118호 (야당동)","10906","여포 PC 카페","2026-03-05 16:35:54","I","2026-03-07 00:20:02","","178726.609542158","467293.04395155","인터넷컴퓨터게임시설제공업","유통관련업","0","","","53.75","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
"119","인터넷컴퓨터게임시설제공업","03_05_05_P","3740000","CDFF2241022026000013","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 금곡동 1113-5","경기도 수원시 권선구 금곡로 201, 106호 (금곡동)","16391","짱 PC","2026-03-05 17:23:16","I","2026-03-07 00:20:02","","195699.449032338","419128.782582069","인터넷컴퓨터게임시설제공업","유통관련업","0","","","36.67","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","일반상업지역","",
"120","인터넷컴퓨터게임시설제공업","03_05_05_P","3990000","CDFF2241022026000006","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 평내동 140 리치플러스","경기도 남양주시 경춘로1350번길 35, 리치플러스 102호 (평내동)","12219","흥복PC","2026-03-05 17:58:15","I","2026-03-07 00:20:02","","221393.884080245","460915.917819003","인터넷컴퓨터게임시설제공업","유통관련업","0","","","33.2","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","성인PC방",
"121","인터넷컴퓨터게임시설제공업","03_05_05_P","3940000","CDFF2241022026000006","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 주교동 610-2","경기도 고양시 덕양구 호국로779번길 9, 베제사이데알빌딩 2층 (주교동)","10461","PC킹게임장","2026-03-05 15:17:46","I","2026-03-07 00:20:02","","185353.083867418","461552.557913569","인터넷컴퓨터게임시설제공업","유통관련업","0","","","299.1","0","0","","0","0","0","0","","","","","","","","","","","","70","","","","","","","",
"122","인터넷컴퓨터게임시설제공업","03_05_05_P","3490000","CDFF2241022026000004","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","인천광역시 중구 운서동 3093-6","인천광역시 중구 흰바위로 107, 메이폴2차 109호 (운서동)","22376","아지트PC","2026-03-04 17:13:58","I","2026-03-07 00:20:02","","155379.485290139","443216.63803362","인터넷컴퓨터게임시설제공업","유통관련업","0","","","25.04","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","",
"123","인터넷컴퓨터게임시설제공업","03_05_05_P","5380000","CDFF2241022026000004","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 물금읍 가촌리 1298-3 바젤9-NINE","경상남도 양산시 물금읍 야리1길 11, 바젤9-NINE 113호","50653","스마일피씨","2026-03-05 16:03:41","I","2026-03-07 00:20:02","","382495.882421928","203054.399199224","인터넷컴퓨터게임시설제공업","유통관련업","0","","성인PC방","44","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","",
"124","인터넷컴퓨터게임시설제공업","03_05_05_P","4580000","CDFF2241022023000004","2023-02-13","","01","영업/정상","13","영업중","","","","","","","","충청남도 서천군 장항읍 창선2리 333-10","충청남도 서천군 장항읍 장서로 72","33674","스타PC","2026-03-05 14:46:15","D","2026-03-07 02:30:00","","172793.616055483","279368.902595924","인터넷컴퓨터게임시설제공업","유통관련업","1","기타","","138.75","1","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","근린상업지역","성인PC방",
"125","인터넷컴퓨터게임시설제공업","03_05_05_P","3180000","CDFF2241022019000005","2019-03-29","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 영등포동3가 4-7 1층호","서울특별시 영등포구 영등포로46길 4, 1층 (영등포동3가)","07302","잭팟PC","2026-03-05 10:07:34","U","2026-03-07 02:40:00","","191769.314678876","446310.154682683","인터넷컴퓨터게임시설제공업","유통관련업","0","","","23.11","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","",
