"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명","기타내역2",
"21","인터넷컴퓨터게임시설제공업","03_05_05_P","3600000","CDFF2241022008000073","2008-08-14","","01","영업/정상","13","영업중","","","","","","","","광주광역시 서구 금호동 855-1 ,1층","광주광역시 서구 화개중앙로 14, 1층 (금호동)","62022","오케이PC","2026-03-03 15:20:03","U","2026-03-05 02:40:00","","187158.264014597","180432.706453167","인터넷컴퓨터게임시설제공업","유통관련업","3","주택가주변","","118.34","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","일반주거지역","성인PC방",
"22","인터넷컴퓨터게임시설제공업","03_05_05_P","4671000","CDFF2241022019000018","2019-10-14","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 군산시 소룡동 1558-2 1동","전북특별자치도 군산시 소룡2길 42, 1동 (소룡동)","54012","영PC","2026-03-03 15:30:21","U","2026-03-05 02:40:00","","170786.176362803","274678.788798188","인터넷컴퓨터게임시설제공업","유통관련업","1","기타","","20.49","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","3","","","","","","일반주거지역","성인PC방",
"23","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022022000012","2022-03-30","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 고잔동 704-3 세종빌딩 101호","경기도 안산시 단원구 광덕서로 96, 세종빌딩 101호 (고잔동)","15461","#sarp PC","2026-03-03 15:59:48","U","2026-03-05 02:40:00","","184652.708323394","423484.491659057","인터넷컴퓨터게임시설제공업","유통관련업","0","","","59.31","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC방",
"24","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022024000054","2024-06-04","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 고덕동 1817-9","경기도 평택시 고덕갈평9길 70, 1층 (고덕동)","18004","ROLEX PC","2026-03-03 16:17:06","U","2026-03-05 02:40:00","","204484.394250003","395755.930097719","인터넷컴퓨터게임시설제공업","유통관련업","0","","","98.7","0","0","","0","0","0","0","","","","","","","","","","","","13","","","","","","","성인PC방",
"25","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022024000030","2024-07-05","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 와동 725-3","경기도 안산시 단원구 와동1로 38, 101호 (와동)","15269","또바기PC","2026-03-03 16:03:10","U","2026-03-05 02:40:00","","184477.745","425703.04","인터넷컴퓨터게임시설제공업","유통관련업","0","","PC6대","36.32","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","성인PC방",
"26","인터넷컴퓨터게임시설제공업","03_05_05_P","5080000","CDFF2241022023000038","2023-04-11","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 봉곡동 162-8","경상북도 구미시 봉곡북로 37, 1층 코너호 (봉곡동)","39205","뚝섬PC","2026-03-03 17:01:22","U","2026-03-05 02:40:00","","317645.742751831","295666.859715665","인터넷컴퓨터게임시설제공업","유통관련업","0","","","84.8","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","성인PC방",
"27","인터넷컴퓨터게임시설제공업","03_05_05_P","4191000","CDFF2241022024000019","2024-05-21","","03","폐업","03","폐업","2026-03-03","","","","","","","강원특별자치도 원주시 학성동 985-7","강원특별자치도 원주시 원문로 38-1 (학성동)","26413","달려라 PC","2026-03-03 15:51:59","U","2026-03-05 02:40:00","","283324.104072149","428759.980633333","인터넷컴퓨터게임시설제공업","유통관련업","0","","","262.83","0","0","","0","0","0","0","","","","","","","","","","","","70","","","","","","","성인PC방",
"28","인터넷컴퓨터게임시설제공업","03_05_05_P","4910000","CDFF2241022024000001","2024-04-12","","01","영업/정상","13","영업중","","","","","","","","전라남도 장흥군 장흥읍 건산리 737-22","전라남도 장흥군 장흥읍 동교1길 21","59327","짱구PC","2026-03-03 11:04:34","U","2026-03-05 02:40:00","","191478.473302306","131001.801742365","인터넷컴퓨터게임시설제공업","유통관련업","0","","홀덤, 바둑이, 맞고","40","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","성인PC방",
"29","인터넷컴퓨터게임시설제공업","03_05_05_P","3540000","CDFF2241022021000017","2021-10-27","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부평동 372-57 JP빌딩","인천광역시 부평구 주부토로 24-5, 1층 101호 (부평동, JP빌딩)","21391","풍년 PC","2026-03-03 16:13:01","U","2026-03-05 02:40:00","","175642.360125421","443916.184523804","인터넷컴퓨터게임시설제공업","유통관련업","0","","","34.23","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","일반상업지역","성인PC방",
"30","인터넷컴퓨터게임시설제공업","03_05_05_P","4721000","CDFF2241022016000002","2016-06-03","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 완주군 봉동읍 둔산리 896-8 아름다운빌 101호","전북특별자치도 완주군 봉동읍 원둔산3길 6-1, 아름다운빌 101호","55319","비바 PC방","2026-03-03 18:04:55","U","2026-03-05 02:40:00","","211155.308672712","273226.63166298","인터넷컴퓨터게임시설제공업","유통관련업","4","","일반 인터넷 게임","43.5","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","3","","청소년이용불가","","","","","성인PC방",
"31","인터넷컴퓨터게임시설제공업","03_05_05_P","3710000","CDFF2241022021000018","2021-11-02","","01","영업/정상","13","영업중","","","","","","","","울산광역시 동구 일산동 533-11","울산광역시 동구 학문로 13, 2층 (일산동)","44066","아수라발발타PC","2026-03-03 08:36:10","U","2026-03-05 02:40:00","","420195.568976337","225261.531378114","인터넷컴퓨터게임시설제공업","유통관련업","0","","","151.9","2","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"32","인터넷컴퓨터게임시설제공업","03_05_05_P","3740000","CDFF2241022025000048","2025-10-17","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 권선동 1054-7 우신빌딩","경기도 수원시 권선구 세권로165번길 30-25, 우신빌딩 1층 (권선동)","16566","메가 PC","2026-03-03 11:01:18","U","2026-03-05 02:40:00","","202112.538616051","417242.416736232","인터넷컴퓨터게임시설제공업","유통관련업","0","학교정화(상대)","","148.7","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","10","","","","","","일반주거지역","",
"33","인터넷컴퓨터게임시설제공업","03_05_05_P","5080000","CDFF2241022025000046","2025-11-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 옥계동 861-4","경상북도 구미시 옥계남로 7-3, 1층 102호 (옥계동)","39189","VIP PC","2026-03-03 17:02:06","U","2026-03-05 02:40:00","","327539.016989364","293717.581148182","인터넷컴퓨터게임시설제공업","유통관련업","0","","","81.9","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","",
"34","인터넷컴퓨터게임시설제공업","03_05_05_P","4060000","CDFF2241022025000024","2025-11-27","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 파주읍 연풍리 280-4","경기도 파주시 파주읍 술이홀로 465-1","10834","대박PC클럽","2026-03-03 17:16:29","U","2026-03-05 02:40:00","","185725.509743031","480749.875273089","인터넷컴퓨터게임시설제공업","유통관련업","0","","","42.51","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","성인PC방",
"35","인터넷컴퓨터게임시설제공업","03_05_05_P","4450000","CDFF2241022025000010","2025-12-11","","01","영업/정상","13","영업중","","","","","","","","충청북도 진천군 광혜원면 광혜원리 272-3","충청북도 진천군 광혜원면 장기3길 7, 2층","27805","갤러리게임랜드","2026-03-03 17:22:32","U","2026-03-05 02:40:00","","239622.925508405","387671.0563129","인터넷컴퓨터게임시설제공업","유통관련업","2","","","151","0","0","","0","0","0","0","","","","","","","","","","","","80","","","","","","","",
"36","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022025000097","2025-11-24","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 진위면 하북리 147-1","경기도 평택시 진위면 진위서로 3, 1층","17714","로얄PC","2026-03-03 16:16:35","U","2026-03-05 02:40:00","","205599.322473789","400874.909087089","인터넷컴퓨터게임시설제공업","유통관련업","0","","","66","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","성인PC방",
"37","인터넷컴퓨터게임시설제공업","03_05_05_P","5080000","CDFF2241022023000025","2023-03-06","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 진평동 563-4","경상북도 구미시 진평2길 27, 1층 중간호 (진평동)","39397","다따PC","2026-03-03 17:00:25","U","2026-03-05 02:40:00","","327915.418077769","290061.116271919","인터넷컴퓨터게임시설제공업","유통관련업","0","","","49.5","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"38","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022023000007","2023-02-20","","04","취소/말소/만료/정지/중지","35","직권말소","2025-12-16","","","","","","","경기도 안산시 상록구 본오동 874-12 신영빌딩","경기도 안산시 상록구 용신로 381, 신영빌딩 205호 (본오동)","15532","판도라PC","2026-03-03 17:11:12","U","2026-03-05 02:40:00","","187904.36021435","422225.504525727","인터넷컴퓨터게임시설제공업","유통관련업","0","","","139.44","0","0","","0","0","0","0","","","","","","","","","","","","9","","청소년이용불가","","","","","성인PC방",
"39","인터넷컴퓨터게임시설제공업","03_05_05_P","3660000","CDFF2241022018000002","2018-01-31","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 괴정동 92-15","대전광역시 서구 갈마로 237, 1층 (괴정동)","35294","고래PC","2026-03-03 20:17:18","U","2026-03-05 02:40:00","","234111.045543642","314946.569466034","인터넷컴퓨터게임시설제공업","유통관련업","0","","","26.45","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","성인PC방",
"40","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022025000053","2025-07-22","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 서정동 433-23 서정스마트빌듀오3차","경기도 평택시 서정역로58번길 39, 1층 102호 (서정동, 서정스마트빌듀오3차)","17779","세븐7PC","2026-03-03 16:17:57","U","2026-03-05 02:40:00","","204759.962838173","395416.941989325","인터넷컴퓨터게임시설제공업","유통관련업","0","","","42.42","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","성인PC방",
"41","인터넷컴퓨터게임시설제공업","03_05_05_P","4490000","CDFF2241022025000066","2025-09-15","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 입장면 독정리 119-12","충청남도 천안시 서북구 입장면 망향로 1240","31027","라스베가스","2026-03-03 15:10:17","U","2026-03-05 02:40:00","","220780.927578203","379812.354314768","인터넷컴퓨터게임시설제공업","유통관련업","0","","","42.98","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","",
"42","인터넷컴퓨터게임시설제공업","03_05_05_P","3650000","CDFF2241022025000012","2025-09-03","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 산성동 114-34","대전광역시 중구 문화로 74 (산성동)","34993","아지트PC","2026-03-03 09:04:50","U","2026-03-05 02:40:00","","235304.708532691","312339.085648127","인터넷컴퓨터게임시설제공업","유통관련업","0","","","53.6","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","","",
"43","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022025000057","2025-09-04","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 서원구 수곡동 47-34","충청북도 청주시 서원구 구룡산로405번길 44, 1층 (수곡동)","28706","대박PC","2026-03-03 17:58:06","U","2026-03-05 02:40:00","","243739.460474437","346651.496395997","인터넷컴퓨터게임시설제공업","유통관련업","0","","","52.92","2","1","","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC방",
"44","인터넷컴퓨터게임시설제공업","03_05_05_P","3660000","CDFF2241022025000011","2025-08-01","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 괴정동 93-9","대전광역시 서구 도솔로 297-11, 1층 (괴정동)","35293","데이지PC","2026-03-03 17:42:37","U","2026-03-05 02:40:00","","234103.150075168","315050.675654313","인터넷컴퓨터게임시설제공업","유통관련업","0","","","66.93","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","",
"45","인터넷컴퓨터게임시설제공업","03_05_05_P","5370000","CDFF2241022025000005","2025-09-30","","03","폐업","03","폐업","2026-03-03","","","","","","","경상남도 거제시 고현동 793-3 동산빌 101호","경상남도 거제시 고현로 74-1, 1층 101호 (고현동, 동산빌)","53254","오션게임랜드PC","2026-03-03 16:34:26","U","2026-03-05 02:40:00","","348137.990473786","155290.448832232","인터넷컴퓨터게임시설제공업","유통관련업","4","","","94.37","1","0","","0","0","0","0","","","","","","","","","","","","40","","전체이용가","","","","","",
"46","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022022000068","2022-12-30","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 신장동 300-78","경기도 평택시 중앙시장로12번길 10, 1층 (신장동)","17758","맥스PC","2026-03-03 16:15:34","U","2026-03-05 02:40:00","","204511.852616785","397524.168725118","인터넷컴퓨터게임시설제공업","유통관련업","0","","","33.92","0","0","","0","0","0","0","","","","","","","","","","","","4","","청소년이용불가","","","","","성인PC방",
"47","인터넷컴퓨터게임시설제공업","03_05_05_P","3660000","CDFF2241022007000015","2007-09-05","","03","폐업","03","폐업","2026-03-03","","","","","","","대전광역시 서구 변동 61-7","대전광역시 서구 도산로 155, 지하층 (변동)","35322","골뱅이 PC방","2026-03-03 16:22:27","U","2026-03-05 02:40:00","","233847.818048147","313588.501185809","인터넷컴퓨터게임시설제공업","유통관련업","0","","","134.82","0","1","근린생활시설","0","0","0","0","","","","","","","","","","","","48","","","","","","","",
"48","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022016000035","2016-09-28","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 상록구 본오동 673-5 101호","경기도 안산시 상록구 이호로 82, 1층 101호 (본오동)","15571","본오PC","2026-03-03 14:47:59","U","2026-03-05 02:40:00","","188030.270564348","420544.892425428","인터넷컴퓨터게임시설제공업","유통관련업","0","주택가주변","PC","38.29","0","0","다세대주택","0","0","0","0","","","","","","","","","","","","8","","전체이용가","","","","일반주거지역","성인PC방",
"49","인터넷컴퓨터게임시설제공업","03_05_05_P","3610000","CDFF2241022020000001","2020-01-17","","01","영업/정상","13","영업중","","","","","","","","광주광역시 남구 월산동 1047-36","광주광역시 남구 군분로33번길 4, 1층 (월산동)","61606","왕돼지PC","2026-03-03 11:23:12","U","2026-03-05 02:40:00","","190270.107179773","181945.394725239","인터넷컴퓨터게임시설제공업","유통관련업","4","","","33","4","0","","0","0","0","0","","","","","","","","","","","","5","","전체이용가","","","","일반주거지역","성인PC방",
"50","인터넷컴퓨터게임시설제공업","03_05_05_P","3540000","CDFF2241022026000006","2026-02-11","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부평동 274-21 부평메디아나센터 108호","인천광역시 부평구 경원대로 1286, 부평메디아나센터 108호 (부평동)","21405","도깨비PC","2026-03-03 21:32:56","U","2026-03-05 02:40:00","","174450.871453336","443175.254409704","인터넷컴퓨터게임시설제공업","유통관련업","0","","","102.28","0","0","","0","0","0","0","","","","","","","","","","","","6","","전체이용가","","","","","",
"51","인터넷컴퓨터게임시설제공업","03_05_05_P","5080000","CDFF2241022020000058","2020-09-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 사곡동 487-5","경상북도 구미시 사곡로3길 28 (사곡동)","39330","승부PC","2026-03-03 17:03:21","U","2026-03-05 02:40:00","","322259.162214747","289380.539905021","인터넷컴퓨터게임시설제공업","유통관련업","4","주택가주변","","98.65","4","0","근린생활시설","0","0","0","0","","","","","","","","","","","","13","","","","","","일반주거지역","일반PC방",
"52","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022025000039","2025-06-05","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 상록구 사동 1285-6","경기도 안산시 상록구 후곡4길 19, 1층 102호 (사동)","15589","로또PC","2026-03-03 11:12:52","U","2026-03-05 02:40:00","","186446.468273403","421653.244583902","인터넷컴퓨터게임시설제공업","유통관련업","0","","","29","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","",
"53","인터넷컴퓨터게임시설제공업","03_05_05_P","3460000","CDFF2241022025000005","2025-06-23","","01","영업/정상","13","영업중","","","","","","","","대구광역시 수성구 두산동 147-5","대구광역시 수성구 무학로21안길 76, 1층 (두산동)","42173","우리집PC","2026-03-03 17:27:32","U","2026-03-05 02:40:00","","346328.510922193","260479.379882512","인터넷컴퓨터게임시설제공업","유통관련업","4","기타","","38.81","1","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","일반주거지역","",
"54","인터넷컴퓨터게임시설제공업","03_05_05_P","4641000","CDFF2241022025000017","2025-06-25","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 덕진구 덕진동1가 1118-21","전북특별자치도 전주시 덕진구 떡전로 17, 1층 (덕진동1가)","54932","바른 PC","2026-03-03 18:05:57","U","2026-03-05 02:40:00","","211446.039291442","259590.963508365","인터넷컴퓨터게임시설제공업","유통관련업","0","주택가주변","","125.4","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","주거지역","성인 PC",
"55","인터넷컴퓨터게임시설제공업","03_05_05_P","4050000","CDFF2241022025000017","2025-05-15","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 김량장동 140-2 2층","경기도 용인시 처인구 금령로107번길 19, 2층 (김량장동)","17052","퀸PC","2026-03-03 18:02:21","U","2026-03-05 02:40:00","","218414.070561002","415062.973802785","인터넷컴퓨터게임시설제공업","유통관련업","0","","","79.13","2","0","","0","0","0","0","","","","","","","","","","","","8","","청소년이용불가","","","","","성인PC방",
"56","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022018000023","2018-05-17","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 상록구 본오동 874-2 송암빌딩 108호","경기도 안산시 상록구 상록수로 40, 송암빌딩 108호 (본오동)","15532","히트PC","2026-03-03 17:13:58","U","2026-03-05 02:40:00","","187905.876022574","422259.45712136","인터넷컴퓨터게임시설제공업","유통관련업","9","유흥업소밀집지역","","38.95","6","3","근린생활시설","0","0","0","0","","","","","","","","","","","","5","","","","","","일반상업지역","성인PC방",
"57","인터넷컴퓨터게임시설제공업","03_05_05_P","4810000","CDFF2241022025000003","2025-02-18","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 봉산동 249-29","전라남도 여수시 봉산남1길 23, 1층 (봉산동)","59762","당근PC(인-494호)","2026-03-03 15:49:21","U","2026-03-05 02:40:00","","266178.929322226","137675.906734075","인터넷컴퓨터게임시설제공업","유통관련업","0","","","68.74","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","준주거지역","성인PC방",
"58","인터넷컴퓨터게임시설제공업","03_05_05_P","3560000","CDFF2241022025000011","2025-04-08","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 심곡동 242-11","인천광역시 서구 탁옥로33번길 9, 106호 (심곡동)","22726","파라다이스PC","2026-03-03 13:53:51","U","2026-03-05 02:40:00","","171047.814878556","449230.298992498","인터넷컴퓨터게임시설제공업","유통관련업","0","","","74.87","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","",
"59","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022022000027","2022-07-07","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 서정동 848-20 1층","경기도 평택시 특구로5번길 24, 1층 (서정동)","17774","게임나라","2026-03-03 16:17:30","U","2026-03-05 02:40:00","","205424.307321493","396050.543850077","인터넷컴퓨터게임시설제공업","유통관련업","0","","","55.62","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","12","","청소년이용불가","","","","일반상업지역","성인PC방",
"60","인터넷컴퓨터게임시설제공업","03_05_05_P","3710000","CDFF2241022023000045","2023-12-26","","01","영업/정상","13","영업중","","","","","","","","울산광역시 동구 전하동 620-1 대성상가아파트","울산광역시 동구 전하로 13, 1층 103호 (전하동, 대성상가아파트)","44042","네로PC카페","2026-03-03 08:37:30","U","2026-03-05 02:40:00","","420294.542261813","226332.620381735","인터넷컴퓨터게임시설제공업","유통관련업","6","유흥업소밀집지역","","42.24","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","9","","","","","","일반주거지역","성인PC방",
"61","인터넷컴퓨터게임시설제공업","03_05_05_P","3100000","CDFF2241022013000013","2013-11-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 월계동 409-16 401호","서울특별시 노원구 광운로 52, 세영전자학원 401호 (월계동)","01894","맥PC카페 광운대점","2026-03-03 15:39:28","U","2026-03-05 02:40:00","","205202.676902602","457732.756566971","인터넷컴퓨터게임시설제공업","유통관련업","0","기타","","290","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","154","","","","","","일반주거지역","",
"62","인터넷컴퓨터게임시설제공업","03_05_05_P","3180000","CDFF2241022013000027","2013-10-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 대림동 717 대림동 쌍용 플래티넘-S B201호","서울특별시 영등포구 대림로29길 13, 지하2층 B201호 (대림동, 대림동 쌍용 플래티넘-S)","07413","브라더 PC","2026-03-03 09:44:09","U","2026-03-05 02:40:00","","190916.911377676","443681.766720649","인터넷컴퓨터게임시설제공업","유통관련업","0","","","303.53","0","0","판매시설","0","0","0","0","","","","","","","","","","","","73","","","","","","일반주거지역","",
"63","인터넷컴퓨터게임시설제공업","03_05_05_P","3940000","CDFF2241022010000068","2010-10-28","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 화정동 984-3 세일빌딩지하1층","경기도 고양시 덕양구 화신로 278 (화정동,세일빌딩지하1층)","","라인업(화정점)","2026-03-03 10:10:52","U","2026-03-05 02:40:00","","184974.533686305","458769.423203507","인터넷컴퓨터게임시설제공업","유통관련업","0","","","586.82","6","2","판매시설","0","0","0","0","","","","","","","","","","","","184","","","","","","중심상업지역","",
"64","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022022000023","2022-06-09","","04","취소/말소/만료/정지/중지","35","직권말소","2026-03-03","","","","","","","경기도 평택시 포승읍 도곡리 1117-11","경기도 평택시 포승읍 여술1길 100, 116호","17955","로또 PC게임랜드","2026-03-03 11:37:23","U","2026-03-05 02:40:00","","185811.32072712","387594.888432678","인터넷컴퓨터게임시설제공업","유통관련업","0","","","42.8","0","0","","0","0","0","0","","","","","","","","","","","","8","","청소년이용불가","","","","","성인PC방",
"65","인터넷컴퓨터게임시설제공업","03_05_05_P","3710000","CDFF2241022022000009","2022-05-23","","01","영업/정상","13","영업중","","","","","","","","울산광역시 동구 동부동 201-28","울산광역시 동구 미포1길 47, 2층 (동부동)","44007","체리PC랜드","2026-03-03 08:37:06","U","2026-03-05 02:40:00","","420175.082760077","229588.513946986","인터넷컴퓨터게임시설제공업","유통관련업","0","","","125.98","2","0","","0","0","0","0","","","","","","","","","","","","8","","청소년이용불가","","","","","성인PC방",
"66","인터넷컴퓨터게임시설제공업","03_05_05_P","5370000","CDFF2241022025000001","2025-02-07","2026-03-03","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","경상남도 거제시 고현동 961-152 2층","경상남도 거제시 거제중앙로 1899, 2층 (고현동)","53253","맥스게임랜드PC","2026-03-03 14:51:46","U","2026-03-05 02:40:00","","348318.091094421","155524.806413438","인터넷컴퓨터게임시설제공업","유통관련업","5","","","124.96","4","1","근린생활시설","0","0","0","0","","","","","","","","","","","","70","","","","","","일반상업지역","성인PC방",
"67","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022025000010","2025-02-07","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 지산동 735-28","경기도 평택시 송탄로 434, 1층 (지산동)","17756","금돈PC","2026-03-03 16:18:33","U","2026-03-05 02:40:00","","205092.860654977","397852.678849921","인터넷컴퓨터게임시설제공업","유통관련업","0","","","38.01","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","성인PC방",
"68","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022026000023","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 상록구 본오동 874-12","경기도 안산시 상록구 용신로 381, 205호 (본오동)","15532","메가100","2026-03-04 16:51:32","I","2026-03-06 00:20:02","","187904.36021435","422225.504525727","인터넷컴퓨터게임시설제공업","유통관련업","0","","","58.1","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"69","인터넷컴퓨터게임시설제공업","03_05_05_P","4010000","CDFF2241022026000008","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 신천동 743-2 124호","경기도 시흥시 삼미시장1길 37, 124호 (신천동)","14948","따이소PC","2026-03-04 17:23:56","I","2026-03-06 00:20:02","","180684.172017569","437670.537627928","인터넷컴퓨터게임시설제공업","유통관련업","0","","성인PC방","47.2","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","",
"70","인터넷컴퓨터게임시설제공업","03_05_05_P","4020000","CDFF2241022026000002","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경기도 군포시 산본동 252-1","경기도 군포시 산본천로214번길 19, 2층 (산본동)","15811","신세계PC","2026-03-04 16:46:38","I","2026-03-06 00:20:02","","194782.326574643","429827.702249599","인터넷컴퓨터게임시설제공업","유통관련업","0","","","108.88","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
"71","인터넷컴퓨터게임시설제공업","03_05_05_P","3740000","CDFF2241022026000012","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 영화동 308-1 동성영화타운","경기도 수원시 장안구 정조로 941, 동성영화타운 지하1층 (영화동)","16271","SW코인체험방","2026-03-04 11:21:59","I","2026-03-06 00:20:02","","200985.759458979","421034.427622307","인터넷컴퓨터게임시설제공업","유통관련업","0","","성인PC방","18.73","0","0","","0","0","0","0","","","","","","","","","","","","3","","청소년이용불가","","","","","",
"72","인터넷컴퓨터게임시설제공업","03_05_05_P","3560000","CDFF2241022026000006","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 석남동 453-8","인천광역시 서구 가정로293번길 8, 1층 (석남동)","22785","도깨비PC","2026-03-04 18:08:22","I","2026-03-06 00:20:02","","170897.283387088","445493.131413612","인터넷컴퓨터게임시설제공업","유통관련업","0","","","31.59","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","","",
