번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업종구분명,자본금의규모,사업자등록번호,Unnamed: 31,record_key
138,후원방문판매업체,08_26_05_P,6110000,20206110000301000127,2020-08-18,,3,폐업,4,폐업,2026-03-03,,,,,,7685.0,서울특별시 강서구 화곡동  ***번지 **호 미하우스,"서울특별시 강서구 화곡로**길 **-**, ***호 (화곡동, 미하우스)",,별하 인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,186483.858920454,450026.77169108,후원방문판매업,0,,,별하인셀덤_서울특별시강서구화곡동***번지**호미하우스
140,후원방문판매업체,08_26_05_P,6110000,20206110000301000132,2020-08-18,,3,폐업,4,폐업,2026-03-03,,,,,,8256.0,서울특별시 구로구 궁동  ***번지 **호,"서울특별시 구로구 부일로**길 **, *층 (궁동)",,인셀덤 에덴,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,185051.351778988,443571.233549233,후원방문판매업,0,,,인셀덤에덴_서울특별시구로구궁동***번지**호
139,후원방문판매업체,08_26_05_P,6110000,20206110000301000130,2020-08-18,,3,폐업,4,폐업,2026-03-03,,,,,,5058.0,서울특별시 광진구 자양동  ***번지 *호,"서울특별시 광진구 뚝섬로**길 **, ***호 (자양동)",,봉천인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,207241.0438986,447902.403799094,후원방문판매업,0,,,봉천인셀덤_서울특별시광진구자양동***번지*호
234,후원방문판매업체,08_26_05_P,6110000,20206110000301000125,2020-08-18,,3,폐업,4,폐업,2026-03-03,,,,,,59690.0,전라남도 여수시 신기동  ***번지 *호 신화아파트,"전라남도 여수시 선소로 **-**, *층 ***호(신기동, 신화아파트)",,인셀덤 시온,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,261054.075968198,139956.196054676,후원방문판매업,0,,,인셀덤시온_전라남도여수시신기동***번지*호신화아파트
137,후원방문판매업체,08_26_05_P,6110000,20206110000301000122,2020-07-27,,3,폐업,4,폐업,2026-03-03,,,,,,6193.0,서울특별시 강남구 대치동  ***번지 **호 선릉역풍림아이원레몬,"서울특별시 강남구 테헤란로**길 **, *층 ***호 (대치동, 선릉역 풍림아이원레몬)",,한미모뷰티,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,204480.307828948,444672.281771242,후원방문판매업,0,,,한미모뷰티_서울특별시강남구대치동***번지**호선릉역풍림아이원레몬
135,후원방문판매업체,08_26_05_P,6110000,20206110000301000113,2020-07-16,,3,폐업,4,폐업,2026-03-03,,,,,,7920.0,서울특별시 양천구 신월동  ***번지 *호,"서울특별시 양천구 곰달래로*길 **-*, *층 (신월동)",,인셀덤 신월점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,185048.727337292,448058.029065396,후원방문판매업,0,,,인셀덤신월점_서울특별시양천구신월동***번지*호
136,후원방문판매업체,08_26_05_P,6110000,20206110000301000121,2020-07-16,,3,폐업,4,폐업,2026-03-03,,,,,,2240.0,서울특별시 중랑구 면목동  ***번지 *호 로얄하이츠빌라,"서울특별시 중랑구 사가정로**가길 **, ***호 (면목동, 로얄하이츠빌라)",,야망뷰티,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,207336.462555376,452863.581175458,후원방문판매업,0,,,야망뷰티_서울특별시중랑구면목동***번지*호로얄하이츠빌라
175,후원방문판매업체,08_26_05_P,6110000,20206110000301000103,2020-07-15,,3,폐업,4,폐업,2026-03-03,,,,,,37722.0,경상북도 포항시 북구 동빈*가  **번지 **호,"경상북도 포항시 북구 해동로 ***, ***동 ***호 (동빈*가)",,재이,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,413603.012107604,285385.145145947,후원방문판매업,0,,,재이_경상북도포항시북구동빈*가**번지**호
174,후원방문판매업체,08_26_05_P,6110000,20206110000301000097,2020-07-14,,3,폐업,4,폐업,2026-03-03,,,,,,4968.0,서울특별시 광진구 광장동  ***번지 **호,서울특별시 광진구 천호대로***길 * (광장동),,해피럭키,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,209034.959476212,449305.303402134,후원방문판매업,0,,,해피럭키_서울특별시광진구광장동***번지**호
173,후원방문판매업체,08_26_05_P,6110000,20206110000301000096,2020-07-14,,3,폐업,4,폐업,2026-03-03,,,,,,8725.0,서울특별시 관악구 봉천동  ****번지 *호 관악드림타운아파트,"서울특별시 관악구 구암길 ***, ***동 ***호 (봉천동, 관악드림타운아파트)",,인셀덤소율,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,195345.358939177,443273.487218185,후원방문판매업,0,,,인셀덤소율_서울특별시관악구봉천동****번지*호관악드림타운아파트
28,후원방문판매업체,08_26_05_P,6110000,20206110000301000267,2020-06-17,,3,폐업,4,폐업,2026-03-03,,,,,,8271.0,서울특별시 구로구 오류동  **번지 *호 이좋은집,"서울특별시 구로구 경인로**나길 **, 이좋은집 *층 ***호(오류동)",,인셀덤 Bonita,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,185960.164604807,443636.812899057,후원방문판매업,0,,,인셀덤Bonita_서울특별시구로구오류동**번지*호이좋은집
63,후원방문판매업체,08_26_05_P,6110000,20206110000301000311,2020-06-16,,3,폐업,4,폐업,2026-03-03,,,,,,5257.0,서울특별시 강동구 명일동  ***번지 **호,"서울특별시 강동구 양재대로***길 **, *층(명일동)",,애들라인,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,212567.232341359,449920.009930512,후원방문판매업,0,,,애들라인_서울특별시강동구명일동***번지**호
171,후원방문판매업체,08_26_05_P,6110000,20206110000301000081,2020-04-24,,3,폐업,4,폐업,2026-03-03,,,,,,2831.0,서울특별시 성북구 돈암동  ***번지 *호 한신한진아파트,"서울특별시 성북구 성북로*길 **, ***동 ****호 (돈암동, 한신한진아파트)",,리치인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,200841.726990037,454721.505180141,후원방문판매업,0,,,리치인셀덤_서울특별시성북구돈암동***번지*호한신한진아파트
170,후원방문판매업체,08_26_05_P,6110000,20206110000301000080,2020-04-24,,3,폐업,4,폐업,2026-03-03,,,,,,6691.0,서울특별시 서초구 방배동  ***번지 **호 성신빌라,"서울특별시 서초구 청두곶길 **, ***호 (방배동, 성신빌라)",,인셀덤스타,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,198620.253696443,441938.302591595,후원방문판매업,0,,,인셀덤스타_서울특별시서초구방배동***번지**호성신빌라
169,후원방문판매업체,08_26_05_P,6110000,20206110000301000077,2020-04-24,,3,폐업,4,폐업,2026-03-03,,,,,,6923.0,서울특별시 동작구 노량진동  ***번지 **호,"서울특별시 동작구 장승배기로**길 **, *층 (노량진동)",,인셀덤 V뷰티,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,194818.495920432,445268.885835912,후원방문판매업,0,,,인셀덤V뷰티_서울특별시동작구노량진동***번지**호
21,후원방문판매업체,08_26_05_P,6110000,20206110000301000079,2020-04-24,,3,폐업,4,폐업,2026-03-03,,,,,,6585.0,서울특별시 서초구 방배동  ***번지 *호,"서울특별시 서초구 방배로**길 **, ***호 (방배동)",,인셀덤스타,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,199203.105821639,443365.183839311,후원방문판매업,0,,,인셀덤스타_서울특별시서초구방배동***번지*호
168,후원방문판매업체,08_26_05_P,6110000,20206110000301000075,2020-04-23,,3,폐업,4,폐업,2026-03-03,,,,,,1403.0,서울특별시 도봉구 창동  ***번지 **호 상아빌라,"서울특별시 도봉구 노해로**가길 **, *동 ***호 (창동, 상아빌라)",,인셀덤코리아,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,203898.890463563,461261.428644321,후원방문판매업,0,,,인셀덤코리아_서울특별시도봉구창동***번지**호상아빌라
181,후원방문판매업체,08_26_05_P,6110000,20206110000301000067,2020-04-22,,3,폐업,4,폐업,2026-03-03,,,,,,2094.0,서울특별시 중랑구 중화동  ***번지 *호 세화빌딩,"서울특별시 중랑구 동일로 ***, 세화빌딩 *층 ***호 (중화동)",,아모레퍼시픽중화특약점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,207022.419123007,455177.857970092,후원방문판매업,0,,,아모레퍼시픽중화특약점_서울특별시중랑구중화동***번지*호세화빌딩
167,후원방문판매업체,08_26_05_P,6110000,20206110000301000068,2020-04-22,,3,폐업,4,폐업,2026-03-03,,,,,,1096.0,서울특별시 강북구 수유동  ***번지 ***호 천지빌라,"서울특별시 강북구 인수봉로**나길 *, 비**호 (수유동, 천지빌라)",,인셀덤동대문,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,200974.820628639,458273.16682006,후원방문판매업,0,,,인셀덤동대문_서울특별시강북구수유동***번지***호천지빌라
166,후원방문판매업체,08_26_05_P,6110000,20206110000301000066,2020-04-21,,3,폐업,4,폐업,2026-03-03,,,,,,6110.0,서울특별시 강남구 논현동  ***번지 **호,"서울특별시 강남구 학동로*길 **, ***호 (논현동)",,인셀덤해또,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,202040.298872506,445406.38238116,후원방문판매업,0,,,인셀덤해또_서울특별시강남구논현동***번지**호
180,후원방문판매업체,08_26_05_P,6110000,20206110000301000059,2020-03-25,,3,폐업,4,폐업,2026-03-03,,,,,,1345.0,서울특별시 도봉구 방학동  ***번지 **호,"서울특별시 도봉구 방학로 ***, 신우빌딩 ***호 (방학동)",,도봉제일특약점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,203502.673698465,462296.379602041,후원방문판매업,0,7235200500.0,,도봉제일특약점_서울특별시도봉구방학동***번지**호
163,후원방문판매업체,08_26_05_P,6110000,20206110000301000056,2020-03-23,,3,폐업,4,폐업,2026-03-03,,,,,,7221.0,서울특별시 영등포구 당산동*가  *번지 ***호 노블레스,"서울특별시 영등포구 국회대로**길 *-*, 노블레스 지층 b**호 (당산동*가)",,인셀덤 명가,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,191087.583580797,447288.893080314,후원방문판매업,0,,,인셀덤명가_서울특별시영등포구당산동*가*번지***호노블레스
162,후원방문판매업체,08_26_05_P,6110000,20206110000301000049,2020-03-23,,3,폐업,4,폐업,2026-03-03,,,,,,5576.0,서울특별시 송파구 잠실동  ***번지 **호,"서울특별시 송파구 백제고분로**길 **-**, ***호 (잠실동)",,인셀덤 잠실센터,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,207288.676104087,444633.597895741,후원방문판매업,0,,,인셀덤잠실센터_서울특별시송파구잠실동***번지**호
161,후원방문판매업체,08_26_05_P,6110000,20206110000301000039,2020-03-23,,3,폐업,4,폐업,2026-03-03,,,,,,4996.0,서울특별시 광진구 군자동  **번지 **호,"서울특별시 광진구 면목로 **-*, *층 (군자동)",,인셀덤 뷰티 서울본부,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,206662.373500719,450420.489767054,후원방문판매업,0,,,인셀덤뷰티서울본부_서울특별시광진구군자동**번지**호
160,후원방문판매업체,08_26_05_P,6110000,20206110000301000036,2020-03-23,,3,폐업,4,폐업,2026-03-03,,,,,,7518.0,서울특별시 강서구 방화동  ***번지 *호 신일아트빌,"서울특별시 강서구 방화대로**길 **, ***호 (방화동, 신일아트빌)",,인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,183867.617045284,452825.358000387,후원방문판매업,0,,,인셀덤_서울특별시강서구방화동***번지*호신일아트빌
30,후원방문판매업체,08_26_05_P,6110000,20206110000301000045,2020-03-23,,3,폐업,4,폐업,2026-03-03,,,,,,14999.0,경기도 시흥시 군자동  ***번지 **호 시흥장현금강펜테리움센트럴파크,"경기도 시흥시 장현천로 ***, ***동 ****호(군자동, 시흥 장현 금강펜테리움 센트럴파크)",,인셀덤V,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,182657.266835109,429496.446102074,후원방문판매업,0,,,인셀덤V_경기도시흥시군자동***번지**호시흥장현금강펜테리움센트럴파크
92,후원방문판매업체,08_26_05_P,6110000,20206110000301000032,2020-03-19,,3,폐업,4,폐업,2026-03-03,,,,,,5340.0,서울특별시 강동구 천호동  ***번지 *호 래미안강동팰리스,"서울특별시 강동구 천호대로 ****, ***동 ***호(천호동, 래미안강동팰리스)",,사계절 뷰티샵,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,211593.934605677,448339.419070414,후원방문판매업,0,,,사계절뷰티샵_서울특별시강동구천호동***번지*호래미안강동팰리스
155,후원방문판매업체,08_26_05_P,6110000,20206110000301000026,2020-03-19,,3,폐업,4,폐업,2026-03-03,,,,,,6161.0,서울특별시 강남구 삼성동  ***번지 *호 선릉대림아크로텔,"서울특별시 강남구 선릉로 ***, 선릉대림아크로텔 ***호 (삼성동)",,인셀덤 르헤미야,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,204181.823243711,444950.728644939,후원방문판매업,0,,,인셀덤르헤미야_서울특별시강남구삼성동***번지*호선릉대림아크로텔
159,후원방문판매업체,08_26_05_P,6110000,20206110000301000033,2020-03-19,,3,폐업,4,폐업,2026-03-03,,,,,,5405.0,서울특별시 강동구 성내동  ***번지 *호,"서울특별시 강동구 양재대로 ****, 지층 *호 (성내동)",,비즈슈머 휴스타일,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,211854.1068652,447051.598623403,후원방문판매업,0,,,비즈슈머휴스타일_서울특별시강동구성내동***번지*호
158,후원방문판매업체,08_26_05_P,6110000,20206110000301000031,2020-03-19,,3,폐업,4,폐업,2026-03-03,,,,,,6284.0,서울특별시 강남구 대치동  ***번지 *호 은마아파트,"서울특별시 강남구 삼성로 ***, *동 ***호 (대치동, 은마아파트)",,명민인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,205707.089399978,443914.194133105,후원방문판매업,0,,,명민인셀덤_서울특별시강남구대치동***번지*호은마아파트
157,후원방문판매업체,08_26_05_P,6110000,20206110000301000028,2020-03-19,,3,폐업,4,폐업,2026-03-03,,,,,,6151.0,서울특별시 강남구 역삼동  ***번지 **호 성지하이츠*,"서울특별시 강남구 테헤란로 ***, 성지하이츠* *층 ***호 (역삼동)",,인셀덤 한미모뷰티,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,203931.098064589,444622.849264371,후원방문판매업,0,,,인셀덤한미모뷰티_서울특별시강남구역삼동***번지**호성지하이츠*
156,후원방문판매업체,08_26_05_P,6110000,20206110000301000027,2020-03-19,,3,폐업,4,폐업,2026-03-03,,,,,,6030.0,서울특별시 강남구 신사동  ***번지 **호,"서울특별시 강남구 논현로***길 **, ***호 (신사동)",,(SM)뷰티아카데미&에스테틱,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,202309.08215143,446951.990133931,후원방문판매업,0,,,(SM)뷰티아카데미&에스테틱_서울특별시강남구신사동***번지**호
88,후원방문판매업체,08_26_05_P,6110000,20206110000301000007,2020-03-04,,3,폐업,4,폐업,2026-03-03,,,,,,1752.0,서울특별시 노원구 상계동  ***번지 *호 상계주공*단지아파트,"서울특별시 노원구 노해로 ***, ***동 ****호(상계동, 상계주공*단지아파트)",,인셀덤트릴리온,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,205644.260618089,461270.63619789,후원방문판매업,0,,,인셀덤트릴리온_서울특별시노원구상계동***번지*호상계주공*단지아파트
154,후원방문판매업체,08_26_05_P,6110000,20206110000301000021,2020-03-04,,3,폐업,4,폐업,2026-03-03,,,,,,2630.0,서울특별시 동대문구 장안동  ***번지 **호 주현주택,"서울특별시 동대문구 천호대로**다길 **-**, ***호 (장안동, 주현주택)",,인센덤 신세계지점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,205625.33246652,451542.085105366,후원방문판매업,0,,,인센덤신세계지점_서울특별시동대문구장안동***번지**호주현주택
148,후원방문판매업체,08_26_05_P,6110000,20206110000301000015,2020-03-04,,3,폐업,4,폐업,2026-03-03,,,,,,4166.0,서울특별시 마포구 용강동  ***번지 *호 e편한세상마포*차,"서울특별시 마포구 토정로**길 **, ***동 ***호 (용강동, e편한세상 마포*차)",,100억의 신화,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,194956.25364301,448813.415128501,후원방문판매업,0,,,100억의신화_서울특별시마포구용강동***번지*호e편한세상마포*차
147,후원방문판매업체,08_26_05_P,6110000,20206110000301000005,2020-03-04,,3,폐업,4,폐업,2026-03-03,,,,,,6194.0,서울특별시 강남구 대치동  ***번지 **호 대치동대우아이빌멤버스,"서울특별시 강남구 삼성로**길 **, (대치동, 대치동대우아이빌멤버스)",,미모코스메틱,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,204683.056501747,444714.322672044,후원방문판매업,0,,,미모코스메틱_서울특별시강남구대치동***번지**호대치동대우아이빌멤버스
214,후원방문판매업체,08_26_05_P,6110000,20206110000301000288,2020-02-21,,3,폐업,4,폐업,2026-03-03,,,,,,6153.0,서울특별시 강남구 삼성동  ***번지 *호 씨티라이프**,"서울특별시 강남구 봉은사로 ***, 씨티라이프** *층 ***호(삼성동)",,인셀덤 강남,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,203851.270142325,445325.377648303,후원방문판매업,0,,,인셀덤강남_서울특별시강남구삼성동***번지*호씨티라이프**
27,후원방문판매업체,08_26_05_P,6110000,20206110000301000002,2020-01-13,,3,폐업,4,폐업,2026-03-03,,,,,,5116.0,서울특별시 광진구 구의동  ***번지 *호 리젠트오피스텔,"서울특별시 광진구 강변역로*길 **, 리젠트오피스텔 ***-*호 (구의동)",,강변건강생활,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,208124.549163942,447812.924832297,후원방문판매업,0,4844300511.0,,강변건강생활_서울특별시광진구구의동***번지*호리젠트오피스텔
16,후원방문판매업체,08_26_05_P,6110000,20196110000301000025,2019-12-19,,3,폐업,4,폐업,2026-03-03,,,,,,6710.0,서울특별시 서초구 서초동  ****번지 *호 대경벨로체,"서울특별시 서초구 남부순환로***길 **, ***호 (서초동, 대경벨로체)",,알즈너동행(대리점),2026-03-03 00:00:00,U,2026-03-05 02:40:00,,200873.46219895,442282.141860909,후원방문판매업,0,8814500512.0,,알즈너동행(대리점)_서울특별시서초구서초동****번지*호대경벨로체
15,후원방문판매업체,08_26_05_P,6110000,20196110000301000012,2019-05-15,,3,폐업,4,폐업,2026-03-03,,,,28785795.0,,6997.0,서울특별시 동작구 사당동  **번지 *호,"서울특별시 동작구 동작대로 ***, *층 (사당동)",,본릴렉스,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,198338.893662684,443012.551555173,후원방문판매업,0,,,본릴렉스_서울특별시동작구사당동**번지*호
4,후원방문판매업체,08_26_05_P,6110000,20196110000301000002,2019-01-14,,3,폐업,4,폐업,2026-03-03,,,,222342469.0,,4570.0,서울특별시 중구 흥인동  **번지 *호,"서울특별시 중구 퇴계로 ***, 상가*층 제*호 (흥인동)",,나르지오워킹화신당역점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,201429.753156744,451480.24090593,후원방문판매업,0,6422600750.0,,나르지오워킹화신당역점_서울특별시중구흥인동**번지*호
223,후원방문판매업체,08_26_05_P,6110000,20186110000301000035,2018-11-23,,3,폐업,4,폐업,2026-03-03,,,,,,5545.0,서울특별시 송파구 방이동  **번지 *호 효성올림픽카운티,"서울특별시 송파구 백제고분로 ***, ***호 (방이동, 효성올림픽카운티)",,다경대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,210051.836250438,445861.094696368,후원방문판매업,0,2452100632.0,,다경대리점_서울특별시송파구방이동**번지*호효성올림픽카운티
240,후원방문판매업체,08_26_05_P,6110000,20186110000301000039,2018-11-07,,1,영업/정상,2,영업,,,,,29383097.0,,1693.0,서울특별시 노원구 상계동  ***번지 *호 한일빌딩,"서울특별시 노원구 상계로*길 **, 한일빌딩 ***호(상계동)",,유니베라다올,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,205455.436908126,461592.348795203,후원방문판매업,0,,,유니베라다올_서울특별시노원구상계동***번지*호한일빌딩
222,후원방문판매업체,08_26_05_P,6110000,20186110000301000033,2018-11-06,,1,영업/정상,2,영업,,,,,,,2014.0,서울특별시 중랑구 중화동  ***번지 **호,"서울특별시 중랑구 동일로 ***, *층 (중화동)",,유니베라새공릉대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,206879.914920135,455725.18087545,후원방문판매업,0,5983000450.0,,유니베라새공릉대리점_서울특별시중랑구중화동***번지**호
3,후원방문판매업체,08_26_05_P,6110000,20186110000301000032,2018-10-29,,3,폐업,4,폐업,2026-03-03,,,,24820655.0,,5323.0,서울특별시 강동구 천호동  ***번지 **호 나르지오빌딩 *호,"서울특별시 강동구 올림픽로 ***, 나르지오빌딩 *층 (천호동)",,주)투아베러,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,211144.83346533,449479.722053626,후원방문판매업,0,,,주)투아베러_서울특별시강동구천호동***번지**호나르지오빌딩*호
212,후원방문판매업체,08_26_05_P,6110000,20186110000301000029,2018-10-04,,1,영업/정상,2,영업,,,,,24828277.0,,5116.0,서울특별시 광진구 구의동  ***번지 *호 테크노-마트**,"서울특별시 광진구 광나루로**길 **, 테크노-마트** **층 **,**호 (구의동)",,(주)유토피아퓨처,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,208394.416382167,448165.279999905,후원방문판매업,0,,,(주)유토피아퓨처_서울특별시광진구구의동***번지*호테크노-마트**
2,후원방문판매업체,08_26_05_P,6110000,20186110000301000027,2018-08-28,,1,영업/정상,2,영업,,,,,28784504.0,,8859.0,서울특별시 관악구 신림동  ***번지 **호,"서울특별시 관악구 난곡로 **, *층 (신림동)",,(주)케드마코리아,2026-03-01 00:00:00,U,2026-03-04 02:40:00,,192741.292241353,440079.037787497,후원방문판매업,0,5158154759.0,,(주)케드마코리아_서울특별시관악구신림동***번지**호
211,후원방문판매업체,08_26_05_P,6110000,20186110000301000024,2018-07-13,,3,폐업,4,폐업,2026-03-03,,,,,,2137.0,서울특별시 중랑구 상봉동  ***번지 **호,서울특별시 중랑구 망우로 *** (상봉동),,나르지오상봉점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,207249.321744234,454791.25900876,후원방문판매업,0,8990500948.0,,나르지오상봉점_서울특별시중랑구상봉동***번지**호
17,후원방문판매업체,08_26_05_P,6110000,20186110000301000038,2018-07-10,,3,폐업,4,폐업,2026-03-03,,,,,,8369.0,서울특별시 구로구 구로동  ***번지 *호 유일빌딩,"서울특별시 구로구 도림로 **, * *층(구로동)",,리앤케이화장품 영등포대림지사,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,190522.288017582,443167.049947173,후원방문판매업,0,,,리앤케이화장품영등포대림지사_서울특별시구로구구로동***번지*호유일빌딩
210,후원방문판매업체,08_26_05_P,6110000,20186110000301000022,2018-07-09,,1,영업/정상,2,영업,,,,,221046652.0,,8584.0,서울특별시 금천구 독산동  ***번지 *호 현대지식산업센터,"서울특별시 금천구 두산로 **, 현대지식산업센터 ***-*호 (독산동)",,오휘금천독산점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,190694.880295092,440764.426277932,후원방문판매업,0,1640601076.0,,오휘금천독산점_서울특별시금천구독산동***번지*호현대지식산업센터
209,후원방문판매업체,08_26_05_P,6110000,20186110000301000019,2018-06-20,,1,영업/정상,2,영업,,,,,269800701.0,,4637.0,서울특별시 중구 남대문로*가  ***번지 *호 LG서울역빌딩,"서울특별시 중구 후암로 **, LG서울역빌딩 (남대문로*가)",,(주)엘지생활건강,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,197705.803798015,450180.019066426,후원방문판매업,0,,,(주)엘지생활건강_서울특별시중구남대문로*가***번지*호LG서울역빌딩
238,후원방문판매업체,08_26_05_P,6110000,20186110000301000041,2018-06-04,,1,영업/정상,2,영업,,,,,25423002.0,,6525.0,서울특별시 서초구 잠원동  **번지 *호 서광빌딩,"서울특별시 서초구 나루터로**길 **, 서광빌딩 ***호(잠원동)",,유니베라 잠원대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,201531.250491675,446007.866613053,후원방문판매업,0,,,유니베라잠원대리점_서울특별시서초구잠원동**번지*호서광빌딩
208,후원방문판매업체,08_26_05_P,6110000,20186110000301000016,2018-06-04,,3,폐업,4,폐업,2026-03-03,,,,24013297.0,,5772.0,서울특별시 송파구 거여동  ***번지 *호,"서울특별시 송파구 오금로 ***, *층 (거여동)",,나르지오워킹화거여점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,212585.689481168,443476.850996804,후원방문판매업,0,,,나르지오워킹화거여점_서울특별시송파구거여동***번지*호
207,후원방문판매업체,08_26_05_P,6110000,20186110000301000015,2018-05-29,,3,폐업,4,폐업,2026-03-03,,,,,,2054.0,서울특별시 중랑구 신내동  ***번지 *호 동성아파트,"서울특별시 중랑구 신내로 ***, *동 ****호 (신내동, 동성아파트)",,달려라알즈너대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,208536.163679365,456379.478717154,후원방문판매업,0,2814000527.0,,달려라알즈너대리점_서울특별시중랑구신내동***번지*호동성아파트
206,후원방문판매업체,08_26_05_P,6110000,20186110000301000013,2018-05-21,,3,폐업,4,폐업,2026-03-03,,,,23020999.0,,3457.0,서울특별시 은평구 응암동  ***번지 **호 대흥빌딩,"서울특별시 은평구 응암로 ***, 대흥빌딩 *층 우측호 (응암동)",,나르지오워킹화응암점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,192644.090948301,454459.279476254,후원방문판매업,0,4703000623.0,,나르지오워킹화응암점_서울특별시은평구응암동***번지**호대흥빌딩
205,후원방문판매업체,08_26_05_P,6110000,20186110000301000012,2018-05-18,,3,폐업,4,폐업,2026-03-03,,,,29663533.0,,2488.0,서울특별시 동대문구 청량리동  **번지 *호,"서울특별시 동대문구 왕산로 ***, *층 (청량리동)",,나르지오워킹화 청량리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,204285.287124444,453484.234166361,후원방문판매업,0,6383700363.0,,나르지오워킹화청량리점_서울특별시동대문구청량리동**번지*호
204,후원방문판매업체,08_26_05_P,6110000,20186110000301000010,2018-04-26,,3,폐업,4,폐업,2026-03-03,,,,23333046.0,,3995.0,서울특별시 마포구 동교동  ***번지 **호,"서울특별시 마포구 동교로 ***-*, *층 (동교동)",,아모레홍대특약점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,193104.772014315,450560.146911255,후원방문판매업,0,1020461408.0,,아모레홍대특약점_서울특별시마포구동교동***번지**호
242,후원방문판매업체,08_26_05_P,6110000,20186110000301000040,2018-03-05,,1,영업/정상,2,영업,,,,,24243445.0,,5637.0,서울특별시 송파구 방이동  ***번지 **호,"서울특별시 송파구 위례성대로**길 **, *층(방이동)",,유니베라송파대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,210768.560872325,445604.246798326,후원방문판매업,0,,,유니베라송파대리점_서울특별시송파구방이동***번지**호
203,후원방문판매업체,08_26_05_P,6110000,20186110000301000007,2018-02-12,,3,폐업,4,폐업,2026-03-03,,,,28733420.0,,8774.0,서울특별시 관악구 신림동  ****번지 **호,"서울특별시 관악구 관천로 **, *층 (신림동)",,마임신림중부지사,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,193551.534829129,442210.022824269,후원방문판매업,0,4793600296.0,,마임신림중부지사_서울특별시관악구신림동****번지**호
