번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업종구분명,자본금의규모,사업자등록번호,Unnamed: 31,record_key
70,후원방문판매업체,08_26_05_P,6110000,20216110000301000239,2021-07-14,,3,폐업,4,폐업,2026-03-03,,,,,,1307.0,서울특별시 도봉구 도봉동  ***번지 **호,"서울특별시 도봉구 도봉로***나길 **, *층(도봉동)",,인셀덤 보타랩,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,203768.413781853,463836.596762748,후원방문판매업,0,2653900801.0,,인셀덤보타랩_서울특별시도봉구도봉동***번지**호
69,후원방문판매업체,08_26_05_P,6110000,20216110000301000231,2021-07-14,,3,폐업,4,폐업,2026-03-03,,,,,,5059.0,서울특별시 광진구 자양동  ***번지 *호 진봉,"서울특별시 광진구 뚝섬로**가길 **, ***호(자양동, 진봉)",,꽃미남,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,207239.639835109,447750.373337905,후원방문판매업,0,6901601462.0,,꽃미남_서울특별시광진구자양동***번지*호진봉
68,후원방문판매업체,08_26_05_P,6110000,20216110000301000227,2021-07-14,,3,폐업,4,폐업,2026-03-03,,,,,,22693.0,인천광역시 서구 경서동  ***번지 *호,"인천광역시 서구 경서로 **-*, *층(경서동)",,셀럽인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,169334.284837666,450678.799000783,후원방문판매업,0,8931301788.0,,셀럽인셀덤_인천광역시서구경서동***번지*호
71,후원방문판매업체,08_26_05_P,6110000,20216110000301000240,2021-07-14,,3,폐업,4,폐업,2026-03-03,,,,,,17055.0,경기도 용인시 처인구 역북동  ***번지 *호,"경기도 용인시 처인구 명지로**번길 *, *층 ***호(역북동)",,인셀덤 금빛,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,216622.340596283,414549.992573128,후원방문판매업,0,2201031407.0,,인셀덤금빛_경기도용인시처인구역북동***번지*호
67,후원방문판매업체,08_26_05_P,6110000,20216110000301000223,2021-07-14,,3,폐업,4,폐업,2026-03-03,,,,,,6134.0,서울특별시 강남구 역삼동  ***번지 *호 유니언타운강남,"서울특별시 강남구 강남대로**길 **, 유니언타운강남 *층 ***호(역삼동)",,라수마코리아,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,202546.845588714,444157.625343329,후원방문판매업,0,,,라수마코리아_서울특별시강남구역삼동***번지*호유니언타운강남
90,후원방문판매업체,08_26_05_P,6110000,20216110000301000219,2021-07-09,,3,폐업,4,폐업,2026-03-03,,,,,,5610.0,서울특별시 송파구 석촌동  ***번지 *호,"서울특별시 송파구 석촌호수로**길 **-*, ***호(석촌동)",,인셀덤 민트정원,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,208937.593506538,444805.959626919,후원방문판매업,0,4444500609.0,,인셀덤민트정원_서울특별시송파구석촌동***번지*호
91,후원방문판매업체,08_26_05_P,6110000,20216110000301000221,2021-07-09,,3,폐업,4,폐업,2026-03-03,,,,,,7803.0,서울특별시 강서구 마곡동  ***번지 **호 힐스테이트에코마곡,"서울특별시 강서구 공항대로 ***-**, 힐스테이트에코마곡 ***호(마곡동)",,해피인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,185548.355240195,450828.796483554,후원방문판매업,0,5025500689.0,,해피인셀덤_서울특별시강서구마곡동***번지**호힐스테이트에코마곡
77,후원방문판매업체,08_26_05_P,6110000,20216110000301000216,2021-07-08,,3,폐업,4,폐업,2026-03-03,,,,,,5642.0,서울특별시 송파구 방이동  ***번지 **호,"서울특별시 송파구 오금로**길 *-**, 제*층 ***호(방이동)",,인셀덤 삼전대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,210134.775830742,445257.866189709,후원방문판매업,0,4060563080.0,,인셀덤삼전대리점_서울특별시송파구방이동***번지**호
94,후원방문판매업체,08_26_05_P,6110000,20216110000301000214,2021-07-05,,1,영업/정상,2,영업,,,,,,,2582.0,서울특별시 동대문구 신설동  **번지 **호,"서울특별시 동대문구 하정로*길 **, *층(신설동)",,아모레신설대성특약점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,202225.699442949,452590.6097819,후원방문판매업,0,8591300585.0,,아모레신설대성특약점_서울특별시동대문구신설동**번지**호
93,후원방문판매업체,08_26_05_P,6110000,20216110000301000208,2021-07-05,,3,폐업,4,폐업,2026-03-03,,,,,,8357.0,서울특별시 구로구 오류동  ***번지 *호 영풍마드레빌아파트,"서울특별시 구로구 경인로*길 **, ***동 ****호(오류동, 영풍마드레빌아파트)",,인셀덤뷰티,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,185660.257930646,443272.138070395,후원방문판매업,0,,,인셀덤뷰티_서울특별시구로구오류동***번지*호영풍마드레빌아파트
116,후원방문판매업체,08_26_05_P,6110000,20216110000301000205,2021-06-23,,1,영업/정상,2,영업,,,,,226022581.0,,7763.0,서울특별시 강서구 화곡동  ***번지 **호,"서울특별시 강서구 가로공원로 ***, *층 (화곡동)",,럭셔리뷰티 화곡점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,186000.686131924,448461.433973901,후원방문판매업,0,,,럭셔리뷰티화곡점_서울특별시강서구화곡동***번지**호
123,후원방문판매업체,08_26_05_P,6110000,20216110000301000195,2021-06-11,,3,폐업,4,폐업,2026-03-03,,,,,,5852.0,서울특별시 송파구 장지동  ***번지 *호 송파와이즈더샵,"서울특별시 송파구 위례광장로 ***, ***동 ***호 (장지동, 송파와이즈더샵)",,세.젤.예.인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,212609.377447603,441586.029967716,후원방문판매업,0,6400802097.0,,세.젤.예.인셀덤_서울특별시송파구장지동***번지*호송파와이즈더샵
117,후원방문판매업체,08_26_05_P,6110000,20216110000301000177,2021-05-31,,3,폐업,4,폐업,2026-03-03,,,,,,7801.0,서울특별시 강서구 마곡동  ***번지 *호 힐스테이트에코마곡역,"서울특별시 강서구 마곡중앙로 **, 힐스테이트에코마곡역 ***호 (마곡동)",,인셀덤 시청종로센터,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,184691.008477274,450919.925080126,후원방문판매업,0,7801001161.0,,인셀덤시청종로센터_서울특별시강서구마곡동***번지*호힐스테이트에코마곡역
246,후원방문판매업체,08_26_05_P,6270000,20216270000301000046,2021-05-13,,1,영업/정상,2,영업,,,,,532560190.0,,41949.0,대구광역시 중구 봉산동  ***번지 **호,대구광역시 중구 대봉로 *** (봉산동),,아모레퍼시픽 대구점,2026-03-04 00:00:00,U,2026-03-06 02:40:00,,344453.280128818,263570.302764726,후원방문판매업,0,3147800266.0,,아모레퍼시픽대구점_대구광역시중구봉산동***번지**호
120,후원방문판매업체,08_26_05_P,6110000,20216110000301000160,2021-05-12,,3,폐업,4,폐업,2026-03-03,,,,,,6502.0,서울특별시 서초구 반포동  ***번지 *호 반포아파트,"서울특별시 서초구 신반포로 **, **동 ***호 (반포동, 반포아파트)",,태이 뷰티 인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,198964.887539909,444780.898614992,후원방문판매업,0,2074103237.0,,태이뷰티인셀덤_서울특별시서초구반포동***번지*호반포아파트
119,후원방문판매업체,08_26_05_P,6110000,20216110000301000157,2021-05-12,,3,폐업,4,폐업,2026-03-03,,,,,,7045.0,서울특별시 동작구 상도동  ***번지 *호 동신리치빌,"서울특별시 동작구 성대로**나길 *, ***호 (상도동, 동신리치빌)",,인셀덤 플루트,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,194202.743541879,443875.740992479,후원방문판매업,0,6216900309.0,,인셀덤플루트_서울특별시동작구상도동***번지*호동신리치빌
118,후원방문판매업체,08_26_05_P,6110000,20216110000301000156,2021-05-12,,3,폐업,4,폐업,2026-03-03,,,,,,6949.0,서울특별시 동작구 상도동  ***번지 **호 태성,"서울특별시 동작구 상도로**카길 *, (상도동, 태성)",,인셀덤 선주대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,194310.860276435,444731.839823784,후원방문판매업,0,3081335965.0,,인셀덤선주대리점_서울특별시동작구상도동***번지**호태성
121,후원방문판매업체,08_26_05_P,6110000,20216110000301000163,2021-05-12,,3,폐업,4,폐업,2026-03-03,,,,,,16517.0,경기도 수원시 영통구 원천동  ***번지 *호 광교중흥에스클래스,"경기도 수원시 영통구 광교호수공원로 ***, b*층 *호(원천동, 광교중흥에스클래스)",,인셀덤 정,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,205026.079641798,420062.878231009,후원방문판매업,0,3712301161.0,,인셀덤정_경기도수원시영통구원천동***번지*호광교중흥에스클래스
122,후원방문판매업체,08_26_05_P,6110000,20216110000301000171,2021-05-12,,3,폐업,4,폐업,2026-03-03,,,,,,3357.0,서울특별시 은평구 불광동  ***번지 *호 북한산힐스테이트*차,"서울특별시 은평구 통일로 ***, 상가동 지하*층 ***호 (불광동, 북한산 힐스테이트*차)",,럭셔리 뷰티 연신내점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,193457.698457409,457135.217659827,후원방문판매업,0,5171701451.0,,럭셔리뷰티연신내점_서울특별시은평구불광동***번지*호북한산힐스테이트*차
115,후원방문판매업체,08_26_05_P,6110000,20216110000301000138,2021-05-07,,1,영업/정상,2,영업,,,,,24342228.0,,2154.0,서울특별시 중랑구 상봉동  ***번지 **호,"서울특별시 중랑구 봉우재로**길 **, *층 (상봉동)",,유니베라 상봉건강대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,207766.569869853,454758.069229086,후원방문판매업,0,4643100076.0,,유니베라상봉건강대리점_서울특별시중랑구상봉동***번지**호
114,후원방문판매업체,08_26_05_P,6110000,20216110000301000137,2021-05-07,,1,영업/정상,2,영업,,,,,29311177.0,,1699.0,서울특별시 노원구 중계동  ***번지 **호 월산빌딩,"서울특별시 노원구 한글비석로**길 **, 월산빌딩 *층 (중계동)",,㈜자연의혜택,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,206475.39914294,461628.138829901,후원방문판매업,0,7528701095.0,,㈜자연의혜택_서울특별시노원구중계동***번지**호월산빌딩
113,후원방문판매업체,08_26_05_P,6110000,20216110000301000136,2021-05-07,,1,영업/정상,2,영업,,,,,27652544.0,,2586.0,서울특별시 동대문구 신설동  ***번지 **호,"서울특별시 동대문구 난계로**길 **, *층 ***호 (신설동)",,유니베라 종오대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,202119.284217428,452448.43615294,후원방문판매업,0,4543200714.0,,유니베라종오대리점_서울특별시동대문구신설동***번지**호
191,후원방문판매업체,08_26_05_P,6110000,20216110000301000092,2021-04-14,,3,폐업,4,폐업,2026-03-03,,,,,,6013.0,서울특별시 강남구 청담동  ***번지 **호 청담현대*차아파트,"서울특별시 강남구 도산대로***길 **, ***동 *층 ***호 (청담동, 청담현대*차아파트)",,네버엔딩,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,204621.498819992,447188.287243136,후원방문판매업,0,8246200383.0,,네버엔딩_서울특별시강남구청담동***번지**호청담현대*차아파트
192,후원방문판매업체,08_26_05_P,6110000,20216110000301000095,2021-04-14,,3,폐업,4,폐업,2026-03-03,,,,,,21337.0,인천광역시 부평구 갈산동  ***번지 *호,인천광역시 부평구 장제로***번길 **-* (갈산동),,인셀덤 강서2호점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,,,후원방문판매업,0,6177400338.0,,인셀덤강서2호점_인천광역시부평구갈산동***번지*호
193,후원방문판매업체,08_26_05_P,6110000,20216110000301000102,2021-04-14,,3,폐업,4,폐업,2026-03-03,,,,,,8273.0,서울특별시 구로구 오류동  **번지 **호 동선빌딩,"서울특별시 구로구 경인로 ***, 동선빌딩 *층(오류동)",,인셀덤 서울시청점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,,,후원방문판매업,0,2692401225.0,,인셀덤서울시청점_서울특별시구로구오류동**번지**호동선빌딩
194,후원방문판매업체,08_26_05_P,6110000,20216110000301000106,2021-04-14,,3,폐업,4,폐업,2026-03-03,,,,,,1728.0,서울특별시 노원구 중계동  **번지 *호 중계현대*차아파트,"서울특별시 노원구 중계로*길 **, ***동 ****호 (중계동, 중계현대*차아파트)",,주네스대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,207211.953920549,460349.154510052,후원방문판매업,0,7947200441.0,,주네스대리점_서울특별시노원구중계동**번지*호중계현대*차아파트
196,후원방문판매업체,08_26_05_P,6110000,20216110000301000122,2021-04-14,,3,폐업,4,폐업,2026-03-03,,,,,,5547.0,서울특별시 송파구 방이동  **번지 *호,"서울특별시 송파구 위례성대로*길 **, *층 (방이동)",,비케이글로벌,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,209788.954721862,445693.725013651,후원방문판매업,0,7281401327.0,,비케이글로벌_서울특별시송파구방이동**번지*호
195,후원방문판매업체,08_26_05_P,6110000,20216110000301000121,2021-04-14,,3,폐업,4,폐업,2026-03-03,,,,,,5769.0,서울특별시 송파구 가락동  ***번지 *호,"서울특별시 송파구 오금로**가길 **, ***호 (가락동)",,인셀덤 도곡점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,211816.017858218,443941.396213714,후원방문판매업,0,3771701321.0,,인셀덤도곡점_서울특별시송파구가락동***번지*호
182,후원방문판매업체,08_26_05_P,6110000,20216110000301000088,2021-04-07,,3,폐업,4,폐업,2026-03-03,,,,23596196.0,,3330.0,서울특별시 은평구 갈현동  ***번지 *호,"서울특별시 은평구 통일로 ***, *층 (갈현동)",,아모레퍼시픽 은평나리특약점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,192901.586945148,457476.923746337,후원방문판매업,0,,,아모레퍼시픽은평나리특약점_서울특별시은평구갈현동***번지*호
197,후원방문판매업체,08_26_05_P,6110000,20216110000301000082,2021-03-19,,1,영업/정상,2,영업,,,,,,,2155.0,서울특별시 중랑구 면목동  **번지 **호 한성빌딩,"서울특별시 중랑구 면목로 ***, 한성빌딩 *층 (면목동)",,아모레퍼시픽 신중랑 특약점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,207605.319631481,454476.402983363,후원방문판매업,0,4733500952.0,,아모레퍼시픽신중랑특약점_서울특별시중랑구면목동**번지**호한성빌딩
198,후원방문판매업체,08_26_05_P,6110000,20216110000301000083,2021-03-19,,1,영업/정상,2,영업,,,,,,,5306.0,서울특별시 강동구 천호동  **번지 *호 동곡빌딩,"서울특별시 강동구 구천면로 ***, 동곡빌딩 *층 ***,***호 (천호동)",,아모레퍼시픽 명일 특약점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,212415.322011153,449821.32436925,후원방문판매업,0,7875500596.0,,아모레퍼시픽명일특약점_서울특별시강동구천호동**번지*호동곡빌딩
199,후원방문판매업체,08_26_05_P,6110000,20216110000301000084,2021-03-19,,1,영업/정상,2,영업,,,,,,,4598.0,서울특별시 중구 신당동  ***번지 *호 선일빌딩,"서울특별시 중구 동호로 ***, 선일빌딩 *층 ***호 (신당동)",,아모레퍼시픽 신당2특약점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,200820.038484557,450309.162582147,후원방문판매업,0,1560102268.0,,아모레퍼시픽신당2특약점_서울특별시중구신당동***번지*호선일빌딩
189,후원방문판매업체,08_26_05_P,6110000,20216110000301000071,2021-03-12,,3,폐업,4,폐업,2026-03-03,,,,,,2799.0,서울특별시 성북구 종암동  ***번지 *호 래미안라센트,"서울특별시 성북구 종암로**가길 **, ***동 ****호 (종암동, 래미안라센트)",,미사인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,203338.781911132,455219.400111121,후원방문판매업,0,8853800724.0,,미사인셀덤_서울특별시성북구종암동***번지*호래미안라센트
188,후원방문판매업체,08_26_05_P,6110000,20216110000301000054,2021-03-02,,3,폐업,4,폐업,2026-03-03,,,,,,7997.0,서울특별시 양천구 목동  ***번지 *호 현대**타워,"서울특별시 양천구 목동동로 ***, 현대**타워 **층 ****호(목동)",,인셀덤 코리아,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,188953.066831076,447333.569187997,후원방문판매업,0,1222515510.0,,인셀덤코리아_서울특별시양천구목동***번지*호현대**타워
187,후원방문판매업체,08_26_05_P,6110000,20216110000301000052,2021-02-19,,3,폐업,4,폐업,2026-03-03,,,,,,8501.0,서울특별시 금천구 가산동  ***번지 *호 에이스가산포휴,"서울특별시 금천구 가산디지털*로 ***, 에이스가산포휴 ****호 (가산동)",,인셀덤 핑클,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,189202.181652324,442562.722742062,후원방문판매업,0,4350401367.0,,인셀덤핑클_서울특별시금천구가산동***번지*호에이스가산포휴
248,후원방문판매업체,08_26_05_P,6410000,20216410000301100088,2021-01-28,,3,폐업,4,폐업,2026-03-03,,,,,,13643.0,경기도 성남시 수정구 창곡동  ***번지 *호 위례더힐** ****동 ****호,"경기도 성남시 수정구 위례순환로 ***, ****동 ****호 (창곡동, 위례더힐**)",,헬로 인셀덤,2026-03-05 00:00:00,U,2026-03-07 02:40:00,,213547.946222093,440848.369933534,후원방문판매업,0,1530101917.0,,헬로인셀덤_경기도성남시수정구창곡동***번지*호위례더힐******동****호
165,후원방문판매업체,08_26_05_P,6110000,20216110000301000006,2021-01-20,,3,폐업,4,폐업,2026-03-02,,,,,,8788.0,서울특별시 관악구 봉천동  ****번지 *호,"서울특별시 관악구 남부순환로***길 **, ***호 (봉천동)",,리만 코리아,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,195822.799842045,441959.247877728,후원방문판매업,0,,,리만코리아_서울특별시관악구봉천동****번지*호
164,후원방문판매업체,08_26_05_P,6110000,20216110000301000002,2021-01-20,,3,폐업,4,폐업,2026-03-03,,,,,,6370.0,서울특별시 강남구 자곡동  **번지 *호 강남한양수자인아파트,"서울특별시 강남구 자곡로 ***, ***동 *층 ***호 (자곡동, 강남한양수자인아파트)",,인셀덤그레이스,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,209897.807021555,441522.984512949,후원방문판매업,0,,,인셀덤그레이스_서울특별시강남구자곡동**번지*호강남한양수자인아파트
172,후원방문판매업체,08_26_05_P,6110000,20216110000301000015,2021-01-20,,3,폐업,4,폐업,2026-03-03,,,,,,6712.0,서울특별시 서초구 서초동  ****번지 **호 태평타운,"서울특별시 서초구 효령로**길 **, B**호 (서초동, 태평타운)",,아름다운 인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,200737.686612872,442099.769915937,후원방문판매업,0,,,아름다운인셀덤_서울특별시서초구서초동****번지**호태평타운
239,후원방문판매업체,08_26_05_P,6110000,20216110000301000009,2021-01-20,,3,폐업,4,폐업,2026-03-03,,,,,,,서울특별시 금천구 독산동  ***번지 **호,"서울특별시 금천구 독산로**가길 **, ***호 (독산동)",,미래스타,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,191578.842963722,441334.421256781,후원방문판매업,0,,,미래스타_서울특별시금천구독산동***번지**호
190,후원방문판매업체,08_26_05_P,6110000,20206110000301000230,2020-12-21,,3,폐업,4,폐업,2026-03-03,,,,,,2848.0,서울특별시 성북구 삼선동*가  ***번지 *호 윤홍빌딩,"서울특별시 성북구 보문로 ***, 윤홍빌딩 *층 (삼선동*가)",,아모레성북특약점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,201494.411782732,454018.193573792,후원방문판매업,0,,,아모레성북특약점_서울특별시성북구삼선동*가***번지*호윤홍빌딩
153,후원방문판매업체,08_26_05_P,6110000,20206110000301000213,2020-12-15,,3,폐업,4,폐업,2026-03-03,,,,,,5350.0,서울특별시 강동구 길동  ***번지 *호 길동우성아파트,"서울특별시 강동구 천호대로***길 **, ***동 ***호 (길동, 길동우성아파트)",,인셀덤 자스 153,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,212673.215267333,448333.192761478,후원방문판매업,0,,,인셀덤자스153_서울특별시강동구길동***번지*호길동우성아파트
152,후원방문판매업체,08_26_05_P,6110000,20206110000301000210,2020-11-16,,3,폐업,4,폐업,2026-03-03,,,,,,8599.0,서울특별시 금천구 독산동  ****번지 *호 한신아파트,"서울특별시 금천구 한내로 **, **동 ****호 (독산동, 한신아파트)",,인셀덤뷰티장윤정,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,190023.426907798,439379.272866954,후원방문판매업,0,,,인셀덤뷰티장윤정_서울특별시금천구독산동****번지*호한신아파트
186,후원방문판매업체,08_26_05_P,6110000,20206110000301000197,2020-11-16,,3,폐업,4,폐업,2026-03-03,,,,,,1473.0,서울특별시 도봉구 창동  ***번지 ***호,"서울특별시 도봉구 덕릉로**가길 **, *층 ***호 (창동)",,눈부시게 인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,203413.089743042,459579.006433072,후원방문판매업,0,,,눈부시게인셀덤_서울특별시도봉구창동***번지***호
151,후원방문판매업체,08_26_05_P,6110000,20206110000301000204,2020-11-16,,3,폐업,4,폐업,2026-03-03,,,,,,8085.0,서울특별시 양천구 신정동  ****번지 **호,"서울특별시 양천구 중앙로**길 **, *층 (신정동)",,인셀덤 제라늄,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,187258.071285834,446341.808270681,후원방문판매업,0,,,인셀덤제라늄_서울특별시양천구신정동****번지**호
149,후원방문판매업체,08_26_05_P,6110000,20206110000301000195,2020-11-16,,3,폐업,4,폐업,2026-03-03,,,,,,8378.0,서울특별시 구로구 구로동  ***번지 *호 예성유토피아,"서울특별시 구로구 도림천로 ***, 예성유토피아 ***동 ***호 (구로동)",,인셀덤 아이리스,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,191043.451267658,442580.472799743,후원방문판매업,0,,,인셀덤아이리스_서울특별시구로구구로동***번지*호예성유토피아
150,후원방문판매업체,08_26_05_P,6110000,20206110000301000202,2020-11-16,,3,폐업,4,폐업,2026-03-03,,,,,,5622.0,서울특별시 송파구 송파동  **번지 *호,"서울특별시 송파구 오금로**길 **, *층 ***호 (송파동)",,인셀덤 플렉스,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,209491.088450143,445298.017156638,후원방문판매업,0,,,인셀덤플렉스_서울특별시송파구송파동**번지*호
243,후원방문판매업체,08_26_05_P,6110000,20206110000301000284,2020-11-12,,1,영업/정상,2,영업,,,,,23054112.0,,3478.0,서울특별시 은평구 응암동  ***번지 **호,"서울특별시 은평구 응암로**길 *-*, *층 좌측가호(응암동)",,유니베라신은평영업국,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,192646.05855542,453988.602614144,후원방문판매업,0,,,유니베라신은평영업국_서울특별시은평구응암동***번지**호
241,후원방문판매업체,08_26_05_P,6110000,20206110000301000283,2020-10-20,,1,영업/정상,2,영업,,,,,24750045.0,,5339.0,서울특별시 강동구 천호동  ***번지 *호 현대코아아파트,"서울특별시 강동구 천호대로 ****, *층 *호(천호동, 현대코아아파트)",,유니베라 서울동부,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,211750.89622364,448202.632546787,후원방문판매업,0,,,유니베라서울동부_서울특별시강동구천호동***번지*호현대코아아파트
144,후원방문판매업체,08_26_05_P,6110000,20206110000301000176,2020-10-19,,3,폐업,4,폐업,2026-03-03,,,,,,6059.0,서울특별시 강남구 논현동  ***번지 **호,"서울특별시 강남구 선릉로***길 **, ***호 (논현동)",,인셀덤아셀,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,203428.707342623,446248.481254165,후원방문판매업,0,,,인셀덤아셀_서울특별시강남구논현동***번지**호
145,후원방문판매업체,08_26_05_P,6110000,20206110000301000179,2020-10-19,,3,폐업,4,폐업,2026-03-03,,,,,,7595.0,서울특별시 강서구 마곡동  ***번지 *호,"서울특별시 강서구 마곡중앙*로 **-*, ***호 (마곡동)",,굿초이스 인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,184231.023351932,451698.134143327,후원방문판매업,0,,,굿초이스인셀덤_서울특별시강서구마곡동***번지*호
146,후원방문판매업체,08_26_05_P,6110000,20206110000301000184,2020-10-19,,3,폐업,4,폐업,2026-03-03,,,,,,3611.0,서울특별시 서대문구 홍은동  **번지 **호,서울특별시 서대문구 세검정로*길 ***-* (홍은동),,효생,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,195200.143471229,454714.821422319,후원방문판매업,0,,,효생_서울특별시서대문구홍은동**번지**호
72,후원방문판매업체,08_26_05_P,6110000,20206110000301000175,2020-10-06,,1,영업/정상,2,영업,,,,,23332086.0,,3996.0,서울특별시 마포구 서교동  ***번지 *호 영훈빌딩,"서울특별시 마포구 월드컵로 **, 영훈빌딩 *층 (서교동)",,(주)럭셔리뷰티마포,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,191924.872456865,450558.470334129,후원방문판매업,0,,,(주)럭셔리뷰티마포_서울특별시마포구서교동***번지*호영훈빌딩
143,후원방문판매업체,08_26_05_P,6110000,20206110000301000174,2020-09-24,,3,폐업,4,폐업,2026-03-03,,,,,,7939.0,서울특별시 양천구 신정동  ***번지 *호 코끼리연립,"서울특별시 양천구 은행정로**가길 *, 나동 ***호 (신정동, 코끼리연립)",,마린보이(Marine Boy),2026-03-03 00:00:00,U,2026-03-05 02:40:00,,187365.169776918,447369.742008181,후원방문판매업,0,,,마린보이(MarineBoy)_서울특별시양천구신정동***번지*호코끼리연립
235,후원방문판매업체,08_26_05_P,6110000,20206110000301000167,2020-09-14,,3,폐업,4,폐업,2026-03-03,,,,,,52533.0,경상남도 사천시 사남면 월성리 ***번지 *호 사천푸르지오,"경상남도 사천시 사남면 조동길 **, ***동 ***호(사천 푸르지오)",,태평양드림인셀덤대리점,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,297090.645029236,174099.981939675,후원방문판매업,0,,,태평양드림인셀덤대리점_경상남도사천시사남면월성리***번지*호사천푸르지오
142,후원방문판매업체,08_26_05_P,6110000,20206110000301000172,2020-09-14,,3,폐업,4,폐업,2026-03-03,,,,,,4734.0,서울특별시 성동구 옥수동  ***번지 *호 옥수삼성아파트,"서울특별시 성동구 독서당로 ***, ***동 ****호 (옥수동, 옥수삼성아파트)",,테바 인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,201170.960314149,448900.635568165,후원방문판매업,0,,,테바인셀덤_서울특별시성동구옥수동***번지*호옥수삼성아파트
141,후원방문판매업체,08_26_05_P,6110000,20206110000301000160,2020-09-14,,3,폐업,4,폐업,2026-03-03,,,,,,1108.0,서울특별시 강북구 미아동  ***번지 ****호 태백아트빌,"서울특별시 강북구 솔매로*가길 **, ***호 (미아동, 태백아트빌)",,세미 인셀덤,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,201229.7181882,458144.988457665,후원방문판매업,0,,,세미인셀덤_서울특별시강북구미아동***번지****호태백아트빌
57,후원방문판매업체,08_26_05_P,6110000,20206110000301000133,2020-08-19,,3,폐업,4,폐업,2026-03-03,,,,,,8393.0,서울특별시 구로구 구로동  ****번지 *호 파트너스타워*차,"서울특별시 구로구 디지털로**가길 **, 파트너스타워*차 ****동 ***호 (구로동)",,인셀덤 글로벌,2026-03-03 00:00:00,U,2026-03-05 02:40:00,,190967.257864999,442305.216740774,후원방문판매업,0,,,인셀덤글로벌_서울특별시구로구구로동****번지*호파트너스타워*차
