번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),법인구분명,구분명,Unnamed: 30,record_key
137,유료직업소개소,11_50_02_P,4050000,2024564001814500007,2020-03-11,,1,영업/정상,20,영업중,,,,,,,,경기도 용인시 수지구 죽전동 927,"경기도 용인시 수지구 용구대로2790번길 7, 2층 204호 (죽전동)",16866,서치넷,2026-03-05 10:53:43,U,2026-03-07 02:40:00,,209672.025599037,425857.769482926,개인,유료,,서치넷_경기도용인시수지구죽전동927
154,유료직업소개소,11_50_02_P,4691000,2020469032014500002,2020-03-11,,1,영업/정상,20,영업중,,,,,,,,전북특별자치도 정읍시 연지동 252번지 117호,전북특별자치도 정읍시 서부로 10 (연지동),56160,상하인력,2026-03-05 13:08:06,U,2026-03-07 02:40:00,,185855.900344891,229958.317438471,개인,유료,,상하인력_전북특별자치도정읍시연지동252번지117호
134,유료직업소개소,11_50_02_P,3010000,2020301016514500004,2020-02-06,,1,영업/정상,20,영업중,,,,,02  22313104,,,서울특별시 중구 신당동 120번지 10호,"서울특별시 중구 퇴계로 422-2, 4층층 (신당동)",04577,삼일인력,2026-03-05 09:16:32,U,2026-03-07 02:40:00,,201574.59566586,451462.779618478,개인,유료,,삼일인력_서울특별시중구신당동120번지10호
24,유료직업소개소,11_50_02_P,3530000,2020353019814500002,2020-01-29,,1,영업/정상,20,영업중,,,,,,,,인천광역시 남동구 구월동 1347-17,"인천광역시 남동구 문화로 105, 2층 (구월동)",21569,주식회사 동행직업소개소,2026-03-03 17:09:41,U,2026-03-05 02:40:00,,173315.211479989,438520.244981184,법인,유료,,주식회사동행직업소개소_인천광역시남동구구월동1347-17
19,유료직업소개소,11_50_02_P,3010000,2020301016514500005,2019-09-05,,1,영업/정상,20,영업중,,,,,02  22752557,,,서울특별시 중구 필동2가 16번지 6호 풍산빌딩,"서울특별시 중구 퇴계로 202, 풍산빌딩 401호 (필동2가)",04625,주식회사 지오코칭,2026-03-03 09:26:08,U,2026-03-05 02:40:00,,199424.210387436,450959.66448749,법인,유료,,주식회사지오코칭_서울특별시중구필동2가16번지6호풍산빌딩
65,유료직업소개소,11_50_02_P,4390000,2019439021414500007,2019-05-07,,1,영업/정상,20,영업중,,,,,,,,충청북도 충주시 봉방동 31번지 1호,충청북도 충주시 탄금대로 57 (봉방동),27426,큰산인력,2026-03-04 10:20:51,U,2026-03-06 02:40:00,,282074.916452517,386405.456147582,개인,유료,,큰산인력_충청북도충주시봉방동31번지1호
123,유료직업소개소,11_50_02_P,3010000,2019301016514500010,2019-05-03,,1,영업/정상,20,영업중,,,,,02  67196396,,,서울특별시 중구 을지로2가 204번지 삼화타워,"서울특별시 중구 을지로5길 16, 삼화타워 4층 (을지로2가)",04539,(주)키스템프그룹,2026-03-05 09:24:26,U,2026-03-07 02:40:00,,198591.48750042,451623.0201872,법인,유료,,(주)키스템프그룹_서울특별시중구을지로2가204번지삼화타워
13,유료직업소개소,11_50_02_P,4010000,2019401031614500004,2019-04-26,,1,영업/정상,20,영업중,,,,,,,,경기도 시흥시 정왕동 2321-1 블랙이글빌딩,"경기도 시흥시 오동마을로6번길 5, 블랙이글빌딩 4층 (정왕동)",15049,(주)링크온,2026-03-03 10:35:58,U,2026-03-05 02:40:00,,177088.452470942,427870.683146684,법인,유료,,(주)링크온_경기도시흥시정왕동2321-1블랙이글빌딩
36,유료직업소개소,11_50_02_P,3740000,2021561001814500002,2019-04-16,,1,영업/정상,20,영업중,,,,,07051433330,,,경기도 수원시 영통구 하동 1016-1 광교 SK VIEW Lake,"경기도 수원시 영통구 법조로 25, 광교 SK VIEW Lake A동 3505호 (하동)",16514,주식회사 솔찬컴퍼니,2026-03-03 11:54:36,U,2026-03-05 02:40:00,,205273.931816708,420610.782510294,법인,유료,,주식회사솔찬컴퍼니_경기도수원시영통구하동1016-1광교SKVIEWLake
11,유료직업소개소,11_50_02_P,5410000,2019541011214500004,2019-03-26,,1,영업/정상,20,영업중,,,,,,,,경상남도 창녕군 창녕읍 술정리 177번지 5호,"경상남도 창녕군 창녕읍 창녕대로 99-1, 401호",50332,현일산업,2026-03-03 17:44:52,U,2026-03-05 02:40:00,,335686.472719652,227318.08954158,개인,유료,,현일산업_경상남도창녕군창녕읍술정리177번지5호
47,유료직업소개소,11_50_02_P,3860000,2025389100614500001,2019-03-04,,1,영업/정상,20,영업중,,,,,,,,경기도 부천시 오정구 원종동 375 201호,"경기도 부천시 오정구 삼작로 382, 201호 (원종동)",14465,동방인력,2026-03-03 18:20:11,U,2026-03-05 02:40:00,,182617.466212802,446400.819726691,개인,유료,,동방인력_경기도부천시오정구원종동375201호
12,유료직업소개소,11_50_02_P,6510000,2019651021614500006,2019-02-18,,1,영업/정상,20,영업중,,,,,064 745 3666,,,제주특별자치도 제주시 일도이동 367번지 16호,"제주특별자치도 제주시 고마로 84, 5층 (일도이동)",63275,동남기업,2026-03-03 17:01:37,U,2026-03-05 02:40:00,,157217.336239759,1244.33320676555,개인,유료,,동남기업_제주특별자치도제주시일도이동367번지16호
63,유료직업소개소,11_50_02_P,4580000,2018458009314500005,2018-12-27,,1,영업/정상,20,영업중,,,,,,,,충청남도 서천군 장항읍 신창리 346번지 4호,충청남도 서천군 장항읍 장항로 98,33666,장산 인력사무소,2026-03-04 16:08:20,U,2026-03-06 02:40:00,,171884.78043744,279141.65922406,개인,유료,,장산인력사무소_충청남도서천군장항읍신창리346번지4호
52,유료직업소개소,11_50_02_P,3900000,2026390037314500001,2018-03-19,,1,영업/정상,20,영업중,,,,,,,,서울특별시 구로구 구로동 147-1 형진빌딩,"서울특별시 구로구 구로중앙로 4, 형진빌딩 3층 (구로동)",08305,희망파출인력,2026-03-04 09:41:19,I,2026-03-06 00:20:02,,190462.054263339,443195.170237914,,,,희망파출인력_서울특별시구로구구로동147-1형진빌딩
125,유료직업소개소,11_50_02_P,3940000,2018395005214500004,2018-02-26,,1,영업/정상,20,영업중,,,,,031 966 1604,,,경기도 고양시 덕양구 성사동 408번지 18호,"경기도 고양시 덕양구 호국로790번길 119, 지하1층 1호 (성사동)",10465,현인력,2026-03-05 13:44:22,U,2026-03-07 02:40:00,,186000.3755359,461310.074104311,개인,유료,,현인력_경기도고양시덕양구성사동408번지18호
31,유료직업소개소,11_50_02_P,3450000,2018345015514500001,2018-01-30,,1,영업/정상,20,영업중,,,,,053 350 1091,,,대구광역시 북구 칠성동2가 528번지 4호,"대구광역시 북구 칠성남로 158-9, 5층 (칠성동2가)",41580,㈜일로이룸,2026-03-03 10:32:29,U,2026-03-05 02:40:00,,344233.425154616,265212.836609044,법인,유료,,㈜일로이룸_대구광역시북구칠성동2가528번지4호
76,유료직업소개소,11_50_02_P,3860000,2017386049914500008,2017-12-20,,1,영업/정상,20,영업중,,,,,,,,경기도 부천시 소사구 송내동 709번지 1호 303호,"경기도 부천시 소사구 송내대로 39, 3층 303호 (송내동)",14742,바른인력개발,2026-03-04 09:04:37,U,2026-03-06 02:40:00,,178071.53099738,442790.62766875,개인,유료,,바른인력개발_경기도부천시소사구송내동709번지1호303호
128,유료직업소개소,11_50_02_P,3380000,2017338007114500003,2017-11-27,,1,영업/정상,20,영업중,,,,,051  8195656,,,부산광역시 수영구 남천동 6-15,"부산광역시 수영구 남천동로108번길 20, 4층 6호 (남천동)",48304,RBI KOREA,2026-03-05 11:20:41,U,2026-03-07 02:40:00,,392438.168406013,185050.932337216,개인,유료,,RBIKOREA_부산광역시수영구남천동6-15
96,유료직업소개소,11_50_02_P,4170000,2017417013414500007,2017-10-20,,3,폐업,40,폐업,2026-03-04,,,,0317735355,,,경기도 양평군 강상면 병산리 1056번지 2호,경기도 양평군 강상면 강남로 699,12571,그린인력사무소,2026-03-04 17:22:41,U,2026-03-06 02:40:00,,240418.580041805,443898.467809395,개인,유료,,그린인력사무소_경기도양평군강상면병산리1056번지2호
147,유료직업소개소,11_50_02_P,3430000,2025343012714500011,2017-06-22,,1,영업/정상,20,영업중,,,,,,,,대구광역시 서구 이현동 42-68,"대구광역시 서구 북비산로 78, 6층 601-4호 (이현동)",41757,내일인력 유료직업소개소,2026-03-05 09:20:17,U,2026-03-07 02:40:00,,339144.031774726,265313.044197317,개인,유료,,내일인력유료직업소개소_대구광역시서구이현동42-68
66,유료직업소개소,11_50_02_P,4800000,2017480024514500008,2017-03-16,,1,영업/정상,20,영업중,,,,,,,,전라남도 목포시 금화동 18-13 남태평양횟집,"전라남도 목포시 해안로 126-2, 남태평양횟집 (금화동)",58759,신아름 인력,2026-03-04 10:40:50,U,2026-03-06 02:40:00,,143011.750949963,142623.586487808,개인,유료,,신아름인력_전라남도목포시금화동18-13남태평양횟집
87,유료직업소개소,11_50_02_P,3430000,2017343009514500002,2017-03-02,,1,영업/정상,20,영업중,,,,,,,,대구광역시 서구 비산동 881번지 3호,대구광역시 서구 서대구로 290-5 (비산동),41724,대건직업소개소,2026-03-04 17:23:55,U,2026-03-06 02:40:00,,340491.090242606,265957.698214992,개인,유료,,대건직업소개소_대구광역시서구비산동881번지3호
33,유료직업소개소,11_50_02_P,3910000,2017391026814500006,2017-02-22,,3,폐업,40,폐업,2026-03-03,,,,031 691 8787,,,경기도 평택시 비전동 760번지 6호,경기도 평택시 중앙로 159 (비전동),17898,동양인력,2026-03-03 19:38:09,U,2026-03-05 02:40:00,,208890.529755991,387863.312450193,개인,유료,,동양인력_경기도평택시비전동760번지6호
62,유료직업소개소,11_50_02_P,3220000,2016322016314500056,2016-12-01,,1,영업/정상,20,영업중,,,,,02  566 2966,,,서울특별시 강남구 역삼동 703-1 SC빌딩,"서울특별시 강남구 테헤란로43길 18, SC빌딩 2층 (역삼동)",06151,(주)메디랩스,2026-03-04 10:42:52,U,2026-03-06 02:40:00,,203823.179945571,444690.596663013,법인,유료,,(주)메디랩스_서울특별시강남구역삼동703-1SC빌딩
15,유료직업소개소,11_50_02_P,3590000,2016359015414500005,2016-11-09,,1,영업/정상,20,영업중,,,,,062 2286111,,,광주광역시 동구 남동 113-2,"광주광역시 동구 제봉로 56, 1층 (남동)",61468,효도요양보호사협회,2026-03-03 15:40:18,U,2026-03-05 02:40:00,,192739.208685336,182708.940130306,개인,유료,,효도요양보호사협회_광주광역시동구남동113-2
108,유료직업소개소,11_50_02_P,4060000,2016406033414500015,2016-08-30,,1,영업/정상,20,영업중,,,,,031 946 1285,,,경기도 파주시 교하동 355-7,"경기도 파주시 교하로 1423-1, 1층 (교하동)",10867,하나인력,2026-03-04 09:12:20,U,2026-03-06 02:40:00,,177812.509620072,472277.999271376,개인,유료,,하나인력_경기도파주시교하동355-7
17,유료직업소개소,11_50_02_P,6510000,2016651014614500001,2016-02-17,,1,영업/정상,20,영업중,,,,,,,,제주특별자치도 제주시 용담일동 2829-3,"제주특별자치도 제주시 서광로 173, 3층 302호 (용담일동)",63184,(주)홈앤워크,2026-03-03 15:49:17,U,2026-03-05 02:40:00,,154851.962184309,532.527808059067,법인,유료,,(주)홈앤워크_제주특별자치도제주시용담일동2829-3
160,유료직업소개소,11_50_02_P,5690000,2017569002214500005,2015-08-18,,1,영업/정상,20,영업중,,,,,044 867 6661,,,세종특별자치시 금남면 용포리 70번지 11호,세종특별자치시 금남면 용포로 42,30083,세종인력,2026-03-05 10:37:41,U,2026-03-07 02:40:00,,225086.254376889,329079.838774938,개인,유료,,세종인력_세종특별자치시금남면용포리70번지11호
122,유료직업소개소,11_50_02_P,4520000,2015452030214500007,2015-05-13,,1,영업/정상,20,영업중,,,,,041 547 1604,,,충청남도 아산시 배방읍 북수리 400번지 1호,충청남도 아산시 배방읍 온천대로 2199,31483,가온전기,2026-03-05 17:59:20,U,2026-03-07 02:40:00,,206831.742075535,363888.539978123,개인,유료,,가온전기_충청남도아산시배방읍북수리400번지1호
121,유료직업소개소,11_50_02_P,4520000,2015452030214500006,2015-05-04,,1,영업/정상,20,영업중,,,,,041 534 7060,,,충청남도 아산시 온천동 1355번지,충청남도 아산시 번영로 79 (온천동),336-011,하나테크,2026-03-05 17:57:55,U,2026-03-07 02:40:00,,199898.035083545,365062.589407614,개인,유료,,하나테크_충청남도아산시온천동1355번지
67,유료직업소개소,11_50_02_P,3990000,2015399027014500002,2015-02-05,,1,영업/정상,20,영업중,,,,,,,,경기도 남양주시 진건읍 사능리 633번지 92호,"경기도 남양주시 진건읍 진건오남로 17-4, 101호",472-831,사능직업소개소,2026-03-04 11:33:16,U,2026-03-06 02:40:00,,215743.451362389,461141.741735862,개인,유료,,사능직업소개소_경기도남양주시진건읍사능리633번지92호
103,유료직업소개소,11_50_02_P,5060000,2015506010214500001,2015-02-02,,1,영업/정상,20,영업중,,,,,,,,,"경상북도 김천시 충효길 74 (성내동, 항도빌라)",39584,김천여성직업소개소,2026-03-04 13:09:25,U,2026-03-06 02:40:00,,300725.729513331,292122.576655045,개인,유료,,김천여성직업소개소_
89,유료직업소개소,11_50_02_P,3020000,2018302015014500007,2015-01-29,,1,영업/정상,20,영업중,,,,,02  69589197,,,서울특별시 용산구 남영동 62-1,"서울특별시 용산구 한강대로80길 11-49, 1층 2호 (남영동)",04352,케이잡스(주) 직업소개소,2026-03-04 13:47:07,U,2026-03-06 02:40:00,,,,법인,유료,,케이잡스(주)직업소개소_서울특별시용산구남영동62-1
132,유료직업소개소,11_50_02_P,3860000,2014387005214500006,2014-11-17,,1,영업/정상,20,영업중,,,,,,,,경기도 부천시 원미구 원미동 92번지 1호,"경기도 부천시 원미구 부천로 132 (원미동, 서부빌딩)",14566,통일종합인력,2026-03-05 16:17:28,U,2026-03-07 02:40:00,,180980.744129904,443780.676440281,개인,유료,,통일종합인력_경기도부천시원미구원미동92번지1호
84,유료직업소개소,11_50_02_P,4641000,2014465007714500015,2014-10-15,,1,영업/정상,20,영업중,,,,,,,,전북특별자치도 전주시 완산구 태평동 132번지 1호 29통 2반,전북특별자치도 전주시 완산구 성지산3길 28 (효자동1가),55081,미래인력,2026-03-04 16:40:11,U,2026-03-06 02:40:00,,212060.650935488,258143.366784208,개인,유료,,미래인력_전북특별자치도전주시완산구태평동132번지1호29통2반
16,유료직업소개소,11_50_02_P,3990000,2014399023414500003,2014-03-26,,1,영업/정상,20,영업중,,,,,031 552 2228,,,경기도 남양주시 다산동 3129-62,"경기도 남양주시 경춘로 456-5, 1층 (다산동)",12258,다산인력개발,2026-03-03 15:58:09,U,2026-03-05 02:40:00,,214422.247630058,456312.026590303,개인,유료,,다산인력개발_경기도남양주시다산동3129-62
105,유료직업소개소,11_50_02_P,4390000,2014439010314500004,2014-02-20,,3,폐업,40,폐업,2026-03-03,,,,043 846 4114,,,충청북도 충주시 주덕읍 신양리 169번지 6호,충청북도 충주시 주덕읍 신덕로 1391,380-884,길 인력사무소,2026-03-04 10:27:22,U,2026-03-06 02:40:00,,271062.650997097,386059.657439172,개인,유료,,길인력사무소_충청북도충주시주덕읍신양리169번지6호
104,유료직업소개소,11_50_02_P,4450000,2013445005314500001,2013-03-14,,1,영업/정상,20,영업중,,,,,0435338220,,,충청북도 진천군 광혜원면 광혜원리 230-5 주일노블레스빌 다동 202호,"충청북도 진천군 광혜원면 바들말2길 23, 다동 202호 (주일노블레스빌)",27801,하나로직업소개소,2026-03-04 22:05:26,U,2026-03-06 02:40:00,,239749.148925624,387729.187273967,개인,유료,,하나로직업소개소_충청북도진천군광혜원면광혜원리230-5주일노블레스빌다동202호
61,유료직업소개소,11_50_02_P,3170000,2013317014314500001,2013-01-03,,1,영업/정상,20,영업중,,,,,02  60978900,,,서울특별시 금천구 가산동 345-30 남성프라자,"서울특별시 금천구 디지털로 130, 남성프라자 1403호 (가산동)",08589,(주)에이치알컨설팅그룹,2026-03-04 13:15:14,U,2026-03-06 02:40:00,,189472.091898625,441483.675018356,법인,유료,,(주)에이치알컨설팅그룹_서울특별시금천구가산동345-30남성프라자
1,유료직업소개소,11_50_02_P,3000000,2012300016314500005,2012-12-18,,1,영업/정상,20,영업중,,,,,02  63277300,,,서울특별시 종로구 내수동 167 대우빌딩,"서울특별시 종로구 새문안로3길 30, 대우빌딩 601, 603호 (내수동)",03173,주식회사플러스휴먼리소스,2026-03-02 19:23:12,U,2026-03-04 02:40:00,,197567.93800572,452276.454633376,법인,유료,,주식회사플러스휴먼리소스_서울특별시종로구내수동167대우빌딩
141,유료직업소개소,11_50_02_P,4641000,2012466006914500009,2012-11-16,,1,영업/정상,20,영업중,,,,,063 242 1585,,,전북특별자치도 전주시 덕진구 인후동1가 631번지 7호,전북특별자치도 전주시 덕진구 건산로 141 (인후동1가),55008,신화인력,2026-03-05 14:20:58,U,2026-03-07 02:40:00,,213729.975341872,259262.775558324,개인,유료,,신화인력_전북특별자치도전주시덕진구인후동1가631번지7호
124,유료직업소개소,11_50_02_P,3620000,2012362008014500027,2012-07-03,,1,영업/정상,20,영업중,,,,,,,,광주광역시 북구 두암1동 903번지 17호,광주광역시 북구 군왕로 75 (두암동),500-811,예은직업소개소,2026-03-05 09:35:51,U,2026-03-07 02:40:00,,193774.09670933,185425.647686665,개인,유료,,예은직업소개소_광주광역시북구두암1동903번지17호
130,유료직업소개소,11_50_02_P,3010000,2016301013114500001,2012-03-22,,1,영업/정상,20,영업중,,,,,02  739 8620,,,서울특별시 중구 남대문로1가 18번지 대일빌딩,"서울특별시 중구 남대문로 120, 대일빌딩 8층 (남대문로1가)",04540,주식회사 써치앤컴퍼니,2026-03-05 13:55:04,U,2026-03-07 02:40:00,,198432.295442181,451739.340203358,법인,유료,,주식회사써치앤컴퍼니_서울특별시중구남대문로1가18번지대일빌딩
18,유료직업소개소,11_50_02_P,3060000,2012306009914500002,2012-02-10,,1,영업/정상,20,영업중,,,,,02  22073272,,,서울특별시 중랑구 면목3.8동 458번지 2호,서울특별시 중랑구 면목로54길 14 (면목동),131-813,매일건설인력,2026-03-03 17:55:13,U,2026-03-05 02:40:00,,207809.077658925,453464.628946086,개인,유료,,매일건설인력_서울특별시중랑구면목3.8동458번지2호
46,유료직업소개소,11_50_02_P,5690000,2020569023914500013,2012-01-19,,1,영업/정상,20,영업중,,,,,044 864 1490,,,세종특별자치시 나성동 752 한림프라자,"세종특별자치시 한누리대로 219, 한림프라자 4층 401~403호 (나성동)",30127,(주)지에스씨넷,2026-03-03 08:44:18,U,2026-03-05 02:40:00,,223135.156560498,331499.428242868,법인,유료,,(주)지에스씨넷_세종특별자치시나성동752한림프라자
94,유료직업소개소,11_50_02_P,5670000,2011567002514500010,2011-02-18,,1,영업/정상,20,영업중,,,,,,,,경상남도 창원시 마산회원구 내서읍 중리 459번지 11호,경상남도 창원시 마산회원구 내서읍 함마대로 2803,630-857,중리인력직업소개소,2026-03-04 17:35:17,U,2026-03-06 02:40:00,,338135.63981756,195512.414457046,개인,유료,,중리인력직업소개소_경상남도창원시마산회원구내서읍중리459번지11호
153,유료직업소개소,11_50_02_P,3700000,2010370005514500023,2010-12-14,,1,영업/정상,20,영업중,,,,,052 966 3500,,,울산광역시 남구 신정동 1233번지 8호,"울산광역시 남구 수암로 5, 3,5층 (신정동)",44730,(주)좋은일자리,2026-03-05 11:25:00,U,2026-03-07 02:40:00,,409353.832553911,228282.839586406,법인,유료,,(주)좋은일자리_울산광역시남구신정동1233번지8호
127,유료직업소개소,11_50_02_P,3940000,2010395005114500004,2010-03-22,,1,영업/정상,20,영업중,,,,,031 967 3188,,,경기도 고양시 덕양구 주교동 609번지 8호 2층,"경기도 고양시 덕양구 고양대로 1347 (주교동,2층)",,경기인력,2026-03-05 13:45:38,U,2026-03-07 02:40:00,,185286.225,461466.880000001,개인,유료,,경기인력_경기도고양시덕양구주교동609번지8호2층
73,유료직업소개소,11_50_02_P,3000000,2014300016914500014,2008-11-24,,1,영업/정상,20,영업중,,,,,02  730 9565,,,서울특별시 종로구 무악동 63-4 12호,"서울특별시 종로구 통일로 272, 2층 12호 (무악동)",03030,송연직업소개소,2026-03-04 15:40:18,U,2026-03-06 02:40:00,,196079.544115659,452655.045595768,개인,유료,,송연직업소개소_서울특별시종로구무악동63-412호
152,유료직업소개소,11_50_02_P,4641000,2018466006914500008,2008-08-20,,1,영업/정상,20,영업중,,,,,,,,전북특별자치도 전주시 덕진구 인후동1가 926-3,전북특별자치도 전주시 덕진구 아중로 122(인후동1가),55030,삼우철거인력공사,2026-03-05 14:27:39,U,2026-03-07 02:40:00,,214680.935123731,258309.893294179,개인,유료,,삼우철거인력공사_전북특별자치도전주시덕진구인후동1가926-3
14,유료직업소개소,11_50_02_P,4231000,2007423005111500003,2007-04-09,,1,영업/정상,20,영업중,,,,,,,,강원특별자치도 속초시 교동 661번지 17호 13통 5반,강원특별자치도 속초시 중앙로 50-1 (교동),,한나루유료직업소개소,2026-03-03 15:31:32,U,2026-03-05 02:40:00,,338509.182924168,523109.364406958,개인,유료,,한나루유료직업소개소_강원특별자치도속초시교동661번지17호13통5반
126,유료직업소개소,11_50_02_P,3940000,2007395004311500005,2007-03-09,,1,영업/정상,20,영업중,,,,,031 965 0009,,,경기도 고양시 덕양구 화정1동 967번지 3호 글로리아빌딩 314호,"경기도 고양시 덕양구 화정로 53-1, 314호 (화정동, 글로리아빌딩)",412-734,모든파출부,2026-03-05 13:43:28,U,2026-03-07 02:40:00,,185138.139493965,459248.435650701,개인,유료,,모든파출부_경기도고양시덕양구화정1동967번지3호글로리아빌딩314호
32,유료직업소개소,11_50_02_P,4000000,2007400005011500001,2007-03-06,,1,영업/정상,20,영업중,,,,,031 375 3336,,,경기도 오산시 오산동 869-5,"경기도 오산시 성호대로93번길 10, 102호 (오산동)",18135,둥지인력직업소개소,2026-03-03 13:28:10,U,2026-03-05 02:40:00,,206309.286108403,405320.443402354,개인,유료,,둥지인력직업소개소_경기도오산시오산동869-5
3,유료직업소개소,11_50_02_P,3420000,2015342013514500024,2006-03-09,,1,영업/정상,20,영업중,,,,,,,,대구광역시 서구 평리동 1214-10 4통 2반,"대구광역시 동구 아양로8길 20-1, 2층 (신암동)",41207,발리직업소개소,2026-02-27 17:54:55,U,2026-03-04 02:40:00,,340906.620531224,264457.474647864,개인,유료,,발리직업소개소_대구광역시서구평리동1214-104통2반
129,유료직업소개소,11_50_02_P,5670000,2005528015511500008,2005-04-22,,1,영업/정상,20,영업중,,,,,055 251 0164,,,경상남도 창원시 마산회원구 합성동 260번지 2호,경상남도 창원시 마산회원구 팔용로 87 (합성동),630-817,영우인력사무소,2026-03-05 14:18:34,U,2026-03-07 02:40:00,,344552.302148639,194230.332077885,개인,유료,,영우인력사무소_경상남도창원시마산회원구합성동260번지2호
34,유료직업소개소,11_50_02_P,3740000,2005374001111500017,2005-04-04,,1,영업/정상,20,영업중,,,,,,,,경기도 수원시 팔달구 인계동 969-3,경기도 수원시 팔달구 장다리로233번길 12-21 (인계동),16474,수원미래인력,2026-03-03 13:20:18,U,2026-03-05 02:40:00,,202234.677252516,418865.961969913,개인,유료,,수원미래인력_경기도수원시팔달구인계동969-3
68,유료직업소개소,11_50_02_P,4080000,2004408015611500001,2004-08-21,,1,영업/정상,20,영업중,,,,,031 671 5878,,,경기도 안성시 영동 429-1,경기도 안성시 중앙로 421 (영동),17590,동양건설인력,2026-03-04 10:42:42,U,2026-03-06 02:40:00,,224291.106204009,389507.093537347,개인,유료,,동양건설인력_경기도안성시영동429-1
37,유료직업소개소,11_50_02_P,5710000,2004436000911500015,2004-07-02,,1,영업/정상,20,영업중,,,,,043 223 4288,,,충청북도 청주시 상당구 영운동 120-1번지,충청북도 청주시 상당구 단재로115번길 10 (영운동),360-090,태양직업소개소,2026-03-03 11:24:13,U,2026-03-05 02:40:00,,244480.628484425,346557.937753569,개인,유료,,태양직업소개소_충청북도청주시상당구영운동120-1번지
95,유료직업소개소,11_50_02_P,5370000,2004537001011500006,2004-06-29,,3,폐업,40,폐업,2026-03-04,,,,,,,경상남도 거제시 고현동 737-1 나무와사람들,"경상남도 거제시 거제중앙로17길 18-1, 나무와사람들 1층 (고현동)",53254,우리가사원,2026-03-04 14:08:55,U,2026-03-06 02:40:00,,348291.111357126,155163.011013063,개인,유료,,우리가사원_경상남도거제시고현동737-1나무와사람들
72,유료직업소개소,11_50_02_P,3210000,2004321007311500008,2004-04-01,,1,영업/정상,20,영업중,,,,,02  580 0158,,,서울특별시 서초구 서초동 1342-3 제니엘빌딩,"서울특별시 서초구 효령로 402, 제니엘빌딩 4층 (서초동)",06727,(주)제니엘메디컬 직업소개소,2026-03-04 10:07:24,U,2026-03-06 02:40:00,,202390.790258335,442880.527096083,법인,유료,,(주)제니엘메디컬직업소개소_서울특별시서초구서초동1342-3제니엘빌딩
71,유료직업소개소,11_50_02_P,3530000,2002353004911500019,2002-11-22,,1,영업/정상,20,영업중,,,,,032 461 0950,,,인천광역시 남동구 만수동 9통 3반 202호,"인천광역시 남동구 만경로8번길 46, 1층 (만수동)",405-862,만수인력개발,2026-03-04 15:47:34,U,2026-03-06 02:40:00,,176021.439082364,439332.710100811,개인,유료,,만수인력개발_인천광역시남동구만수동9통3반202호
156,유료직업소개소,11_50_02_P,4390000,2002439002411500030,2002-07-24,,3,폐업,40,폐업,2026-03-04,,,,043 852 3897,,,충청북도 충주시 봉방동 10번지 63호,충청북도 충주시 국원대로 39 (봉방동),380-959,충북인력,2026-03-05 17:22:58,U,2026-03-07 02:40:00,,282332.644344288,386423.899089319,개인,유료,,충북인력_충청북도충주시봉방동10번지63호
60,유료직업소개소,11_50_02_P,3170000,2002317006611500001,2002-01-25,,1,영업/정상,20,영업중,,,,,02  806 3333,,,서울특별시 금천구 독산동 146-7,"서울특별시 금천구 시흥대로147길 10, 1층 3호 (독산동)",08531,충남인력,2026-03-04 14:02:45,U,2026-03-06 02:40:00,,190887.970816604,441398.534642495,개인,유료,,충남인력_서울특별시금천구독산동146-7
161,유료직업소개소,11_50_02_P,3220000,2001322008111500067,2001-09-25,,1,영업/정상,20,영업중,,,,,02  20572116,,,서울특별시 강남구 도곡2동 467번지 6호 대림아크로빌 C동 1806호,"서울특별시 강남구 언주로30길 13, C동 1806호 (도곡동, 대림아크로빌)",135-971,베스트네트워크(주),2026-03-05 16:30:32,U,2026-03-07 02:40:00,,204447.56877258,442881.535240035,법인,유료,,베스트네트워크(주)_서울특별시강남구도곡2동467번지6호대림아크로빌C동1806호
144,유료직업소개소,11_50_02_P,4641000,2001466004711500020,2001-03-07,,1,영업/정상,20,영업중,,,,,,,,전북특별자치도 전주시 덕진구 인후동1가 178번지 2호,전북특별자치도 전주시 덕진구 견훤왕궁로 139 (인후동1가),55002,대우인력개발,2026-03-05 14:21:47,U,2026-03-07 02:40:00,,213596.164393952,259140.862152731,개인,유료,,대우인력개발_전북특별자치도전주시덕진구인후동1가178번지2호
23,유료직업소개소,11_50_02_P,3250000,1999325003711500001,1999-07-10,,1,영업/정상,20,영업중,,,,,051 247 8007,,,부산광역시 중구 부평동2가 49번지 4호,"부산광역시 중구 보수대로24번길 5, 2층 (부평동2가)",600-807,일월직업소개소,2026-03-03 13:06:28,U,2026-03-05 02:40:00,,384621.680689031,179652.592414808,개인,유료,,일월직업소개소_부산광역시중구부평동2가49번지4호
