축산일련번호,축산업무구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,가축인공수정소,백사가축인공수정소,,239518.160482245,423306.367185839,2025-12-15 16:15:28,I,0000,정상,2024-12-26 10:13:29,,1986-01-22,0,,경기도 이천시 신둔면 도암리 665-2,407000000319860001,4070000,000,경기도 이천시 신둔면 증신로416번길 200,17300,2024-12-26,01,영업/정상,,,
,가축인공수정소,설성다산 가축인공수정소,,246219.432035531,403602.51061766,2025-12-15 16:15:28,I,0000,정상,2012-06-29 18:05:27,,1986-04-26,0,,경기도 이천시 설성면 금당리 158-13,407000000319860002,4070000,000,경기도 이천시 설성면 설장로17번길 15,17411,,01,영업/정상,,,
,가축인공수정소,모가 가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2012-06-19 15:25:51,,1986-04-29,0,,경기도 이천시 모가면 진가리 76-1,407000000319860003,4070000,000,경기도 이천시 모가면 진상미로 1262-1,,,01,영업/정상,,,
,가축인공수정소,이천가축인공수정소,,239518.160482245,423306.367185839,2025-12-15 16:15:28,I,0000,정상,2010-07-02 10:46:34,,1986-09-06,0,,경기도 이천시 신둔면 도암리 665-2 3통,407000000319860004,4070000,000,경기도 이천시 신둔면 증신로416번길 200,,,01,영업/정상,,,
,가축인공수정소,경기가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2019-01-25 10:34:35,,1987-08-07,0,,경기도 이천시 관고동 194 7통두산아파트 104동 201호,407000000319870001,4070000,000,"경기도 이천시 영창로 90, 104동 201호 (관고동,두산아파트)",,,01,영업/정상,,,
,가축인공수정소,제일 가축인공수정소,,244134.506150499,412965.403412318,2025-12-15 16:15:28,I,0000,정상,2022-06-21 10:14:30,,1988-03-17,0,,경기도 이천시 대월면 초지리 494-1,407000000319880001,4070000,000,경기도 이천시 대월면 대월로 690-45,17343,,01,영업/정상,,,
,가축인공수정소,설봉가축인공수정소,,239164.081731724,419419.299464334,2025-12-15 16:15:28,I,0000,정상,2010-07-02 10:49:50,,1992-08-05,0,,경기도 이천시 중리동 451-12 2통광명빌라 나동 206호,407000000319920001,4070000,000,"경기도 이천시 경충대로2614번길 9, 나동 206호 (중리동,광명빌라)",,,01,영업/정상,,,
,가축인공수정소,길가축인공수정소,,253496.396446267,407447.900452028,2025-12-15 16:15:28,I,0000,정상,2017-06-22 15:55:15,,1996-10-18,0,,경기도 이천시 장호원읍 와현리 64-9,407000000319960001,4070000,000,경기도 이천시 장호원읍 나래천로352번길 216,,,01,영업/정상,,,
,가축인공수정소,서울 가축인공수정소,,255494.173566075,401792.519087974,2025-12-15 16:15:28,I,0000,정상,2012-06-18 18:26:43,,1999-09-22,0,,경기도 이천시 장호원읍 진암리 5-4 1통진암국민주택 가동 301호,407000000319990001,4070000,000,"경기도 이천시 장호원읍 장감로 27-1, 가동 301호 (진암국민주택)",17419,,01,영업/정상,,,
,가축인공수정소,정가축인공수정소,,241849.935606004,417810.302481617,2025-12-15 16:15:28,I,0000,정상,2005-01-28 15:23:33,,2005-01-28,0,,경기도 이천시 부발읍 신하리 409-5 성광apt3동504호,407000000320050001,4070000,000,경기도 이천시 부발읍 경충대로2273번길 14-11 (성광apt3동504호),,,01,영업/정상,,,031-634-2124
,가축인공수정소,하나로가축인공수정소,,239246.100421668,419583.585808154,2025-12-15 16:15:28,I,0000,정상,2006-03-31 11:17:39,,2005-11-08,0,,경기도 이천시 중리동 207-11,407000000320050002,4070000,000,경기도 이천시 남천로 53 (중리동),,,01,영업/정상,,,
,가축인공수정소,순종가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2024-02-02 17:21:39,,2008-10-09,50,,경기도 이천시 장호원읍 진암리 780 이천 장호원 코아루 1단지,407000000320080001,4070000,000,"경기도 이천시 장호원읍 서동대로8830번길 56, 104동 101호 (이천 장호원 코아루 1단지)",17422,,01,영업/정상,,,
,가축인공수정소,한국아그텍 강가축인공수정소,,242570.645522819,408160.337678752,2025-12-15 16:15:28,I,0000,정상,2013-03-11 10:05:05,,2013-03-11,33,,경기도 이천시 모가면 진가리 157-1,407000000320130001,4070000,000,경기도 이천시 모가면 진상미로 1324,17408,,01,영업/정상,,,
,가축인공수정소,우림 가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2021-05-07 10:25:59,,2021-05-07,199.68,,경기도 이천시 호법면 안평리 645,407000000320210001,4070000,000,경기도 이천시 호법면 안평로114번길 69-13,17392,,01,영업/정상,,,
,가축인공수정소,현대가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2021-12-27 14:02:32,,2021-08-30,0,,경기도 이천시 부발읍 가좌리 142-1,407000000320210002,4070000,000,,,,01,영업/정상,,,
,가축인공수정소,덕수가축인공수정소,,232841.416269778,414640.538668826,2025-12-15 16:15:28,I,0000,정상,2023-04-06 17:00:49,,2023-04-06,0,,경기도 이천시 마장면 덕평리 149-2,407000000320230001,4070000,000,경기도 이천시 마장면 덕이로39번길 14,17389,,01,영업/정상,,,031-632-3862
,가축인공수정소,365수정소,,242517.386751762,427155.706386878,2025-12-15 16:15:28,I,0000,정상,2024-03-26 09:39:48,,2024-03-26,0,,경기도 이천시 백사면 송말리 248-6,407000000320240001,4070000,000,경기도 이천시 백사면 원적로801번길 302-27,17309,,01,영업/정상,,,
,가축인공수정소,한우맘수정소,,243176.433051311,424709.223200357,2025-12-15 16:15:28,I,0000,정상,2024-08-07 10:20:03,,2024-08-07,0,,경기도 이천시 백사면 조읍리 169-1,407000000320240002,4070000,000,경기도 이천시 백사면 이여로428번길 253-17,17311,,01,영업/정상,,,
,가축인공수정소,대월가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2024-09-06 13:50:20,,2024-09-06,0,,경기도 이천시 안흥동 474 이천 롯데캐슬 골드스카이,407000000320240003,4070000,000,"경기도 이천시 구만리로 191, 103동 2602호 (안흥동, 이천 롯데캐슬 골드스카이)",17372,,01,영업/정상,,,
,가축인공수정소,반질,,243839.913537002,423226.631968238,2025-12-15 16:15:28,I,0000,정상,2024-10-25 09:22:20,,2024-10-25,0,,경기도 이천시 백사면 우곡리 산 1-44,407000000320240004,4070000,000,경기도 이천시 백사면 청백리로474번길 260-61,17314,,01,영업/정상,,,
,가축인공수정소,토끼실수정소,,236068.098145359,414084.991625266,2025-12-15 16:15:28,I,0000,정상,2025-06-10 11:19:24,,2025-06-10,33,,경기도 이천시 호법면 단천리 153-1,407000000320250001,4070000,000,경기도 이천시 호법면 중부대로798번길 262,17395,,01,영업/정상,,,
,가축인공수정소,아태 수정소,,233206.445262633,415210.599390106,2025-12-15 16:15:28,I,0000,정상,2025-08-19 10:28:06,,2025-08-19,0,,경기도 이천시 마장면 각평리 477-1,407000000320250002,4070000,000,경기도 이천시 마장면 덕이로 126-17,17385,,01,영업/정상,,,
,가축인공수정소,새봄 수정소,,233206.445262633,415210.599390106,2025-12-15 16:15:28,I,0000,정상,2025-08-19 10:30:26,,2025-08-19,0,,경기도 이천시 마장면 각평리 477-1 새봄농장,407000000320250003,4070000,000,"경기도 이천시 마장면 덕이로 126-17, 새봄농장",17385,,01,영업/정상,,,
,가축인공수정소,유진 가축인공수정소,,239485.480965193,411248.945259007,2025-12-15 16:15:28,I,0000,정상,2025-09-30 17:31:31,,2025-09-30,0,,경기도 이천시 모가면 신갈리 94-2,407000000320250004,4070000,000,경기도 이천시 모가면 사실로1023번길 71,17406,,01,영업/정상,,,
,가축인공수정소,우리가축인공수정소,,255855.046160144,402012.695648791,2025-12-15 16:15:28,I,0000,정상,2025-10-27 10:31:04,,2025-10-27,24,,경기도 이천시 장호원읍 장호원리 140-6,407000000320250005,4070000,000,"경기도 이천시 장호원읍 샘재로147번길 17-5, 306호",17418,,01,영업/정상,,,031-642-6089
,가축인공수정소,매일수정소,,238334.05791449,424634.488638236,2026-01-09 21:33:10,I,0000,정상,2026-01-08 14:26:05,,2026-01-08,0,,경기도 이천시 신둔면 도암리 244-11,407000000320260001,4070000,000,"경기도 이천시 신둔면 원적로381번길 73, 203동 401호",17301,,01,영업/정상,,,
,가축인공수정소,일죽가축인공수정소,,242229.947815353,399059.688885441,2026-01-13 14:27:24,I,0000,정상,2019-12-15 10:45:08,,1988-04-08,12,,경기도 안성시 일죽면 송천리 47-7,408000000319880001,4080000,000,경기도 안성시 일죽면 송천길 75,17529,,01,영업/정상,,,
,가축인공수정소,안성축협 가축인공수정소,,223867.187817908,387414.7717579,2026-01-13 14:27:24,I,0000,정상,2019-12-13 09:09:19,,2001-06-12,33,,경기도 안성시 계동 85-2,408000000320010001,4080000,L00,,,,01,영업/정상,,,
,가축인공수정소,우리가축인공수정소,,222163.942827942,394023.943279667,2026-01-13 14:27:24,I,0000,정상,2019-12-15 10:45:36,,2001-02-10,40,,경기도 안성시 대덕면 보동리 291-1,408000000320010002,4080000,000,경기도 안성시 대덕면 시미실길 109,17541,,01,영업/정상,,,
,가축인공수정소,죽송가축인공수정소,,223480.45189816,389189.17055795,2026-01-13 14:27:24,I,0000,정상,2019-12-15 10:39:45,,2011-05-06,43,,경기도 안성시 도기동 140-7,408000000320110001,4080000,000,경기도 안성시 도기5길 7-2 (도기동),17583,,01,영업/정상,,,
,가축인공수정소,으뜸가축인공수정소,,,,2026-01-13 14:27:24,I,0000,정상,2014-07-14 13:24:31,,2014-07-14,98.52,,경기도 안성시 고삼면 봉산리 235,408000000320140001,4080000,000,경기도 안성시 고삼면 삼은길 13-11,17504,,01,영업/정상,,,
,가축인공수정소,현 가축인공수정소,,,,2026-01-13 14:27:24,I,0000,정상,2017-07-13 17:16:14,,2014-12-04,0,,경기도 안성시 미양면 고지리 473,408000000320140002,4080000,000,경기도 안성시 미양면 보촌4길 84,17603,,01,영업/정상,,,
,가축인공수정소,진성가축인공수정소,,223941.344989312,387617.861311619,2026-01-13 14:27:24,I,0000,정상,2017-02-06 21:30:38,,2017-02-06,20,,경기도 안성시 계동 65-21,408000000320170001,4080000,000,"경기도 안성시 안성맞춤대로 850, 2층 2호 (계동)",17596,,01,영업/정상,,,
,가축인공수정소,양성한우인공수정소,,216634.487531392,395508.718368464,2026-01-13 14:27:24,I,0000,정상,2020-01-23 11:00:47,,2020-01-23,12,,경기도 안성시 양성면 동항리 642-4,408000000320200001,4080000,000,경기도 안성시 양성면 도라지길 1,17502,,01,영업/정상,,,
,가축인공수정소,명인가축인공수정소,,,,2026-01-13 14:27:24,I,0000,정상,2020-07-13 11:05:58,,2020-07-13,63,,경기도 안성시 도기동 210,408000000320200002,4080000,000,경기도 안성시 도구머리1길 83 (도기동),17595,,01,영업/정상,,,
,가축인공수정소,행복가축인공수정소,,242514.803349284,399268.036987123,2026-01-13 14:27:24,I,0000,정상,2021-05-14 14:45:08,,2021-05-14,30,,경기도 안성시 일죽면 송천리 4-7,408000000320210001,4080000,000,경기도 안성시 일죽면 금일로 478,17529,,01,영업/정상,,,
,가축인공수정소,소로리한우인공수정소,,216634.487531392,395508.718368464,2026-01-13 14:27:24,I,0000,정상,2022-01-26 09:06:56,,2022-01-26,24,,경기도 안성시 양성면 동항리 642-4,408000000320220001,4080000,000,"경기도 안성시 양성면 도라지길 1, 부속건물",17502,,01,영업/정상,,,
,가축인공수정소,윤탁 한우인공수정소,,223725.061720323,388910.457659205,2026-01-13 14:27:24,I,0000,정상,2022-05-27 08:00:55,,2022-05-27,26.24,,경기도 안성시 도기동 100-7,408000000320220002,4080000,000,경기도 안성시 안성맞춤대로 985(도기동),17595,,01,영업/정상,,,
,가축인공수정소,성현수정,,,,2026-01-13 14:27:24,I,0000,정상,2025-03-07 14:18:22,,2025-03-07,3.3,,"경기도 안성시 구포동 21 ,2층 2-B2호",408000000320250002,4080000,000,"경기도 안성시 혜산로 20, 2층 2-B2호 (구포동)",17589,,01,영업/정상,,,
,가축인공수정소,김포가축인공수정소,,,,2026-01-13 14:27:14,I,0000,정상,2008-08-19 13:51:03,,2003-02-12,0,,경기도 김포시 하성면 봉성리 607,409000000320030001,4090000,000,,,,01,영업/정상,,,
,가축인공수정소,통진가축인공수정소,,165145.360030756,467957.651049674,2026-01-13 14:27:14,I,0000,정상,2020-09-16 13:24:33,,2003-02-12,0,,경기도 김포시 통진읍 귀전리 411-1,409000000320030003,4090000,000,경기도 김포시 통진읍 귀전로56번길 187,10009,,01,영업/정상,,,
,가축인공수정소,대한가축인공수정소,,237982.295923231,397323.148467096,2026-01-13 14:27:24,I,0002,폐업,2019-04-17 20:13:27,,2000-12-26,0,,경기도 안성시 죽산면 죽산리 115-1,408000000320000001,4080000,000,,,,03,폐업,,,
,가축인공수정소,문막가축인공수정소,,273439.379888042,419805.66258745,2025-12-15 16:15:28,I,0002,폐업,2018-12-18 17:09:41,,1984-01-10,0,,강원특별자치도 원주시 문막읍 궁촌리 750-2,419000000319840001,4191000,000,강원특별자치도 원주시 문막읍 궁말길 45,26496,,03,폐업,,,
,가축인공수정소,남면수정소,,,,2025-12-15 16:15:28,I,0002,폐업,2017-07-11 17:33:16,,1989-04-13,16,,강원특별자치도 홍천군 남면 양덕원리,425000000319890001,4251000,000,강원특별자치도 홍천군 남면 양덕원로 112,25108,,03,폐업,,,
,가축인공수정소,두성수정소,,,,2025-12-15 16:15:28,I,0002,폐업,2017-08-02 09:07:42,,1989-06-03,16,,강원특별자치도 홍천군 두촌면 자은리,425000000319890002,4251000,000,강원특별자치도 홍천군 두촌면 자은장터길 19-1,25160,,03,폐업,,,
,가축인공수정소,인제가축인공수정소,,302048.304718793,507273.16844472,2025-12-15 16:15:28,I,0002,폐업,2017-08-02 12:22:44,,2010-07-01,24,,강원특별자치도 인제군 인제읍 남북리 381-4,433000000320100001,4331000,000,강원특별자치도 인제군 인제읍 인제로 91-1,,,03,폐업,,,
