축산일련번호,축산업무구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,가축인공수정소,정원가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2022-05-02 09:03:57,,2022-05-02,0,,강원특별자치도 홍천군 남면 유치리 621,425000000320220002,4251000,000,강원특별자치도 홍천군 남면 가두둑길 59,25110,,01,영업/정상,,,
,가축인공수정소,주음치 인공 수정소,,,,2025-12-15 16:15:28,I,0000,정상,2023-01-18 10:34:09,,2023-01-18,18,,강원특별자치도 홍천군 화촌면 주음치리 184,425000000320230001,4251000,000,강원특별자치도 홍천군 화촌면 주음치로627번길 19,25157,,01,영업/정상,,,
,가축인공수정소,신흥가축인공수정소,2026-03-05,274359.138517798,453921.020706048,2026-03-06 21:03:10,U,0002,폐업,2026-03-05 15:08:05,,2025-05-02,99.73,,강원특별자치도 홍천군 남면 시동리 411-6,425100000320250001,4251000,000,강원특별자치도 홍천군 남면 시동로 764-69,25109,,03,폐업,,,
,가축인공수정소,우저니 가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2025-11-10 09:52:41,,2025-11-10,0,,강원특별자치도 홍천군 북방면 성동리 1289,425100000320250002,4251000,000,강원특별자치도 홍천군 북방면 성동로 410-26,25113,,01,영업/정상,,,
,가축인공수정소,서석청량수정소,,,,2025-12-15 16:15:28,I,0000,정상,2025-11-25 12:55:46,,2025-11-25,0,,강원특별자치도 홍천군 서석면 청량리 493,425100000320250003,4251000,000,강원특별자치도 홍천군 서석면 청량로 61,25168,,01,영업/정상,,,
,가축인공수정소,둔내가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2021-01-22 16:04:25,,1985-11-01,0,,강원특별자치도 횡성군 둔내면 둔방내리,426000000319850001,4261000,000,강원특별자치도 횡성군 둔내면 경강로둔방10길 19-6 (203(남서울아파트)),25265,,01,영업/정상,,,
,가축인공수정소,안흥가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2021-01-22 16:05:48,,1985-02-01,0,,강원특별자치도 횡성군 안흥면 안흥리,426000000319850002,4261000,000,,,,01,영업/정상,,,
,가축인공수정소,서원가축인공수정소,,274995.649976376,443086.79275344,2025-12-15 16:15:28,I,0000,정상,2021-01-22 16:00:29,,1986-02-20,0,,강원특별자치도 횡성군 서원면 창촌리 588-1,426000000319860001,4261000,000,강원특별자치도 횡성군 서원면 서원로 149-1,25201,,01,영업/정상,,,
,가축인공수정소,대관령가축인공수정소,,290947.822431281,451011.702775224,2025-12-15 16:15:28,I,0000,정상,2021-02-15 15:55:11,,1987-06-09,0,,강원특별자치도 횡성군 갑천면 대관대리 469-4,426000000319870001,4261000,000,강원특별자치도 횡성군 갑천면 외갑천로126번길 43,25252,,01,영업/정상,,,
,가축인공수정소,김정섭가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2021-01-22 15:59:23,,1991-05-08,0,,강원특별자치도 횡성군 안흥면 안흥리,426000000319910001,4261000,000,,,,01,영업/정상,,,
,가축인공수정소,명품한우컨설팅가축인공수정소,,287188.207536367,443639.386635132,2025-12-15 16:15:28,I,0000,정상,2021-01-22 16:01:44,,1991-10-10,114,,강원특별자치도 횡성군 횡성읍 읍하리 72-2,426000000319910002,4261000,000,"강원특별자치도 횡성군 횡성읍 삼일로 16, 2층 (횡성읍하우체국)",25232,,01,영업/정상,,,
,가축인공수정소,박명순가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2021-01-22 16:01:00,,1991-12-24,19,,,426000000319910003,4261000,000,강원특별자치도 횡성군 횡성읍 북천로 3,25223,,01,영업/정상,,,
,가축인공수정소,제일가축인공수정소,,287353.425,444004.595,2025-12-15 16:15:28,I,0000,정상,2021-02-15 15:46:12,,1992-03-07,0,,강원특별자치도 횡성군 횡성읍 읍하리 533-4,426000000319920001,4261000,000,강원특별자치도 횡성군 횡성읍 읍하남로21번길 11,25222,,01,영업/정상,,,
,가축인공수정소,봉명가축인공수정소,,300386.247831452,461986.769285416,2025-12-15 16:15:28,I,0000,정상,2021-02-16 13:18:24,,1999-07-13,0,,강원특별자치도 횡성군 청일면 봉명리 365-1,426000000319990001,4261000,000,강원특별자치도 횡성군 청일면 봉명로 443-11,25253,,01,영업/정상,,,
,가축인공수정소,열매가축인공수정소,,293077.528326404,438794.656056711,2025-12-15 16:15:28,I,0000,정상,2021-12-13 17:40:43,,2007-12-12,17,,강원특별자치도 횡성군 우천면 법주리 91-1,426000000320040002,4261000,000,강원특별자치도 횡성군 우천면 법주로 89,25249,,01,영업/정상,,,
,가축인공수정소,횡성종합동물병원가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2005-10-11 10:41:55,,2005-10-11,0,,강원특별자치도 횡성군 횡성읍 읍하리 558,426000000320050001,4261000,000,강원특별자치도 횡성군 횡성읍 한우로 284,,,01,영업/정상,,,
,가축인공수정소,우림수정소,,289463.522170494,443858.521800138,2025-12-15 16:15:28,I,0000,정상,2022-04-29 15:22:40,,2009-08-10,0,,강원특별자치도 횡성군 횡성읍 조곡리 445-1,426000000320090001,4261000,000,강원특별자치도 횡성군 횡성읍 우시장1길 2,25213,,01,영업/정상,,,
,가축인공수정소,우리수정소,,,,2025-12-15 16:15:28,I,0000,정상,2018-05-04 20:15:48,,2014-05-13,84,,강원특별자치도 횡성군 횡성읍 읍상리 607 횡성석미모닝파크 103동 604호,426000000320140001,4261000,000,"강원특별자치도 횡성군 횡성읍 어사매로 68, 103동 6층 4호 (횡성석미모닝파크)",25228,,01,영업/정상,,,
,가축인공수정소,금강가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2017-07-03 11:12:52,,2017-07-03,33,,강원특별자치도 횡성군 청일면 갑천리 946,426000000320170001,4261000,000,강원특별자치도 횡성군 청일면 봉덕로248번길 238-39,25256,,01,영업/정상,,,
,가축인공수정소,횡성가축인공수정소,,301695.023932388,454129.572484593,2025-12-15 16:15:28,I,0000,정상,2021-02-16 08:47:01,,2018-12-28,67.6,,강원특별자치도 횡성군 청일면 유동리 881-6,426000000320180001,4261000,000,강원특별자치도 횡성군 청일면 유동로 40-8,25254,,01,영업/정상,,,
,가축인공수정소,대원가축인공수정소,,292179.087967834,452447.195735346,2025-12-15 16:15:28,I,0000,정상,2021-01-22 16:06:31,,2019-05-16,121.48,,강원특별자치도 횡성군 갑천면 전촌리 439-3,426000000320190001,4261000,000,강원특별자치도 횡성군 갑천면 외갑천로341번길 66-27,25252,,01,영업/정상,,,
,가축인공수정소,우천가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2021-01-13 13:02:19,,2021-01-13,0,,강원특별자치도 횡성군 우천면 정금리 833,426000000320210001,4261000,000,"강원특별자치도 횡성군 우천면 하궁로정금2길 12-25, 1동 1층 1호",25245,,01,영업/정상,,,
,가축인공수정소,중부동물병원약품,,305376.496185563,441149.232467118,2025-12-15 16:15:28,I,0000,정상,2022-01-07 18:03:31,,2022-01-07,50.37,,강원특별자치도 횡성군 둔내면 영랑리 356-22,426000000320220001,4261000,000,강원특별자치도 횡성군 둔내면 강변로 679-3,25267,,01,영업/정상,,,
,가축인공수정소,갑천가축인공수정소,,292527.487945732,451947.917011408,2025-12-15 16:15:28,I,0000,정상,2022-01-18 13:56:16,,2022-01-18,18,,강원특별자치도 횡성군 갑천면 전촌리 132-4,426000000320220002,4261000,000,강원특별자치도 횡성군 갑천면 외갑천로 380,25252,,01,영업/정상,,,
,가축인공수정소,다온가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2022-07-05 10:34:48,,2022-07-05,80,,강원특별자치도 횡성군 횡성읍 정암리 216,426000000320220003,4261000,000,강원특별자치도 횡성군 횡성읍 덕고로 296,25243,,01,영업/정상,,,
,가축인공수정소,엘림가축인공수정소,,304396.950781429,447448.212757968,2025-12-15 16:15:28,I,0000,정상,2022-09-01 13:12:23,,2022-09-01,237.2,,강원특별자치도 횡성군 갑천면 상대리 104-2,426000000320220004,4261000,000,강원특별자치도 횡성군 갑천면 갑천로 896,25257,,01,영업/정상,,,
,가축인공수정소,대박가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2023-01-16 09:01:14,,2023-01-16,20,,강원특별자치도 횡성군 갑천면 구방리 886,426000000320230001,4261000,000,강원특별자치도 횡성군 갑천면 태기로구방2길 63,25259,,01,영업/정상,,,
,가축인공수정소,마산리가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2024-01-09 11:04:48,,2024-01-09,0,,강원특별자치도 횡성군 횡성읍 교항리 67 횡성 코아루 센트럴퍼스트,426100000320240001,4261000,000,"강원특별자치도 횡성군 횡성읍 앞들서1로 62, 105동 1702호 (횡성 코아루 센트럴퍼스트)",25235,,01,영업/정상,,,
,가축인공수정소,박정민 가축인공수정 연구소,,,,2025-12-15 16:15:28,I,0000,정상,2024-07-16 11:41:40,,2024-07-16,60,,강원특별자치도 횡성군 횡성읍 읍상리 58 한국전기통신공사사택,426100000320240002,4261000,000,"강원특별자치도 횡성군 횡성읍 읍상동로30번길 7, 302호 (한국전기통신공사사택)",25226,,01,영업/정상,,,
,가축인공수정소,우주수정소,,284394.040904043,446454.850124973,2025-12-15 16:15:28,I,0000,정상,2025-06-26 09:29:28,,2025-05-26,16.5,,강원특별자치도 횡성군 공근면 신촌리 647-7,426100000320250001,4261000,000,강원특별자치도 횡성군 공근면 경강로신촌1길 48-12,25209,,01,영업/정상,,,
,가축인공수정소,다인가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2025-12-11 14:52:37,,2025-09-06,33,,강원특별자치도 횡성군 서원면 금대리 225,426100000320250002,4261000,000,강원특별자치도 횡성군 서원면 금대길 50,25200,,01,영업/정상,,,
,가축인공수정소,강원가축인공수정소,,325188.349974638,404428.440017182,2025-12-15 16:15:28,I,0000,정상,2020-01-14 15:21:03,,1990-03-28,0,,강원특별자치도 영월군 남면 연당리 109-5,427000000319900001,4271000,000,강원특별자치도 영월군 남면 고싯골길 47-11,26217,,01,영업/정상,,,
,가축인공수정소,영월가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2018-11-07 17:26:14,,2009-08-31,0,,강원특별자치도 영월군 영월읍 영흥리 363 13통4반,427000000320090002,4271000,000,강원특별자치도 영월군 영월읍 봉래산로 546-32,,,01,영업/정상,,,
,가축인공수정소,주천가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2014-11-12 10:09:16,,2012-11-01,0,,,427000000320120001,4271000,000,강원특별자치도 영월군 주천면 주천로89번길 34-14,26203,,01,영업/정상,,,
,가축인공수정소,중앙가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2017-03-14 12:15:42,,2017-03-14,0,,,427000000320170001,4271000,000,강원특별자치도 영월군 중동면 응고개길 195-42,26243,,01,영업/정상,,,
,가축인공수정소,영월 다산가축 인공수정소,,329126.7983321,417850.856673139,2025-12-15 16:15:28,I,0000,정상,2018-02-09 17:44:31,,2018-02-09,0,,강원특별자치도 영월군 북면 마차리 1190-12,427000000320180001,4271000,000,강원특별자치도 영월군 북면 미재골길 10,26209,,01,영업/정상,,,
,가축인공수정소,내성 가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2021-09-14 09:33:24,,2021-09-14,0,,강원특별자치도 영월군 김삿갓면 예밀리 219,427000000320210001,4271000,000,강원특별자치도 영월군 김삿갓면 솔숲길 105,26246,,01,영업/정상,,,
,가축인공수정소,쑥쑥가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2025-04-23 14:47:02,,2024-04-25,0,,강원특별자치도 영월군 주천면 용석리 772,427100000320240001,4271000,000,강원특별자치도 영월군 주천면 솔고개길 69,26207,,01,영업/정상,,,
,가축인공수정소,양영찬수정소,,,,2025-12-15 16:15:28,I,0000,정상,2025-04-25 09:17:21,,2025-04-25,0,,강원특별자치도 영월군 북면 문곡리 273,427100000320250001,4271000,000,강원특별자치도 영월군 북면 원동재로 372-94,26210,,01,영업/정상,,,
,가축인공수정소,대방가축인공수정소,,328664.851836145,444664.699703415,2025-12-15 16:15:28,I,0000,정상,2011-10-30 14:35:44,,1986-04-25,0,,강원특별자치도 평창군 대화면 대화리 924-1,428000000319860001,4281000,000,"강원특별자치도 평창군 대화면 우전길 5-28, 가동 3층 3호 (동방빌라)",25359,,01,영업/정상,,,
,가축인공수정소,횡계가축인공수정소,,351141.907942005,464533.308313492,2025-12-15 16:15:28,I,0001,휴업,2017-05-26 10:34:18,,1997-06-20,0,,강원특별자치도 평창군 대관령면 횡계리 275-9,428000000319970001,4281000,000,"강원특별자치도 평창군 대관령면 송천2길 29-5, C동 3층 3호 (국민주택)",25343,,02,휴업,2017-05-26,2022-12-30,
,가축인공수정소,월성가축인공수정소,,192753.098376338,433096.681665253,2025-12-15 16:15:28,I,0000,정상,2024-11-21 17:23:51,,1975-02-22,20,,경기도 안양시 만안구 안양동 1195-63,383000000319750001,3830000,000,경기도 안양시 만안구 안양로323번길 19 (안양동),14006,,01,영업/정상,,,
,가축인공수정소,협동 가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2017-06-30 09:31:13,,1978-04-01,0,,경기도 평택시 서정동 332,391000000319780001,3910000,000,,,,01,영업/정상,,,
,가축인공수정소,중앙가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2024-11-25 10:59:18,,1983-04-25,0,,경기도 평택시 서정동 343,391000000319830001,3910000,000,,,,01,영업/정상,,,
,가축인공수정소,제일가축인공수정소,,207086.306616535,385821.428690804,2025-12-15 16:15:28,I,0000,정상,2012-04-25 17:28:24,,1984-01-23,0,,경기도 평택시 팽성읍 평궁리 324-7,391000000319840001,3910000,000,경기도 평택시 팽성읍 평궁길 38,,,01,영업/정상,,,
,가축인공수정소,경기가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2017-06-30 09:33:11,,1985-11-26,0,,경기도 평택시 이충동 461-4,391000000319850001,3910000,000,경기도 평택시 정암로 35 (이충동),,,01,영업/정상,,,
,가축인공수정소,원 가축인공수정소,,204950.766576056,395728.863153153,2025-12-15 16:15:28,I,0000,정상,2024-11-25 10:02:50,,1985-11-26,4,,경기도 평택시 서정동 892-10,391000000319850003,3910000,000,경기도 평택시 점촌로 22 (서정동),17778,,01,영업/정상,,,
,가축인공수정소,성심가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2024-11-25 10:34:03,,1990-02-23,18,,경기도 평택시 청북면 현곡리 297-7,391000000319900001,3910000,000,경기도 평택시 청북면 현곡2길 1-1,17811,,01,영업/정상,,,
,가축인공수정소,대원가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2024-11-25 10:40:25,,1991-03-04,0,,경기도 평택시 비전동 447,391000000319910001,3910000,000,경기도 평택시 평택1로 102 (비전동),,,01,영업/정상,,,
,가축인공수정소,청북 가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2003-03-07 16:09:20,,1991-03-28,0,,경기도 평택시 청북면 삼계리 422,391000000319910002,3910000,000,,,,01,영업/정상,,,
,가축인공수정소,대운가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2025-10-31 10:32:36,,1999-06-30,0,,경기도 평택시 고덕면 여염리 332-26,391000000319990002,3910000,000,경기도 평택시 고덕면 여염길 218,,,01,영업/정상,,,
,가축인공수정소,비전가축인공수정소,,209366.345956742,387783.738580839,2025-12-15 16:15:28,I,0000,정상,2012-04-24 20:29:50,,2012-04-24,22.04,,경기도 평택시 비전동 765-6,391000000320120001,3910000,000,경기도 평택시 신한3길 38 (비전동),17899,,01,영업/정상,,,
,가축인공수정소,화청안가축인공수정소,,195071.260933815,389026.323583647,2025-12-15 16:15:28,I,0000,정상,2013-03-08 18:29:48,,2013-03-08,43,,경기도 평택시 안중읍 용성리 718-2,391000000320130001,3910000,000,경기도 평택시 안중읍 서해로 1232,,,01,영업/정상,,,
,가축인공수정소,진코아센터(Genecore Center),,,,2025-12-15 16:15:28,I,0000,정상,2023-06-01 09:59:24,,2023-06-01,16,,경기도 평택시 비전동 828 동아동백아파트,391000000320230001,3910000,000,"경기도 평택시 매봉산1길 16, 103동 1402호 (비전동, 동아동백아파트)",17884,,01,영업/정상,,,
,가축인공수정소,황박사 가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2023-06-02 14:55:51,,2023-06-02,9,,경기도 평택시 서정동 827 금호타운(서정마을),391000000320230002,3910000,000,"경기도 평택시 지장로27번길 100, 102동 803호 (서정동, 금호타운(서정마을))",17772,,01,영업/정상,,,
,가축인공수정소,금유 인공수정소,,196308.636983646,393348.891136006,2025-12-15 16:15:28,I,0000,정상,2024-01-02 09:50:37,,2024-01-02,24,,경기도 평택시 청북읍 토진리 97-4,391000000320240001,3910000,000,경기도 평택시 청북읍 청원로 236,17797,,01,영업/정상,,,
,가축인공수정소,중앙가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2024-01-22 09:18:27,,1993-02-16,15,,경기도 동두천시 생연동 85 기상아파트,392000000319930001,3920000,000,"경기도 동두천시 못골로 60, 101동 4층 410호 (생연동, 기상아파트)",11320,,01,영업/정상,,,
,가축인공수정소,제이엔가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2023-08-10 14:09:27,,2023-08-10,0,,경기도 안산시 상록구 성포동 591 주공아파트,393000000320230001,3930000,000,"경기도 안산시 상록구 충장로 533, 1117동 407호 (성포동, 주공아파트)",15292,,01,영업/정상,,,
,가축인공수정소,혁신가축인공수정소,,191432.185894448,423194.639162631,2025-12-15 16:15:28,I,0000,정상,2024-07-08 20:35:15,,2024-07-08,0,,경기도 안산시 상록구 건건동 536-16 501호,393000000320240001,3930000,000,"경기도 안산시 상록구 반월새싹길 59-5, 501호 (건건동)",15521,,01,영업/정상,,,
,가축인공수정소,원당,,185231.568909319,461582.472573308,2026-03-10 21:37:33,I,0000,정상,2013-12-31 15:35:11,,1985-07-20,0,,경기도 고양시 덕양구 주교동 611-9,394000000319850001,3940000,000,경기도 고양시 덕양구 마상로126번길 97 (주교동),10461,,01,영업/정상,,,
,가축인공수정소,범 가축인공수정소,,191570.495150669,467144.57161028,2026-03-10 21:37:34,I,0000,정상,2019-09-09 14:43:47,,2003-02-20,16,,경기도 고양시 덕양구 벽제동 196-5,394000000320030002,3940000,000,"경기도 고양시 덕양구 호국로 1744, 애니카랜드고양점 (벽제동)",10269,,01,영업/정상,,,
,가축인공수정소,민동물병원,,185427.687268921,461481.802160795,2026-03-10 21:37:34,I,0000,정상,2016-09-06 10:24:59,,2016-09-06,0,,경기도 고양시 덕양구 성사동 699-1,394000000320160001,3940000,000,경기도 고양시 덕양구 호국로 778-6 (성사동),10464,,01,영업/정상,,,
,가축인공수정소,맑은세상 임준석 동물병원,,,,2026-03-10 21:37:35,I,0000,정상,2016-10-18 09:25:45,,2016-10-18,0,,,394000000320160002,3940000,000,경기도 고양시 일산서구 산현로 14 (일산동),10348,,01,영업/정상,,,
,가축인공수정소,Naeum,,,,2026-03-10 21:37:35,I,0000,정상,2025-10-23 09:40:46,,2025-10-23,0,,경기도 고양시 덕양구 덕은동 658 DMC 한강숲 중흥S-CLASS 102동 1105호,394000000320250001,3940000,000,"경기도 고양시 덕양구 대덕산로 123, 102동 1105호 (덕은동, DMC 한강숲 중흥S-CLASS)",10543,,01,영업/정상,,,
,가축인공수정소,경춘가축인공수정소,,219082.792385766,454151.701267556,2025-12-15 16:15:28,I,0000,정상,2023-12-11 16:20:59,,1980-07-21,0,,경기도 남양주시 와부읍 덕소리 191-1 일성 가동 102호,399000000319800002,3990000,000,,,,01,영업/정상,,,
,가축인공수정소,진접인공수정소,,215973.049500159,468399.606755039,2025-12-15 16:15:28,I,0000,정상,2011-10-30 15:57:04,,1986-08-06,0,,경기도 남양주시 진접읍 장현리 636-1,399000000319860001,3990000,000,경기도 남양주시 진접읍 장현로 70,12013,,01,영업/정상,,,031-571-3485
,가축인공수정소,한영가축인공수정소,,212346.591720752,460690.322913624,2025-12-15 16:15:28,I,0000,정상,2023-12-11 16:19:50,,1989-03-22,0,,경기도 남양주시 퇴계원읍 퇴계원리 218-22,399000000319890001,3990000,000,,,,01,영업/정상,,,031-571-4858
,가축인공수정소,성신가축인공수정소,,214258.702340664,459425.682795252,2025-12-15 16:15:28,I,0000,정상,2023-12-11 16:21:51,,1994-11-07,0,,경기도 남양주시 진건읍 배양리 668-1,399000000319940001,3990000,000,경기도 남양주시 진건읍 진관로303번길 22,12247,,01,영업/정상,,,031-573-0749
,가축인공수정소,남양주 가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2024-01-26 16:44:48,,2009-10-07,12,,경기도 남양주시 가운동 683 휴먼시아아파트 503동 103호,399000000320090001,3990000,000,경기도 남양주시 가운로2길 111 (가운동),12266,,01,영업/정상,,,
,가축인공수정소,와부 수정소,,,,2025-12-15 16:15:28,I,0000,정상,2025-08-05 10:09:19,,2024-07-05,0,,경기도 남양주시 와부읍 도곡리 802,399000000320240001,3990000,000,경기도 남양주시 와부읍 안골로 59-29,12269,,01,영업/정상,,,
,가축인공수정소,시흥가축인공수정소,,182078.668318147,437579.94415731,2026-01-08 21:33:10,I,0000,정상,2026-01-07 14:59:21,,1986-02-28,12,,경기도 시흥시 은행동 547-1 벽산아파트 302동 1001호,401000000319860001,4010000,000,"경기도 시흥시 은행로 108, 302동 10층 1호 (은행동, 벽산아파트)",14916,,01,영업/정상,,,
,가축인공수정소,대영수정소,,183595.431589771,437979.877468731,2025-12-15 16:15:28,I,0000,정상,2011-05-23 08:57:38,,2011-04-15,0,,경기도 시흥시 계수동 581-24,401000000320110001,4010000,000,경기도 시흥시 계수로86번길 91 (계수동),,,01,영업/정상,,,
,가축인공수정소,삼신 인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2025-09-03 14:57:12,,2025-09-03,8.94,,경기도 시흥시 조남동 678 리벤티움,401000000320250001,4010000,000,"경기도 시흥시 목감중앙로 45, 1110동 704호 (조남동, 리벤티움)",14988,,01,영업/정상,,,
,가축인공수정소,소봄 인공수정소,,218170.620888902,450511.953281232,2025-12-15 16:15:28,I,0000,정상,2024-03-25 10:33:17,,2024-03-21,52.44,,경기도 하남시 덕풍동 833-1 현대지식산업센터 한강미사,404000000320240001,4040000,L00,"경기도 하남시 미사대로 550, 현대지식산업센터 한강미사 2층 0029호 (덕풍동)",12925,,01,영업/정상,,,031-791-9506
,가축인공수정소,용인가축인공수정소,,218046.378183959,414786.912736405,2026-01-30 21:33:10,I,0000,정상,2026-01-29 09:30:21,,1980-03-17,9975,,경기도 용인시 처인구 김량장동 296-28,405000000319800001,4050000,000,,,,01,영업/정상,,,
,가축인공수정소,고진가축인공수정소,,221194.37429868,418438.886350052,2025-12-15 16:15:28,I,0000,정상,2024-11-25 11:41:07,,1982-05-07,33,,경기도 용인시 처인구 포곡읍 금어리 485-3,405000000319820001,4050000,000,경기도 용인시 처인구 포곡읍 금어로202번길 42,17030,,01,영업/정상,,,
,가축인공수정소,영생가축인공수정소,,233015.260994455,407256.868384416,2025-12-15 16:15:28,I,0000,정상,2025-05-28 11:30:42,,1989-03-15,33,,경기도 용인시 처인구 백암면 백암리 386-5,405000000319890001,4050000,000,경기도 용인시 처인구 백암면 백암로 231,17178,,01,영업/정상,,,
,가축인공수정소,용인축협 한우랜드,,236229.973041153,401115.370301927,2025-12-15 16:15:28,I,0000,정상,2020-08-20 11:02:49,,2020-08-20,0,,경기도 용인시 처인구 백암면 옥산리 224-1 용인축협한우사육장,562000000320200001,4050000,000,"경기도 용인시 처인구 백암면 옥산로 119, 용인축협한우사육장",17183,,01,영업/정상,,,031-332-4921
,가축인공수정소,라온아띠 인공수정소,,232469.910872302,405435.294274403,2025-12-15 16:15:28,I,0000,정상,2021-11-01 10:24:09,,2021-11-01,0,,경기도 용인시 처인구 백암면 근삼리 188-1,562000000320210001,4050000,000,경기도 용인시 처인구 백암면 삼백로901번길 18,17181,,01,영업/정상,,,
,가축인공수정소,경기도축산진흥센터,,210406.862916647,402805.623082486,2025-12-15 16:15:28,I,0000,정상,2022-11-11 13:47:18,,2022-11-11,0,,경기도 용인시 처인구 남사읍 봉명리 638-3 경기도축산진흥센터,562000000320220001,4050000,O00,"경기도 용인시 처인구 남사읍 천덕산로11번길 113, 경기도축산진흥센터",17118,,01,영업/정상,,,031-8008-6389
,가축인공수정소,성찬인공수정사업소,,,,2025-12-15 16:15:28,I,0000,정상,2025-10-20 10:05:46,,2025-10-20,0,,경기도 용인시 처인구 백암면 석천리 561,562000000320250001,4050000,000,경기도 용인시 처인구 백암면 황새울로 176,17182,,01,영업/정상,,,
,가축인공수정소,연세가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2020-11-03 11:23:07,,2003-04-14,0,,경기도 파주시 동패동 632,406000000320030003,4060000,000,,,,01,영업/정상,,,
,가축인공수정소,문산가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2020-11-12 11:05:08,,2003-04-21,0,,경기도 파주시 문산읍 선유리 950,406000000320030004,4060000,000,,,,01,영업/정상,,,
,가축인공수정소,금촌가축인공수정소,,182667.023384615,476183.160206721,2025-12-15 16:15:28,I,0000,정상,2020-11-03 11:47:41,,2003-04-21,0,,경기도 파주시 월롱면 위전리 32-4,406000000320030007,4060000,000,경기도 파주시 월롱면 도감로194번길 43-30,10946,,01,영업/정상,,,
,가축인공수정소,최가축인공수정소,,193199.049455764,494814.025898176,2025-12-15 16:15:28,I,0000,정상,2020-11-12 11:40:35,,2003-04-21,0,,경기도 파주시 적성면 구읍리 610-14,406000000320030009,4060000,000,,,,01,영업/정상,,,
,가축인공수정소,서부가축인공수정소,,182878.119623139,471634.315827341,2025-12-15 16:15:28,I,0000,정상,2024-11-06 13:06:36,,2003-04-22,0,,경기도 파주시 조리읍 봉일천리 181-22,406000000320030010,4060000,000,,,,01,영업/정상,,,
,가축인공수정소,서진가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2013-09-16 17:52:53,,2013-09-16,0,,,406000000320130001,4060000,000,"경기도 파주시 번영로 55, 114동 604호 (금촌동, 새꽃마을)",10914,,01,영업/정상,,,
,가축인공수정소,플러스가축인공수정소,,186641.254312814,494231.097999085,2025-12-15 16:15:28,I,0000,정상,2017-07-26 10:48:52,,2017-02-24,9,,경기도 파주시 적성면 답곡리 439-6,406000000320170001,4060000,000,경기도 파주시 적성면 장마루16길 255 (정동목장),10801,,01,영업/정상,,,
,가축인공수정소,송지용 인공수정소,,183872.876891803,477474.985567819,2025-12-15 16:15:28,I,0000,정상,2019-03-20 08:51:01,,2019-03-20,0,,경기도 파주시 월롱면 도내리 434-6,406000000320190001,4060000,000,경기도 파주시 월롱면 정문로487번길 15-9,10947,,01,영업/정상,,,
,가축인공수정소,세일 인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2023-12-07 17:00:10,,2023-12-05,64,,경기도 파주시 조리읍 대원리 1176,406000000320230001,4060000,000,경기도 파주시 조리읍 둑방길 190,10942,,01,영업/정상,,,
,가축인공수정소,이천축협가축인공수정소,,,,2025-12-15 16:15:28,I,0001,휴업,2003-12-19 17:06:34,,1971-07-12,0,,경기도 이천시 중리동 166-2,407000000319710001,4070000,L00,,,,02,휴업,2003-12-11,2004-12-11,
,가축인공수정소,율면가축인공수정소,,,,2025-12-15 16:15:28,I,0000,정상,2010-07-02 10:42:27,,1984-01-20,0,,경기도 이천시 장호원읍 대서리 634 3통,407000000319840001,4070000,000,경기도 이천시 장호원읍 서동대로8295번길 128-18,,,01,영업/정상,,,
