자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,,TAKE5 DVD 종로점,2020-04-03,198544.216640638,451873.640046886,,비디오물감상실업,,2026-05-01 22:38:06,I,03,폐업,,,,,189.02,,,,,,2020-04-03 17:56:46,,2009-03-17,,서울특별시 종로구 관철동 43-7 4층,,,CDFF1242012009000001,3000000,,,,"서울특별시 종로구 종로10길 20  (관철동,4층)",,03,폐업,,,,,,,,,,,
,,미DVD2,2017-02-28,198724.740257195,451930.754248234,,비디오물감상실업,,2026-05-01 22:38:06,I,03,폐업,,,,,87.7,,,,,,2017-03-06 09:07:32,,2010-06-11,,서울특별시 종로구 관철동 14-6 4층,,,CDFF1242012010000001,3000000,,,,"서울특별시 종로구 삼일대로19길 22, 4층 (관철동)",03190,03,폐업,,,,,,,,,,,
,,판타스틱,2015-09-07,198788.536133919,451930.151627442,,비디오물감상실업,,2026-05-01 22:38:06,I,03,폐업,,,,,132,,,,,,2015-09-07 13:34:09,,2010-06-22,,서울특별시 종로구 관철동 6-5,,,CDFF1242012010000002,3000000,,,,서울특별시 종로구 종로14길 9  (관철동),,03,폐업,,,,,,,,,,,
,,영화마을,2003-05-16,,,유통관련업,비디오물감상실업,,2026-05-01 22:38:03,I,03,폐업,,,,,,,,,,,2003-05-16 15:21:52,,1996-08-30,100-430,"서울특별시 중구 흥인동 135 ,136",,,CDFF1242011996000001,3010000,,,,,,03,폐업,,,,,,,,,,,자동
,,시네마천국,2007-09-17,198467.126665171,451240.860896184,유통관련업,비디오물감상실업,,2026-05-01 22:38:03,I,03,폐업,,,,,,,,,,,2007-09-17 17:00:59,,1996-08-30,100-810,서울특별시 중구 명동2가 55-5,,,CDFF1242011996000002,3010000,,,,서울특별시 중구 명동4길 2  (명동2가),,03,폐업,,,,,,,,,,,자동
,,씨네트,2018-01-05,199598.919267432,451027.764382279,,비디오물감상실업,,2026-05-01 22:38:03,I,03,폐업,,,,,,,,,,,2018-01-05 15:51:04,,1996-08-30,,서울특별시 중구 충무로4가 116-10,,,CDFF1242011996000004,3010000,,,,서울특별시 중구 퇴계로 220 (충무로4가),,03,폐업,,,,,,,22652283,,,,자동
,,참새비디오방,2006-11-27,200878.394667189,450351.569145494,유통관련업,비디오물감상실업,,2026-05-01 22:38:03,I,03,폐업,,,,,,,,,,,2006-11-27 15:46:43,,1996-09-05,100-834,서울특별시 중구 신당동 374-27,,,CDFF1242011996000006,3010000,,,,서울특별시 중구 다산로 129  (신당동),,03,폐업,,,,,,,22373938,,,,자동
,,큐비디오방,1999-11-10,206801.982142431,454644.470413314,유통관련업,비디오물감상실업,,2026-05-01 22:38:01,I,03,폐업,,,,,0,,,,,,2003-04-18 17:03:26,,1996-09-06,131-861,서울특별시 중랑구 상봉동 128-45,,,CDFF1242011996000001,3060000,,,,서울특별시 중랑구 망우로 224  (상봉동),,03,폐업,,,,,,,,,,,
,,스크린2,2005-04-04,207733.920478367,453087.52613467,유통관련업,비디오물감상실업,,2026-05-01 22:38:01,I,03,폐업,,,,,,,,,,,2005-04-04 19:03:04,,1996-09-09,131-828,서울특별시 중랑구 면목동 617-1,,,CDFF1242011996000003,3060000,,,,서울특별시 중랑구 면목로 316  (면목동),,03,폐업,,,,,,,22086338,,,,자동
,,키노비디오방,2002-12-13,208168.948878985,454768.684225481,유통관련업,비디오물감상실업,,2026-05-01 22:38:01,I,03,폐업,,,,,0,,0,,,,2003-04-18 17:03:26,,1996-09-09,131-809,서울특별시 중랑구 망우동 516-2,,,CDFF1242011996000004,3060000,,,,서울특별시 중랑구 상봉로 104  (망우동),,03,폐업,,,,,,,,,0,0,
,,짱비디오방,2001-12-18,207779.988755763,453126.60202146,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,0,,0,,,,2003-04-18 17:03:26,,1996-09-12,131-828,서울특별시 중랑구 면목동 611-2,,,CDFF1242011996000006,3060000,,,,,,03,폐업,,,,,,,,,0,0,
,,스크린비디오감상실,2007-03-15,207756.682860792,453121.879678386,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,,,,,,,2007-03-15 17:15:01,,1996-11-15,131-828,서울특별시 중랑구 면목동 611-4,,,CDFF1242011996000009,3060000,,,,서울특별시 중랑구 면목로 320  (면목동),,03,폐업,,,,,,,,,,,자동
,,둘리비디오방,1999-12-04,207759.745765074,453611.571364996,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,0,,,,,,2003-04-18 17:03:26,,1998-01-23,131-814,서울특별시 중랑구 면목동 412-3,,,CDFF1242011998000001,3060000,,,,서울특별시 중랑구 면목로 368  (면목동),,03,폐업,,,,,,,,,,,
,,불티나비디오방,2003-06-25,206643.792238808,456652.458176141,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,,,,,,,2003-06-25 10:40:47,,1999-10-29,131-851,서울특별시 중랑구 묵동 238-122,,,CDFF1242011999000001,3060000,,,,서울특별시 중랑구 동일로163길 22  (묵동),,03,폐업,,,,,,,,,,,자동
,근린생활시설,울트라캡숑비디오방,2002-06-01,206659.973725483,454602.592730634,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,0,,0,,,,2003-04-18 17:03:26,,2002-01-23,131-861,서울특별시 중랑구 상봉동 130-0 3층,,,CDFF1242012002000002,3060000,,,,"서울특별시 중랑구 망우로 212  (상봉동,3층)",,03,폐업,,,,,,,,,0,0,
,근린생활시설,훼미리비디오방,2021-08-19,206745.3156041,454434.614373964,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,132,,,,,,2021-08-23 09:31:47,,2002-03-15,131-823,서울특별시 중랑구 면목동 184-13,,,CDFF1242012002000004,3060000,,,,서울특별시 중랑구 망우로32길 37  (면목동),,03,폐업,,,,,,,,,,,자동
,,명동비디오감상실,2000-06-29,198536.72300768,451375.343475975,유통관련업,비디오물감상실업,,2026-05-01 22:38:03,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1996-09-06,100-845,서울특별시 중구 을지로2가 199-41 황해빌딩,,,CDFF1242011996000007,3010000,,,,"서울특별시 중구 명동7길 19  (을지로2가,황해빌딩)",,03,폐업,,,,,,,,,,,
,,동국,2006-09-25,199746.645312991,451016.950292809,,비디오물감상실업,,2026-05-01 22:38:03,I,03,폐업,,,,,,,,,,,2014-01-03 08:54:13,,1996-09-12,,서울특별시 중구 충무로5가 84-1,,,CDFF1242011996000008,3010000,,,,서울특별시 중구 서애로 8 (충무로5가),,03,폐업,,,,,,,,,,,자동
,,공간비디오감상실,2012-05-16,201585.646021087,451516.994656249,유통관련업,비디오물감상실업,,2026-05-01 22:38:03,I,03,폐업,,,,,0,,,,,,2012-05-16 14:44:46,,1996-09-12,100-869,서울특별시 중구 황학동 737,,,CDFF1242011996000009,3010000,,,,서울특별시 중구 퇴계로 423-6  (황학동),,03,폐업,,,,,,,,,,,
,,씨티,2002-09-09,199492.981109179,450994.468193414,유통관련업,비디오물감상실업,,2026-05-01 22:38:03,I,03,폐업,,,,,,,,,,,2003-08-19 16:01:02,,1996-09-12,100-272,서울특별시 중구 필동2가 15-2,,,CDFF1242011996000010,3010000,,,,서울특별시 중구 퇴계로 210  (필동2가),,03,폐업,,,,,,,,,,,자동
,,쥬라기,2008-06-23,199263.803751308,451326.721167275,유통관련업,비디오물감상실업,,2026-05-01 22:38:03,I,03,폐업,,,,,,,,,,,2008-06-23 10:59:00,,1996-09-16,100-300,서울특별시 중구 초동 70-4,,,CDFF1242011996000012,3010000,,,,서울특별시 중구 마른내로 42  (초동),,03,폐업,,,,,,,,,,,자동
,,알파월드비디오감상실,2000-01-19,201223.186772171,451410.762188847,유통관련업,비디오물감상실업,,2026-05-01 22:38:03,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1996-09-20,100-823,서울특별시 중구 신당동 247-11,,,CDFF1242011996000013,3010000,,,,서울특별시 중구 퇴계로 386-5  (신당동),,03,폐업,,,,,,,,,,,
,,샘터비디오감상실,2001-11-05,201266.198733898,451284.255522007,유통관련업,비디오물감상실업,,2026-05-01 22:38:03,I,03,폐업,,,,,,,,,,,2003-08-19 15:58:48,,1996-09-30,100-420,서울특별시 중구 무학동 35,,,CDFF1242011996000014,3010000,,,,,,03,폐업,,,,,,,,,,,자동
,,시네마비디오,2001-05-21,199291.1619227,451171.005842739,유통관련업,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,,,,,,,2003-07-25 13:20:54,,1996-10-21,100-013,서울특별시 중구 충무로3가 30-3 5,,,CDFF1242011996000015,3010000,,,,"서울특별시 중구 수표로6길 41-1  (충무로3가,5)",,03,폐업,,,,,,,,,,,자동
,,키노비디오방,2003-09-20,198583.645844751,451071.071908407,유통관련업,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,,,,,,,2003-09-22 17:11:42,,1997-03-24,100-011,서울특별시 중구 충무로1가 23-5 지상4,,,CDFF1242011997000002,3010000,,,,"서울특별시 중구 명동8길 40  (충무로1가,지상4)",,03,폐업,,,,,,,,,,,자동
,,DVD클럽,2018-12-17,198647.853983889,451191.225437966,,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,66,,,,,,2018-12-17 15:59:49,,1998-01-20,,서울특별시 중구 명동2가 3-11,,,CDFF1242011998000001,3010000,,,,서울특별시 중구 명동10길 17-1  (명동2가),,03,폐업,,,,,,,,,,,자동
,,시네마천국비디오방,2002-08-20,198525.98798343,451080.073936002,유통관련업,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1998-05-08,100-810,서울특별시 중구 명동2가 53-17,,,CDFF1242011998000002,3010000,,,,서울특별시 중구 명동4길 37  (명동2가),,03,폐업,,,,,,,,,0,0,
,,월드비디오방,2005-08-29,201427.442557243,451325.656644102,유통관련업,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,,,,,,,2005-08-29 17:29:22,,1998-09-28,100-819,서울특별시 중구 신당동 110,,,CDFF1242011998000003,3010000,,,,,,03,폐업,,,,,,,,,,,자동
,,뉴스타몰,2016-02-15,198638.862047749,451219.244172969,,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,91.9,,0,,,,2016-02-16 11:26:13,,1999-06-07,,서울특별시 중구 명동2가 3-7,,,CDFF1242011999000001,3010000,,,,서울특별시 중구 명동10길 13 (명동2가),,03,폐업,,,,,,,02-753-5053,,0,0,
,근린생활시설,동원,2004-04-13,201125.519016657,451867.372461174,유통관련업,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,,,,,,,2004-04-29 09:47:20,,1999-06-16,100-887,서울특별시 중구 신당동 213-2 3층,,,CDFF1242011999000002,3010000,,,,"서울특별시 중구 마장로1가길 23  (신당동,3층)",,03,폐업,,,,,,,,,,,자동
,,허리우드,2010-08-27,200616.304949685,451713.374319666,,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,,,,,,,2010-08-27 14:31:46,,2000-01-21,,서울특별시 중구 을지로6가 18-37 4층,,,CDFF1242012000000001,3010000,,,,"서울특별시 중구 을지로43길 38  (을지로6가,4층)",,03,폐업,,,,,,,22665166,,,,자동
,,명화마을비디오감상실,2004-09-06,200615.347900216,451610.393543107,유통관련업,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,,,,,,,2004-11-16 09:26:42,,2000-03-11,100-851,서울특별시 중구 을지로6가 18-221 풍아빌딩3층,,,CDFF1242012000000002,3010000,,,,"서울특별시 중구 장충단로 247  (을지로6가,풍아빌딩3층)",,03,폐업,,,,,,,22691888,,,,자동
,,영화속으로,2003-07-23,198629.867156407,451052.713011565,유통관련업,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,,,,,,,2003-08-21 11:45:59,,2000-11-27,100-861,서울특별시 중구 충무로2가 66-10 나리빌딩4층,,,CDFF1242012000000004,3010000,,,,"서울특별시 중구 명동8가길 5  (충무로2가,나리빌딩4층)",,03,폐업,,,,,,,,,,,자동
,,친구랑,2005-06-22,198634.6422464,451242.691569104,유통관련업,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,,,,,,,2005-06-27 09:50:48,,2000-12-04,100-809,서울특별시 중구 명동2가 2-5 지상3,,,CDFF1242012000000005,3010000,,,,"서울특별시 중구 명동10길 7  (명동2가,지상3)",,03,폐업,,,,,,,,,,,자동
,,우리비디오방,2006-02-02,200513.524528228,451579.099838143,유통관련업,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,,,,,,,2006-02-02 16:44:27,,2001-02-07,100-851,서울특별시 중구 을지로6가 18-130 지하2층,,,CDFF1242012001000001,3010000,,,,"서울특별시 중구 을지로 255  (을지로6가,지하2층)",,03,폐업,,,,,,,22646384,,,,자동
,,씨네마카페(영화감상실),2006-07-10,198507.410787923,451209.663028288,유통관련업,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,,,,,,,2006-07-10 17:09:48,,2001-07-16,100-810,서울특별시 중구 명동2가 54-12,,,CDFF1242012001000002,3010000,,,,서울특별시 중구 명동8길 8-13  (명동2가),,03,폐업,,,,,,,,,,,자동
,,오스카,2016-04-01,198511.414257246,451155.719661173,유통관련업,비디오물감상실업,,2026-05-01 22:38:04,I,03,폐업,,,,,0,,,,,,2016-04-11 17:32:25,,2002-01-08,100-810,"서울특별시 중구 명동2가 54-32 3,4층",,,CDFF1242012002000001,3010000,,,,"서울특별시 중구 명동4길 23  (명동2가,3,4층)",,03,폐업,,,,,,,,,,,
,,새천년,2007-06-25,,,유통관련업,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,,,,,,,2007-06-25 13:31:56,,2002-01-18,100-800,서울특별시 중구 남대문로5가 12-2 지상3층,,,CDFF1242012002000002,3010000,,,,"서울특별시 중구 세종대로 20-2  (남대문로5가,지상3층)",,03,폐업,,,,,,,,,,,자동
,,뎁스,2017-03-21,200640.845642848,451721.924344597,,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,0,,4,,,,2017-03-21 17:26:25,,2002-04-22,,서울특별시 중구 을지로6가 18-96 지상4층,,,CDFF1242012002000003,3010000,,,,"서울특별시 중구 장충단로13길 11 (을지로6가,지상4층)",,03,폐업,,,,,,,,,0,0,
,,시네마천국,2014-04-07,198488.310797449,451154.733206596,,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,254.63,,,,,,2014-04-08 13:56:29,,2002-11-14,,서울특별시 중구 명동2가 55-2 지상3층,,,CDFF1242012002000004,3010000,,,,"서울특별시 중구 명동4길 22  (명동2가,지상3층)",,03,폐업,,,,,,,,,,,자동
,,리무진,2012-04-30,198525.98798343,451080.073936002,유통관련업,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,180,,,,,,2012-05-01 09:28:56,,2002-11-26,,"서울특별시 중구 명동2가 53-17 지상3,4,5층",,,CDFF1242012002000005,3010000,,,,"서울특별시 중구 명동4길 37  (명동2가,지상3,4,5층)",,03,폐업,,,,,,,,,,,자동
,,커플죤,2005-11-07,198641.187937746,451026.93001938,유통관련업,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,98.6,,,,,,2005-11-07 10:20:16,,2002-12-09,100-861,서울특별시 중구 충무로2가 65-2,,,CDFF1242012002000006,3010000,,,,서울특별시 중구 명동8가길 6  (충무로2가),,03,폐업,,,,,,,,,,,자동
,근린생활시설,리무진2,2016-06-17,198590.414302969,451038.262729925,,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,108.86,,,,,,2016-06-20 11:29:21,,2003-03-07,,서울특별시 중구 충무로1가 23-8 5층,,,CDFF1242012003000001,3010000,,,,"서울특별시 중구 명동8나길 2 (충무로1가,5층)",,03,폐업,,,,,,,,,,,자동
,,포유DVD,2009-10-09,198559.042663713,451148.301847676,,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,126.28,,,,,,2009-10-09 17:32:01,,2003-05-12,,서울특별시 중구 명동2가 52-5 지하1층,,,CDFF1242012003000002,3010000,,,,"서울특별시 중구 명동6길 15  (명동2가,지하1층)",,03,폐업,,,,,,,,,,1,자동
,,상류영상,2008-04-14,198533.453475093,451030.50538952,유통관련업,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,283.72,,,,,,2008-04-14 17:56:20,,2003-03-04,100-011,서울특별시 중구 충무로1가 23-15 지상4층,,,CDFF1242012003000003,3010000,,,,"서울특별시 중구 명동8나길 14  (충무로1가,지상4층)",,03,폐업,,,,,,,,,,,자동
,,럭셔리,2004-03-23,198592.48305067,451206.437352034,유통관련업,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,95.6,,,,,,2004-03-24 16:22:54,,2003-08-16,100-809,서울특별시 중구 명동2가 32-7,,,CDFF1242012003000004,3010000,,,,서울특별시 중구 명동8길 11-4  (명동2가),,03,폐업,,,,,,,,,,,자동
,,영화볼래,2005-01-03,198588.417684782,451185.595332465,유통관련업,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,123.2,,,,,,2005-01-03 15:00:31,,2004-11-02,100-809,서울특별시 중구 명동2가 32-4,,,CDFF1242012004000001,3010000,,,,서울특별시 중구 명동8길 17-1  (명동2가),,03,폐업,,,,,,,,,,,자동
,,비트맥스DVD영화관,2010-07-20,200393.824961721,450909.227027383,,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,93.15,,,,,,2010-07-20 14:59:18,,2005-05-25,,서울특별시 중구 장충동2가 187-21 4층,,,CDFF1242012005000002,3010000,,,,"서울특별시 중구 동호로24길 27-3  (장충동2가,4층)",,03,폐업,,,,,,,,,,,
,기타,매직 DVD감상실,2010-12-30,201578.800256797,451446.791496246,,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,153.42,,,,,,2010-12-30 13:33:55,,2007-01-05,,서울특별시 중구 신당동 120-24 지상 3층,,,CDFF1242012007000001,3010000,,,상업지역,"서울특별시 중구 퇴계로84길 6  (신당동,지상 3층)",,03,폐업,,,,기타,,,,,,,
,,골든벨 비디오감상실,2010-12-06,198467.126665171,451240.860896184,,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,2008.08,,,,,,2010-12-06 15:06:33,,2008-10-21,,서울특별시 중구 명동2가 55-5 지상 3~4층,,,CDFF1242012008000002,3010000,,,,"서울특별시 중구 명동4길 2  (명동2가,지상 3~4층)",,03,폐업,,,,,,,,,,,
,,유럽비디오방,2014-06-26,199279.173644915,451377.789533632,,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,94.68,,,,,,2014-06-26 13:16:12,,2012-07-30,,서울특별시 중구 초동 19-2 지상2층,,,CDFF1242012012000001,3010000,,,,서울특별시 중구 충무로 39 (초동),,03,폐업,,,,,,,,,,,
,,씨네트 비디오방,2019-11-29,199598.919267432,451027.764382279,,비디오물감상실업,,2026-05-01 22:38:05,I,03,폐업,,,,,108.1,,,,,,2019-12-02 13:41:59,,2018-01-25,,서울특별시 중구 충무로4가 116-10,,,CDFF1242012018000001,3010000,,,,서울특별시 중구 퇴계로 220 (충무로4가),04624,03,폐업,,,,,,,02-926-1615,,5,,
,,U.S.A 비디오방,2006-09-25,206668.214785078,454585.286694411,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,,,,,,,2006-09-25 13:55:53,,2002-10-19,131-861,서울특별시 중랑구 상봉동 130-127,,,CDFF1242012002000005,3060000,,,,서울특별시 중랑구 망우로32길 6  (상봉동),,03,폐업,,,,,,,22421935,,,,자동
,,탑 DVD 영화관,2007-05-22,206758.762200019,454692.213687428,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,132,,,,,,2007-05-22 13:42:39,,2003-02-18,131-878,서울특별시 중랑구 중화동 207-24,,,CDFF1242012003000001,3060000,,,,서울특별시 중랑구 망우로 221  (중화동),,03,폐업,,,,,,,,,,,자동
,,KBS비디오감상실,2005-07-07,206624.280520688,454591.094674427,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,,,,,,,2005-07-07 15:07:20,,2003-03-05,131-861,서울특별시 중랑구 상봉동 130-146 3층,,,CDFF1242012003000002,3060000,,,,"서울특별시 중랑구 망우로 206  (상봉동,3층)",,03,폐업,,,,,,,,,,,자동
,근린생활시설,두리비디오방,2004-07-02,207643.057579455,453002.271578754,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,99,,,,,,2004-07-02 14:52:12,,2003-03-14,131-828,서울특별시 중랑구 면목동 626-17,,,CDFF1242012003000003,3060000,,,,서울특별시 중랑구 면목로 302  (면목동),,03,폐업,,,,,,,,,,,자동
,,스타박스 DVD,2008-05-23,207800.445017282,453318.113238712,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,162.28,,,,,,2008-05-23 15:23:27,,2003-06-02,131-813,서울특별시 중랑구 면목동 459-1,,,CDFF1242012003000004,3060000,,,,서울특별시 중랑구 면목로48길 8  (면목동),,03,폐업,,,,,,,,,,,자동
,근린생활시설,연DVD방,2008-12-22,207718.31028614,453208.570852504,,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,58.74,,3,,,,2009-03-09 10:04:52,,2003-12-18,131-831,서울특별시 중랑구 면목동 496-18,,,CDFF1242012003000005,3060000,,,,서울특별시 중랑구 면목로 325  (면목동),,03,폐업,,,,,,,,,4,,자동
,근린생활시설,DVD키네마,2009-08-03,207593.257550138,453065.567418399,,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,175.41,,4,,,,2009-08-03 13:18:30,,2004-06-14,,서울특별시 중랑구 면목동 649-3 402호,,,CDFF1242012004000001,3060000,,,,"서울특별시 중랑구 사가정로52길 22  (면목동,402호)",,03,폐업,,,,,,,,,7,,자동
,근린생활시설,연2 DVD,2011-08-24,207710.814947971,453260.188599749,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,98.83,,3,,,,2011-08-24 15:57:33,,2004-12-21,131-831,서울특별시 중랑구 면목동 496-24 (3층),,,CDFF1242012004000002,3060000,1,,,"서울특별시 중랑구 면목로45길 7  (면목동,(3층))",,03,폐업,,,,,,,02-493-9377,,5,,자동
,근린생활시설,탑 비디오방,2020-08-20,207720.341138836,453229.274393285,,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,75.6,,4,,,,2020-08-20 15:04:07,,2005-08-18,,서울특별시 중랑구 면목동 496-16 4층,,,CDFF1242012005000001,3060000,,,,"서울특별시 중랑구 면목로45길 3-8 (면목동,4층)",,03,폐업,,,,,,,,,,,자동
,,영하DVD영화관,2007-03-02,206739.104478081,455075.034616356,유통관련업,비디오물감상실업,,2026-05-01 22:38:02,I,03,폐업,,,,,106.98,,,,,,2007-03-02 16:36:17,,2005-11-25,131-879,서울특별시 중랑구 중화동 300-48 지층,,,CDFF1242012005000002,3060000,,,,"서울특별시 중랑구 중랑역로 50  (중화동,지층)",,03,폐업,,,,,,,02-433-3271,,,1,자동
