건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,도서출판JS,2000-11-27,203033.815491943,451096.333215396,출판인쇄업,출판사,2026-05-06 22:35:02,I,03,폐업,,0,0,2003-02-06 14:51:15,,1999-11-15,133-882,서울특별시 성동구 도선동 **-*,CDFG1251001999000045,3030000,,서울특별시 성동구 무학로*길 **  (도선동),,03,폐업,,,,,0,0
,나인기획,2010-02-08,205197.247681516,448985.06747453,출판인쇄업,출판사,2026-05-06 22:35:03,I,03,폐업,,0,0,2010-03-26 10:03:10,,1999-12-03,133-831,서울특별시 성동구 성수동*가 ***-** 우영테크노센타B***,CDFG1251001999000052,3030000,,"서울특별시 성동구 아차산로 ***  (성수동*가,우영테크노센타B***)",,03,폐업,,,,,0,0
,북시크,2017-10-10,205347.840006156,451004.910060357,출판인쇄업,출판사,2026-05-06 22:35:03,I,03,폐업,,0,0,2017-10-10 09:34:05,,1999-12-09,133-850,서울특별시 성동구 용답동 ***-** 그랜드오피스텔 ***호,CDFG1251001999000053,3030000,,"서울특별시 성동구 자동차시장*길 ** (용답동,그랜드오피스텔 ***호)",,03,폐업,,,,,0,0
,지구촌가정사역훈련원,2002-05-20,204304.435352975,449241.757151863,출판인쇄업,출판사,2026-05-06 22:35:03,I,03,폐업,,0,0,2003-02-06 14:51:15,,1999-12-21,133-822,서울특별시 성동구 성수동*가 **-* SK빌딩아파트형공장***호,CDFG1251001999000054,3030000,,"서울특별시 성동구 성수일로 **  (성수동*가,SK빌딩아파트형공장***호)",,03,폐업,,,,,0,0
,대영문화사,2007-12-31,205784.868811814,450883.524006222,출판인쇄업,출판사,2026-05-06 22:35:03,I,03,폐업,,,,2008-05-26 09:42:31,,2000-01-10,133-850,서울특별시 성동구 용답동 ***-* 자동차매매시장 A호B동*층나열*-*호,CDFG1251002000000003,3030000,,,,03,폐업,,,,,,
,선화프린텍,2001-08-30,204563.306347478,449357.605501337,출판인쇄업,출판사,2026-05-06 22:35:03,I,03,폐업,,0,0,2003-02-06 14:51:15,,2000-02-15,133-833,서울특별시 성동구 성수동*가 ***-**,CDFG1251002000000008,3030000,,서울특별시 성동구 아차산로*길 *  (성수동*가),,03,폐업,,,,,0,0
,프린스,2001-11-06,205039.907145725,449216.223655036,출판인쇄업,출판사,2026-05-06 22:35:03,I,03,폐업,,0,,2003-02-06 14:51:15,,2000-03-28,133-832,서울특별시 성동구 성수동*가 ***-**,CDFG1251002000000011,3030000,,서울특별시 성동구 성수이로 ***  (성수동*가),,03,폐업,,,,,,
,세원문화인쇄,2001-12-14,204831.523986535,448895.264709312,출판인쇄업,출판사,2026-05-06 22:35:03,I,03,폐업,,0,0,2003-02-06 14:51:15,,2000-04-17,133-827,서울특별시 성동구 성수동*가 ***-**,CDFG1251002000000012,3030000,,서울특별시 성동구 연무장길 **-*  (성수동*가),,03,폐업,,,,,0,0
,(주)아하스쿨,2005-01-24,204304.435352975,449241.757151863,출판인쇄업,출판사,2026-05-06 22:35:03,I,03,폐업,,,,2005-01-24 09:34:47,,2000-05-15,133-822,서울특별시 성동구 성수동*가 **-*,CDFG1251002000000015,3030000,,서울특별시 성동구 성수일로 **  (성수동*가),,03,폐업,,,,,,
,리오정보,2004-10-06,,,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,,,2004-10-06 11:13:57,,2000-09-15,133-825,서울특별시 성동구 성수동*가 ***-** 성동한양벤처파크***,CDFG1251002000000030,3030000,,"서울특별시 성동구 뚝섬로 ***  (성수동*가,성동한양벤처파크***)",,03,폐업,,,,,,
,배경문화사,2004-06-04,204578.11389528,449468.081232858,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,,,2004-06-07 12:43:00,,2000-11-06,133-833,서울특별시 성동구 성수동*가 ***-**,CDFG1251002000000033,3030000,,서울특별시 성동구 아차산로*길 **  (성수동*가),,03,폐업,,,,,,
,(주)무역일보사,2005-06-07,204980.62859022,449254.852501866,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,,,2005-06-07 10:50:40,,2000-12-13,133-834,서울특별시 성동구 성수동*가 ***-***,CDFG1251002000000037,3030000,,서울특별시 성동구 성수이로 ***  (성수동*가),,03,폐업,,,,,,
,한강인쇄,2007-06-01,205422.77256038,449084.126946131,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,,,2007-06-01 16:25:23,,2000-12-23,133-832,서울특별시 성동구 성수동*가 ***-** 센츄리프라자 *동 ***호,CDFG1251002000000038,3030000,,"서울특별시 성동구 성수이로**길 **, *동 ***호 (성수동*가,센츄리프라자)",,03,폐업,,,,,,
,도서출판포엠토피아,2005-11-11,206056.752950075,450877.757549104,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,,,2005-11-11 16:37:35,,2000-12-23,133-851,서울특별시 성동구 용답동 ***-** 삼호오피스텔***,CDFG1251002000000040,3030000,,"서울특별시 성동구 자동차시장*길 ***  (용답동,삼호오피스텔***)",,03,폐업,,,,,,
,오명,2001-01-19,204025.874725495,449412.279894069,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,0,,2003-02-06 14:51:15,,2001-01-19,133-821,서울특별시 성동구 성수동*가 ***-*** 서경빌딩 ***호,CDFG1251002001000005,3030000,,"서울특별시 성동구 왕십리로*길 **-*,  ***호 (성수동*가,서경빌딩)",,03,폐업,,,,,,
,도서출판 두성칼라,2008-07-17,205655.183315974,449239.256966026,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,,,2008-07-18 17:00:52,,2001-01-20,133-832,서울특별시 성동구 성수동*가 ***-**,CDFG1251002001000006,3030000,,서울특별시 성동구 아차산로**길 **  (성수동*가),,03,폐업,,,,,,
,도서출판 띠앗,2002-01-07,204718.760837718,448964.576579045,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,0,,2003-02-06 14:51:15,,2001-02-05,133-835,서울특별시 성동구 성수동*가 ***-** **통*반 *층,CDFG1251002001000009,3030000,,"서울특별시 성동구 연무장길 **-*  (성수동*가,*층)",,03,폐업,,,,,,
,신기루,2002-04-04,205146.021328193,449491.808492763,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,0,0,2003-02-06 14:51:15,,2001-02-07,133-832,서울특별시 성동구 성수동*가 ***-* *통*반 제일인쇄조합빌딩 ***호,CDFG1251002001000011,3030000,,"서울특별시 성동구 성수이로 ***-**,  ***호 (성수동*가,제일인쇄조합빌딩)",,03,폐업,,,,,0,0
,좋은씨앗,2001-09-03,203109.067586421,450516.222043133,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,0,0,2003-02-06 14:51:15,,2001-02-12,133-863,서울특별시 성동구 행당동 ***-*,CDFG1251002001000012,3030000,,서울특별시 성동구 고산자로*가길 **  (행당동),,03,폐업,,,,,0,0
,세무출판사,2005-09-22,205431.52231906,449563.987555306,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,,,2005-09-23 10:47:21,,2001-02-16,133-836,서울특별시 성동구 송정동 **-** *층,CDFG1251002001000016,3030000,,"서울특별시 성동구 광나루로 ***  (송정동,*층)",,03,폐업,,,,,,
,도서출판디자인봄,2009-12-18,205413.02024901,448558.368550071,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,0,,2009-12-18 10:12:04,,2001-02-22,133-831,서울특별시 성동구 성수동*가 ***-*,CDFG1251002001000017,3030000,,서울특별시 성동구 동일로 **-*  (성수동*가),,03,폐업,,,,,,
,패션인사이트(주),2001-02-26,205447.144217262,448621.124635655,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,0,0,2003-02-06 14:51:15,,2001-02-26,133-831,서울특별시 성동구 성수동*가 ***-* *통*반,CDFG1251002001000018,3030000,,서울특별시 성동구 동일로 **  (성수동*가),,03,폐업,,,,,0,0
,도서출판한내,2001-02-26,204934.166661444,449083.056771443,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,0,0,2003-02-06 14:51:15,,2001-02-26,133-835,서울특별시 성동구 성수동*가 ***-* **통*반 삼연빌딩***,CDFG1251002001000019,3030000,,"서울특별시 성동구 아차산로 ***  (성수동*가,삼연빌딩***)",,03,폐업,,,,,0,0
,미성사,2001-03-06,205294.070489449,449224.486924186,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,0,,2003-02-06 14:51:15,,2001-03-06,133-832,서울특별시 성동구 성수동*가 ***-** *통*반,CDFG1251002001000021,3030000,,서울특별시 성동구 성수이로**길 **  (성수동*가),,03,폐업,,,,,,
,(사)한국건축물관리연합회,2003-07-29,,,출판인쇄업,출판사,2026-05-06 22:35:04,I,03,폐업,,,,2003-07-29 16:47:15,,2001-03-24,133-831,서울특별시 성동구 성수동*가 ***-**,CDFG1251002001000023,3030000,,,,03,폐업,,,,,,
,초이스corp,2001-03-28,203089.863865288,451271.366165685,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,0,,2003-02-06 14:51:15,,2001-03-28,133-714,서울특별시 성동구 도선동 ** 신한넥스텔***,CDFG1251002001000024,3030000,,"서울특별시 성동구 고산자로 ***  (도선동,신한넥스텔***)",,03,폐업,,,,,,
,지식서관,2001-04-17,204534.298208048,451321.879727008,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,0,,2003-02-06 14:51:15,,2001-04-17,133-848,서울특별시 성동구 용답동 **-*,CDFG1251002001000029,3030000,,서울특별시 성동구 용답중앙길 **  (용답동),,03,폐업,,,,,,
,디자인메카,2016-08-03,204344.417701704,449159.520344009,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,0,,2016-08-03 14:19:07,,2001-04-18,133-835,서울특별시 성동구 성수동*가 ***-** **통*반 *층,CDFG1251002001000030,3030000,,"서울특별시 성동구 성수일로 ** (성수동*가,*층)",,03,폐업,,,,,,
,세렌디피티하우스,2013-08-28,205959.085148435,449870.485009847,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,,,2013-08-28 09:13:30,,2001-05-02,133-837,서울특별시 성동구 송정동 **-*** *통**반,CDFG1251002001000031,3030000,,서울특별시 성동구 송정**길 **  (송정동),,03,폐업,,,,,,
,도서출판승산서관,2001-05-02,202822.820010023,451038.83659642,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,0,,2003-02-06 14:51:15,,2001-05-02,133-858,서울특별시 성동구 하왕십리동 ***-** *통*반,CDFG1251002001000032,3030000,,서울특별시 성동구 무학봉**길 **  (하왕십리동),,03,폐업,,,,,,
,뉴성종,2005-12-20,202694.13790524,451640.843037552,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,,,2005-12-20 14:45:14,,2001-05-21,133-880,서울특별시 성동구 홍익동 **-* **통*반,CDFG1251002001000035,3030000,,서울특별시 성동구 무학로**길 **  (홍익동),,03,폐업,,,,22964018,,
,도서출판불이문화사,2001-05-21,205039.907145725,449216.223655036,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,0,,2003-02-06 14:51:15,,2001-05-21,133-832,서울특별시 성동구 성수동*가 ***-** **통*반 성수아카데미타워 ****호,CDFG1251002001000036,3030000,,"서울특별시 성동구 성수이로 ***,  ****호 (성수동*가,성수아카데미타워)",,03,폐업,,,,,,
,두리,2001-06-11,,,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,0,0,2003-02-06 14:51:15,,2001-06-11,133-859,서울특별시 성동구 하왕십리동 ****-*** -,CDFG1251002001000038,3030000,,,,03,폐업,,,,,0,0
,우리기업(주),2004-06-18,205426.832025995,449169.918122863,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,,,2004-06-18 15:39:35,,2001-06-19,133-832,서울특별시 성동구 성수동*가 ***-** *통*반,CDFG1251002001000040,3030000,,서울특별시 성동구 아차산로**길 **  (성수동*가),,03,폐업,,,,,,
,레넬,2015-03-26,203089.863865288,451271.366165685,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,0,,2015-03-26 14:23:00,,2001-06-22,133-714,서울특별시 성동구 도선동 ** 신한넥스텔 ****호,CDFG1251002001000043,3030000,,"서울특별시 성동구 고산자로 ***, ****호 (도선동,신한넥스텔)",,03,폐업,,,,,,
,미래지식산업,2002-03-14,202710.324186963,451334.750858061,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,0,0,2003-02-06 14:51:15,,2001-07-20,133-883,서울특별시 성동구 도선동 ***-* **통*반 일신빌딩*층*호,CDFG1251002001000050,3030000,,"서울특별시 성동구 왕십리로**길 *  (도선동,일신빌딩*층*호)",,03,폐업,,,,,0,0
,아세아기획인쇄,2004-03-02,202551.746419407,451297.350453921,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,,,2004-03-02 14:11:03,,2001-07-25,133-857,서울특별시 성동구 하왕십리동 ***-** **통*반 성동빌딩 ***호,CDFG1251002001000051,3030000,,"서울특별시 성동구 왕십리로 ***,  ***호 (하왕십리동,성동빌딩)",,03,폐업,,,,,,
,도서출판참수행,2016-04-21,205526.575000919,450973.919950758,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,0,,2016-04-21 16:48:38,,2001-07-27,133-850,서울특별시 성동구 용답동 ***-** *통*반 나성빌딩 ***호,CDFG1251002001000052,3030000,,"서울특별시 성동구 자동차시장*길 **, ***호 (용답동,나성빌딩)",,03,폐업,,,,,,
,전인교육원,2008-03-31,205547.416045889,449270.711857585,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,,,2008-03-31 11:26:56,,2001-08-02,133-832,서울특별시 성동구 성수동*가 ***-**,CDFG1251002001000056,3030000,,서울특별시 성동구 아차산로**길 **  (성수동*가),,03,폐업,,,,,,
,씨엠북,2021-03-31,204984.391117147,449275.471349695,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,0,,2021-04-01 10:37:03,,2001-08-27,133-834,서울특별시 성동구 성수동*가 ***-* 덕산빌딩 ***호,CDFG1251002001000061,3030000,,"서울특별시 성동구 성수이로 ***,  ***호 (성수동*가,덕산빌딩)",,03,폐업,,,,,,
,(주)프린트플러스,2008-12-04,205613.106869897,449287.108916531,출판인쇄업,출판사,2026-05-06 22:35:05,I,03,폐업,,,,2008-12-11 13:34:46,,2001-08-29,133-832,서울특별시 성동구 성수동*가 ***-** *통*반,CDFG1251002001000062,3030000,,서울특별시 성동구 광나루로*길 **  (성수동*가),,03,폐업,,,,,,
,도서출판Y.E.C.CHINA,2003-12-10,204217.281570413,449151.410932978,출판인쇄업,출판사,2026-05-06 22:35:06,I,03,폐업,,,,2003-12-18 15:05:04,,2001-08-29,133-819,서울특별시 성동구 성수동*가 **-*,CDFG1251002001000063,3030000,,서울특별시 성동구 성수일로 **-**  (성수동*가),,03,폐업,,,,,,
,성민복음사,2016-06-22,203779.550926241,449645.409684874,출판인쇄업,출판사,2026-05-06 22:35:06,I,03,폐업,,0,,2016-06-22 14:37:38,,2001-08-29,133-825,서울특별시 성동구 성수동*가 ***-*** *통*반,CDFG1251002001000064,3030000,,서울특별시 성동구 서울숲*길 ** (성수동*가),,03,폐업,,,,,,
,한국학력개발원,2013-03-29,205077.325266776,448924.655109511,출판인쇄업,출판사,2026-05-06 22:35:06,I,03,폐업,,0,,2013-03-29 16:40:18,,2001-09-05,133-831,서울특별시 성동구 성수동*가 ***-** **통*반,CDFG1251002001000065,3030000,,서울특별시 성동구 연무장**길 *  (성수동*가),,03,폐업,,,,,,
,도서출판 제이에스,2008-06-27,202806.018487131,451160.356013436,출판인쇄업,출판사,2026-05-06 22:35:06,I,03,폐업,,,,2008-06-29 12:45:44,,2002-02-18,133-858,서울특별시 성동구 하왕십리동 ***-**,CDFG1251002002000002,3030000,,서울특별시 성동구 왕십리로 ***  (하왕십리동),,03,폐업,,,,,,
,도서출판번양사,2002-05-09,203682.488949554,450475.608315017,출판인쇄업,출판사,2026-05-06 22:35:06,I,03,폐업,,0,0,2003-02-06 14:51:15,,2002-03-08,133-862,서울특별시 성동구 행당동 **-**,CDFG1251002002000004,3030000,,서울특별시 성동구 살곶이*길 **  (행당동),,03,폐업,,,,,0,0
,도서출판하나둘셋,2002-05-08,203682.488949554,450475.608315017,출판인쇄업,출판사,2026-05-06 22:35:06,I,03,폐업,,0,0,2003-02-06 14:51:15,,2002-03-08,133-862,서울특별시 성동구 행당동 **-**,CDFG1251002002000005,3030000,,서울특별시 성동구 살곶이*길 **  (행당동),,03,폐업,,,,,0,0
,비즈메디,2021-08-19,205331.057464621,449210.348308594,출판인쇄업,출판사,2026-05-06 22:35:06,I,03,폐업,,0,0,2021-08-19 15:15:31,,2002-03-21,133-832,서울특별시 성동구 성수동*가 ***-**,CDFG1251002002000007,3030000,,서울특별시 성동구 아차산로**길 ** (성수동*가),,03,폐업,,,,,0,0
,(주)토피아넷,2009-06-18,205214.696074247,449326.791808157,출판인쇄업,출판사,2026-05-06 22:35:06,I,03,폐업,,,,2009-06-18 15:32:49,,2002-05-15,,서울특별시 성동구 성수동*가 ***-** 윈스타워 ***호,CDFG1251002002000016,3030000,,"서울특별시 성동구 아차산로**길 **,  ***호 (성수동*가,윈스타워)",,03,폐업,,,,02-466-4080,,
,ARS,2006-01-11,203716.863556048,451293.928459144,출판인쇄업,출판사,2026-05-06 22:35:06,I,03,폐업,,,,2006-01-11 17:45:55,,2002-07-16,133-811,서울특별시 성동구 마장동 ***-*,CDFG1251002002000024,3030000,,서울특별시 성동구 마조로**길 **-*  (마장동),,03,폐업,,,,,,
,도서출판신지학,2009-04-01,204791.605868617,449489.33271485,출판인쇄업,출판사,2026-05-06 22:35:07,I,03,폐업,,0,0,2009-04-01 17:27:16,,2002-08-26,133-833,서울특별시 성동구 성수동*가 ***-***,CDFG1251002002000028,3030000,,서울특별시 성동구 아차산로*길 **  (성수동*가),,03,폐업,,,,,0,0
,국회의정연구원,2005-01-24,204762.18272976,449148.896432559,출판인쇄업,출판사,2026-05-06 22:35:07,I,03,폐업,,,,2005-01-24 09:37:02,,2002-08-26,133-835,서울특별시 성동구 성수동*가 ***-* 신성빌딩A동***호,CDFG1251002002000029,3030000,,"서울특별시 성동구 아차산로 **  (성수동*가,신성빌딩A동***호)",,03,폐업,,,,,,
,(주)국민피앤텍,2003-06-10,204984.391117147,449275.471349695,출판인쇄업,출판사,2026-05-06 22:35:07,I,03,폐업,,247.94,,2003-06-10 16:38:57,,2003-03-20,133-834,서울특별시 성동구 성수동*가 ***-*,CDFG1251002003000005,3030000,,서울특별시 성동구 성수이로 ***  (성수동*가),,03,폐업,,,,,,
,부부 카,2014-01-29,205539.758811849,450932.252394965,출판인쇄업,출판사,2026-05-06 22:35:07,I,03,폐업,,,,2014-02-17 15:38:44,,2003-05-22,133-850,서울특별시 성동구 용답동 *** B동 ***호,CDFG1251002003000014,3030000,,"서울특별시 성동구 자동차시장*길 **, B동 ***호 (용답동)",,03,폐업,,,,02-2246-7315,,
,도서출판 대순진리회 출판부,2005-02-28,205361.635163316,451032.231073987,출판인쇄업,출판사,2026-05-06 22:35:07,I,03,폐업,,,,2008-03-24 10:38:52,,2003-06-30,133-850,서울특별시 성동구 용답동 ***-* ***호,CDFG1251002003000016,3030000,,"서울특별시 성동구 천호대로 ***,  ***호 (용답동)",,03,폐업,,,,02-2214-4881,,
,주식회사 이큐브테크,2004-08-12,205039.907145725,449216.223655036,출판인쇄업,출판사,2026-05-06 22:35:07,I,03,폐업,,,,2008-02-26 09:54:54,,2003-07-01,133-832,서울특별시 성동구 성수동*가 ***-** 성수아카데미타워 ****호,CDFG1251002003000017,3030000,,"서울특별시 성동구 성수이로 ***,  ****호 (성수동*가,성수아카데미타워)",,03,폐업,,,,02-6214-9254,,
,아이렛슨,2005-04-12,205455.198217331,449050.405043668,출판인쇄업,출판사,2026-05-06 22:35:08,I,03,폐업,,,,2005-04-13 09:28:46,,2003-09-04,133-832,서울특별시 성동구 성수동*가 ***-** 성원상떼뷰 *층 *호,CDFG1251002003000018,3030000,,"서울특별시 성동구 아차산로**길 **  (성수동*가,성원상떼뷰 *층 *호)",,03,폐업,,,,,,
,(주)프린팅하우스,2018-01-02,205464.596032972,448682.536149848,출판인쇄업,출판사,2026-05-06 22:35:08,I,03,폐업,,,,2018-01-02 13:23:49,,2003-10-16,,서울특별시 성동구 성수동*가 ***-*,CDFG1251002003000021,3030000,,"서울특별시 성동구 동일로 **, *층 (성수동*가, 삼보약국)",04787,03,폐업,,,,02-462-9652,,
,성우칼라주보사,2007-05-23,205422.77256038,449084.126946131,출판인쇄업,출판사,2026-05-06 22:35:08,I,03,폐업,,,,2007-05-28 10:18:53,,2003-10-20,133-832,서울특별시 성동구 성수동*가 ***-**,CDFG1251002003000022,3030000,,서울특별시 성동구 성수이로**길 **  (성수동*가),,03,폐업,,,,22689194,,
,동아원색,2013-12-12,204762.18272976,449148.896432559,출판인쇄업,출판사,2026-05-06 22:35:08,I,03,폐업,,,,2014-02-17 15:45:53,,2003-12-23,133-835,서울특별시 성동구 성수동*가 ***-* 신성빌딩 B동 ***호,CDFG1251002003000036,3030000,,"서울특별시 성동구 아차산로 **, B동 ***호 (성수동*가,신성빌딩)",,03,폐업,,,,,,
,도서출판빛과글,2016-03-28,204902.393695334,448952.157253884,출판인쇄업,출판사,2026-05-06 22:35:08,I,03,폐업,,,,2016-04-14 17:36:40,,2003-12-23,133-835,서울특별시 성동구 성수동*가 ***-* 성문빌딩 *층,CDFG1251002003000037,3030000,,"서울특별시 성동구 성수이로 **, *층 (성수동*가, 성문빌딩)",,03,폐업,,,,,,
,(주)이큐브테크,2004-08-12,205039.907145725,449216.223655036,출판인쇄업,출판사,2026-05-06 22:35:08,I,03,폐업,,,,2008-02-26 09:54:16,,2003-07-01,133-832,서울특별시 성동구 성수동*가 ***-** 성수아카데미타워 ****호,CDFG1251002003000040,3030000,,"서울특별시 성동구 성수이로 ***,  ****호 (성수동*가,성수아카데미타워)",,03,폐업,,,,,,
,웰빙,2019-04-15,203089.863865288,451271.366165685,출판인쇄업,출판사,2026-05-06 22:35:08,I,03,폐업,,,,2019-04-15 12:27:34,,2004-01-28,133-714,서울특별시 성동구 도선동 ** 신한넥스텔****호,CDFG1251002004000003,3030000,,"서울특별시 성동구 고산자로 *** (도선동,신한넥스텔****호)",,03,폐업,,,,,,
,도서출판 이즈,2007-12-28,204766.388064728,449242.707127485,출판인쇄업,출판사,2026-05-06 22:35:08,I,03,폐업,,,,2007-12-28 16:59:10,,2004-06-16,133-834,서울특별시 성동구 성수동*가 ***-*,CDFG1251002004000018,3030000,,서울특별시 성동구 성수일로*길 **  (성수동*가),,03,폐업,,,,,,
,Back to the Bible(백투더바이블),2010-12-21,205405.023437726,448671.564221156,출판인쇄업,출판사,2026-05-06 22:35:08,I,03,폐업,,,,2010-12-21 15:21:14,,2004-07-13,133-831,서울특별시 성동구 성수동*가 ***-**,CDFG1251002004000022,3030000,,서울특별시 성동구 연무장길 ***  (성수동*가),,03,폐업,,,,02-467-8831,,
,한국엘리어트,2004-11-23,204948.345073119,448659.767345547,출판인쇄업,출판사,2026-05-06 22:35:08,I,03,폐업,,,,2010-05-20 09:19:41,,2004-07-27,133-831,서울특별시 성동구 성수동*가 ***-**,CDFG1251002004000024,3030000,,서울특별시 성동구 성수이로**길 **  (성수동*가),,03,폐업,,,,,,
근린생활시설,아트레시피,2011-03-25,204218.093331519,449668.469258543,출판인쇄업,출판사,2026-05-06 22:35:09,I,03,폐업,,42.9,3,2011-03-25 11:40:19,,2004-10-25,133-822,서울특별시 성동구 성수동*가 **-**,CDFG1251002004000033,3030000,준주거지역,서울특별시 성동구 상원**길 *  (성수동*가),,03,폐업,주택가주변,,,,3,1
근린생활시설,열린교육,2014-04-15,205691.85660333,449187.941063078,출판인쇄업,출판사,2026-05-06 22:35:09,I,03,폐업,,30,,2014-04-15 15:45:48,,2004-11-26,133-832,서울특별시 성동구 성수동*가 ***-**,CDFG1251002004000034,3030000,일반공업지역,서울특별시 성동구 동일로 *** (성수동*가),,03,폐업,기타,,,,,
근린생활시설,삼립인쇄(주),2019-06-20,204404.595953222,449754.076983965,출판인쇄업,출판사,2026-05-06 22:35:09,I,03,폐업,,99,2,2019-06-20 16:18:17,,2004-12-22,133-822,서울특별시 성동구 성수동*가 **-***,CDFG1251002004000037,3030000,일반공업지역,서울특별시 성동구 상원**길 ** (성수동*가),,03,폐업,기타,,,,2,
근린생활시설,드림팩,2008-01-08,204623.140437979,449327.418298117,출판인쇄업,출판사,2026-05-06 22:35:09,I,03,폐업,,92.4,4,2008-01-17 10:36:46,,2004-12-27,133-833,서울특별시 성동구 성수동*가 ***-**,CDFG1251002004000040,3030000,준공업지역,서울특별시 성동구 성수일로**길 **  (성수동*가),,03,폐업,기타,,,,5,1
근린생활시설,(주)한승디지텍,2015-01-28,204390.82689303,449276.626220968,출판인쇄업,출판사,2026-05-06 22:35:09,I,03,폐업,,66,4,2015-01-28 17:31:34,,2005-02-04,133-835,서울특별시 성동구 성수동*가 ***-*,CDFG1251002005000006,3030000,일반공업지역,서울특별시 성동구 성수일로*길 * (성수동*가),,03,폐업,기타,,,,4,1
근린생활시설,꿈을찾는 사람,2007-11-30,203714.737912614,449544.572153375,출판인쇄업,출판사,2026-05-06 22:35:09,I,03,폐업,,15,,2010-03-26 10:04:57,,2005-02-14,133-825,서울특별시 성동구 성수동*가 ***-***,CDFG1251002005000007,3030000,,서울특별시 성동구 서울숲길 **  (성수동*가),,03,폐업,,,,,,
아파트,오즈랩,2025-11-03,203439.114398187,449499.064442785,출판인쇄업,출판사,2026-05-06 22:35:09,I,03,폐업,,71.34,,2025-11-04 09:39:49,,2005-02-19,,서울특별시 성동구 성수동*가 ***-***,CDFG1251002005000010,3030000,일반주거지역,"서울특별시 성동구 서울숲*길 *, *층 (성수동*가)",04768,03,폐업,주택가주변,,,,,
근린생활시설,한국근육통증기능연구소(KMFC),2005-12-12,204454.567765147,451654.612524495,출판인쇄업,출판사,2026-05-06 22:35:09,I,03,폐업,,,,2005-12-14 11:19:22,,2005-03-16,133-849,서울특별시 성동구 용답동 ***-**,CDFG1251002005000015,3030000,일반주거지역,서울특별시 성동구 용답중앙*가길 *  (용답동),,03,폐업,주택가주변,,,22427420,,
,도서출판 조이북스,2020-11-23,203284.927288004,451962.362842577,출판인쇄업,출판사,2026-05-06 22:35:09,I,03,폐업,,,,2020-11-23 15:00:25,,2005-04-01,133-814,서울특별시 성동구 마장동 ***-** 해동빌딩 ***호,CDFG1251002005000017,3030000,,"서울특별시 성동구 고산자로**길 *-*,  ***호 (마장동,해동빌딩)",,03,폐업,,,,,,
,(사)대한풍수지리학회,2005-06-17,203805.378968334,449816.613014147,출판인쇄업,출판사,2026-05-06 22:35:10,I,03,폐업,,,,2005-06-18 09:29:41,,2005-05-02,133-824,서울특별시 성동구 성수동*가 ***-** ***호,CDFG1251002005000021,3030000,,"서울특별시 성동구 왕십리로 ***-*,  ***호 (성수동*가)",,03,폐업,,,,,,
,세대출판사,2010-09-01,202649.556506933,450795.947324227,출판인쇄업,출판사,2026-05-06 22:35:15,I,03,폐업,,,,2010-09-02 09:23:03,,2005-06-29,133-872,서울특별시 성동구 행당동 ***-**,CDFG1251002005000026,3030000,,서울특별시 성동구 행당로**길 **-**  (행당동),,03,폐업,,,,22977087,,
