건물지상층수,건물소유구분명,건물지하층수,사업장명,욕실수,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,발한실여부,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
1,자가,0,남면목욕탕,2,공동탕업,,,,,295057.340266863,496745.99010673,2026-04-15 03:03:03,U,01,영업,0,2026-04-14 16:46:52,2024-10-11,432.01,,강원특별자치도 인제군 남면 신남리 334-40,N,0,4331000-202-2024-00001,4331000,강원특별자치도 인제군 남면 신남로82번길 27,24649,01,영업/정상,공동탕업,N,033-460-2321,1,,3,
10,임대,1,원주관광호텔(Hotel)사우나,2,목욕장업 기타,,,,,284113.555870593,428054.723545349,2026-04-15 03:03:03,U,01,영업,,2026-04-14 09:11:11,2024-03-13,624.57,,강원특별자치도 원주시 중앙동 63,N,,4191000-202-2024-00001,4191000,"강원특별자치도 원주시 중앙시장길 32, 4층 (중앙동)",26428,01,영업/정상,목욕장업 기타,N,,4,0,4,0
